"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",519247,421278,798272,505788,322794,254127,140343,384133,770205,867826,695253,655115,943186,279897,1200678,308746,2239153,827414,444434,342304
"g2",9879,8041,16754,28649,30320,61056,12591,28634,6657,22363,11953,53114,44264,147684,70549,129744,26296,146267,27696,54241
"g3",32443,21755,53478,19163,32980,21816,29256,31458,25088,42559,22681,53172,60925,95247,40265,30149,151077,80335,63957,25809
"g4",51044,28523,12711,18350,18576,45455,21351,24091,42099,15211,75742,36885,50925,90614,187791,57377,51493,104171,66099,68014
"g5",48593,25225,44057,54212,26790,99885,60058,55361,71605,47732,102110,200583,106051,198031,333471,105031,359765,187417,154914,131825
"g6",62244,62438,60832,55641,80356,114833,51343,27849,89389,68826,104208,143735,125296,158367,105495,189546,194968,156822,240433,51294
"g7",32631,23749,61857,11957,12598,36731,18280,23150,25987,17051,21554,74007,33608,46563,49965,33672,71660,71380,31048,20926
"g8",1924,31989,45253,28008,25839,16751,4568,23464,53319,7223,69503,61491,89611,39952,257,71818,53132,36437,77154,23272
"g9",73159,7511,34787,52490,18581,68431,41992,52520,46591,27661,60750,84454,147794,268744,19055,149783,77157,232163,53013,54682
"g10",38993,46015,13415,13249,71325,27247,41032,18727,26209,43327,39243,78599,35388,82057,102575,52184,59065,75988,64755,30159
"g11",17494,17179,78928,34715,35385,3882,50054,20951,76196,118836,33542,9785,30905,51752,46515,37994,136588,33494,69305,93436
"g12",21572,4071,33477,49868,10556,15754,2296,11553,6204,17284,8529,12211,58666,30400,36778,26859,41772,39406,28371,7349
"g13",10543,9204,15746,8459,11924,6118,8515,1765,11604,20305,7285,8142,18519,4483,27277,29594,14251,18004,1028,21647
"g14",42132,21233,50915,32734,22849,17264,13948,3228,40387,103131,41605,10472,61244,29537,180472,18911,114982,4110,673,37798
"g15",39654,2543,8547,1840,15270,2033,207,3157,18515,2588,19315,11089,83944,1613,81083,59645,25930,904,46729,20997
"g16",30459,13219,33112,19346,26254,32359,17554,14502,69283,28190,13692,15111,39210,67122,49867,25090,40730,62609,50946,26268
"g17",2373,696,49156,40922,3411,278103,4269,2744,811,14636,348662,9971,24610,69764,66445,102639,292442,0,441,76425
"g18",8783,26248,21080,11499,54179,36061,34098,27651,80254,20218,83217,69619,121733,53334,90386,73630,125091,58173,122741,47425
"g19",5085,33853,18489,5931,7585,1737,3993,28329,7384,21762,23469,47863,4149,9064,42512,28894,30876,37760,41483,76792
"g20",32158,44874,42480,49557,39468,60946,69160,73203,75613,101354,170305,129352,226578,172381,280774,382315,237523,238311,218100,116052
"g21",35198,21104,15289,20438,32588,29576,25928,29947,39604,50174,54416,211452,262662,151757,153779,107197,235100,124152,125587,71978
"g22",76905,30593,31090,29892,37068,73768,36442,25474,24373,45696,71653,113378,117586,234924,190256,111685,329652,212818,57223,111592
"g23",37682,20414,12100,29935,18514,13346,11753,20335,16863,19039,24789,58033,57739,38162,87442,31587,32632,65171,25961,25278
"g24",59148,23171,30205,16170,25773,34326,18341,17103,5817,17960,16509,62807,36352,13433,42541,9621,11064,37372,22775,20663
"g25",10305,36116,12560,34326,28773,65410,18492,18717,38822,35086,15040,34308,72468,60795,60512,110618,135069,63392,58508,35161
"g26",59158,21522,44407,38938,32524,18257,52943,28977,15970,67155,47538,38971,50290,201158,94328,54021,155498,107570,47763,47522
"g27",146012,78554,111465,63029,185925,76071,26258,47313,92576,114130,121771,541179,269076,117695,117355,65907,177465,188046,70710,140217
"g28",47151,23699,45000,33085,13976,29569,14923,25439,21465,60769,71045,159478,88510,149945,59654,54222,119551,91787,34450,33534
"g29",21468,15944,45533,11943,38778,35688,14773,23574,15938,22848,42980,50166,71412,45273,55299,108242,117849,104476,45853,100761
"g30",59894,30310,45780,26847,18049,62160,23820,36708,50077,35726,65827,82323,255977,85958,187903,38641,146602,85488,61309,50614
"g31",61994,45919,72562,26954,12751,18782,11306,31719,28213,43269,40259,93517,54871,32847,40096,33107,96167,34661,37975,48527
"g32",25585,11696,53641,3590,193047,12661,32600,3731,55698,38931,301,18346,16223,59721,21862,33179,12024,19367,3684,73152
"g33",78468,44490,43283,61980,27845,50134,37878,48601,45547,76892,258310,263228,245525,141013,225030,118281,265415,198607,83532,123310
"g34",32162,32721,27358,18660,17022,25531,21135,52880,33580,34817,114065,66887,47875,47864,53855,56495,144863,66701,52252,75399
"g35",201125,147962,71075,121127,94328,67162,162169,57730,120192,91343,159833,158199,157010,233339,222963,164783,150398,259360,117025,415368
"g36",41657,11251,12990,45062,35553,62684,9318,46917,18374,20477,9246,24227,59124,253902,116634,51559,94204,385915,54126,104886
"g37",67392,29571,35663,28590,37595,67317,19534,34687,79848,55747,124491,142863,196882,234591,104003,106817,187009,101093,174160,113637
"g38",26789,801,6280,2316,3507,18088,15845,5093,43507,44711,24272,64826,6744,3575,25451,11194,52696,62554,56218,58289
"g39",10756,6405,804,15006,19254,4559,6689,11144,9110,28946,67376,103578,151547,40300,142636,11083,76035,86786,23864,45433
"g40",100176,25493,169,324,4180,3347,7140,6,322,2454,62111,693,10167,34,3227,16080,0,532097,9143,2152
"g41",67924,28698,30421,57316,15787,166049,56044,27568,83618,62171,74648,122552,110201,32059,99462,47031,65224,97954,59935,157052
"g42",34538,65635,68005,33205,17829,69029,35434,19547,7576,38135,10295,87262,44952,126334,31910,48514,28628,127099,41911,55160
"g43",70769,72583,28592,63867,71668,204129,25563,54005,61285,49662,33466,188069,74729,124707,134242,70851,123102,102671,54751,23597
"g44",99389,73469,123692,362828,103522,147974,45415,23648,191137,79571,125270,54258,369669,874194,300534,73199,132462,54037,65021,141281
"g45",62646,8150,77599,32873,31168,31675,20660,6574,25928,22545,61441,73225,52381,173304,65289,147046,92092,185046,28162,55712
"g46",29048,17032,28216,5141,8427,45036,36240,15761,6618,8922,14356,64681,54399,15257,88764,64209,75832,9362,31813,3422
"g47",89327,10676,19454,7563,20137,99310,2331,41030,8201,55853,183810,43119,26761,112744,266571,50086,70108,193083,24865,24231
"g48",77090,81259,194486,197854,46362,102103,150884,94893,198106,87085,57930,170666,444402,290497,272283,266314,290750,230885,252972,184692
"g49",45854,46908,15018,54219,29442,46721,19549,27913,13906,26392,43769,35269,42671,76852,75025,22938,106470,76002,33901,31260
