"","sample65","sample23","sample70","sample3","sample4","sample94","sample81","sample61","sample51","sample55","sample175","sample133","sample180","sample113","sample114","sample204","sample191","sample171","sample161","sample165"
"LINC02568",794,268,218,401,189,510,338,325,517,132,1352,4,2,363,995,57,2390,187,161,438
"SENP8",267,368,301,324,280,221,291,195,184,259,478,90,192,52,185,286,236,307,372,223
"KCTD6",655,1055,817,904,858,673,676,529,740,768,3002,267,530,231,506,160,496,3075,811,1082
"MOCS3",897,973,741,874,713,580,1043,456,646,699,1128,611,1523,405,881,1122,868,1364,2129,651
"ARMC12",40,19,11,22,23,26,41,30,10,13,35,16,15,1,21,20,16,0,17,24
"LINC01352",19,34,31,78,78,99,81,30,11,122,29,4,8,10,21,1,40,22,25,6
"WEE2-AS1",134,443,304,255,290,176,202,67,204,182,373,39,127,113,149,104,151,72,98,158
"ARHGEF15",958,1469,2529,5026,4515,4351,1894,2726,782,3857,1066,325,918,1177,725,461,1379,292,442,357
"TP53I13",1397,1446,913,860,893,1510,1561,1121,941,1262,1178,1029,404,985,1314,1148,1838,257,512,855
"AL512408.1",49,44,29,53,67,24,59,45,28,44,122,43,19,72,51,112,35,92,29,58
"NRM",514,774,651,814,1048,765,1307,486,474,885,1047,1370,1291,1097,672,1804,1405,2421,2227,392
"TRBV19",14,12,17,50,12,25,43,18,47,14,2,60,22,7,633,22,9,0,64,1
"PPP4R3A",6627,6854,6284,6624,8253,6766,6381,4521,4508,8400,8546,4793,7779,4009,5697,9684,4731,5214,6263,5137
"CD177",7,12,6,15,16,10,9,1,4,5,364,155,6,35,30,40,11,13,24,453
"SAMD1",1927,1665,1134,1335,1505,1609,2504,1233,1497,1194,3914,1651,2205,2200,2206,7901,3283,2728,1653,1946
"CNST",2674,2907,2360,2936,3809,2663,2295,1559,1811,3230,4768,1008,4178,2611,2569,3038,1948,4656,4579,4044
"IGKV1D-8",35,173,72,125,72,106,159,33,36,94,8,18,0,193,524,236,21,1,23,6
"POLQ",137,81,129,108,112,80,334,94,40,84,452,476,400,141,244,1731,245,600,1280,195
"PLA2G4E",1492,1,8,3,2,9,105,0,4,37,0,1172,0,9,3,2765,1,3,0,0
"C21orf62",5,12,19,22,21,35,18,17,3,23,16,2,1,5,10,5,7,5,1,11
