"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",1388,444,627,1223,628,604,300,838,1187,561,1162,959,612,3314,807,951,1393,2219,1872,1114
"g2",948231,651176,667491,223687,664841,256974,418258,816584,1739527,433157,860097,601585,1481179,1249481,723912,771849,353855,658807,1082834,2994700
"g3",1236,614,596,502,395,1351,730,1679,1200,428,3012,5396,1284,3325,3354,3883,598,3514,792,1849
"g4",541,336,5,6465,761,180,2540,13414,755,557,4176,10146,52678,1785,89953,2514,14848,10055,35565,29541
"g5",138,428,35,493,160,195,109,421,136,81,78,900,519,31,362,29,464,1029,60,711
"g6",11144,3953,5089,9551,22205,18530,1862,17258,9151,4626,2515,21778,7574,18030,22469,16816,2197,18083,11843,38928
"g7",20601,20750,13197,7794,12522,18099,14886,20676,8845,14427,37655,46144,48152,36858,26353,23476,17878,25769,33869,31490
"g8",20053,16258,30440,53966,66004,49927,13119,22882,16760,6382,21643,93142,215285,137036,39848,116273,138590,68460,94498,116903
"g9",524,0,27,387,834,6979,37,1457,204,27,3067,416,39,153,46978,243,3233,3083,2717,0
"g10",301,314,176,71,84,121,72,193,70,35,1329,97,907,45,1464,90,197,774,595,432
"g11",178,1454,3009,2275,4810,3219,312,5435,5130,2256,10423,12304,1951,17902,4325,4802,506,597,10356,1381
"g12",81505,21978,32606,17337,68207,42215,42851,40937,20540,30064,74498,83706,58917,55865,97680,47409,90658,140722,122686,50520
"g13",31511,21563,41697,25347,28178,37785,21103,23146,41311,22245,42572,98500,106604,34439,49963,23134,44652,47371,90488,56225
"g14",1372,844,3845,5692,4524,13382,6919,2777,3578,2291,6852,10038,4188,18024,9872,10838,8051,12821,5289,18897
"g15",71499,18889,37204,30828,130592,58321,30227,34435,17675,68089,161606,156888,211765,123250,215419,191416,161777,151829,186668,214398
"g16",34654,18189,16147,22997,19073,30602,14114,38651,29653,17325,89950,73033,70484,107627,64538,93553,33520,42508,87385,162360
"g17",545,47,2205,12187,1913,11014,896,4515,12260,9625,18014,144874,2164,71569,6060,8412,12965,1041,248270,41098
"g18",47931,50206,98420,50963,102984,147683,66320,83385,39022,74778,239902,100283,196351,188660,168870,109560,69423,58795,186401,141570
"g19",16070,7994,9290,2735,7428,9725,10640,5841,10184,12048,13497,42314,44825,46704,43598,26622,24976,46818,29768,39145
"g20",389,598,191,800,43,455,376,65,794,88,894,1313,2170,558,88,693,216,550,1484,719
"g21",16105,8279,9573,7507,9620,15133,5144,10835,8704,3732,38946,15218,25404,18089,11417,15547,21494,14191,43804,42447
"g22",39454,8091,14128,17905,9111,18923,16538,18371,26629,9348,91766,104896,133041,115844,81328,124636,55511,93800,114464,89740
"g23",13142,6784,5338,26239,13165,6810,8675,6524,616,3511,20713,6991,46646,39346,22817,27655,9640,17104,69052,18753
"g24",1217,102,887,328,1667,2833,345,9,125,1511,2312,12320,742,956,6717,449,882,4368,3243,2584
"g25",37681,19869,18790,14142,14567,29588,19523,26270,17860,34325,65711,64812,66657,32320,77612,32294,62033,45278,40528,75071
"g26",6937,1351,831,3137,2918,1604,3287,673,2581,2982,3494,10509,3473,5279,10029,7908,5148,12753,1844,7648
"g27",7624,48229,30752,6340,16751,45118,25350,17384,8284,32449,43090,68835,121804,58561,31946,9018,72688,311949,39592,134419
"g28",68484,6064,42468,22466,21551,42212,44736,21778,22411,11444,139026,190025,267513,322477,169084,95663,141785,76626,44526,280338
