"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",1652,941,2689,1808,2477,940,1132,836,1403,1579,5512,3420,2046,2898,906,1407,968,1479,3618,4814
"g2",1043432,772690,213150,561157,477986,815143,942268,2203499,1493173,1827874,1615463,2427700,1717659,2364570,2055996,2836842,3692264,3734440,719189,1333803
"g3",2614,475,4175,1900,4044,7465,1002,2474,2945,1979,11626,4969,5407,16384,6758,4973,4059,3688,1275,6729
"g4",1621,15257,476,1589,653,206,7457,9814,200,15741,2593,36349,12342,16660,17512,3379,39184,8799,60885,367
"g5",172,650,512,59,587,716,582,14,116,466,83,455,539,3144,1151,36,150,2108,634,1372
"g6",13864,11579,35377,24379,25620,11862,25617,4393,14242,37666,8651,35317,23248,217872,49952,60765,18695,55406,54345,21114
"g7",56789,26136,48659,39816,51758,59077,56782,39315,33072,41930,61220,70392,66025,56523,47227,90184,37726,54514,57988,77702
"g8",74496,85334,119011,57405,32394,67929,163109,145147,20084,14748,101503,144554,32967,235687,38027,98244,34441,107444,66539,40729
"g9",152,8148,0,700,0,1709,1857,29,4622,0,15288,148,17495,3144,1525,18167,18,450,4400,517
"g10",228,71,336,483,407,1067,710,68,48,171,377,174,771,1216,337,939,168,173,421,1148
"g11",3059,2172,8238,5956,3365,955,4116,7004,4436,441,8179,5342,5812,9793,24001,2907,4052,9067,3634,3255
"g12",68633,100593,63642,129557,37518,130768,57059,95154,68174,35393,67507,126976,146097,221831,49355,46410,71226,41719,106652,158794
"g13",125846,74897,46382,80635,61313,103694,126660,115471,58184,67295,93664,106258,62192,183271,38492,57171,52673,58141,72003,162586
"g14",6018,11820,12439,14433,10815,5335,7232,7294,6377,6530,29799,28176,10980,9050,16566,11994,21261,4697,12594,10391
"g15",178428,177241,211002,118442,156270,175836,155931,81857,108629,115167,209547,174554,223098,162146,115805,150193,121730,202028,101805,135197
"g16",111123,68919,69752,94600,73783,97506,75416,31664,63988,54270,149626,183818,75629,84103,59214,192620,105935,80770,58447,125428
"g17",15649,40778,12447,2440,64498,99179,1562,1741,23880,33704,7949,62749,26196,31554,113672,4577,10129,29603,157407,121196
"g18",90055,182049,288955,167805,271169,203736,276297,389896,109937,185203,309451,717782,94841,447698,145244,140590,141352,322303,154502,213086
"g19",23221,15061,40671,26407,8839,59964,17769,20028,25873,31377,56764,28021,38934,89439,51768,56945,38408,44676,26002,101471
"g20",3663,869,1269,299,661,1668,382,747,609,585,5638,1571,1464,3808,1425,3132,1230,139,910,1674
"g21",21483,16223,32748,13527,13024,19109,18680,23472,26236,13754,48957,38765,21168,62271,30079,33710,28140,23916,39236,31264
"g22",20987,21968,75720,29191,51564,40817,71163,61249,28896,42845,35885,82525,36139,151581,58568,65347,58873,76707,54478,53387
"g23",22726,45376,5764,28109,33101,9050,37434,12555,32239,35372,7117,26149,65917,37150,10189,42398,24573,31011,18117,25476
"g24",1559,2201,995,438,415,3195,2652,907,1795,5113,2099,1118,5970,4742,76,3932,930,5305,1310,4876
"g25",39598,31449,47481,28163,120461,95783,66695,60765,67500,50680,133815,110120,38026,154553,75921,60415,85850,81768,48936,140473
"g26",4605,16889,9329,3343,5851,5191,7743,5319,3828,5940,24313,7124,14479,53384,9303,9988,15406,9703,4281,18688
"g27",50441,11073,43471,72660,146807,10746,29247,151180,109754,111721,17380,35564,268960,158257,86566,51921,53685,61455,52389,344642
"g28",81550,228210,236442,62197,59719,201658,56790,65380,53243,71067,39560,61190,210317,225740,575139,374379,268062,42999,66748,169925
"g29",7234,11822,3206,2432,55884,33470,8569,6671,10630,2134,15363,21990,13070,55197,28133,65596,27807,75138,30876,168813
"g30",2159,1609,2682,1265,2967,794,1012,3357,1387,860,5828,2151,1543,4347,2145,2080,3558,1903,2945,2690
"g31",5601,60391,27291,14353,7242,2389,8064,59135,15340,2746,148955,601,336182,214446,19975,8079,176417,166093,58668,67522
"g32",1875,11223,817,117,21150,9908,798,217,0,155,18781,548,2493,3497,17,37613,0,13078,205,55333
"g33",404,289,1030,621,1514,895,1048,577,2143,102,731,331,1011,1114,1012,342,872,682,312,577
"g34",46999,83583,151074,87649,53807,68740,105818,129234,77664,23270,232842,200330,41770,121774,43925,101627,90954,133030,147475,135506
"g35",252484,77409,149540,30825,25692,159970,40636,270337,39929,30967,55199,308677,41365,803110,174271,195643,128826,83034,362148,89138
"g36",7768,1637,1721,1688,3656,2271,10582,2337,5648,8587,14101,15563,15600,4760,11056,5312,25221,5849,2805,9549
"g37",54522,37459,47377,22339,55678,20576,26922,46965,33537,38864,61184,39270,59073,35423,56747,51580,64099,62223,40714,23893
"g38",55465,25267,20062,24394,11559,32278,35729,26812,15512,18840,21047,59903,18996,11515,18558,22684,14898,56272,52835,66011
"g39",24611,31878,49402,11368,21558,12655,17195,7073,25787,16886,42863,10216,22429,32091,15389,30044,21926,10602,22500,27973
"g40",67618,82632,22496,2736,933,40315,17927,249973,19567,17939,1919903,50572,29301,368027,42056,22858,2283,211550,228128,18954
"g41",14625,36551,583,32636,5767,37445,57171,128222,5784,20246,34743,57241,174660,53837,11993,46882,123404,4717,21193,102181
"g42",1767,9800,7177,27951,24195,24569,20267,8448,4094,2423,22046,24611,6073,34616,19131,1801,10082,26448,27417,14989
"g43",21485,73762,48948,28863,25000,44967,31723,45609,22308,16612,96330,159846,75290,191906,55591,158072,106651,81693,85056,103633
"g44",1655,134,563,29,803,1058,11,0,0,193,80,96,4570,41,428,401,2401,3319,272,73
"g45",1743,1806,3860,296,4480,2434,842,2214,1864,3517,5975,7898,1970,7765,3310,4288,4942,3972,3858,15202
"g46",9035,471,8468,1168,8198,476,8434,127,19265,4609,11925,9190,14277,2917,4841,823,12451,1438,2611,26748
"g47",490,481,289,173,520,236,1168,638,361,684,463,1421,340,1129,1269,6455,224,978,885,1233
"g48",37735,28864,35082,35163,50219,45647,54483,29056,27451,39000,31972,52573,34068,33105,19088,22370,36142,30989,48605,52073
"g49",54872,25177,31184,44985,30999,21726,62006,31168,34759,23942,67522,125471,80617,235510,34254,24141,48757,71672,92156,107722
