"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",24141,21892,16858,10323,30797,34895,9592,11555,7089,21194,33293,4303,8002,30600,30227,49544,27162,49209,20998,49654
"g2",6118100,23719154,10288563,14328088,14477017,13922092,34164235,11540470,8070492,12400781,10871334,34949630,13833071,10382526,14160327,12202559,52801751,33527154,12527299,21900180
"g3",18108,49640,31935,28946,22112,7647,4990,11840,19689,33029,23069,13282,24610,37214,12817,24971,70352,9886,21650,55440
"g4",60072,234214,1547,41516,916,67151,13229,60143,203153,9458,125857,2445,4875,42882,9981,2798,6769,12767,7506,46171
"g5",1293,3749,3975,7485,13941,16992,567,3931,495,2138,1084,856,2082,286,8787,444,6514,1607,1958,1380
"g6",212428,898480,59380,138040,730148,233972,502908,405610,31213,286223,49882,208914,178543,249379,185954,328676,644197,342430,173354,197305
"g7",431184,403014,536852,627070,455159,276140,518344,379966,302857,273286,192703,189692,248946,240559,330023,191343,364453,130328,276913,161664
"g8",1143940,1104570,1498623,449297,887454,784151,1397435,334140,618539,650808,459437,709764,1589965,378981,1706007,1061601,895404,798018,2309579,1706012
"g9",8780,51,45599,93,101960,34955,211,0,56,20542,1341,2186,188,11901,181815,1050,134,585,9519,6875
"g10",487,4331,1664,24306,4376,3434,2464,1190,45,5959,752,8787,560,3023,378,921,6555,8384,1591,10143
"g11",19294,42391,75701,58816,25633,107209,132835,102643,47626,25089,7566,25249,20990,34359,16734,47026,23392,20503,50673,113428
"g12",626200,497797,1579580,190653,674542,988002,2575164,1035491,818145,571676,539555,632024,585823,773878,1412816,649224,625011,498288,624295,997211
"g13",1579078,1097390,768189,676872,408018,673115,1016715,484834,454776,849522,1644603,781166,1339658,798661,1873701,1487500,1298702,1605904,1044717,401591
"g14",214681,90922,61889,25233,89023,63816,56671,6143,58318,51860,47808,18477,60588,54052,119393,38242,121501,100037,101124,95934
"g15",1850878,685087,1165236,1696300,1874593,1963022,1525444,885151,2214666,768603,673514,533711,1491665,332180,1106027,1398671,1143865,757866,1054670,590557
"g16",348057,681530,879812,1140249,687996,663325,1054025,435177,1311559,368228,442238,746064,475218,755198,1240951,324962,638383,428512,688099,1412516
"g17",1019990,583104,337747,525862,1755750,39548,194438,295428,3525,97211,337340,23761,198763,80279,1294512,135007,1322833,391628,523354,50893
"g18",923332,3918325,1831186,2757569,1841050,1983677,1650257,1923905,1248056,2633472,1640000,805459,2520128,617153,821232,805582,1395231,257482,1446113,935340
"g19",306741,344220,163185,277715,382707,126533,185807,77340,445170,111953,103410,185055,248902,178959,292410,162001,352150,192483,125727,228495
"g20",5765,4493,12158,3971,12576,17312,6770,14847,9620,14099,12297,4723,4482,3059,18097,17333,10258,20750,21618,7953
"g21",192249,172134,90560,256482,202077,148703,286312,197210,119503,195775,99854,111029,129461,93723,95418,80223,315391,129226,103703,205428
"g22",565015,813138,627341,616504,470883,955639,1248376,539554,482794,137393,219302,577181,449858,235195,708211,345317,851120,288275,573752,416108
"g23",188952,185790,323333,165500,254667,407627,211733,316056,267603,179292,53403,280040,229745,268471,149731,283946,55516,165842,104338,150910
"g24",28447,15237,58235,37702,812,78521,28876,1606,77044,4941,33165,29310,24272,25249,30769,16366,9080,39860,17007,39067
"g25",849096,605746,490240,1057317,1628227,864456,1004584,246817,1222728,535095,1074700,421638,444539,443513,396042,685513,671024,1114203,502401,779469
"g26",114682,64033,80803,58959,21040,34120,44810,54924,65016,33565,93539,27959,27740,51240,230280,102208,198848,76271,29770,73203
"g27",746334,74703,438191,119705,639236,677613,198789,139037,1130581,154212,264519,604724,143441,545277,1547046,548147,1156209,784741,518057,1503324
"g28",930811,388959,455589,1041787,1118853,540270,958148,705133,2792749,173282,1984325,946074,628049,1597949,1460659,1580025,786079,2168735,733953,727593
"g29",29184,53252,31432,146449,235853,42039,277518,158049,54648,8163,35017,23086,7094,389646,142789,53576,2101,157785,109301,11155
"g30",3855,10009,22026,12492,6455,9296,16013,9914,24863,24733,12702,6339,12910,5734,6459,5814,25452,10052,20421,8361
"g31",7412,36361,5370,7866,1145,2428673,27758,54096,475170,182501,19396,1137707,7188,63660,260141,1671,168539,14616,167887,255995
"g32",2554,280,5390,46297,66296,4966,86682,22977,146049,45470,5118,426,122042,686,44625,136,36939,7259,353,1376
"g33",9250,13982,15139,5385,23306,6140,36744,5969,8252,6884,3401,2339,5593,12840,8063,4589,3673,3433,4858,6529
"g34",532698,360674,886863,1109357,1128634,555999,1113196,650731,1214508,441621,247837,122362,582318,702571,446041,678990,762290,738257,1041833,749489
"g35",704487,338204,1835406,724923,373417,885564,92882,531297,2209725,1333259,436730,620139,613661,212258,1052343,632288,1595368,745398,469733,345115
"g36",43941,132553,43778,40088,31690,121369,100944,52619,16952,36217,25268,150399,64930,49594,13758,146755,41722,24395,2848,92813
"g37",1337757,345186,748376,242731,372613,219175,339846,321147,606387,206051,76590,245357,157425,289805,415937,93386,318422,350716,327046,260769
"g38",708594,403295,209177,401570,264888,335593,743669,135432,229460,180381,174704,209989,170001,103606,23409,32802,11877,428466,46823,149736
"g39",168781,152154,98469,147797,109122,224117,158395,163886,316898,141580,106188,127453,108963,206133,296480,291502,213654,112277,177437,220327
"g40",349044,100074,445510,3993817,628863,255180,1065990,163097,75036,18391,56247,497701,542278,115294,2523346,369054,146310,1618787,428955,1471877
"g41",224233,779861,135255,494064,510836,387439,740123,730234,33688,24611,83047,250418,22898,530027,408387,99630,249427,32507,157757,922968
"g42",156804,299149,10368,24808,581164,22102,178644,84502,243789,68932,209196,96570,68357,146432,122915,99264,264337,107048,22256,161342
"g43",144673,476319,223495,146998,495845,678540,502607,282177,692451,151847,195128,85088,160179,145050,369134,207854,555263,214960,237342,247592
"g44",2197,1243,20295,1316,1659,5469,9714,860,12436,3583,4491,3103,5313,20871,14511,9801,2220,25282,5732,47
"g45",10038,19713,37579,11989,32891,14349,42441,15545,23812,19560,19541,12004,13004,5328,7463,10015,37933,2498,10316,8773
"g46",184,77225,2534,39821,63697,43577,195905,29315,11791,24449,33969,179404,33785,185652,45609,14975,10037,11379,14403,16077
"g47",3193,4902,2695,5310,1554,7222,2458,5981,4547,3593,2648,2253,6571,3993,2766,2751,1104,5964,2499,1850
"g48",479588,224855,447263,296667,358004,203345,319778,210906,405013,279390,133431,275102,248626,111062,215598,98474,339347,214326,134112,249232
"g49",632528,120995,225216,349688,412023,306339,340241,563867,306883,194400,188690,288826,149112,188035,80533,267999,372885,277302,247965,630679
"g50",24707,66404,130710,71136,174865,113802,55367,183211,106706,27385,73444,7199,48760,45060,108186,43141,102153,78073,40457,30804
"g51",1147087,1292642,974604,1381043,371124,619983,835619,561176,1397429,552464,919073,1141836,665014,611977,1098829,707801,2566754,906250,1312085,1767030
"g52",171009,303652,355359,257901,218420,329341,321148,135464,230569,82718,97083,115160,136088,239218,105489,152634,312543,109572,176780,326140
"g53",415457,624651,10670,863764,53588,880473,231033,885575,919099,1487879,600897,45249,3103205,321149,905962,6146,2266110,114329,1451732,53808
"g54",5730,9099,100,47140,5017,1455,18030,7447,153414,332,23,6025,7083,37,1570,1215,83,21368,61933,1337
"g55",42704,24677,322389,4531,6346,3221,21990,64744,82036,1801,4863,5599,46871,12293,48632,2394,8605,557,28761,3717
"g56",181390,360126,735721,535504,179057,210396,996044,94147,392264,269775,214025,274026,949598,619869,859767,247884,1896757,663921,1666242,989552
"g57",690159,78818,233038,7278,36948,7350,528702,21251,635858,46162,19276,51239,137090,23913,14155,103605,349848,128462,218768,37985
"g58",1036219,1513906,1476346,397171,2465850,591667,955844,668704,1510846,602400,580261,925415,295442,131017,832783,502957,811237,304970,510322,2066161
"g59",25812,110516,14756,53323,5754,107145,8614,85026,201069,93567,28448,43224,121536,203675,12024,44277,67630,70296,77794,51515
"g60",622,318,1677,262,7778,4648,4286,2395,3388,5205,1575,10476,4930,11911,1826,3026,3548,24318,12316,3410
"g61",71906,103993,269176,282894,167657,75328,148007,125674,184604,19702,13284,437915,692968,173445,332,657144,63911,287890,98321,13175
"g62",107859,656934,314453,41559,1606320,226809,173227,22208,791568,307878,421913,101236,70995,434676,247393,179623,131841,631072,245481,466891
"g63",73038,163339,172952,37591,308841,56436,134617,111799,70216,210839,165877,41609,29247,239123,104873,8902,229337,104672,41762,85842
"g64",75718,27306,234719,90731,15410,169253,131113,98744,97697,14669,184137,8954,4122,124930,205938,3740,243481,30069,114723,42720
"g65",1300511,1326944,1017363,802358,3145637,2525980,287326,966613,1244592,610160,982519,1794107,1418265,2997138,782987,722842,2130314,968456,1358542,2081418
"g66",488700,336331,227632,583351,345835,518019,399427,239784,505124,529817,174188,327792,299818,287004,298248,350745,432336,288701,407372,245693
"g67",400845,843878,721177,474751,890249,904635,1065822,840314,1113022,540850,607206,315947,585668,210193,849721,146849,513983,206339,352641,630491
"g68",841866,2085105,1211829,836404,1435492,1384170,583199,679155,1499675,452398,591693,759189,1928614,760227,1943832,739329,1214625,569161,1208629,1181247
"g69",198577,247158,242043,113605,195323,269216,316511,91076,144223,148027,131085,195935,81245,107753,134426,225090,183119,72335,110213,110444
"g70",264292,791600,526720,1152138,515551,641699,870329,448372,888410,370418,142392,616674,469091,270470,298438,465731,266808,468364,282494,735940
"g71",294713,257283,180934,340445,310467,96030,822787,481244,336028,197139,290015,259869,345420,108226,318817,197458,345488,626213,54287,358667
"g72",62598,91265,45558,159629,210106,137741,96035,34211,169622,95993,52167,70343,337758,146862,619077,444854,1813429,26506,40651,1488356
"g73",1762,5303,1452,1952,4159,603,3308,101,5605,302,1215,1231,554,4189,108,6748,20,32,77,17491
"g74",39595,21875,32737,32072,20846,19149,9997,14345,8912,16875,5335,5364,8207,4337,11561,3192,9667,27623,5701,5977
"g75",453572,363640,483507,424528,466542,607185,196455,212875,423494,184408,402691,565737,648556,343443,1069236,534088,1218462,854501,528644,484833
"g76",278468,591370,213573,310984,310031,455144,998990,237230,281598,485811,522894,113263,361064,811651,509664,1373951,776309,407514,685811,964647
"g77",74,6780,10907,65409,30843,17931,10596,12988,19465,816,39752,10681,295328,27419,41745,422,7931,283922,6739,111921
"g78",758028,1072126,1130120,780899,1095775,722168,1040375,1138952,811688,613560,326992,1196387,1347704,1924894,1148781,1028611,534812,1190794,1038112,1117598
"g79",346,77461,409,9944,10245,78659,1938,290,10939,48434,7,33329,43286,33576,38962,3274,124303,7782,15414,3843
"g80",265760,227838,315282,368224,276021,351279,328645,274906,340848,266997,153133,114925,122884,113955,257257,133356,149743,64158,112613,273144
"g81",49171,26717,20998,40885,68453,56221,54754,52132,64049,36939,22253,29764,20244,46153,106460,25434,83896,53871,86945,42180
"g82",546656,466538,1181773,792070,585126,1238352,1222517,457484,1936835,743869,425688,1236101,1369701,563858,2356397,843581,461047,996233,955988,877142
"g83",150243,153862,550906,440581,308639,139070,1127046,207543,119255,76339,415540,102379,109669,361814,114992,41385,504267,127042,602679,354224
"g84",12154,11825,7117,10319,27344,11527,33103,5570,8753,4860,5219,8247,8269,6882,8549,6662,5464,7287,5013,7598
"g85",161597,123897,329726,277341,296808,154779,124819,387423,510648,168968,204076,184938,160827,87998,207487,97053,185461,365998,124321,176934
"g86",125608,185641,158061,186130,430920,125704,96283,107158,348129,243762,53522,92277,97915,81867,120004,77349,67024,92437,97781,216995
"g87",202355,252136,339153,133538,177229,259659,596527,166553,239657,401977,39384,147350,29606,125887,146251,193368,253944,29166,343148,111530
"g88",159649,73914,74204,172933,217593,155463,132974,203130,246933,119578,93676,188695,104479,72914,179664,38969,46217,88119,99957,334059
"g89",1761029,4242391,1436789,238543,1404928,3245711,9733729,1134569,1811030,2689561,791616,1902552,725864,1201825,906858,713716,2117000,1510686,1943036,2378924
"g90",175627,372882,312949,238915,196129,410685,245839,226362,318783,355244,428837,360955,274317,700498,301244,622688,79621,769963,549908,321772
"g91",379738,1088781,558762,1061364,839595,405301,1155795,444617,982569,349741,275714,284204,395391,441339,252697,200817,384722,246509,292437,383465
"g92",1160856,999959,875599,830004,923725,299076,1263778,355250,260725,742058,275902,249545,376007,1303728,872172,619536,505187,352724,771452,277218
"g93",58832,60956,149805,161181,110298,41910,204590,130671,230806,115180,129819,37078,97826,155139,188750,447695,262344,181679,165732,146404
"g94",103021,112199,191119,247014,78970,68324,73345,105388,64654,99982,23135,82055,94616,102595,203243,13533,86840,125015,169893,42462
"g95",833086,1392157,989488,1097279,1169065,668130,1141465,673030,801825,668670,361845,378508,256671,624985,1264445,610491,708805,862938,650879,546768
"g96",771299,506687,388481,914247,1468732,862932,546569,409442,751461,1218573,295556,616988,421203,500379,1038095,357968,650381,490014,584566,630912
"g97",214324,176780,95697,75289,132224,96912,190167,126919,92254,33850,109138,128831,106074,165813,198375,77435,225054,91792,241117,209274
"g98",930813,78390,1064024,148037,1408447,593839,1260294,1162317,22719,256605,46940,1426756,358035,446668,576073,41020,674215,344631,102783,567307
"g99",225993,295007,308662,564838,302449,284562,343091,158846,417566,142049,177163,177499,238526,267265,230234,144083,296881,177955,182111,270420
"g100",1004545,982429,2335206,1539493,899875,1508239,1873670,1845648,1478475,1713749,810238,1382513,1463439,1333770,1822526,1599843,2567625,1175509,1209836,2067320
"g101",605470,491775,627216,671630,762469,1044169,746602,1195005,1242176,752036,347924,361186,971795,284743,169901,340591,267620,560918,390110,533149
"g102",2556432,3761537,5546967,2465754,4111652,1526151,5398431,2614770,5450907,2127189,1183496,2500137,2878490,1362590,1267824,1158537,1696517,3511442,3649845,3150697
"g103",23191,38838,228195,38419,28917,105610,316561,65493,4746,2317,25081,76550,17092,140209,62857,19125,50432,14753,30935,46911
"g104",704872,698902,1595739,495427,836230,1427344,68945,120247,203002,1167810,967706,2242405,364609,538681,784558,1680543,1961893,2102930,1121077,1482053
"g105",36736,52196,295559,78982,31319,171353,104827,58377,52646,61831,39170,66468,145868,15241,170082,22741,1154,62376,43496,149463
"g106",1234651,1787214,2095319,1156459,1400345,875426,566413,1094375,1178421,1007611,717648,1093416,667334,870965,1847042,929673,3071393,1090301,887297,799140
"g107",3213,15226,137475,0,72265,7846,13219,107827,104713,1425,8122,212393,17924,22874,277,257,0,127204,4399,2590
"g108",370537,317534,395019,599083,360798,227678,549933,239919,149378,104150,220828,584404,44367,213311,185574,214753,76849,326583,65654,280959
"g109",68900,38189,107895,57294,362017,73357,114589,54160,217966,40512,55877,66996,72999,46432,82971,74764,89000,47144,56368,67517
"g110",270131,265909,548956,358929,376801,384399,302347,415194,526481,176871,337861,344541,156959,194010,509414,272294,686613,307772,263453,242832
"g111",300828,430841,446312,331379,326807,251752,464984,205530,313312,266885,136315,231570,333625,287056,603568,259673,663637,235586,404588,530357
"g112",203986,404355,413670,702575,611752,383093,163668,347630,569971,299251,105070,142393,279793,352561,308459,163707,224808,371733,205345,334441
"g113",35211,128199,30068,217260,88534,37084,71064,90244,26862,119041,262939,122934,569506,205676,280158,505921,536537,167017,204808,261498
"g114",4375,4276,13369,10949,16450,4866,11816,12910,11600,6900,3512,8432,3238,4413,6367,1706,4818,5119,7432,1812
"g115",233,5324,4209,1145,3893,382,435,1311,1888,1787,1368,629,2461,6108,1877,2461,1370,1906,4096,4516
"g116",12844,11288,2975,5849,21659,11610,9808,5398,18156,4345,3475,3342,7954,11159,5322,5164,24490,4124,10336,10227
"g117",7185,4758,4054,11842,6966,11789,3229,357,5564,3301,5390,6678,468,4494,7975,568,745,5208,2421,2905
"g118",3732,6169,7212,9947,21286,5872,9039,4447,13530,4005,17259,5845,3608,5053,9008,10397,8727,16188,20263,8068
"g119",102407,132622,76564,41346,114467,35143,62174,51037,99673,53383,101721,128688,40636,43951,53094,59719,41734,109531,73084,102291
"g120",22817,24555,35243,21342,32892,15116,4955,4437,61707,11967,27683,7835,23529,37261,46723,5695,32653,7845,10465,6899
"g121",4307,358,2821,7303,4772,2776,13742,4861,83,8428,326,1271,11947,533,1111,3101,1827,5717,5658,1311
"g122",2212,615,3743,83,7929,10233,12543,74,790,9460,920,701,1260,174,102,3444,1337,2767,4157,1896
"g123",524,851,3423,466,56,4253,9953,2805,2907,29,2989,3720,12159,2858,26204,28,3212,3658,9912,15276
"g124",8173,5955,25640,10336,7591,12081,4204,6847,9074,9243,7244,2439,1015,11651,5896,659,13532,4675,832,1267
"g125",10561,4755,16139,25130,13610,1821,14842,8624,6180,1406,5315,1599,5776,3129,15953,7434,15083,11210,2675,4853
"g126",9937,15035,5001,17618,41362,38881,6951,5051,9590,6015,6631,7977,3463,6445,12578,7058,15717,21263,5685,6842
"g127",5348,8838,5531,7591,3107,4820,6781,2108,1444,4251,1456,2520,884,3204,2474,1535,6441,1355,1939,4754
"g128",9961,5886,4510,825,7409,6034,15054,10189,10209,4224,2962,3251,2781,5177,2245,12964,23747,6253,2833,4482
"g129",5178,2537,2677,2966,1819,544,14242,6227,3456,2489,369,4354,5189,3261,658,2214,9283,4801,1891,2927
"g130",16497,10951,12543,9360,21813,10524,32124,10737,18570,15250,12168,14863,14292,12755,17952,4803,16520,8410,9711,16604
"g131",2705,6373,8364,5898,9565,1538,5737,5914,2892,3976,641,948,1127,1713,3070,3970,8077,2387,1309,4560
"g132",1909,2243,1834,4083,3010,1734,6602,1118,2808,4349,1904,3236,861,7792,571,430,1975,963,1880,1812
"g133",477,4394,10027,4971,6368,7764,2657,2869,2370,213,5425,979,4125,693,2477,289,1267,4138,3891,4407
