"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",18000,29952,13716,6513,6936,6900,24657,13089,8164,15854,33649,8973,57405,14038,14218,59426,20049,26075,10476,10743
"g2",18148165,10856545,8919200,19034754,9960848,3465726,13202362,1762591,24218650,6732982,6498354,13561892,21363845,18680853,7092871,3057901,37890682,25811870,4642011,4438527
"g3",13634,23429,7592,9792,46848,12144,26562,18958,8604,9801,3962,49525,10752,9491,12588,39045,11794,8939,19620,7851
"g4",4053,167382,10783,16729,261,25543,64962,53437,66954,20931,342465,203160,21826,267571,29587,49068,193650,30752,339488,98893
"g5",1236,2285,965,1316,13346,3492,12285,1765,7372,1810,2028,366,2340,3434,2395,194,6594,1405,149,2215
"g6",400950,141390,70201,182006,269206,421800,97906,236238,337977,125537,241227,133800,523663,151029,164400,1050725,263119,467366,235704,87370
"g7",739678,268013,553541,726226,632928,338185,408676,132373,361431,273181,623906,320980,449710,398809,426225,876586,313216,529216,526433,393257
"g8",1151902,551509,162988,185470,1261036,630165,142737,346194,318663,825394,657876,1774723,1099732,1933531,1865305,1692766,1566731,383374,2010759,639923
"g9",117049,3401,1327,28815,137,13294,1783,373,179,7492,27,10,16967,4310,45,123307,41358,174954,44,34647
"g10",1959,403,251,7096,1048,2363,4454,743,4103,1383,5769,188,7229,8167,1309,28505,15082,9013,1208,71
"g11",59510,83179,9235,259918,8283,27954,57868,17665,39539,150357,35995,83216,13390,34668,15671,27975,72401,6654,6491,35685
"g12",678006,1473494,696125,912188,746597,314646,669225,988270,565598,1811236,552103,823772,656106,510922,219028,531364,285401,747169,411187,251376
"g13",825252,703043,773836,265289,676445,794171,550739,402754,561135,552404,606545,1074749,949341,735742,441825,967193,755346,814989,519575,588916
"g14",29258,373372,122063,74369,182689,66761,134608,43569,49556,114401,78298,182709,284844,141875,88982,139172,58934,74280,70575,27897
"g15",1803427,1959390,1015531,1983682,1329486,1089316,1365881,791089,1507808,850100,1433645,3062594,1202933,1639834,1602172,1862361,771949,1708269,1746934,1357270
"g16",854827,457363,840474,326010,1008479,643008,1061302,382316,326981,655182,947200,3943345,2156931,1144624,1637397,2087296,918143,2452669,2124221,1692299
"g17",711279,0,275781,1763491,326824,398897,484723,851186,398599,50840,864310,1969976,1332308,421925,522419,204443,316209,92967,30456,471568
"g18",1535357,2068161,623180,3254303,1539523,1590670,1142919,849854,1098218,1507973,1050948,2550046,1578711,597909,706610,1484018,1534800,500251,955747,600940
"g19",566047,233862,131432,445319,205828,164184,335841,166893,267803,203618,102725,223024,138229,136446,60478,188151,67605,179736,235557,149365
"g20",14064,2215,2638,8911,2722,7274,8320,4273,1265,1991,20118,69044,18437,45791,18108,10136,15527,24415,29116,2615
"g21",580796,127528,146441,222479,419761,230253,264398,139807,123837,117377,228003,598355,429047,350268,395266,282609,213907,242206,159373,306808
"g22",600891,843028,288692,318339,388778,258251,431308,236876,308997,654487,292149,124532,168567,566566,198856,364840,267906,320089,383237,256966
"g23",924885,172977,423993,179949,613979,437872,143965,236792,490293,149519,106050,183652,220018,143321,45031,306861,132289,125258,165343,125407
"g24",98161,25240,4391,48574,6872,15364,2241,965,30302,41421,13220,6559,66474,15251,5096,4547,24951,8969,6083,6124
"g25",1275624,781430,821586,932818,361352,896800,494981,428436,354308,569399,547857,820975,515023,881271,226078,505777,733472,368063,326815,243957
"g26",70235,42056,90506,27359,32469,53830,15093,49818,87551,50110,15101,135946,95571,5861,31642,81564,75403,77510,4524,27901
