"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",395,347,331,1534,537,1109,1041,1075,1590,739,1596,1723,1041,1728,2343,3180,1517,1724,2269,798
"g2",581643,456444,229032,1381906,198495,873547,744860,413173,854792,170939,2019209,307692,344062,1226380,838217,970039,1002239,911843,1188933,466055
"g3",677,3376,705,1145,125,1195,2028,1654,1671,1771,10093,2025,1063,2690,3821,6025,1191,8805,2037,2658
"g4",981,0,1036,710,2693,3804,4247,2756,5169,0,10042,25,2826,5969,3135,2947,7553,16,18,77510
"g5",46,37,116,374,297,580,149,319,154,32,1828,1042,75,2037,1490,443,1728,309,3280,2363
"g6",7920,20830,2463,3196,6412,21964,15970,5131,8802,15473,12870,28099,8521,34211,19576,14248,20152,38381,36583,21830
"g7",16267,34693,16309,17185,19228,33226,23665,12777,22218,27879,31902,15966,19958,38282,49872,21792,22151,12648,33537,37974
"g8",27693,7321,41508,46547,31918,55543,35071,122051,59874,6112,28003,44017,73309,25940,121024,14846,80992,46728,10045,28127
"g9",65,472,95,30,220,0,648,22,0,391,20438,11,98,0,8,2639,3919,174,261,11977
"g10",19,34,53,0,0,105,141,59,938,7,385,914,18,304,111,403,175,17,113,733
"g11",3639,5901,2364,920,195,1225,1323,272,1434,1106,3056,2512,3833,3385,4740,6454,1857,877,1113,4040
"g12",19358,50713,15752,15634,31582,30005,46104,24489,26814,41978,98948,35478,49970,57405,101420,45499,103209,57980,101023,60539
"g13",22627,29894,15092,29113,22143,25800,36169,18923,22683,22302,48199,40646,23687,82257,29788,23660,31596,59352,49061,36880
"g14",3720,5405,2157,4580,4244,2762,4387,4416,4261,1147,2588,7489,6268,3289,9814,6301,5140,24128,5408,6201
"g15",81141,80888,45242,67770,43643,86832,57997,65282,38210,54482,224754,92187,81364,291321,148004,274151,123725,150172,298678,248572
"g16",38277,41158,29660,24658,14375,51158,38101,40003,45738,19988,64681,44079,34324,45546,61314,50330,23074,39906,110647,74880
"g17",29768,105422,5900,6311,1371,3595,55801,9724,848,5121,63074,36371,48115,124,36618,505,120653,5309,1321,1200
"g18",61001,145518,16061,71657,86170,56849,99481,106789,53292,46239,163439,92425,127692,120102,199089,39105,83289,121164,90975,61498
"g19",7781,8321,9815,17808,12013,11866,12074,14640,9761,8486,18578,27676,16691,35092,20356,20330,29009,25785,21311,49960
"g20",206,472,521,284,518,749,1732,318,560,201,2200,818,2808,1673,1887,2235,3210,1397,1749,2185
"g21",5941,10227,6904,13465,10514,7273,16236,9593,11513,6037,23192,11781,10307,12930,9209,22378,9894,19586,29040,17478
"g22",8465,16386,26074,18622,7683,4684,16754,17006,31363,19215,148460,138411,162715,83206,180985,60581,206106,117938,268559,103791
"g23",9237,26163,5982,8824,6174,12959,15211,5004,1425,9579,28538,32930,27564,40522,28305,30483,9148,18389,41686,24941
"g24",1892,344,1223,400,3358,1441,2346,3218,2045,972,19236,14815,458,6223,6145,823,3100,400,14722,1305
"g25",19726,48492,9676,8011,12939,58587,37055,15989,23529,17885,24182,67711,24789,68876,63785,108175,45912,18480,34248,42551
"g26",1970,4693,2309,2179,1070,4320,2179,4144,7575,1329,10652,5575,5462,7485,9966,7017,3166,9731,8385,1354
"g27",57264,8858,32786,22658,7928,34236,5304,26455,17076,34677,73179,25330,128181,88734,30261,108143,74647,20051,98739,22934
"g28",34181,27200,43692,46588,17971,43491,14241,61918,21430,107709,24207,33964,21497,62075,27227,196857,84331,37659,105611,197606
"g29",586,1544,943,5806,1526,89,3322,24519,6,1334,11972,1545,7498,478,20062,3337,14159,5681,12408,13856
"g30",505,772,171,208,452,217,266,995,1753,1059,1111,933,2062,3167,2061,2140,1344,2780,1248,835
"g31",10821,0,586,3409,38206,144,1325,10783,275,2007,31512,3477,0,35902,21289,42244,108881,327,9896,1567
"g32",933,893,0,20,176,5583,107,23556,2247,4230,76,1004,0,7,16986,10063,291,1294,0,2134
"g33",209,576,407,290,538,213,574,306,201,234,1769,250,361,2142,2049,1093,520,302,1538,1673
"g34",37079,40100,26157,34358,49016,58020,42375,50610,65659,26510,104662,61921,45945,103714,27942,76519,49518,60771,73012,70651
"g35",27663,11476,17134,9493,27127,91797,47701,24748,66139,13179,121730,127368,31416,151455,185754,88150,138528,45432,36194,79660
"g36",486,831,201,237,987,6118,2782,2860,599,187,3802,7104,4452,4072,6747,3699,4594,4281,7584,6519
"g37",10329,4145,27081,18837,10547,29546,18741,13384,20805,22199,42019,39112,22185,37854,81973,20045,18172,12375,37176,11567
"g38",7932,20492,8607,10258,2673,2242,14819,18788,8511,26943,49491,29747,30422,31571,79760,25789,11061,1366,38517,13211
