"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",7163,18474,14787,5415,31445,12072,18576,10345,28496,16475,3153,4212,11763,4536,32267,17602,19945,9546,4398,13415
"g2",9260572,21984202,23575529,12412731,26064676,9005957,12314700,8317922,6391254,12010376,39045430,14044386,11214116,8381940,6038479,20877404,5689860,6397135,10672242,3793849
"g3",45756,28424,12486,29530,15922,44979,45037,18654,7866,31115,28794,47416,20265,23843,30724,62771,39433,15008,14617,45076
"g4",143115,46124,12227,144850,175324,206,50257,51803,79535,457979,7602,3543,5935,124434,336,3830,114979,241420,139438,91037
"g5",6597,2367,204,14585,1056,6724,1503,634,1157,91,2018,204,18684,1436,2633,1829,1230,7338,2508,6546
"g6",133858,157960,210713,100298,178957,180345,177927,308874,97713,128473,23662,138919,42153,289312,384200,363809,89159,101873,273657,355097
"g7",491558,398980,353342,336567,430834,361977,265735,329236,449261,510628,241363,399596,435465,272158,275515,647045,386579,225046,219369,322799
"g8",676149,1085317,927943,2621928,686200,524018,1682681,1317260,1137892,1045120,270769,677537,2019523,1003775,4132687,293218,692991,587061,141273,377668
"g9",176340,15820,7186,83595,6459,6427,15691,184,1349,447,15406,135322,1502,725,48643,34340,99,6,256278,49959
"g10",2655,1252,1534,1841,6496,4385,107,3827,1073,988,10102,5359,1103,198,547,4530,4800,199,449,29
"g11",32162,2521,74658,48578,28933,10552,4205,10559,128011,31146,24951,28462,3057,74678,41136,91602,65500,9342,6702,20556
"g12",698455,512269,932810,558660,1121425,301505,578789,643344,749541,335830,1226721,1055500,1487478,1000533,1984685,397460,2040320,629218,728813,1331633
"g13",380797,402279,555439,677607,828644,784061,516012,649506,685487,750968,898055,331963,1025233,361944,1091785,964394,688747,497802,389711,1059852
"g14",131398,155990,151290,104677,49765,54741,211611,147719,148179,30965,273456,274852,86671,86688,73515,185699,209525,311266,75883,163707
"g15",1925057,1559347,1527158,463908,1711818,927001,1601594,1024257,842659,1102150,1087123,1150910,1615601,1295237,1838627,1618726,772429,1581528,1335076,1961620
"g16",322195,490331,806592,713314,740407,464355,798453,666087,742936,1473755,1262682,691755,939938,1087496,906586,845386,1981621,1124845,970938,586028
"g17",66158,95948,266585,342044,545485,33151,541248,216184,1066500,20507,2852570,222403,454411,631325,631562,544152,121581,546424,170905,119059
"g18",2127303,2599525,1099240,1651935,1133651,1627570,1216926,1585510,1053020,576367,1733399,624999,2694657,656953,2291551,2955899,3314773,2344547,872033,3611257
"g19",331257,219261,304260,133286,194043,171998,365994,86963,151255,351218,142825,167710,254384,159563,155389,386326,217327,99068,280770,417326
"g20",4278,9457,10264,4130,5056,9618,11118,7651,19519,11676,7478,5251,2754,15412,7330,9804,24000,11471,5815,18821
"g21",215673,269359,370233,103133,123756,257201,181531,239083,289225,211262,212093,158810,190646,175659,199855,333787,171688,193473,170965,390659
"g22",289444,805140,657106,321443,732655,388676,620768,332834,368257,455513,183594,608988,242734,419980,324178,168218,244375,194217,634086,391910
"g23",452979,263968,394837,443674,403514,131812,297557,183265,251566,107191,154254,65605,180157,278260,557884,250247,118867,145328,453347,652173
"g24",40506,25418,17780,15310,306,13191,36291,14727,10540,22007,34365,8887,9396,24971,81381,8243,5389,7506,6323,126013
"g25",462280,315691,447050,415968,784655,247654,610614,496725,421901,204131,1041312,385164,683307,639710,717404,1049559,778107,429216,370416,469089
"g26",10201,84460,102085,48843,70266,30064,51220,75545,51848,77867,87439,43306,62233,73306,4082,159190,78526,50117,120174,58401
"g27",1084841,1392204,337802,354475,344240,145079,311435,636923,46379,865198,108257,483237,117184,426164,491787,2037946,673797,1205711,168336,3288286
"g28",361837,753152,494011,1534699,2836235,357872,352957,435398,2144873,679801,203932,1455708,425210,1039265,1372231,744304,1577005,197750,2075242,679189
"g29",15405,31152,611121,473044,319039,25738,134148,43985,8287,151189,17468,104718,27222,44920,946,11758,13963,162293,102419,29102
"g30",20780,8343,15607,17865,4615,2741,11440,23338,27597,12094,18416,17850,7880,20022,25960,30635,20913,11652,23038,36770
"g31",24375,141990,2049396,1723,71,285243,24967,968291,176730,36600,4551,288007,80233,327843,62217,634881,304858,297016,790407,473997
"g32",244,60986,1587,38258,33134,15843,210975,27303,9786,12495,115509,2059,819662,7586,6073,18862,9709,5989,177,26094
"g33",3073,3011,13155,5828,11904,910,15398,778,12310,18272,3218,13658,31731,18720,77279,30186,14780,5617,8821,13614
"g34",523758,494728,661063,497489,795703,774059,951895,666367,1722747,1310625,438042,677048,1768269,440463,587841,744449,563274,425509,395635,584377
"g35",515397,2598659,1092619,1415517,893499,1290936,966470,632005,417639,2384387,307061,736791,1043799,456700,629581,1299329,1663677,1359143,1152745,989914
"g36",14245,60170,166872,18914,23253,80465,113030,4833,25853,25382,1505,11666,18600,50397,193225,136658,65565,66615,3887,86138
"g37",443496,194124,248365,326569,538327,143432,228169,277794,1513229,554496,520429,247048,280055,421278,430071,603323,499525,258255,867971,845887
"g38",81121,68618,174295,270765,493585,98755,26991,52405,91087,356193,129987,736737,146848,537745,383196,662541,420401,235605,57114,118552
"g39",210046,187504,148668,273157,99357,81449,302220,482132,87098,167164,165632,49602,318708,137249,375036,406449,386409,327234,634976,65097
"g40",1924805,296064,1424650,217039,28836,44224,877898,1397125,1200050,2987106,123069,376753,476162,99308,89043,27654,428147,39414,362921,216508
"g41",135399,557298,466212,523749,163977,643161,501335,449366,160812,316673,542545,327983,375296,123717,1175815,472546,805375,166466,564064,1095620
"g42",76486,205468,254373,33614,188935,37344,37432,57889,504974,276030,89325,34932,101922,78748,217846,191733,109297,60081,73839,189041
"g43",320154,188485,290807,457214,583708,232782,389348,238360,272875,267320,382227,372197,559349,130875,512267,415987,449449,405787,238435,542442
"g44",26887,536,37567,23439,6438,13106,90,2856,36,1516,36,9004,9527,244,61,34115,1359,426,3525,26671
"g45",10786,16761,13470,13561,12606,13878,8080,24238,39070,18498,25011,19612,3882,10900,8110,17100,9956,36737,10806,18492
"g46",33,41718,48427,2861,22481,28329,37858,17392,13203,1709,32762,8196,45935,8005,18215,24604,4985,52421,19848,18633
"g47",4451,1135,5257,1670,5329,4151,2323,3060,11222,9962,3923,2997,1540,1746,8909,6405,2976,7549,2935,3656
"g48",217072,319651,249341,699296,452750,331175,283397,263116,529530,555412,320979,307756,289523,103555,201988,438213,296717,203004,386001,305348
"g49",196286,213021,326361,204514,412404,381084,364027,400266,232918,392819,283398,220695,415976,176558,214431,96175,133068,193071,151510,235143
"g50",131482,143693,63255,18109,68916,64738,140716,54732,172559,140243,149738,17041,55322,85674,136721,79592,87534,21922,28323,112476
"g51",465576,1090393,1507927,1395645,685690,979176,417325,559081,1243845,305223,672496,599144,675887,386646,733984,545387,785486,799752,516089,377484
"g52",159777,160483,219561,194242,331245,171585,267267,243429,220316,387230,236579,83852,184017,167748,255585,359833,76962,137023,130855,196147
"g53",1302292,88755,187087,171879,3384060,930133,0,670140,3931,380728,19970,5821,37497,24762,409246,192126,1268,1746,811650,86570
"g54",64517,6706,5,14877,67975,71,22,9801,0,124223,6243,4667,227,2497,24844,0,595,1248,25459,179754
"g55",34935,120694,53701,4282,30975,85013,12160,3195,155932,31420,29833,11952,33327,79794,762,420041,3026,155219,46135,18519
"g56",90201,951097,565389,732740,95572,852208,353991,435831,338881,644415,165489,529705,303932,369691,231101,274015,41336,107202,396609,200676
"g57",131166,130129,783908,86405,55373,8470,72907,18268,580585,351929,33655,112951,221756,98246,88152,117664,112918,410639,109665,26796
