"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",17006,7060,5320,11347,12354,18172,24947,13218,4965,31895,28330,6605,16016,4985,13027,6002,15955,16491,17070,10047
"g2",6471726,17861207,8179756,5954057,10822611,12651328,42489336,12431717,12957283,8970333,2541433,12915064,9308905,3415010,21794761,21492094,11445991,7798874,8789689,5428337
"g3",9308,32332,26801,9687,44281,14788,30472,25919,23940,94389,26100,6355,38574,22638,20711,13895,17290,65959,16381,43350
"g4",638818,604564,13116,58665,176471,87525,279056,311005,71584,361733,215699,11121,10583,241218,12774,7188,34621,173045,8818,10999
"g5",3213,8705,346,1248,8330,11187,5435,2431,498,2981,24311,8845,12840,643,16581,16855,8372,2593,11861,4814
"g6",106759,686754,112237,377302,324111,72264,122912,300165,132948,262473,375227,79313,77730,253947,17713,327913,74527,286015,370445,446717
"g7",194506,473950,499853,340616,643366,581264,383666,309081,444446,660166,451094,707536,527188,642717,532300,835347,666570,520239,380409,293577
"g8",736156,1725280,715397,789987,575324,1080251,1765590,1290972,1208142,1698970,1281786,791478,1566603,690295,760118,147454,1589901,408288,490346,553438
"g9",96912,56982,928,22771,8,47368,33105,0,6397,386,2587,51,24644,8054,24482,139776,979,130,16609,83769
"g10",2874,4406,1617,4080,1195,1728,2224,4646,4797,3281,2955,6599,1436,28,630,780,548,1394,525,1100
"g11",11335,59842,38506,79144,125093,344237,28446,41584,142403,67326,18090,14865,38122,15351,53704,176378,179748,139449,46229,53105
"g12",1322729,993797,540426,825061,1643284,1013439,1575365,388200,1340384,1219847,701167,702142,876173,890471,943761,852542,478784,1103192,512734,979286
"g13",684325,516371,522823,514102,490311,520274,1402439,507788,601230,346981,672322,274680,828321,608581,518813,737034,374532,1454900,852664,174334
"g14",72042,95539,113893,10498,153088,96733,140603,50481,36711,19936,134984,55671,18751,105183,23995,70128,190656,60176,54713,32949
"g15",1133254,1232470,970894,569761,763623,1107775,2035772,612416,1314284,2112034,1853414,961509,1367016,922699,1046453,1550151,2052833,2856899,1195853,1194729
"g16",668796,374268,602690,578887,936290,858553,1062334,1131431,958422,1396760,922335,598172,840945,952307,945649,908803,592815,1207852,752340,977783
"g17",294089,849024,22107,154752,14883,380033,763816,199489,83777,293339,479628,69518,138812,166981,100197,243026,440380,145270,334061,329394
"g18",1845737,2393567,3260192,1794379,1641230,1577989,1931031,1823924,1251109,762121,1577561,640416,4608898,1530971,2602080,1823841,1802350,5544152,1340165,608057
"g19",189919,437792,139824,241186,153452,197100,447736,186680,235074,360263,363143,439087,566487,290394,187732,253432,392019,535095,228644,417615
"g20",6876,18115,9001,1824,7394,12213,13538,5443,11514,8716,4496,5244,8234,2578,4111,3409,6471,13394,14428,3938
"g21",101875,342318,275628,299363,266603,186199,334711,244760,144795,362867,191175,104931,162377,146545,212296,322014,127083,389790,342443,195094
"g22",572782,509356,333605,614495,468619,644457,615403,379661,244724,687566,355440,793580,340371,167981,231331,834850,403956,815986,467532,337545
"g23",81453,120411,151425,230744,304770,554720,369529,171282,160084,274972,135105,324940,544812,235465,296498,799734,228274,266768,228007,587693
"g24",12309,38797,82417,82305,16085,66561,12916,16499,14749,65673,9516,54755,78528,79238,3388,7341,3484,58767,18802,8918
"g25",355418,418014,145108,714362,689429,805905,772653,806788,891276,774503,668856,511346,647721,491515,1010909,672455,1105735,993374,498415,545638
"g26",47816,71931,10452,46588,65228,41278,81545,46389,66877,29945,57263,72190,127921,152663,13783,161746,55933,95204,34119,62823
"g27",195670,59203,1295208,2326504,845758,604965,376396,1125461,856503,2082016,2570317,671965,2330747,1638587,1286868,521357,727538,572794,272499,368498
"g28",445817,2717194,487597,700022,314108,1257394,412904,447918,300354,2068018,1811857,471899,827880,748559,1281582,476937,1027601,3811818,1045104,1221958
"g29",13197,277555,35982,220054,824849,37954,35897,55779,90826,45489,24834,16547,82922,62872,149567,152422,244705,192824,136659,55288
"g30",13369,18639,9104,11428,11173,10862,13338,15164,9600,12958,14632,15387,11804,6948,11697,11541,17927,13630,7776,8654
"g31",161989,10118,247958,249323,0,307684,2098383,1119,933,931947,952696,1614730,1795369,4019,5738,257,195409,83687,8178,816
"g32",54345,4021,1025,199,177879,105275,33,8669,89941,261247,0,178421,27122,45,31965,3004,122189,299362,2538223,32183
"g33",16900,11071,1637,3648,10973,2961,11617,6365,1351,2169,16121,12096,7335,27038,6030,19436,17091,12848,10824,8255
"g34",256574,1144120,161527,560353,1125314,1227008,1330213,433591,633771,578896,462684,500753,1481104,1365856,418420,2354483,924400,1378835,1152152,1031315
"g35",1630818,1784709,420161,300393,536199,1642180,2494336,813289,424999,2881334,3277611,1299890,7374426,1819396,2185706,1379367,1488750,1182356,2705005,2435017
"g36",30497,1224,163902,58945,180518,18484,14293,32153,58419,50173,105048,74512,32417,139937,69970,57389,45340,6863,30570,7817
"g37",242014,709298,535352,616210,522021,740195,164494,366964,259404,418444,307484,402602,246881,282224,226206,114421,344552,819541,378467,265124
"g38",193337,99354,70665,281213,581413,973810,623466,198275,68216,32286,130242,239316,127312,279326,409006,361923,192229,190864,842952,265212
"g39",65649,243001,206236,95652,204690,166072,126758,42361,139200,247959,227908,101020,276963,242006,207146,97937,129844,240751,222687,117392
"g40",13796,1367076,1501,253751,511948,57929,3240986,74205,10084,424430,1801974,18487,732876,387545,603676,2077287,2619726,92304,210932,124039
"g41",266148,940729,183609,46654,213009,245320,210104,310283,71581,131559,2238600,47443,333256,116003,246514,60832,2017533,1051216,355203,5319
"g42",101806,115074,232680,75231,266229,218275,149337,76294,62633,51210,64787,86077,229006,465010,45494,168121,163069,129831,213686,239723
"g43",125661,608062,190110,175394,895086,245813,318071,444305,175755,665413,557695,185734,319736,555885,350405,502201,574541,514534,524730,252792
"g44",937,1618,7858,1231,160,45593,17786,6307,10630,10,1277,4718,186,1145,3851,5852,2895,2885,11959,2214
"g45",8496,23466,25035,3307,4555,12800,29649,26680,27752,30250,22783,24752,87575,24695,17859,16001,101350,104750,20172,38743
"g46",36960,45212,44349,12235,163235,40008,16672,4571,16779,23092,86110,5322,132255,56456,10304,81894,63204,142473,3873,1759
"g47",4502,2758,4085,3176,9041,8090,5322,7831,2090,8861,5445,5712,1198,3536,1610,7146,7076,5880,2487,2618
"g48",471299,372226,364879,257537,560205,513319,509233,300408,389077,608105,214773,247216,292327,375078,297946,302256,175719,234339,206589,265788
"g49",224331,927270,214270,575588,129097,406001,390788,510655,233323,750124,723283,220165,452244,268384,371825,288005,392455,635796,389907,337104
"g50",81098,137615,69622,71504,54265,134746,144986,81731,79427,225752,85101,26740,81362,31319,85407,67356,65991,61448,77304,136605
"g51",774787,2086286,799883,731596,1492220,575642,962203,1005466,830559,847850,1344139,770795,1172971,284807,1075768,728360,1265540,693082,395450,699301
"g52",262480,239690,168237,224893,444256,344343,340493,282445,148476,338964,308144,145841,229008,257181,164172,193449,277053,300460,380592,262664
"g53",65973,16353,415767,16380,1458617,7579,785946,317704,792935,1469462,162755,874072,4205212,52801,403087,134948,257862,1560036,70326,206932
"g54",1652,658,128285,1735,51483,4957,227,830,21722,4591,7892,570,72561,0,560,1254,9243,11823,1290,1838
"g55",13814,180960,978,10196,7364,1462,58556,5063,79319,64714,45830,31773,46605,3465,63357,90783,17429,32855,56500,54951
"g56",95731,168742,201237,394801,240502,188134,501519,660193,300093,135143,402754,215993,1022993,619736,69603,64032,180697,445172,759983,192852
"g57",148009,120755,40289,114663,395197,128733,33869,21662,403892,82666,1001652,357,392415,126348,610650,300709,122104,1240810,2556576,260981
"g58",1136562,588081,434451,761849,684400,560271,567691,423546,438420,1957700,1246644,556803,3305602,633871,1893223,588666,598490,703655,288009,520516
"g59",13574,21491,183745,101626,66947,238947,198164,63106,17931,84694,222545,200403,243409,30982,118063,62940,161801,41838,36664,51074
"g60",4721,982,5876,7607,22071,3812,13749,1958,3260,4899,8535,4017,101,4970,2051,12714,3675,13895,10006,1737
"g61",78599,3065,156370,92957,56826,59642,32401,20344,214632,175523,22919,18662,63227,63144,22398,180776,20781,51723,177310,2700
"g62",300717,1081820,40661,263216,934032,818226,326882,72741,307589,134340,167048,53509,261038,659034,26493,3033,405296,1332160,108876,8491
"g63",193001,263578,93219,213005,584168,116951,588290,496088,65687,126513,511890,395269,1115928,677371,558726,1192746,853734,286171,610612,230347
"g64",10942,773209,195382,43919,6508,3253,151738,247785,215516,59287,1526684,372046,741972,30095,170772,511388,147206,127087,77231,224142
"g65",781444,1221824,863446,882537,1638595,1658637,2929324,1352890,1002186,2451478,1683199,1444271,860060,1525463,660038,1811993,2492576,2512702,1273805,1542693
"g66",542208,843461,340360,523262,781027,586494,498939,149578,540311,914925,414922,418751,954720,503776,457852,414075,1034984,498825,458691,506797
"g67",864451,520969,460439,1128688,1151069,835664,710145,336049,477713,1765503,1942983,1109410,2887379,1504679,2841611,3480807,2786740,4040493,2148679,2459713
"g68",685680,1205443,634103,696116,1186681,822419,996321,529093,862236,1527847,1268140,1205656,1399967,820121,1697820,901712,2113692,2022951,1028599,1636444
"g69",114991,190720,98508,197707,133789,238382,329466,166353,134498,124475,130115,50319,209145,293073,333439,137366,296156,163088,189234,77361
"g70",575422,770058,225504,386023,1645110,1049660,1354852,814913,687646,914570,607056,793070,832338,409071,574815,681694,641597,780761,539104,765503
"g71",351885,756143,439237,318225,710580,881990,632967,391387,282741,654637,279583,231621,147931,731980,177930,229129,613353,267567,383603,451986
"g72",81909,93084,60454,286225,342783,469158,68631,183174,410991,114030,182183,249638,249913,92669,163296,69411,265530,442875,114377,265829
"g73",100,2015,1648,24814,1416,3012,15298,24,5712,28,262,2971,1278,2816,477,443,4986,0,10618,263
"g74",9171,26606,13126,19450,23494,17933,8787,74842,50024,54939,7046,16447,22518,4789,14472,17149,23046,20718,8321,8905
"g75",421213,708795,255085,607598,347658,425330,790526,646745,188651,644972,181284,238770,245185,405539,157404,301627,462844,372585,216208,221747
"g76",126754,222663,363887,75463,264861,379046,1412052,472915,324529,770015,507352,282170,521646,497182,472236,209639,174000,722647,234378,129308
"g77",11693,42730,19945,3480,14559,7866,263,769,57525,20828,131561,67088,13652,6255,25961,1174,34400,4691,16492,765
"g78",1071895,431544,641951,691838,949584,1667167,1176806,951390,656510,636453,537909,717780,661347,508173,1593642,1337915,731979,1559490,1484370,930629
"g79",88944,21859,5255,21711,2440,1377,12951,8948,6128,2725,59261,14138,26624,23194,296,1524,5932,59093,18905,1227
"g80",230955,458531,459126,158893,372576,703965,267879,390014,158247,134249,284949,199529,297384,226786,167880,170146,296374,458889,219473,231731
"g81",59915,91863,11847,52329,45958,32070,111878,101567,26937,70825,22184,65806,49866,113101,39115,57870,241380,110397,72577,22813
"g82",1172499,932787,769086,1040378,1947891,637580,1809095,581296,953351,1163462,935931,1177285,1808153,1424591,1220551,1490119,2125515,2144999,2349504,1164726
"g83",110066,159627,321866,178822,103487,678142,344241,545862,83482,854428,482379,570145,315092,284494,71605,194104,60924,2571918,438693,169073
"g84",12782,10561,9486,7282,14178,10307,36585,6086,8059,18586,13964,12950,6248,6866,17789,15297,16626,6455,8245,7654
"g85",240474,429904,255166,82270,323047,340934,389451,226962,361829,425479,272172,140272,333276,273540,248316,194199,286180,564334,148773,215038
"g86",83922,234641,99766,181024,284883,237204,389910,259289,126397,303737,142551,92330,177052,168303,89247,48387,357008,251110,208090,139190
