"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",835,442,942,1023,519,958,541,573,1007,591,503,1979,373,645,500,909,1167,741,1829,242
"g2",542769,728846,915884,254709,112952,133703,188872,653739,169274,311871,583759,252203,1239302,436090,435582,844699,1021423,1405853,801499,619772
"g3",707,1767,1142,1830,655,947,1587,1394,449,1417,3214,3421,3316,3280,3553,4154,1287,5440,2637,1960
"g4",6370,28,645,390,0,12633,92,1038,1613,2011,18388,11438,728,119,43768,956,535,56,3892,31678
"g5",224,97,31,147,62,37,32,244,87,649,102,287,443,89,169,524,263,109,215,446
"g6",8319,5639,16026,5023,7784,3700,14309,32041,19258,2857,22704,5367,17065,24250,9532,36111,28470,19629,80003,1698
"g7",12827,27057,17702,18920,12712,10652,15491,13062,20900,36793,19417,20091,10421,33347,30583,30573,20514,17032,29890,15711
"g8",40917,55500,26515,17435,88135,9850,19756,9403,52206,59357,71258,161820,113091,14949,76283,60872,81463,13405,181561,128613
"g9",0,0,105,65,12,833,2273,619,447,2082,503,17661,5829,3024,20,0,9,2071,1630,431
"g10",317,18,12,229,102,127,0,201,25,140,203,27,124,25,6,74,272,141,359,72
"g11",1185,707,1391,502,3179,3391,133,1750,1696,615,1954,3052,1519,5646,827,919,1261,10930,1401,994
"g12",44842,28154,41505,35292,34228,40055,18561,35011,20759,26867,86603,70350,36117,118277,147254,99799,69778,45480,17178,42178
"g13",50583,14656,26470,9368,24137,24564,27008,51433,34950,61322,82348,50203,41365,59879,58635,54224,71766,47809,89772,61136
"g14",3907,361,1039,2769,3751,3065,4747,2169,9618,2549,11162,21541,4134,11316,7748,5972,3957,3906,16387,3786
"g15",60678,105451,30719,80246,20155,101037,31050,54184,55763,22502,120546,96764,99982,57513,126448,103704,55896,70231,56690,116220
"g16",45106,29674,13820,12812,14161,34341,22476,67123,44298,70325,70023,57759,35458,61963,45014,70380,40770,29246,39006,39480
"g17",15401,137,79288,14460,24787,638,5860,30199,1194,32631,27235,67281,23474,179150,142510,3081,11881,9766,12546,39580
"g18",82090,56435,77630,19974,44707,86947,19978,111919,72596,72679,69306,39590,28996,127026,136278,150243,130440,76619,55121,57295
"g19",5531,11622,6012,5269,9310,14098,4905,5911,4693,10035,50549,18645,35058,82333,78986,88687,21840,36427,30845,15195
"g20",121,368,273,50,277,97,148,241,516,297,559,445,812,1738,825,779,522,1476,2775,1807
"g21",8609,8355,4656,9546,10859,11963,8634,13447,6750,5274,36669,34015,40855,20560,36187,29339,19340,34092,22919,41116
"g22",34766,11648,9689,18873,11526,17105,18795,14208,21668,29667,43859,46975,14158,116739,19522,20303,29886,20702,33720,46477
"g23",13603,12001,9850,2124,6304,30489,6335,21368,19630,13961,60901,94437,32583,145929,105082,100153,7208,30772,26466,48456
"g24",1151,988,996,2346,288,169,208,1370,22,256,2938,1429,6698,531,3628,2514,2593,63,5334,9
"g25",22531,52833,15280,15457,25468,21617,9854,20194,16290,31278,119523,68340,25510,59715,36844,35687,25953,48963,57901,20665
"g26",4506,2176,1196,1555,2154,372,2010,1098,1504,3052,12711,7319,940,8940,5560,5086,10217,8139,8596,3501
"g27",5910,67,22458,4249,44613,12931,8154,38439,3294,19467,73416,53195,25954,290916,48277,84765,65091,12297,50867,56468
"g28",54751,7835,17849,26075,24028,21734,40861,55569,30149,51595,9293,32025,45926,24569,22888,25943,66195,22374,93580,69601
"g29",4652,1502,5815,13733,6263,4130,9030,4631,1344,2355,39136,1098,15147,4922,923,68047,1155,3074,4269,3914
"g30",690,483,124,507,348,315,221,185,291,582,1215,1698,496,587,469,954,405,641,266,712
"g31",105,685,1438,269,1471,5261,343,3620,580,5926,15244,15108,10546,7566,25609,387,929,4599,7361,54313
"g32",225,615,1686,3201,2187,4458,2564,0,548,217,10306,74,2792,669,504,216,7911,1546,2326,3945
"g33",403,1120,166,108,446,347,112,446,298,987,562,425,281,648,313,886,300,778,842,96
"g34",71285,33031,26770,24425,46073,62641,28160,46186,38749,71283,826722,105726,117087,251208,538716,116644,96013,271399,367604,240396
"g35",22969,47501,44085,38210,37563,22932,12985,66557,50019,10882,54393,36064,191280,188602,82567,81852,195454,137590,17439,84243
"g36",3055,689,1705,1813,962,542,1080,4032,886,1547,8814,1276,10187,2135,10191,17906,2116,2060,2582,2022
"g37",30426,3927,14073,6892,10570,10567,6294,11713,20261,17811,42607,44004,15462,29095,4784,41999,18668,12176,19150,23331
"g38",3237,32739,4203,2677,3187,17953,2095,725,30540,1318,8185,27492,9569,2124,27612,4738,22123,39052,38378,9054
"g39",5855,10300,8154,7175,3059,10199,4469,2397,12184,2498,4817,6709,6559,22699,11386,17605,10034,9269,10335,9482
