"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",343,1602,432,833,449,1572,576,1067,645,88,1627,2641,1034,813,1422,1009,868,870,1180,2222
"g2",307799,146271,739530,202473,394634,590272,642099,129334,721189,400280,1667146,1664295,1698229,703232,37887,2368344,516469,676897,802514,1320880
"g3",1400,927,853,3136,501,555,881,747,1081,2064,1784,1087,1936,1150,2258,1168,1469,677,2871,2915
"g4",84,1100,70,66358,2852,0,84,15629,14247,562,103,418,1760,1085,2421,12937,31751,18866,792,7145
"g5",195,306,170,164,252,353,597,66,86,314,182,393,325,1268,46,211,370,157,66,404
"g6",7805,7891,4260,15416,7093,1614,8331,10347,6332,12001,59416,17573,16620,31110,6722,12007,34946,12452,9249,49184
"g7",21584,19583,17095,22216,17342,24471,17500,14509,24116,14483,48959,75832,49412,32113,27318,52227,26974,31532,60914,66430
"g8",69344,38205,64124,30363,81171,12989,16982,98508,56765,13556,208313,41906,36051,29187,30452,45479,10273,99453,23742,97566
"g9",155,0,1412,855,142,895,593,479,9703,1175,53,1703,714,0,303,4122,849,2334,83,10
"g10",80,152,64,123,492,55,0,65,0,0,38,50,289,266,47,34,58,276,74,257
"g11",603,5955,159,2311,4618,1938,2774,11730,3359,1661,7153,12977,1791,6890,3193,16988,2450,3939,399,432
"g12",35481,23399,35621,14284,22883,34293,33908,24615,22408,45499,51896,66406,42596,55252,42787,89125,35051,57211,59907,117885
"g13",14381,19355,30240,50930,58079,28772,36862,64143,32051,9567,33375,25003,91844,50669,42036,43033,51272,24605,52777,43616
"g14",6442,3071,546,6092,4014,2616,2256,4037,5670,1848,4642,18362,10191,11409,15365,6700,1448,3572,38321,10818
"g15",45580,68335,34891,70547,50961,39328,63916,19471,78112,32463,122484,76640,83569,133260,72340,103989,51607,52685,144662,107353
"g16",29964,44091,26639,23285,26835,39426,17814,19239,39224,20620,48057,83763,74898,56565,91400,160760,66639,106862,94947,251633
"g17",12550,14853,6525,10544,38602,6891,6520,14513,12512,9324,4353,2223,3434,28704,1436,2167,28825,30234,71249,30022
"g18",60803,66071,32806,75926,50247,48910,63940,26110,82909,136877,151752,100017,222088,201806,93794,92296,137992,83648,183851,109782
"g19",8105,11067,11091,7635,8569,5017,7475,16754,10714,7762,37614,25569,30779,14747,6028,22671,8962,23903,10851,27887
"g20",527,187,1194,471,535,141,765,280,495,615,931,331,501,2038,559,803,354,569,198,1203
"g21",10347,10854,7159,12384,8828,9783,5158,6312,4446,6137,20467,24741,19493,28959,13448,35370,12662,19087,30655,39395
"g22",13948,17647,4579,20398,21484,13411,13014,34335,24681,9797,28388,23091,10783,23246,8573,27622,37911,11953,30263,49612
"g23",4702,4701,4697,21583,8319,24842,14277,16053,16498,3359,44364,29002,22743,23472,12257,23210,28534,31055,22606,20286
"g24",1281,603,47,1179,1285,4377,645,2440,1106,680,733,1923,21082,6314,2226,6852,4259,3942,1260,19891
"g25",31100,11219,43446,23280,22595,27395,49299,11015,23985,14460,78535,26846,41018,29902,22735,33436,24806,40231,45912,51914
"g26",2903,1385,2247,4537,6479,5174,3872,648,1771,188,6936,10391,7254,10436,11794,4364,10393,12854,26126,8217
"g27",87415,101022,11842,9111,5442,9021,14650,110330,27777,2757,249866,109413,165022,131727,96392,19648,100123,130081,110594,50512
"g28",18948,23581,40897,7529,12889,41045,17753,14289,14916,60249,94603,44840,163969,92300,30364,72542,28934,10380,92740,52107
"g29",1012,1271,621,9845,12140,10690,5578,10992,8997,2424,6644,18168,2075,5332,22567,6412,8117,9915,14263,551
"g30",135,345,308,493,576,190,1148,871,514,229,1408,1525,1530,2428,681,854,1586,2356,2133,1563
"g31",455,415,60571,479,3766,3107,2421,4016,1868,1731,3064,16262,37215,10064,45484,2922,25455,21220,0,1325
"g32",138,1524,994,4248,3176,2042,529,0,14985,991,4037,4585,131,5281,0,26697,471,21950,174,664
"g33",154,594,780,205,352,149,215,155,248,807,1231,871,4119,1069,1644,1279,1872,2755,1347,1273
"g34",66630,50218,51839,50056,45182,24700,26995,47599,50545,26778,34523,71548,54295,38561,60718,90046,57226,25859,61351,170748
"g35",43869,60161,15554,185007,17003,34048,34534,19616,115461,16784,31255,61754,109523,74611,69139,35258,76861,38488,16861,64599
"g36",4729,792,1621,3459,3581,5711,692,1213,13418,1439,8237,2293,6322,2139,1421,5702,6542,1925,8135,16260
"g37",5492,4365,8343,25531,33774,13641,10442,9151,44413,11486,45136,18292,84508,93440,27579,49398,33176,86472,51123,102612
"g38",4591,35252,6020,1662,4654,9070,32785,27284,20333,19074,50637,17469,50348,13539,21593,101719,60785,30160,1493,42044
"g39",6972,4307,9784,6856,5102,6491,3097,2747,8136,9456,6452,14033,9503,13490,6989,26153,12170,20466,11935,19260
"g40",3400,41194,30264,229,19866,0,2002,31025,67586,30186,128981,28419,32669,505940,151773,260669,319864,311628,4804,844490
"g41",5839,1368,13496,30187,508,32854,13017,11557,10239,9437,24330,3682,16489,59794,88782,39942,2936,25434,27862,18233
