"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",5951,9032,12533,26979,7620,21336,20950,13319,9589,66120,18587,4622,7718,9207,6512,19572,14162,25650,11035,17415
"g2",5512493,20887254,28733405,17142779,1726379,4366441,10254511,20601250,6559660,20048082,4803292,10041324,10567549,17742576,16944192,16646464,13815282,15935570,15085696,13449223
"g3",15984,10424,28273,29382,18902,11290,21283,28072,78091,21342,11709,22477,50181,48531,55450,25536,44175,7407,18239,20934
"g4",9579,171235,18,59488,44187,59523,24178,33617,3488,65808,11252,163162,38400,31,7895,100037,29774,22687,230846,7206
"g5",6573,1475,443,4456,1102,4670,340,5113,16976,2230,1623,980,2834,9965,6774,1099,2670,5613,634,3220
"g6",535265,477601,474846,104942,139946,96723,106932,365023,156642,265290,534732,75639,277620,161684,237941,125368,129044,204044,51846,293406
"g7",262838,597816,368623,303384,381256,264224,325288,409583,997977,516742,560873,199504,514610,492827,345675,544372,230384,267236,300079,225275
"g8",597363,1265284,195500,1266927,713772,1193663,532635,123709,943120,390128,743946,839601,428121,256505,807922,1787113,538861,512827,747741,288634
"g9",11264,12984,1727,385,2846,18773,26054,67882,13383,43962,268422,4795,163414,147,171,12067,8704,625,38252,0
"g10",730,399,8344,2158,4902,380,3549,1192,1057,507,670,5627,6588,6813,627,8557,2342,3339,3993,2542
"g11",39105,79407,1458,125937,9495,37403,100039,63635,10211,3158,34819,240151,94066,171282,96556,62274,65810,91476,68869,104852
"g12",484513,815113,1426648,780728,650413,599858,852970,1489569,1064346,1008970,2022254,799403,1278573,1573614,2539906,2296888,914605,2045703,1462194,2549162
"g13",388906,697404,786523,795699,341330,308398,486967,830230,1071651,1007912,428814,556140,749328,1118419,1102604,586732,590957,827526,538772,555901
"g14",100286,69845,157425,86167,56065,115542,37439,26134,48332,233531,106107,129147,137097,369648,264948,330267,206885,210007,364519,190128
"g15",445544,780118,1381732,971914,1231635,876610,1212922,1530653,2535627,865091,2801581,1169728,406882,1722253,579821,1231909,683928,1913835,583261,2861218
"g16",704004,946156,1668811,612499,433519,482133,856095,478880,1243432,725210,1576875,634932,712119,717742,684725,885419,358266,831624,578841,740800
"g17",809971,58958,1163097,1546615,617925,224336,321288,577871,102518,843536,160617,169884,280881,773485,42295,110360,307712,21597,25962,82620
"g18",2515565,1894235,2556168,3776025,1360324,1826186,2400185,1488126,3471863,1946086,4908743,2769482,4110462,1534506,1056976,3315825,1634230,3678049,1475296,4422497
"g19",95516,422646,159357,340148,105264,159115,134777,372198,297937,126380,1139165,844875,337284,809579,626784,658429,514263,448569,409924,385849
"g20",5699,8579,19207,6197,11328,4400,12997,16462,14411,9386,6009,9530,2627,13532,4071,16028,7585,19939,4529,7896
"g21",177556,269407,272951,108218,222696,173223,145001,260648,432820,188691,570189,524372,411073,303360,278697,458176,391570,426735,343057,490567
"g22",379099,591140,892195,370191,326583,389340,471089,406187,511769,715565,541243,528437,478142,1685882,745564,327990,427424,764841,355230,646773
"g23",196426,260518,108239,452641,157660,164856,125053,241867,250028,320989,726266,318619,593222,145379,860109,340295,186878,355370,567907,577729
"g24",1546,4364,1545,12917,14906,5569,8251,10963,29562,18121,12016,3501,11686,97775,7155,9797,33530,46511,18195,8563
"g25",471543,787401,463494,505275,454425,477355,616255,559129,1049311,436994,407496,679238,847564,1244391,401757,530671,462142,925718,813035,1460146
"g26",61225,75235,270579,49676,60888,41479,34785,146187,32959,120705,84537,8672,83522,107691,29445,21543,38952,18739,14999,26321
"g27",1839155,75305,510592,932290,1110168,386722,639588,1478510,136865,310324,712155,548426,301953,143084,232233,135629,275629,531669,27066,509220
"g28",1235722,1518981,1472202,1628327,793682,414028,430143,2888462,1544951,1401904,2364138,2775612,2071769,691633,1288621,1407690,1017428,2321932,476533,1642696
