"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",4391,38228,3206,18489,8981,31198,11757,40403,10736,12284,43604,21808,15287,11576,16947,17038,8595,13237,12735,12745
"g2",6560877,4699492,7286621,5324891,16630598,14218448,10956717,21537286,10897228,7622235,13831189,14580807,23322179,6789374,4362618,10957906,10176444,4605483,10070868,5738207
"g3",14487,12956,12772,24205,54824,10892,16949,9114,16957,24518,55594,65155,87869,36600,107586,29798,12305,28434,12190,23451
"g4",375660,2706,14150,99331,181312,32,58863,22044,572,1279,2064,249229,562,240714,426,8861,105155,26396,0,25787
"g5",2599,7916,1639,1523,6424,1550,2122,4463,2243,5960,9461,2922,2102,1653,2256,972,778,4287,2256,5646
"g6",123742,673534,168325,40367,246339,77348,321055,61038,168109,668092,138806,35378,65221,98316,153357,46586,91138,79622,220970,218970
"g7",222809,480148,256796,460819,458236,343517,454753,449670,414674,340064,305513,241894,411634,456699,501532,497986,251600,268222,421795,488257
"g8",914978,267212,215641,524972,1043526,219724,1684439,294803,515036,239423,568283,284237,453217,707079,1014880,528669,1023277,1395810,553388,257567
"g9",240526,51117,92,176377,1483,40973,0,2282,2468,20270,9,228,82418,2830,334163,35681,109720,42987,39,6944
"g10",2165,0,951,247,787,2957,18,7447,702,422,249,259,1814,418,2145,4922,1412,1316,3606,7457
"g11",9539,43484,86296,14502,55047,11593,76258,40878,9321,34658,79903,56706,36411,200752,125315,142500,168736,229721,119085,241684
"g12",877785,1277494,1141066,956404,407568,583972,427487,1132655,915741,1059569,1347510,491521,767420,877653,1000302,1254648,917721,903664,372131,1216609
"g13",427355,345934,358730,376327,1685737,729772,413356,320194,703221,497246,1669091,1637437,1151397,1403606,861481,884523,1086954,455583,381002,1213710
"g14",21220,57466,12278,182969,158213,143774,69192,36731,228523,83218,79414,85781,157532,85198,184853,83629,36791,23290,29413,235722
