"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",49074,22898,9839,13031,16281,39519,14517,6485,21191,33458,7885,18318,16889,12633,17659,7559,30689,15367,5909,24599
"g2",4909820,21477646,7317124,9148888,9587455,4485469,23893456,3767565,9846686,8266730,16029809,15099180,12937060,18162768,19687561,17474255,44018985,24761986,39997883,10381068
"g3",30152,39306,26469,14453,20845,26430,4298,11524,18881,31829,22364,38383,33903,48437,10327,43055,18221,32074,11692,24354
"g4",688325,3953,193687,103863,1814,25153,39459,6660,19794,18502,459,478829,64932,13641,36207,135019,636904,11695,73415,3882
"g5",4431,5061,5906,3917,6904,2374,4747,1167,3442,3896,4571,20769,1927,2242,1917,3502,4194,2275,2257,1942
"g6",72463,568365,221995,154906,142875,189396,331491,204710,349035,217719,114074,470094,160960,293601,1016490,1042833,153707,154445,297345,169804
"g7",470916,470299,414303,403457,282394,875788,649879,641716,403183,817199,273908,298808,237007,328805,289382,518107,379656,495786,362981,172729
"g8",705760,490552,846729,1261537,360701,2205890,1365112,779705,1086501,3486932,525081,1792245,1450059,579154,382897,480812,186578,924048,1042197,154494
"g9",81253,134494,8653,21029,11838,231,47815,51129,52192,1500,9828,149261,27019,1540,789,86944,7627,125665,28379,207
"g10",1233,1056,5373,886,1421,4773,5238,823,2961,1727,144,1862,1886,4198,10,833,295,3976,291,5980
"g11",25179,154098,91395,18731,53758,43949,9831,10470,85414,153218,24851,28628,55692,12667,5677,36823,7713,22888,33684,7651
"g12",1103654,779890,704238,219310,671826,920227,563019,801113,979241,763347,833535,1524624,447218,607005,899077,1071417,1116826,817722,786191,727615
"g13",400336,1029018,882520,615669,877638,724281,592075,804345,244944,630413,1093603,454396,265259,861559,881746,1068578,822650,1400592,809274,622696
"g14",443683,127845,121816,63345,33408,58397,23974,111041,53042,42132,101046,54331,35206,133451,162908,105230,64250,73982,28847,46950
"g15",1143522,2143167,1670982,586681,1687763,862422,1581549,929802,1929902,1252144,1035897,1126823,471648,1859848,645373,791554,1520527,2711901,1391755,322667
"g16",960814,1199844,429899,517156,460779,510114,1185687,470560,1175403,1151372,632532,782647,420581,960155,715998,973731,1130164,533578,1251287,633319
"g17",1641068,412864,877416,414364,106832,521973,47209,63250,109555,10921,350769,26649,518457,697869,300610,533891,281496,258112,129070,968239
"g18",2187803,1348752,2438444,958673,2824407,4320741,1365538,798875,2437046,2243936,1959662,3826764,3302451,2089758,5290676,1468976,4366798,1437486,594853,2149008
"g19",241613,243315,205956,88590,223577,195917,517614,54894,214404,374093,449758,909626,583527,338755,804660,746557,1147422,662642,450951,399064
"g20",13875,10852,24676,10550,24857,2052,10611,7299,7841,16521,520,5125,7614,16742,7885,3519,13491,15880,12595,5621
"g21",181451,227117,581371,99751,216677,260330,384049,282742,271225,300018,834830,275539,380412,336356,335252,451110,324688,205767,477187,95299
"g22",581978,491335,930238,376987,250593,536458,904085,429481,397653,457954,1108748,815629,293619,868702,999065,1386149,543565,1149740,955367,401042
"g23",458383,275946,508734,307719,181024,476825,96462,571692,333972,407262,119853,591926,531830,304962,601804,425956,1166066,86819,552744,280137
"g24",4706,7617,97171,24245,5701,6276,1054,38195,16101,20072,47090,7826,5623,19955,4011,8165,17785,9316,7312,10544
"g25",886654,612187,1371546,646441,584161,414257,1370683,516736,932616,542774,251560,626370,452339,346926,481779,355259,244260,890124,458447,460899
"g26",86076,34284,50717,28005,58727,57678,35325,53362,50752,23720,54013,27532,25801,10540,57633,16578,18592,41663,34010,21700
"g27",1106465,633085,941650,322186,3114415,493190,1077301,273737,372127,412288,631393,108047,1528039,343531,930445,646422,1344033,148101,345987,1052221
"g28",583503,698682,1115418,535711,387610,1035322,894380,399242,628405,1504589,585359,1252680,1465737,872487,573206,1806952,563011,1138243,646287,744366
"g29",90959,221611,399646,302941,24061,218655,76057,132198,59569,574630,4018,300488,286968,193465,169650,170625,148033,288621,61349,180194
"g30",27484,9087,30419,6234,4701,9505,9690,13400,9995,15853,16166,4268,8935,12889,7448,6983,6500,2733,9151,11909
"g31",947523,215242,60958,14019,211087,211375,608663,64507,329192,3064,4591,111459,275399,72787,81996,212279,88752,57110,158148,222412
"g32",12434,528,322997,428,104518,271268,10318,169967,142891,113189,25327,0,26,1550,1875,19923,3408,74,59981,289
"g33",7618,11610,4856,12066,7779,14548,5017,22578,13569,3284,1135,1540,3116,1448,7236,4253,7146,6959,10882,12037
