"","sample77","sample60","sample23","sample89","sample8","sample10","sample63","sample109","sample95","sample4","sample187","sample170","sample133","sample199","sample118","sample120","sample173","sample219","sample205","sample114"
"NIP7",2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,2,1,2,1,2
"KAT8",2,2,2,2,2,2,2,2,2,2,4,4,2,5,4,6,3,6,4,2
"GBF1",2,2,2,2,2,2,2,2,2,2,3,6,2,4,5,4,2,4,2,2
"PGD",2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,3,1,2,2,2
"MARCHF9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,2,4,2,2
"CPQ",2,2,2,2,2,2,2,2,2,2,2,6,3,6,6,6,3,6,2,2
"AC105046.1",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,2,2
"AL139288.1",2,2,2,2,2,2,2,2,2,2,2,6,2,2,5,6,2,6,3,2
"GATA6",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,5,1,3,2,2
"ZNF611",2,2,2,2,2,2,2,2,2,2,2,6,3,2,6,4,2,4,2,2
"SNORC",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,4,1,4,2,2
"NSMF",2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,6,1,2
"CCNO",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,5,0,4,2,2
"CLIP3",2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,4,2,4,2,2
"ASF1A",2,2,2,2,2,2,2,2,2,2,2,6,3,4,6,2,1,5,1,2
"AMBP",2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,4,2,4,1,2
"WNK2",2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,1,4,1,2
"MTMR11",2,2,2,2,2,2,2,2,2,2,2,6,5,2,6,6,2,4,6,2
"CLUH",2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,2,3,1,2
"IQGAP2",2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,2,4,2,5
"LINC00565",2,2,2,2,2,2,2,2,2,2,5,4,4,2,3,3,1,4,2,2
"AC002064.2",2,2,2,2,2,2,2,2,2,2,3,5,6,2,4,5,2,3,2,2
"PFKFB1",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,4,4,2
"DIS3L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2
"GAK",2,2,2,2,2,2,2,2,2,2,2,4,0,2,4,4,2,4,2,2
"AL358777.3",2,2,2,2,2,2,2,2,2,2,2,6,4,2,5,6,3,4,2,2
"HDLBP",2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,1,1,2,2
"DYNC1I1",2,2,2,2,2,2,2,2,2,2,3,3,4,2,4,3,2,3,2,2
"LIN9",2,2,2,2,2,2,2,2,2,2,2,6,2,2,6,6,2,4,3,2
"PDS5B",2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,1,4,2,2
"IZUMO4",2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,4,2,2
"AC010378.1",2,2,2,2,2,2,2,2,2,2,3,4,2,2,4,6,2,4,1,2
"AL135905.1",2,2,2,2,2,2,2,2,2,2,2,4,3,0,6,2,3,4,1,2
"MFAP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2
"TIMM29",2,2,2,2,2,2,2,2,2,2,2,3,2,2,6,2,2,4,2,2
"PATJ",2,2,2,2,2,2,2,2,2,2,2,6,4,2,6,3,2,2,2,2
"RANBP2",2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,3,2,4,0,2
"FTLP2",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,4,2,0
"GLRA3",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,4,0,4,2,2
"EDIL3-DT",2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,5,2,4,2,2
"ZNHIT1",2,2,2,2,2,2,2,2,2,2,3,3,6,2,6,3,2,3,2,2
"SLC35A4",2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,2,4,2,2
"IFT172",2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,4,2,4,2,2
"CARS1",2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,1,2
"DRP2",2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,3,2,4,2,2
"AL133330.1",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,4,1,2
"HMGCS1",2,2,2,2,2,2,2,2,2,2,2,4,2,2,6,6,1,4,2,2
"PLA2G12A",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,5,2,2
"AC093462.1",2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,3,1,3,2,0
"DGUOK-AS1",2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,4,2,4,2,2
"AC090510.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2
"ANKRD42",2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,2,2,2,3,2
"AC104964.3",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,2,2
"WDR89",2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,4,2,4,2,0
"BPGM",2,2,2,2,2,2,2,2,2,2,3,3,4,2,4,3,2,3,3,1
"DDC",2,2,2,2,2,2,2,2,2,2,3,5,4,1,5,5,4,4,2,2
"DGKE",2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,6,2,6,4,2
"ZNF85",2,2,2,2,2,2,2,2,2,2,2,3,3,2,6,2,2,4,2,2
"AC123595.2",2,2,2,2,2,2,2,2,2,2,2,4,2,1,4,5,4,4,2,2
"DTWD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2
"APOBEC3D",2,2,2,2,2,2,2,2,2,2,1,3,0,2,3,2,1,4,1,2
"DNAH11",2,2,2,2,2,2,2,2,2,2,3,5,4,2,5,5,2,4,2,2
"CFAP45",2,2,2,2,2,2,2,2,2,2,2,6,5,2,6,6,0,4,4,2
"NEGR1",2,2,2,2,2,2,2,2,2,2,1,6,3,2,5,3,2,2,2,2
"TMEM70",2,2,2,2,2,2,2,2,2,2,2,5,4,6,5,6,2,6,2,2
"AC091982.1",2,2,2,2,2,2,2,2,2,2,2,4,0,2,4,6,2,4,2,2
"SCNN1A",2,2,2,2,2,2,2,2,2,2,2,3,3,2,6,4,1,4,2,2
"SPAG8",2,2,2,2,2,2,2,2,2,2,1,4,3,2,3,2,2,4,1,2
"AC009084.2",2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,1,2
"C1QTNF9",2,2,2,2,2,2,2,2,2,2,2,4,5,2,3,3,1,4,2,2
"GMPR",2,2,2,2,2,2,2,2,2,2,2,6,4,2,5,6,3,4,2,2
"APBA2",2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,3,2,4,2,2
"OXA1L",2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,4,2,4,2,2
"MTSS2",2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,2,1,2,1,2
"HSPB1",2,2,2,2,2,2,2,2,2,2,2,3,6,2,4,3,2,3,2,2
"DNM1P47",2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,0,4,2,2
"NKIRAS1",2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,3,2,4,2,2
"UTP4",2,2,2,2,2,2,2,2,2,2,1,3,0,1,4,2,1,2,1,1
"POLR3H",2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,0,1,4,1,4
"ARG2",2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,4,2,4,2,2
"ATRAID",2,2,2,2,2,2,2,2,2,2,1,3,4,2,3,4,2,4,2,2
"TMEM186",2,2,2,2,2,2,2,2,2,2,4,5,2,5,4,6,3,6,4,2
"AC009686.2",2,2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,2,6,2,2
"SYCP3",2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,4,2,4,2,2
"RAB11FIP1P1",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,4,2,2
"GMFG",2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,6,2,4,2,2
"TPRN",2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,2,4,1,0
"TFAP2B",2,2,2,2,2,2,2,2,2,2,0,3,6,2,6,2,3,4,2,2
"MGST1",2,2,2,2,2,2,2,2,2,2,2,5,4,2,6,4,1,2,2,0
"AL139156.2",2,2,2,2,2,2,2,2,2,2,2,6,4,2,4,3,2,2,2,2
"FAM43B",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,1,4,2,2
"WNT7B",2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,4,1,4,1,2
"RAPGEF4",2,2,2,2,2,2,2,2,2,2,2,5,6,2,6,2,2,4,1,2
"AC006026.3",2,2,2,2,2,2,2,2,2,2,3,5,2,1,5,5,2,4,2,2
"POLB",2,2,2,2,2,2,2,2,2,2,2,4,2,6,6,2,2,4,2,2
"AL121601.1",2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,5,2,4,2,2
"PLXNB2",2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,2,1,4,1,2
"UROD",2,2,2,2,2,2,2,2,2,2,2,6,5,2,6,3,2,2,2,3
"DYNLRB1",2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,6,2,4,2,2
"HIF1A-AS3",2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,2,4,2,2
"CCDC122",2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,4,2,2
"LONRF3",2,2,2,2,2,2,2,2,2,2,2,3,4,2,6,2,2,4,2,2
"KIF18A",2,2,2,2,2,2,2,2,2,2,2,4,0,2,3,3,2,2,1,2
"CPSF1",2,2,2,2,2,2,2,2,2,2,0,4,5,6,6,6,3,6,2,2
"PI4KAP2",2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,0,4,1,2
"PLEKHG7",2,2,2,2,2,2,2,2,2,2,2,2,0,2,3,4,2,2,2,2
"AC090181.2",2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,4,1,2
"GPR27",2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,2,1,2,2
"PPBP",2,2,2,2,2,2,2,2,2,2,2,5,2,2,4,4,2,4,2,2
"AC007688.2",2,2,2,2,2,2,2,2,2,2,2,1,3,2,6,4,1,2,2,2
"FAM83G",2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,2,2,4,2
"ACP2",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,4,1,2
"IRF7",2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,3,2,2,1,2
"CCDC125",2,2,2,2,2,2,2,2,2,2,2,3,4,1,4,5,2,4,2,2
"LOXL3",2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,4,2,4,3,1
"AC132938.3",2,2,2,2,2,2,2,2,2,2,2,4,3,3,5,6,2,2,3,2
"HES2",2,2,2,2,2,2,2,2,2,2,4,4,2,1,4,3,1,2,2,2
"AL033523.1",2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,6,3,4,2,2
"AL451064.2",2,2,2,2,2,2,2,2,2,2,2,6,3,2,6,2,1,6,1,2
"CERK",2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,4,1,2
"DGAT1",2,2,2,2,2,2,2,2,2,2,2,6,3,6,6,6,3,6,2,2
"ZNF547",2,2,2,2,2,2,2,2,2,2,1,6,3,2,3,4,2,4,2,2
"USP9X",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,2,2,2
"HSD17B6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,2,4,2,2
"KIAA0895L",2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,2,0,2,3,2
"AL139407.1",2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,4,2,4,2,2
"FBXL17",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,6,2,4,2,2
"CCT3",2,2,2,2,2,2,2,2,2,2,2,6,4,2,6,6,2,4,4,2
"PECR",2,2,2,2,2,2,2,2,2,2,2,5,1,2,3,3,6,4,2,2
"RMND5A",2,2,2,2,2,2,2,2,2,2,2,3,3,2,5,2,2,4,2,2
"MUCL1",2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2,4,2,2
"NHS",2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,4,2,2
"MRPL49",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,4,1,2
"CD28",2,2,2,2,2,2,2,2,2,2,2,5,1,2,6,1,2,2,2,2
"ZNRD2",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,5,3,6,1,2
"CLHC1",2,2,2,2,2,2,2,2,2,2,2,3,3,2,5,4,2,4,2,2
"AC016949.1",2,2,2,2,2,2,2,2,2,2,2,6,4,2,4,3,2,4,2,2
"AL109917.1",2,2,2,2,2,2,2,2,2,2,3,4,2,2,4,3,2,6,2,2
"AGMAT",2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,3,1,6,2,2
"MYOZ2",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,4,2,4,2,2
"AC008268.1",2,2,2,2,2,2,2,2,2,2,2,3,1,4,4,3,2,4,2,2
"KLHL31",2,2,2,2,2,2,2,2,2,2,2,3,6,2,6,2,3,4,1,2
"GRM4",2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,4,4,2,2
"MAP2K6",2,2,2,2,2,2,2,2,2,2,2,4,3,3,6,6,2,6,4,2
"RAC1",2,2,2,2,2,2,2,2,2,2,3,5,4,2,5,3,2,4,2,2
"EIF5A",2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,0,2,1,2
"CCDC130",2,2,2,2,2,2,2,2,2,2,4,3,1,2,6,2,2,4,2,2
"FIBIN",2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,1,2
"EEF1A1P5",2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,4,2,4,1,2
"HOXC11",2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,4,2,4,2,2
"AC004803.1",2,2,2,2,2,2,2,2,2,2,2,5,3,2,6,4,1,4,2,2
"OPRPN",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,2,4,2,2
"Z83745.1",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,4,2,2
"LINC00907",2,2,2,2,2,2,2,2,2,2,2,6,0,2,6,5,1,4,3,2
"TMEM167B",2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,4,0,2
"CERS3-AS1",2,2,2,2,2,2,2,2,2,2,2,2,0,2,6,3,2,4,2,2
"SUN1",2,2,2,2,2,2,2,2,2,2,3,6,4,2,5,5,2,3,2,2
"EFCAB1",2,2,2,2,2,2,2,2,2,2,4,3,3,6,3,6,2,4,2,2
"AC126544.2",2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,6,2,2,3,2
"ATAD3A",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,6,2,2
"RNASEL",2,2,2,2,2,2,2,2,2,2,2,5,5,2,6,6,2,4,5,2
"CREB5",2,2,2,2,2,2,2,2,2,2,3,5,4,2,6,4,2,4,2,2
"NUDCD1",2,2,2,2,2,2,2,2,2,2,2,5,3,6,6,6,3,6,2,2
"P2RX4",2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,4,2,2
"OTUB2",2,2,2,2,2,2,2,2,2,2,3,4,4,2,4,4,2,4,2,2
"C1orf194",2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,4,2,2
"TASOR2",2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,4,2,6,2,2
"AC007384.1",2,2,2,2,2,2,2,2,2,2,3,4,6,2,3,3,2,3,2,2
"AC245041.2",2,2,2,2,2,2,2,2,2,2,2,5,2,2,5,4,2,4,2,2
"AC002480.1",2,2,2,2,2,2,2,2,2,2,3,5,4,2,5,5,2,4,2,2
"SNRNP48",2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,3,4,2,2
"ZNF720",2,2,2,2,2,2,2,2,2,2,4,4,2,5,4,6,3,5,4,2
"NFU1",2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,6,2,4,2,0
"MON2",2,2,2,2,2,2,2,2,2,2,3,4,2,2,6,4,2,4,2,2
"PKD1L1",2,2,2,2,2,2,2,2,2,2,3,5,4,2,5,6,2,4,2,2
"LNCDAT",2,2,2,2,2,2,2,2,2,2,2,6,3,2,4,2,1,4,1,2
"RNU6-516P",2,2,2,2,2,2,2,2,2,2,2,0,4,2,2,3,2,4,2,2
"ZNF667",2,2,2,2,2,2,2,2,2,2,2,6,3,2,3,4,4,4,2,2
"TRIM8",2,2,2,2,2,2,2,2,2,2,2,6,2,2,5,4,2,4,2,2
"OLA1",2,2,2,2,2,2,2,2,2,2,2,5,6,2,6,3,2,4,2,4
"CNNM3",2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,3,2,4,2,2
"FTO",2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,2,1,2,1,2
"ABHD8",2,2,2,2,2,2,2,2,2,2,2,3,3,2,6,2,2,4,2,2
"ABCA1",2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,2,4,1,4
"AC008429.2",2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,6,2,4,2,2
"ADGRE3",2,2,2,2,2,2,2,2,2,2,2,3,3,2,6,2,2,4,2,2
"AL390208.1",2,2,2,2,2,2,2,2,2,2,2,6,2,3,6,2,1,6,1,2
"ERBB4",2,2,2,2,2,2,2,2,2,2,2,5,1,2,3,3,3,5,2,2
"SARAF",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,2,2
"OVCH1-AS1",2,2,2,2,2,2,2,2,2,2,4,4,3,2,6,3,2,2,2,2
"MAP4",2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,3,1,2,2,2
"MRC2",2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,6,2,6,4,2
"GM2A",2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,6,2,4,2,2
"PLEKHD1",2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,2,4,2,2
"YWHAH",2,2,2,2,2,2,2,2,2,2,1,5,2,2,4,2,1,4,1,2
"SLC12A9-AS1",2,2,2,2,2,2,2,2,2,2,3,3,6,2,4,3,0,3,2,2
"AVPI1",2,2,2,2,2,2,2,2,2,2,2,6,2,2,5,4,2,6,2,2
"NUDT10",2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,4,2,2
"ARHGEF26-AS1",2,2,2,2,2,2,2,2,2,2,4,6,4,2,4,3,2,5,4,2
"CD82",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,4,1,2
"AJ009632.2",2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,4,2,2
"POP1",2,2,2,2,2,2,2,2,2,2,2,5,3,6,6,6,3,6,2,2
"SLC22A17",2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,4,2,2
"SH3BGRL3",2,2,2,2,2,2,2,2,2,2,4,4,2,2,5,3,1,4,2,3
"NFE2L1",2,2,2,2,2,2,2,2,2,2,1,4,3,3,4,6,2,6,3,2
"AC092851.1",2,2,2,2,2,2,2,2,2,2,3,3,3,2,6,4,1,2,2,2
"NUBPL",2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,4,2,4,2,1
"AL031717.1",2,2,2,2,2,2,2,2,2,2,4,3,2,5,4,6,3,6,4,2
"LGI2",2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,6,2,4,2,2
"AC010997.4",2,2,2,2,2,2,2,2,2,2,2,6,2,2,5,2,2,6,3,2
"RWDD1",2,2,2,2,2,2,2,2,2,2,2,6,2,2,6,2,1,5,1,2
"AL137244.1",2,2,2,2,2,2,2,2,2,2,4,6,4,2,3,3,1,4,2,2
"AC104785.1",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,0,4,2,0
"SLC7A5",2,2,2,2,2,2,2,2,2,2,1,3,5,1,4,2,1,2,1,2
"ZNF137P",2,2,2,2,2,2,2,2,2,2,0,6,5,2,6,4,2,4,3,2
"EXOSC6",2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,2,1,1,1,2
"AC069282.1",2,2,2,2,2,2,2,2,2,2,3,5,4,4,4,4,2,4,2,2
"ANAPC15",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,5,6,2
"KCTD20",2,2,2,2,2,2,2,2,2,2,2,3,3,2,6,2,3,4,2,2
"AC007383.1",2,2,2,2,2,2,2,2,2,2,2,5,1,2,3,3,2,4,2,2
"VDAC2",2,2,2,2,2,2,2,2,2,2,2,6,2,2,5,4,2,4,2,3
"CEP290",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,2,2
"CYP27C1",2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,3,2,3,2,2
"SLC4A4",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,4,2,2
"NUDT16P1",2,2,2,2,2,2,2,2,2,2,2,5,3,2,4,3,2,3,2,2
"LINC02802",2,2,2,2,2,2,2,2,2,2,2,6,4,2,6,6,2,4,6,2
"MT1F",2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,2,2,2,1,2
"TMEM30A",2,2,2,2,2,2,2,2,2,2,2,6,3,2,6,3,3,4,0,2
"NTAN1P2",2,2,2,2,2,2,2,2,2,2,2,6,3,6,6,6,2,6,1,2
