"","sample77","sample60","sample23","sample89","sample8","sample10","sample63","sample109","sample95","sample4","sample187","sample170","sample133","sample199","sample118","sample120","sample173","sample219","sample205","sample114"
"NIP7",1293,1261,1590,1651,1387,1084,1162,575,1241,2066,904,1549,1339,1072,1310,1456,927,560,975,1324
"KAT8",1484,2343,3256,2204,2427,2065,2129,1965,1382,2096,4935,1313,1086,4763,1658,3706,2860,460,2088,2308
"GBF1",5706,5496,8652,5957,7657,5331,5354,8881,4839,8462,9073,12554,5037,7333,5055,12501,6612,2639,7542,8131
"PGD",12719,4393,5911,5620,8269,9401,6910,1721,10658,9837,5548,3922,11297,9686,12892,14939,4270,4511,13027,8784
"MARCHF9",395,598,948,718,795,525,645,547,392,607,1037,559,820,1016,690,2176,1292,332,1250,933
"CPQ",6956,2308,3982,2064,4331,3687,3144,1600,5219,5878,1440,912,1001,4185,2515,954,1461,871,2597,2858
"AC105046.1",52,73,21,26,190,59,198,63,47,152,21,4,9,0,1,5,16,1,5,11
"AL139288.1",4,26,29,9,27,13,17,0,9,16,9,23,15,12,10,4,22,0,12,24
"GATA6",261,322,350,108,423,420,355,67,359,638,135,163,306,72,382,72,110,130,202,283
"ZNF611",737,833,906,647,982,520,756,203,507,1419,1003,1230,494,548,1541,1439,541,188,728,623
"SNORC",8,1149,3173,4835,817,150,43,22,283,401,48,88,19,60,80,25,49,13,36,255
"NSMF",1178,1845,2385,2633,2312,1551,1791,310,1593,1922,2174,2189,3864,1230,1703,7132,1517,894,1740,1551
"CCNO",4,264,352,118,294,58,110,4,39,123,1823,78,100,14,27,11,64,74,210,489
"CLIP3",699,1959,3004,1354,2213,1742,1643,235,1232,2791,990,1987,418,299,548,544,711,574,1074,1418
"ASF1A",1190,1097,1611,1295,1156,792,995,1212,827,1739,1594,2001,679,1694,1552,1057,712,814,753,1337
"AMBP",6,42,73,67,56,26,28,0,6,13,21,11,4,33,451,482,148,14,8,207
"WNK2",21,4419,7625,7489,2739,3585,1965,8113,850,3538,5722,696,2329,367,643,853,411,92,570,649
"MTMR11",612,931,1434,733,1121,692,963,117,489,1245,646,1675,668,331,330,382,1033,370,530,1101
"CLUH",2432,5429,7706,9746,5778,4585,3839,11689,3790,2916,2340,1652,5398,2374,4313,3736,4993,1471,3877,4988
"IQGAP2",2983,6644,11774,8915,6125,2144,3201,241,3556,8111,21720,1071,592,601,9427,1311,3415,583,2863,3418
"LINC00565",4,20,39,18,39,45,21,11,14,42,3,27,56,324,12,1,45,9,30,45
"AC002064.2",26,41,31,11,49,6,21,0,28,54,222,1,0,7,2,1,4,0,7,3
"PFKFB1",3081,179,168,25,931,877,638,3470,930,1591,343,6,28,56,17,81,177,8,790,36
"DIS3L",3655,2451,3495,2641,3509,2889,2383,4395,2542,3984,3067,802,1314,2902,1659,2647,2305,612,2378,2545
"GAK",2045,4306,5885,4631,5247,3232,3838,824,2905,2883,5961,2707,3834,6124,4501,10512,7078,1948,4969,6760
"AL358777.3",8,30,39,30,25,21,23,15,11,17,56,45,256,14,9,23,46,3,20,12
"HDLBP",39133,33770,50712,55876,41257,35191,30208,51264,35615,38219,46144,25826,28537,38822,36494,52879,28222,20140,40291,39772
"DYNC1I1",106,178,399,125,338,200,129,403,262,302,74,59,12,25,53,41,32,55,67,116
"LIN9",288,516,539,530,384,281,333,365,219,500,513,811,308,397,835,2002,375,250,372,386
"PDS5B",3186,3940,5180,2918,4148,2618,3425,1943,2775,5611,5121,1849,2164,3333,3102,4815,1656,1145,3364,4293
"IZUMO4",77,113,146,35,108,80,78,49,48,76,247,44,22,121,15,52,89,27,110,200
"AC010378.1",1,56,79,23,110,87,14,0,32,111,14,3,1,2,7,2,2,7,8,1
"AL135905.1",27,73,83,54,73,29,43,20,16,139,96,15,72,86,19,7,309,12,59,44
"MFAP1",1706,2160,3481,2434,2557,1761,2321,1543,1722,2131,2667,1248,1495,3983,1252,3720,4342,1795,2696,2756
"TIMM29",388,715,727,821,743,485,545,652,437,601,685,389,633,919,1529,602,787,195,743,803
"PATJ",1369,9288,10145,6254,6817,4046,5448,5450,2507,5401,17689,9448,4831,11086,5113,7280,5801,728,8882,3540
"RANBP2",11554,10499,14723,10561,12705,7728,9590,10174,9221,18839,11720,7293,5876,7518,8992,12360,7907,2619,7923,8501
"FTLP2",28,4,12,8,15,21,10,4,76,46,12,27,35,11,19,16,10,38,32,12
"GLRA3",1,3033,146,13,7213,75,798,2,34,576,9,2,3,15,2,52,66,83,5,384
"EDIL3-DT",38,84,106,80,61,30,47,2,54,238,43,27,22,23,19,104,20,15,21,10
"ZNHIT1",2308,2095,3025,2405,3043,3037,2197,2053,2315,2754,3252,1603,3538,4556,1704,3041,3290,1354,2503,2726
"SLC35A4",5676,4518,6959,6359,5993,5545,4672,7738,4145,7545,5782,4151,4997,7277,4041,10779,6806,2099,4630,6870
"IFT172",1281,2587,3698,2941,2455,1782,1939,621,1309,1951,3115,1039,625,1365,1262,2656,1673,552,1273,1749
"CARS1",2287,1729,1966,1493,2326,2572,1820,1199,2072,2269,2073,3588,2332,1973,975,2697,3727,892,1540,2438
"DRP2",17,3,10,3,17,10,19,3,12,9,40,61,40,3,47,21,30,52,122,60
"AL133330.1",36,13,10,10,42,10,19,1,35,91,6,25,17,9,4,7,6,6,6,12
"HMGCS1",2027,2550,3183,1663,2487,1357,1863,1462,1616,3353,5067,2251,1525,3012,4230,4643,2837,1753,2685,1911
"PLA2G12A",2396,2678,3475,2517,3013,1709,1641,2186,1753,3873,2694,1345,413,6479,2984,3411,1849,732,1487,2065
"AC093462.1",3,25,5,7,12,9,7,1,2,25,5,4,6,11,4,1,15,0,8,6
"DGUOK-AS1",30,80,90,31,89,37,31,10,24,90,66,50,59,36,55,55,47,20,48,57
"AC090510.2",25,8,23,14,27,17,14,1,6,22,12,10,5,1,6,6,0,2,7,7
"ANKRD42",460,889,1253,629,1229,480,882,167,646,989,1761,535,293,2859,349,921,1596,166,981,1118
"AC104964.3",70,83,420,163,139,60,88,17,34,237,60,11,26,6,13,25,2,0,22,17
"WDR89",518,850,1056,716,738,493,566,453,499,906,1666,904,393,966,613,1088,683,413,630,870
"BPGM",1304,987,1390,747,1300,1046,1000,2126,1112,1936,1473,867,5094,2154,1551,1383,1708,633,1145,1074
"DDC",3,13,5,14,16,0,4,21,3,30,6,16,9,4,27,568,1,2,2,7
"DGKE",682,925,1291,629,1020,845,634,318,461,1131,321,663,322,930,704,4979,865,290,1733,627
"ZNF85",291,639,567,580,435,346,304,64,173,630,864,335,626,390,767,210,535,339,400,440
"AC123595.2",4,12,0,6,13,7,1,1,7,24,0,1,25,0,0,3,2,0,3,0
"DTWD1",2403,1985,2810,1509,2083,1455,1657,731,1697,3256,2174,608,374,1639,876,935,1135,649,1155,1488
"APOBEC3D",4,25,24,10,27,21,11,0,15,14,30,7,19,8,25,4,19,9,18,76
"DNAH11",10,44,77,114,81,42,26,27,26,54,138,735,711,14,84,11,3,3,19,16
"CFAP45",17,52,68,17,69,23,30,7,56,44,799,80,29,207,226,109,268,11,112,202
"NEGR1",5952,417,869,266,1607,1134,882,1186,3320,5616,988,250,61,312,494,78,339,216,1421,500
"TMEM70",1140,752,1063,794,1000,1116,980,3611,1563,1779,982,967,1020,4557,900,3624,1421,687,901,1162
"AC091982.1",10,12,14,10,14,19,20,10,15,30,13,2,5,11,0,17,26,8,10,4
"SCNN1A",77,5269,9269,3930,7683,3454,5081,18,1417,4636,5124,2136,5700,13318,1838,13578,8018,3297,5744,4019
"SPAG8",61,105,148,44,86,90,82,36,37,99,286,60,36,47,13,70,365,10,25,68
"AC009084.2",18,44,57,61,55,26,27,2,4,34,94,18,12,14,2,43,3,0,8,20
"C1QTNF9",163,24,60,21,72,80,50,163,124,155,6,3,0,6,3,4,0,0,32,7
"GMPR",299,566,375,313,553,427,407,11636,499,682,103,949,813,851,617,1533,831,455,285,403
"APBA2",23,382,384,908,151,148,175,18,94,140,93,151,282,48,385,35,64,192,241,696
"OXA1L",7409,5323,8128,6902,6095,6484,4729,13759,4958,8967,6781,3825,5181,6702,3384,7438,6431,2147,5949,7093
"MTSS2",299,830,1378,1202,960,719,682,1566,658,746,295,979,320,271,844,348,550,157,487,310
"HSPB1",10379,3964,10211,4035,10210,12036,10785,67060,9597,9170,10453,8634,13432,45397,3978,22990,29469,21780,22555,8868
"DNM1P47",2,24,41,14,15,9,18,1,6,13,10,0,0,0,2,0,1,3,5,5
"NKIRAS1",973,673,900,583,1033,761,755,1441,711,1376,602,649,419,1020,943,977,1090,346,754,501
"UTP4",2802,2278,3045,2641,2331,2210,2106,2425,2364,4142,1351,2728,2122,1764,2493,2084,1514,836,1648,1622
"POLR3H",772,1315,1869,1551,1538,1031,1152,915,873,977,744,683,1030,1246,800,1048,794,461,859,1302
"ARG2",65,103,108,212,212,75,147,90,40,147,83,266,156,51,573,156,243,39,82,60
"ATRAID",6341,3741,5079,3745,4779,4928,3753,4349,3971,6628,4726,2823,3611,9808,2630,7110,8354,2572,3979,4780
"TMEM186",322,469,589,576,466,387,346,417,310,313,679,439,315,1353,344,1030,897,236,647,372
"AC009686.2",1,34,38,14,15,5,22,5,6,14,32,34,2,87,48,582,23,4,48,34
"SYCP3",37,195,56,22,77,103,35,4,16,62,62,10,5,62,7,18,17,3,9,28
"RAB11FIP1P1",146,126,224,132,138,101,96,9,32,234,153,63,35,11,7,72,49,12,76,36
"GMFG",1386,536,668,348,979,1093,887,291,1328,1482,628,259,1313,363,481,417,591,470,874,3500
"TPRN",97,789,1073,998,862,408,753,266,310,235,2610,706,3007,2083,355,1726,2987,633,2679,1541
"TFAP2B",3,3928,8157,2008,3471,740,1863,1,469,1840,1020,2781,2,36,182,9,8753,884,11,7040
"MGST1",71739,6941,7427,3600,19672,27874,13990,281,33091,41449,1892,4893,16374,50069,4430,23071,6663,3765,13142,6390
"AL139156.2",7,9,15,13,9,9,2,5,6,15,5,17,9,10,5,6,8,8,13,1
"FAM43B",89,27,12,48,22,22,53,180,111,55,24,17,13,42,35,34,67,19,61,59
"WNT7B",0,433,434,156,392,206,436,0,141,261,144,2179,1990,1804,467,12,1613,1031,1332,332
"RAPGEF4",1075,1181,871,953,925,857,647,174,688,1131,1377,555,233,156,741,1685,832,279,595,395
"AC006026.3",3,13,24,8,27,18,16,3,5,24,46,5,3,45,12,27,15,11,30,4
"POLB",557,1268,1584,1170,1545,765,1109,2548,694,1518,2222,2264,688,4025,7590,954,1401,1230,1291,1427
"AL121601.1",16,19,5,9,12,12,13,16,12,11,9,6,6,6,7,3,7,7,5,7
"PLXNB2",4480,20269,27144,22412,21854,12231,14915,1635,10066,12414,13443,12625,22722,14193,10031,10858,13695,11985,9384,18958
"UROD",3591,2812,3404,3208,4129,4104,2924,3185,3743,3473,2164,3422,3027,3656,2116,3572,5487,1000,3285,3031
"DYNLRB1",355,200,435,244,254,285,162,329,241,418,267,285,210,628,338,651,421,187,187,299
"HIF1A-AS3",14,18,8,0,17,6,10,29,20,34,4,151,8,2,2,4,4,17,2,2
"CCDC122",198,480,507,231,341,266,253,22,252,500,357,98,161,378,265,173,162,95,206,296
"LONRF3",432,169,477,174,343,222,311,382,368,653,222,345,52,15,45,27,22,12,109,73
"KIF18A",27,118,110,125,90,41,96,27,65,144,150,993,397,304,653,896,481,200,200,316
"CPSF1",1341,4224,5606,4994,3388,2843,4312,2096,2383,1629,4415,2181,3455,4516,7096,12583,4568,1100,3471,4437
"PI4KAP2",216,112,320,246,294,190,192,110,117,289,151,64,113,90,66,164,39,13,116,88
"PLEKHG7",1,11,3,4,3,1,5,1,5,10,9,2,22,1,2,2,5,14,10,111
"AC090181.2",76,10,15,7,23,25,18,14,35,63,7,3,4,4,7,6,3,0,14,7
"GPR27",68,800,1165,1238,570,254,341,53,154,513,317,321,454,322,511,1370,1739,100,319,583
"PPBP",14,0,1,2,3,37,10,17,18,38,0,3,63,0,0,0,0,0,1,0
"AC007688.2",5,20,48,35,15,15,9,6,19,4,10,17,22,7,39,4,8,10,13,12
"FAM83G",130,711,889,990,807,583,537,160,379,506,433,967,635,383,710,1542,1191,312,2673,668
"ACP2",2223,1678,2236,1773,2178,2370,1734,1004,1879,2821,4007,2090,3812,3910,1338,4749,7079,1592,2143,5565
"IRF7",275,772,1404,896,844,497,1007,437,775,415,1140,3178,3382,3218,498,3566,2751,684,1369,2737
"CCDC125",732,2183,2418,1588,1592,879,1386,298,666,1961,4971,834,710,1583,2017,3390,1816,548,1029,1122
"LOXL3",416,186,238,152,314,397,274,135,556,430,403,681,334,113,236,272,529,258,268,310
"AC132938.3",39,64,76,49,58,62,53,23,29,92,59,42,84,132,20,115,69,22,112,86
"HES2",20,39,61,15,99,18,63,1,25,281,71,144,221,10,44,58,426,209,718,91
"AL033523.1",51,44,20,11,33,30,20,14,28,32,926,9,8,0,35,5,93,4,5,22
"AL451064.2",11,32,76,30,16,11,24,8,5,37,10,8,3,0,3,7,6,0,10,3
"CERK",2703,1910,3973,2935,2624,2407,2771,1904,2209,3399,1631,3597,1083,2245,2362,3159,987,1231,3202,2486
"DGAT1",5128,1389,1615,1309,2716,5617,2461,2048,3191,3755,1810,1244,1149,5274,2203,12329,4141,1758,3041,1559
"ZNF547",160,184,294,171,174,120,247,39,82,236,258,225,122,212,101,51,115,49,104,164
"USP9X",19915,10489,14747,10304,14376,10047,10566,20783,11620,25026,13302,10383,14193,11757,15841,16763,11299,6127,14559,10634
"HSD17B6",4,40,48,68,44,11,45,3,14,44,160,236,88,123,375,59,243,357,97,111
"KIAA0895L",283,753,973,676,922,368,515,189,264,475,951,387,436,223,432,587,325,88,552,283
