"","sample61","sample103","sample54","sample36","sample19","sample7","sample94","sample92","sample100","sample109","sample171","sample213","sample164","sample146","sample129","sample117","sample204","sample202","sample210","sample219"
"HOXC6",404,446,977,511,636,989,673,752,264,264,1066,258,359,497,584,175,302,678,761,177
"NCKIPSD",1403,1694,2073,1613,1488,2628,1884,1800,1189,762,921,1286,1099,819,1352,3170,1395,977,1009,446
"SLC25A25",4596,1956,1660,1644,2547,14030,16509,9834,6862,3987,227,1143,853,1767,697,3604,766,780,515,938
"AC145285.6",28,19,9,8,11,21,38,27,15,12,19,18,13,32,17,20,41,20,6,0
"MPRIPP1",24,9,17,11,32,48,28,27,17,16,4,19,14,11,8,6,14,7,9,4
"CMTM5",19,112,53,144,57,52,54,7,20,32,0,4,0,0,1,0,0,6,6,0
"RRAD",188,261,113,103,280,259,1223,288,619,15792,2,152,43,6,26,78,30,32,52,23
"AC006460.1",1,60,16,8,7,19,32,16,8,2,53,4,26,49,12,46,11,28,27,11
"UBE2T",110,291,290,227,123,116,182,95,93,448,2807,599,873,416,1858,3871,2325,1262,691,763
"AL031846.2",117,58,71,80,151,296,105,68,134,7,3,29,22,111,47,17,53,57,23,6
"AC087163.1",35,8,18,6,14,52,34,17,17,16,0,7,7,53,16,7,6,13,3,4
"SBF1",4549,4149,2376,3199,2900,7394,6118,3839,3535,6499,485,2498,2891,3138,5775,3491,2512,2857,2083,708
"KRT83",8,93,57,26,55,10,21,3,42,0,0,8,15,1,12,104,3,22,0,2
"PKM",22843,59155,31452,51202,36720,30478,33670,19066,29898,206792,38634,55540,68925,82106,78266,35067,125954,60078,75639,47693
"AC027601.2",19,16,26,18,24,25,10,18,17,6,0,4,1,3,4,7,11,4,7,0
"FOXRED1",705,1321,975,1240,896,1848,958,1144,865,1708,697,905,1658,552,3200,1039,2161,732,572,637
"ZNF511",159,271,385,341,239,272,293,223,198,401,170,182,230,132,269,372,279,288,274,151
"AC126118.1",11,8,17,4,4,12,7,2,7,3,10,5,6,13,15,23,10,8,11,0
"AP000345.2",13,14,15,16,35,14,77,13,17,4,3,6,18,26,23,1,16,14,5,3
"MTCYBP18",4,2,5,6,390,20,5,1146,4,12,23,6,13,13,13,2,7,11,2,2
"PEX14",1067,1683,1144,1590,1177,1847,1363,1217,1140,946,581,982,1003,568,1014,1090,2121,810,906,435
"URAD",0,0,0,0,0,8,0,43,44,0,0,1,0,0,0,1,0,1,1,1
"CAV3",7,7,6,4,23,18,5,13,4,7767,1,1,0,18,2,2,0,2,1,0
"KIAA0408",29,1,6,7,21,60,7,40,21,113,2,5,0,6,1,1,2,1,0,0
"PLAC9P1",35,122,17,79,17,30,9,9,113,24,1,341,65,67,7,1,0,53,6,22
"MIGA1",2050,1086,2527,1308,2087,4053,2854,2621,1791,1858,5092,2982,711,7833,1359,2702,1884,1728,1532,342
