"","sample38","sample69","sample78","sample86","sample100","sample10","sample47","sample63","sample22","sample75","sample7","sample26","sample52","sample45","sample80","sample30","sample59","sample42","sample57","sample96","sample148","sample179","sample188","sample196","sample210","sample120","sample157","sample173","sample132","sample185","sample117","sample136","sample162","sample155","sample190","sample140","sample169","sample152","sample167","sample206"
"PWWP3A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,1,2,2,2,2,4,2,2,1,3,3,2,2,2,4,2
"ZNF764",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,6,6,3,3,6,3,3,3,3,2,2,3,3,6,3
"AL022328.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,2,4,2,3,2,6,2,2,2,2,6,2
"PHOSPHO1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,6,2,2,4,4,5,1,3,6,2,4,2,3,6,3
"GSTM2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,3,2,2,3,3,3,2,3,2,2,2,3,4,1
"TRIP10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,3,4,2,4,5,0,2,3,2,2,2,2,6,2
"MYH13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,2,2,2,2,4,3,2,0,4,2,1,1,2,3,3
"AL034548.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,1,0,6,2,3,2,5,2,2,2,3,6,4
"VCAM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,4,1,3,3,2,4,3,3,3,2,3,2,2,4,3,3,2
"COL11A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,5,3,2,3,3,3,2,3,2,3,2,1,3,2
"CD1A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,4,4,4,5,2,3,3,6,4,2,5,2,5,2,6,6,5
"CAV3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,4,2,3,4,4,2,2,5,2,2,2,3,6,3
"SCG2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,2,2,0,3,3,1,2,5,1,0,2,2,5,2
"TMEM229B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,4,2,2,2,4,3,3,2,3,2,2,2,2,3,2
"SLITRK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,2,2,2,2,3,3,2,3,2,2,1,2,6,1
"POLQ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,0,3,4,2,3,4,4,2,2,5,2,2,2,2,6,3
"AWAT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,4,3,0,2,3,2,2,2,4,6,1
"HERC4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,5,2,4,4,2,4,4,3,3,2,0,2,2,2,1,5,6
"FAM234A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,6,6,5,2,6,3,2,3,4,2,2,3,3,5,3
"FITM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,4,4,5,2,2,2,4,3,3,2,3,2,2,2,0,4,2
"YKT6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,2,2,3,3,3,2,5,4,2,4,3,3,4
"AP000356.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,4,2,3,3,6,2,2,2,2,6,2
"C21orf58",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,3,3,4,2,2,4,5,3,2,3,4,4,2,2,5,4
"SYK",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,2,1,2,3,6,2,1,5,1,2,2,1,5,3
"C6orf52",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,6,2,3,2,4,6,4,1,4,2,6,2,4,6,3
"RNF130",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,6,2,2,2,4,2,6,2,4,2,2,2,1,6,2
"WDR19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,2,2,2,4,3,1,3,4,2,2,2,2,3,2
"AL049796.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,3,2,2,3,6,3,3,3,1,2,2,3,3,2
"AL133467.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,4,2,2,2,6,3,3,2,3,2,2,2,2,4,2
"PLEKHA3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,3,2,3,3,3,4,5,1,2,2,3,5,2
"FO393419.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,1,1,3,5,3,2,2,2,2,1,2,4,3
"C6orf58",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,2,2,1,2,4,3,2,0,5,0,2,1,3,2,3
"AL031673.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,2,2,6,3,5,2,6,2,2,2,3,6,4
"PRMT7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,3,1,5,1,2,3,2,4,3
"WNT5B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,4,3,1,3,4,4,2,2,2,2,2,2,5,4,5
"KIAA2013",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,5,1,1,3,3,3,2,3,2,2,2,2,4,3
