"","sample87","sample26","sample19","sample42","sample70","sample110","sample45","sample102","sample59","sample95","sample197","sample136","sample129","sample152","sample180","sample220","sample155","sample212","sample169","sample205"
"PCDHGA10",2,2,2,2,2,2,2,2,2,2,5,2,3,2,4,2,6,1,2,2
"RPP25",2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,2,4,3,2,2
"KRT17",2,2,2,2,2,2,2,2,2,2,4,1,2,2,4,2,2,1,2,3
"FRMD4A",2,2,2,2,2,2,2,2,2,2,3,1,3,6,4,2,3,4,2,2
"AC091178.2",2,2,2,2,2,2,2,2,2,2,4,3,2,3,1,2,2,6,2,3
"MAN1B1",2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,5,2,2,1
"VDAC1P8",2,2,2,2,2,2,2,2,2,2,4,2,6,4,1,2,4,2,1,1
"SORD2P",2,2,2,2,2,2,2,2,2,2,6,3,3,2,3,2,4,1,2,2
"NTN4",2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,5,2,2,2
"SOX5",2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2
"ZCCHC7",2,2,2,2,2,2,2,2,2,2,4,1,3,2,3,2,6,1,1,1
"BEGAIN",2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,3,2,2,4
"TRAPPC10",2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,2,3,2,2,2
"AC022893.2",2,2,2,2,2,2,2,2,2,2,4,5,2,4,5,2,5,2,0,2
"CELSR1",2,2,2,2,2,2,2,2,2,2,4,3,5,2,4,2,6,2,2,1
"TMF1",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,4,1,1,2
"NSL1",2,2,2,2,2,2,2,2,2,2,6,4,4,3,5,3,6,2,2,3
"LINC01238",2,2,2,2,2,2,2,2,2,2,4,3,4,1,3,2,4,1,2,2
"EPHX1",2,2,2,2,2,2,2,2,2,2,6,4,5,5,5,3,6,2,2,2
"SGMS1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,2,2,2,2,2
"DESI1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,2,6,2,2,1
"CSGALNACT2",2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,2,2,1,2,2
"ZNF703",2,2,2,2,2,2,2,2,2,2,4,1,6,2,6,2,1,6,3,2
"TFCP2L1",2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,5,1,2,2
"BMPR1B",2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,1,2,2,2
"CHEK1",2,2,2,2,2,2,2,2,2,2,6,3,5,3,2,2,3,2,2,1
"HPS5",2,2,2,2,2,2,2,2,2,2,6,3,2,2,3,2,5,1,3,1
"AC138150.1",2,2,2,2,2,2,2,2,2,2,4,1,2,4,2,2,2,1,2,3
"PRR7-AS1",2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,2,4,2,2,2
"SOX6",2,2,2,2,2,2,2,2,2,2,6,3,2,2,2,2,5,1,3,1
"RERGL",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,2,2,2,2
"ASIC1",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,5,2,2,2
"AC010168.2",2,2,2,2,2,2,2,2,2,2,4,0,4,2,0,2,2,2,2,2
"RN7SL417P",2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,2,4,3,3,2
"BCAT1",2,2,2,2,2,2,2,2,2,2,4,2,6,2,3,2,2,1,2,2
"SHCBP1",2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,1,3
"C4orf3",2,2,2,2,2,2,2,2,2,2,6,3,3,2,3,2,4,2,2,2
"FXYD1",2,2,2,2,2,2,2,2,2,2,6,4,3,4,4,2,3,2,2,2
"PLK2",2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,2,4,1,2,2
"EXPH5",2,2,2,2,2,2,2,2,2,2,6,3,5,3,2,2,3,2,2,1
"GRK4",2,2,2,2,2,2,2,2,2,2,4,3,1,1,4,2,4,2,2,2
"ITGB7",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,5,2,2,2
"FAM76A",2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,0,2,2
"ZNF235",2,2,2,2,2,2,2,2,2,2,6,2,4,4,4,2,3,2,2,2
"AC117489.1",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,0,6,1,2,2
"CDA",2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,2,3,2,2,2
"AL356750.1",2,2,2,2,2,2,2,2,2,2,4,2,5,2,3,2,3,0,2,2
"PIK3R5",2,2,2,2,2,2,2,2,2,2,4,2,0,2,3,2,3,0,1,1
"AGBL2",2,2,2,2,2,2,2,2,2,2,6,4,2,1,3,2,6,1,3,1
"HCG18",2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,4,2,2,4
"FAM126B",2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,2,5,1,2,2
"AP003390.1",2,2,2,2,2,2,2,2,2,2,6,3,5,3,2,2,3,2,2,1
"LTV1",2,2,2,2,2,2,2,2,2,2,4,2,6,3,2,2,4,2,1,1
"C14orf132",2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,2,3,2,2,2
"BRWD3",2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,4,2,4,2
"FOXN3",2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,0,3,1,2,2
"AC004540.2",2,2,2,2,2,2,2,2,2,2,6,4,3,3,6,2,3,2,2,2
"OR7C1",2,2,2,2,2,2,2,2,2,2,6,3,2,2,3,2,3,2,2,2
"LINC00707",2,2,2,2,2,2,2,2,2,2,4,3,3,6,4,2,1,2,2,2
"CNTFR",2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,6,1,2,1
"PRXL2B",2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,3,2,2,2
"KMT2A",2,2,2,2,2,2,2,2,2,2,6,3,5,3,2,2,3,2,2,1
"AC092802.1",2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,2,3,2,2,0
"BOLA1",2,2,2,2,2,2,2,2,2,2,6,4,6,6,5,3,4,2,2,4
"PDE1B",2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,5,2,2,2
"ITGB2",2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,2,3,2,2,2
"AC129507.1",2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,4,0,2,1
"ATG3",2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,5,2,2,2
"IGKV1OR2-108",2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,4,5,2,2,2
"CTTNBP2NL",2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,3,2,1,2
"UBXN2B",2,2,2,2,2,2,2,2,2,2,4,5,2,4,4,2,5,2,1,4
"APBA1",2,2,2,2,2,2,2,2,2,2,4,2,6,2,1,2,5,2,2,1
"DNAH17",2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,4,1,2,3
"KANSL1L",2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,2,6,2,2,2
"GTF2IP20",2,2,2,2,2,2,2,2,2,2,6,4,5,5,5,3,6,2,2,3
"AL590617.2",2,2,2,2,2,2,2,2,2,2,4,2,5,3,2,1,4,2,1,1
"PXMP4",2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,2,6,1,2,0
"ZNF740",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,4,5,2,2,2
"AP002754.1",2,2,2,2,2,2,2,2,2,2,6,3,2,3,2,2,5,2,3,0
"AL355355.2",2,2,2,2,2,2,2,2,2,2,4,3,3,6,4,0,3,2,2,2
"CNP",2,2,2,2,2,2,2,2,2,2,4,1,4,3,4,2,3,2,2,3
"AL355304.1",2,2,2,2,2,2,2,2,2,2,4,2,6,3,0,2,4,1,1,1
"OXSR1",2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,5,1,2,2
"TNRC6C",2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,2,4,1,2,3
"MYOZ3",2,2,2,2,2,2,2,2,2,2,4,2,3,1,4,2,4,2,2,4
"AC124248.1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,2,4,3,2,2
"CLEC4F",2,2,2,2,2,2,2,2,2,2,4,3,4,3,5,2,5,1,2,2
"AC011912.1",2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,4,1,2,2
"Z83745.1",2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,5,2,2,2
"AC098583.1",2,2,2,2,2,2,2,2,2,2,4,1,1,2,5,2,4,2,2,1
"ALAS2",2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,2,5,2,2,2
"YTHDC1",2,2,2,2,2,2,2,2,2,2,4,5,6,0,3,2,4,2,3,2
"AC092650.1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,5,2,4,2,2,2
"LINC00842",2,2,2,2,2,2,2,2,2,2,4,3,4,0,4,2,2,1,2,2
"PPM1J",2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,3,2,2,0
"ZNF551",2,2,2,2,2,2,2,2,2,2,6,2,2,4,4,2,3,2,2,2
"TMEM39A",2,2,2,2,2,2,2,2,2,2,2,1,4,2,3,2,3,2,2,2
"NID2",2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,2,3,1,2,2
"ARHGAP11B",2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,4,1,1,2
"DEF8",2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,5,2,1,1
