"","sample104","sample42","sample78","sample14","sample54","sample79","sample110","sample48","sample28","sample1","sample21","sample6","sample34","sample68","sample15","sample103","sample96","sample47","sample52","sample25","sample214","sample152","sample188","sample124","sample164","sample189","sample220","sample158","sample138","sample111","sample131","sample116","sample144","sample178","sample125","sample213","sample206","sample157","sample162","sample135"
"AL035252.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,4,2,5,3,2,2,2,2,4,3,3,6,3,2,2
"ACTG1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,1,4,1,5,4,5,2,4,2,6,2,3,3,3,4,2
"TMEM87A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,2,2,4,2,2,2,2,2,2,2,2,3,2,1
"STRN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,1,1,2,4,4,6,2,2,3,3,2,3,6,3,2,4
"AC022150.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,4,2,4,4,6,2,4,3,3,2,4,4,3,3,2
"FAP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,2,4,4,2,2,2,2,4,2,5,2,2,2,2
"SSH2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,2,2,6,2,4,2,1,3,3,2,3,3,2,4,3
"SZRD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,5,2,3,4,2,2,1,3,3,2,3,1,3,2,1
"CYP4F3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,1,4,1,6,4,6,2,2,4,5,2,4,4,3,2,2
"SEC61G",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,4,1,3,2,4,4,4,2,2,4,3,2,4,4,4,2,2
"CYRIB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,4,5,4,6,1,5,6,6,2,2,3,6,2,3,5,6,2,3
"GPR150",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,2,4,4,2,2,2,3,3,2,4,2,2,2,1
"JHY",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,1,2,0,2,4,2,4,2,1
"AP3D1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1,1,4,2,4,4,2,2,1,2,3,0,4,2,2,1,1
"NPTN-IT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,4,2,5,4,3,2,1,3,3,2,3,2,1,1,1
"RBBP8NL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,4,2,5,2,4,5,5,1,2,3,6,2,3,4,3,2,5
"EYS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,1,3,2,2,2,4,2,3,3,4,2,2,4,2,1,2
"GGA1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,4,1,3,2,2,3,3,1,2,2,2,2,2,2,2,0,2
"GPR155",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,4,4,3,2,2,2,3,4,3,2,2,2,2
"AC129510.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,1,4,2,5,4,4,2,2,3,6,2,3,1,3,4,4
"C15orf61",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,4,2,4,4,2,2,2,3,3,2,3,2,3,2,4
"KANK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,1,4,3,6,4,2,2,2,2,3,2,4,6,5,1,2
"ARL8A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,6,2,3,3,6,4,3,6,3,5,5,2,6,5,5,4,2
"KLC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,3,3,2,4,4,3,2,2,3,3,2,2,2,2,2,2
"LANCL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,3,2,5,3,3,2,2,1,4,2,3,2,2,2,1
"CD300A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,0,1,4,2,6,4,6,2,2,3,6,2,3,3,3,5,2
"EXOC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,4,2,5,4,5,2,2,3,2,2,2,3,4,2,2
"HSD11B2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,4,2,2,3,6,2,5,3,1,3,2,1,3,2,1,1,2
"FANCB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,1,0,4,4,3,4,2,1,1,3,3,4,1,2,2,3
"FNBP1L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,1,2,2,4,5,5,2,2,2,4,2,2,2,3,3,5
"PCSK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,3,2,5,4,4,4,2,2,2,3,4,2,6,4,2,2,1
"MS4A2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,2,2,2,6,1,2,1,2,4,2,4,2,2,2,1
"STARD4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,2,4,1,2,2,2,3,3,2,4,2,2,2,1
"PINK1-AS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,5,1,1,4,4,4,1,4,1,3,0,2,3,3,3,3,1
"ELOA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,1,3,2,3,4,2,2,1,3,1,2,3,2,3,2,2
"GPC4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,4,5,3,2,1,2,3,2,4,1,2,2,3
"TMEM9B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,4,2,2,2,2,2,1,2,2,2,4,2,6,3,1
"CHERP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,5,1,4,2,6,4,6,0,2,4,3,2,2,6,3,2,2
"RPL24P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,4,4,6,3,2,3,2,2,4,2,3,4,4,2,2
"AFF2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,4,1,3,2,1,2,2,2,4,1,1,1,3
"SLC35E1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,0,4,2,6,2,6,2,2,4,3,2,4,6,3,2,0
"SNIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,2,3,4,4,1,2,3,3,4,3,3,4,2,3
"IRAK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,6,1,4,2,4,4,3,2,2,2,3,2,0,3,4,2,2
"SMOX",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,2,4,2,4,2,2,2,2,2,3,3,3,4,4,2,2
"COQ2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,2,4,4,2,5,2,3,3,2,4,3,2,2,2
"GPR107",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,2,3,3,2,2,2,5,2,3,2,6,2,2
"CD248",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,1,3,2,4,6,3,2,5,4,2,2,4,2,2,2,2
"LINC01311",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,1,3,2,3,3,3,2,1,2,2,1,2,4,2,3,2
"AC069360.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,3,2,2,2,3,2,1,4,0,2,4,2,4,1,1
"AC007240.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,1,3,2,5,4,6,2,2,1,3,2,5,6,3,2,4
"FANCF",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,2,3,2,2,2,2,2,1,2,4,0,4,4,4,1,2
"PNOC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,2,2,6,1,2,2,3,4,2,3,5,4,2,0
"AC117509.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,6,2,4,2,4,2,6,2,2,2,3,2,2,3,4,2,2
"VSIG10L2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,6,2,3,2,1,2,2,2,4,2,4,2,1
"AC090044.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,6,1,4,2,4,4,4,2,2,1,3,2,2,3,4,2,2
"CRHR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,1,3,2,4,5,4,4,2,3,2,1,4,4,4,2,3
"MCTS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,1,2,3,2,4,1,2,2,3
"AL359762.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,2,3,4,4,2,2,3,4,2,3,2,3,2,2
"AC188617.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,2,2,6,4,4,2,3,5,6,2,4,4,4,2,1
"AC000078.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,1,3,2,2,3,3,3,1,2,2,3,2,6,2,3,2
"NADK",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,6,1,3,2,5,4,2,2,1,3,3,2,3,3,3,2,0
"CHAC2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,2,5,4,6,2,2,3,6,2,3,3,3,2,3
"SGIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,4,4,2,2,5,3,2,3,2,4,2,2
"CASP8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,1,3,2,4,4,3,2,2,2,4,2,3,2,2,3,0
"SLC30A2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,3,2,3,4,2,0,1,3,3,2,3,1,3,2,2
"ZNF470",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,1,4,2,2,4,2,2,2,3,3,2,4,2,3,2,2
"ACTC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,4,2,2,4,2,2,3,1,1,0,3,2,3,0,2
"ADAMTS19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,5,2,4,3,2,2,2,3,3,2,4,1,2,2,1
"PCDH18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,6,2,5,4,5,2,2,3,1,0,0,3,2,4,1
"ZNF222",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,1,6,2,2,2,3,2,2,3,3,2,3,2,3,3,2
"GOLGA7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,0,4,5,4,2,2,4,5,2,3,5,6,4,2
"AC064836.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,4,6,3,2,2,2,4,2,3,2,2,2,2
"PSORS1C3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,4,4,1,3,2,2,4,3,1,2,3,5,2,5,3,2,1,2
"ZNF746",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,1,3,2,3,4,3,2,2,4,4,2,2,4,5,2,3
"CCDC151",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,1,4,2,6,4,2,2,2,4,3,2,4,6,5,1,2
"EPSTI1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,1,4,0,1,4,3,1,3,4,2,2,2,2,0,1,1
"HSPB1P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,4,2,2,2,6,3,4,2,1,1,3,2,4,1,2,2,2
"PRCC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,5,3,3,3,6,4,3,6,3,6,6,2,6,5,6,2,5
"MNAT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,3,4,4,4,3,2,2,2,2,4,2,2,0,2,1
"FAM111B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,4,2,4,4,5,2,1,2,4,2,4,2,4,2,1
"MACO1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,2,3,2,4,4,2,2,1,3,3,2,3,3,3,2,2
"AP002381.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,4,2,6,2,3,5,1,0,2,4,4,2,4,2,2
"MSANTD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,4,2,5,4,4,2,2,2,4,2,4,0,2,2,1
"NLRX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,3,2,3,2,2,2,3,2,0,2,2,2,4,1,4,2,1
"DZIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,4,4,3,1,1,3,1,2,2,3,2,2,3
"AC084809.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,4,2,2,2,4,2,1,1,3,2,3,3,2,5,1
"FBLN5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,4,4,4,5,4,2,4,0,3,2,2,0,4,2
"ACTA2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,3,2,4,4,2,2,2,3,3,2,0,2,3,2,2
"UCK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,6,6,2,3,3,6,4,3,6,3,6,6,2,6,5,6,2,3
"MGAM",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,1,3,3,3,4,3,2,2,4,5,2,4,2,4,2,3
"TLR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,4,2,5,4,5,2,2,1,3,2,2,3,2,2,1
"CREB3L2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,0,3,2,3,5,3,1,2,4,4,2,4,4,4,2,3
"AC103719.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,5,1,1,2,4,5,1,2,2,2,3,2,3,2,2,2,3
"UBE2E4P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,1,2,2,4,5,4,1,1,1,3,2,4,1,2,2,2
"KIF18BP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,4,1,6,2,5,6,5,2,1,2,4,2,3,3,2,3,3
"LEPROT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,2,3,2,4,4,4,2,2,3,3,2,3,2,5,2,2
"RAMP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,5,1,3,2,2,4,3,2,2,2,4,3,3,2,2,2,3
"XPA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,4,3,2,2,2,4,2,3,3,2,3,0
"TFPI2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,1,3,3,4,4,3,2,2,4,5,2,3,4,4,2,2
"ZSCAN25",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,1,3,2,4,2,3,2,1,4,4,2,4,4,4,2,2
"ZNF653",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,1,4,1,6,4,2,2,2,6,4,2,4,6,5,1,2
"TCEAL9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,4,3,3,2,0,2,4,2,4,1,0,2,2
"TAS2R31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,4,5,2,2,3,5,2,2,3,5,4,1,2
"PLCD4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,1,3,0,4,5,5,2,1,1,4,2,3,4,2,2,3
"LINC01273",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,4,2,4,2,3,6,6,2,1,3,6,2,3,4,3,2,2
"FAM98B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,4,2,3,4,2,1,2,1,2,2,3,2,3,2,1
"SMKR1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,3,4,4,2,2,2,4,4,2,4,4,4,2,3
"KLF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,1,4,2,2,4,3,1,1,2,2,4,2,3,6,2,3
"ZNF138",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,2,1,2,2,4,4,4,2,2,4,3,2,4,4,4,2,2
"RPS15AP12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,4,2,3,3,6,4,3,6,1,5,5,2,6,5,5,4,2
"DECR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,4,4,2,6,3,5,6,5,2,2,2,4,2,5,3,6,2,1
"METTL4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4,2,5,4,4,4,2,3,4,2,3,5,3,2,1
"SLC7A5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,4,0,2,2,2,4,2,3,2,3,0,2,4,3,3,2,2,2
"ELL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,0,3,2,6,2,6,2,2,4,3,2,4,4,3,3,2
"AC018413.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,4,2,3,4,1,2,2,3,2,2,3,5,3,2,2
"CTSA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,0,4,2,2,5,6,2,2,2,6,2,3,4,4,0,2
"MLLT3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,3,2,2,4,2,2,1,2,5,2,3,5,2,2,4
"SCOC-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,4,2,5,4,5,2,2,4,3,2,2,4,1,2,2
"RNF167",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,2,1,4,2,3,2,2,2,1,3,1,2,3,1,2,1,1
"METTL2A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,5,2,4,2,6,2,4,2,5,3,4,2,3,3,3,4,1
"SERHL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,4,1,1,2,2,3,3,2,2,2,2,2,2,2,2,1,1
"PCNX3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,1,3,2,6,6,3,2,3,2,4,2,4,2,4,2,2
"AP002807.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,6,3,2,3,2,4,6,3,2,3,2,4,2,4,2,4,2,2
"GPX7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,0,3,2,3,4,2,4,2,3,3,2,3,3,4,2,2
"AZGP1P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,1,3,2,4,4,3,2,2,4,4,2,4,4,4,2,2
"C1QTNF3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,5,2,5,4,5,2,2,3,3,2,4,2,6,1,2
"PSMG2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4,2,4,4,3,2,2,3,4,2,1,6,3,2,2
"NCOA5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,2,4,2,3,6,6,1,2,2,6,2,3,4,5,2,2
"B3GNT10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,2,4,3,2,2,2,4,2,3,2,3,2,2
"MAPK12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,2,2,3,2,2,4,1,0,2,2,2,4,1,1
"RAB6C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,6,6,6,2,2,2,4,1,3,2,2,2,1
"LINC00511",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,4,2,0,3,3,6,4,5,2,3,3,6,2,4,3,3,4,2
"DLSTP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,3,2,3,4,4,2,2,3,4,2,3,2,6,2,2
"TYW5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,1,3,2,6,4,3,2,1,2,5,2,3,2,2,2,2
"IGHV1-24",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,3,1,4,4,3,2,2,3,2,4,2,2,2,2,2
"SLC33A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,5,2,4,2,4,4,6,2,1,4,3,2,3,2,4,2,3
"IGKV1D-43",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,3,2,4,4,5,1,3,4,6,2,3,6,1,2,2
"BPNT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,5,3,6,1,6,5,5,1,2,4,5,2,3,5,6,2,2
"EP400P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,2,4,4,5,2,3,2,3,4,3,2,4,0,4
