"","sample61","sample103","sample54","sample36","sample19","sample7","sample94","sample92","sample100","sample109","sample171","sample213","sample164","sample146","sample129","sample117","sample204","sample202","sample210","sample219"
"HOXC6",2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,4,4,2,2,4
"NCKIPSD",2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,1,1,2
"SLC25A25",2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,6,4,1,0,4
"AC145285.6",2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,3,6,2,3,5
"MPRIPP1",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,1,2,3
"CMTM5",2,2,2,2,2,2,2,2,2,2,6,2,1,3,3,3,6,3,2,4
"RRAD",2,2,2,2,2,2,2,2,2,2,3,3,2,1,3,2,5,3,2,2
"AC006460.1",2,2,2,2,2,2,2,2,2,2,2,3,1,3,6,3,6,2,2,4
"UBE2T",2,2,2,2,2,2,2,2,2,2,4,4,2,5,4,3,6,4,5,4
"AL031846.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,4
"AC087163.1",2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,6,4,2,2,4
"SBF1",2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,2,2,3,4
"KRT83",2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,4,4,3,2,4
"PKM",2,2,2,2,2,2,2,2,2,2,3,4,0,2,3,2,6,2,3,4
"AC027601.2",2,2,2,2,2,2,2,2,2,2,5,3,1,2,4,6,4,5,3,2
"FOXRED1",2,2,2,2,2,2,2,2,2,2,4,4,1,2,5,2,4,1,1,4
"ZNF511",2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,4,2,4,4
"AC126118.1",2,2,2,2,2,2,2,2,2,2,3,2,1,2,4,4,3,2,2,4
"AP000345.2",2,2,2,2,2,2,2,2,2,2,2,2,0,2,5,2,5,2,2,4
"MTCYBP18",2,2,2,2,2,2,2,2,2,2,3,4,2,2,3,2,4,2,3,4
"PEX14",2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,3,6,2,2,2
"URAD",2,2,2,2,2,2,2,2,2,2,4,2,0,2,6,3,4,2,1,5
"CAV3",2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,6,3,2,4,4
"KIAA0408",2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,4,2,2,2
"PLAC9P1",2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,6,1,2,4
"MIGA1",2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,6,6,2,2,2
"CIT",2,2,2,2,2,2,2,2,2,2,5,3,2,2,3,4,4,1,2,4
"SLC31A1",2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,5,4,2,2,4
"AL355488.1",2,2,2,2,2,2,2,2,2,2,3,2,0,2,2,3,6,1,1,6
"PLS3",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,3,6,5,1,4
"LHCGR",2,2,2,2,2,2,2,2,2,2,4,3,1,2,6,5,6,2,2,4
"HSP90AB2P",2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,3,6,2,2,4
"HPN",2,2,2,2,2,2,2,2,2,2,3,4,1,2,3,6,4,2,4,4
"HACD1",2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,6,4,2,2,2
"MKS1",2,2,2,2,2,2,2,2,2,2,6,3,1,2,4,5,4,6,4,6
"RPL5P29",2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,4,3,2,2,4
"INSIG2",2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,3,6,2,2,2
"ZC3HAV1L",2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,4,5,0,0,2
"FOXS1",2,2,2,2,2,2,2,2,2,2,5,1,1,2,3,3,6,2,2,4
"SLC45A4",2,2,2,2,2,2,2,2,2,2,6,3,4,2,1,6,6,2,2,6
"OGFRP1",2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,2,6,1,2,4
"SOX9",2,2,2,2,2,2,2,2,2,2,5,5,0,2,4,6,4,3,3,3
"LINC02724",2,2,2,2,2,2,2,2,2,2,4,5,2,2,4,4,5,1,4,4
"ENOX2",2,2,2,2,2,2,2,2,2,2,3,4,1,2,5,3,6,2,2,3
"TRAIP",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,4,3,1,1,2
"TUBGCP4",2,2,2,2,2,2,2,2,2,2,5,3,1,2,2,2,6,2,2,4
"CPOX",2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,6,2,2,4
"AC087289.5",2,2,2,2,2,2,2,2,2,2,5,3,1,1,4,6,4,6,3,2
"FCGR2A",2,2,2,2,2,2,2,2,2,2,4,6,2,5,4,6,6,4,4,4
"FAM83E",2,2,2,2,2,2,2,2,2,2,4,4,1,2,4,3,4,2,2,4
"AL353807.4",2,2,2,2,2,2,2,2,2,2,4,6,3,5,4,6,6,4,5,4
"BRD4",2,2,2,2,2,2,2,2,2,2,3,4,1,1,2,5,4,2,2,5
"NAT1",2,2,2,2,2,2,2,2,2,2,3,3,1,2,0,2,3,1,1,4
"DACH1",2,2,2,2,2,2,2,2,2,2,4,2,1,2,3,2,4,2,1,5
"TEKT2",2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,5,6,4,2,2
"UQCRHL",2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,5,6,2,2,2
"ACLY",2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,4,4,1,3,6
"RPL13AP3",2,2,2,2,2,2,2,2,2,2,6,2,1,2,3,3,6,2,2,3
"CLIC5",2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,6,4,2,2,4
"SLC35C1",2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,0,5
"LRTOMT",2,2,2,2,2,2,2,2,2,2,4,4,1,2,1,4,6,3,4,4
"STIP1",2,2,2,2,2,2,2,2,2,2,4,4,2,2,5,4,5,2,2,4
"ABT1",2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,6,2,2,2,4
"FURIN",2,2,2,2,2,2,2,2,2,2,3,3,1,2,4,2,6,4,3,4
"CMPK2",2,2,2,2,2,2,2,2,2,2,3,3,1,4,3,6,6,2,2,4
"AGR3",2,2,2,2,2,2,2,2,2,2,5,4,1,6,3,4,6,1,3,4
"RPF2",2,2,2,2,2,2,2,2,2,2,3,2,0,5,1,3,4,2,2,6
"MSRB2",2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,6,4,2,0,4
"PTN",2,2,2,2,2,2,2,2,2,2,4,4,1,1,3,4,5,2,1,3
"CDHR2",2,2,2,2,2,2,2,2,2,2,3,4,2,2,3,2,6,2,3,4
"RAB40A",2,2,2,2,2,2,2,2,2,2,3,4,1,2,4,3,6,3,2,4
"SCD5",2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,4,3,2,2,4
"PRKRA",2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,6,2,2,4
"AL590764.1",2,2,2,2,2,2,2,2,2,2,6,4,1,2,4,3,5,2,2,4
"LRRTM4",2,2,2,2,2,2,2,2,2,2,4,3,1,2,4,5,6,2,2,6
"C10orf55",2,2,2,2,2,2,2,2,2,2,2,0,2,2,3,2,4,2,2,4
"AC093904.4",2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,5,6,2,2,4
"WDR44",2,2,2,2,2,2,2,2,2,2,1,4,1,2,4,3,6,4,2,2
"TLE5",2,2,2,2,2,2,2,2,2,2,3,4,1,2,3,2,3,1,2,4
"C1orf109",2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,5,6,3,2,2
"EDEM1",2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,4,3,4,2,6
"IGKJ1",2,2,2,2,2,2,2,2,2,2,4,1,2,2,6,5,6,2,2,4
"SMG1P3",2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,3,6,2,2,5
"SYNGR2",2,2,2,2,2,2,2,2,2,2,5,3,3,2,4,6,4,6,2,2
"DRAIC",2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,6,2,5,4
"DCTN2",2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,6,4,2,2,4
"GOLGA7B",2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,4,2,2,4
"NSUN4",2,2,2,2,2,2,2,2,2,2,3,3,0,2,2,6,6,2,4,2
"AC109587.1",2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,1,3,2
"GTPBP10",2,2,2,2,2,2,2,2,2,2,4,4,1,1,2,4,5,2,1,4
"AC009950.1",2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,3,6,2,2,4
"DLX4",2,2,2,2,2,2,2,2,2,2,6,3,1,4,2,5,4,5,3,6
"IGHD",2,2,2,2,2,2,2,2,2,2,6,2,1,2,3,4,6,2,2,4
"RPS27",2,2,2,2,2,2,2,2,2,2,4,6,3,5,4,6,6,4,4,4
"CYP27A1",2,2,2,2,2,2,2,2,2,2,2,4,1,0,4,3,6,2,2,5
"TNNC1",2,2,2,2,2,2,2,2,2,2,2,4,1,1,4,4,3,1,1,2
"RPSAP7",2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,6,4,2,3,4
"KRTAP5-AS1",2,2,2,2,2,2,2,2,2,2,4,4,1,2,0,2,3,4,2,2
"SLC36A4",2,2,2,2,2,2,2,2,2,2,4,4,2,2,5,4,4,0,1,0
"CRTC1",2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,4,4,2,2,4
