"","sample84","sample23","sample6","sample85","sample49","sample10","sample81","sample103","sample11","sample4","sample71","sample67","sample48","sample35","sample87","sample104","sample47","sample88","sample44","sample25","sample194","sample133","sample116","sample195","sample159","sample120","sample191","sample213","sample121","sample114","sample181","sample177","sample158","sample145","sample197","sample214","sample157","sample198","sample154","sample135"
"CABP4",100,430,239,231,317,119,373,229,167,263,105,80,599,256,52,460,212,52,64,180,289,68,53,574,111,534,44,122,238,272,393,212,45,21,282,157,88,6,467,25
"LPAR6",2943,4185,2435,2373,3442,2888,4287,2361,5334,6188,1892,2274,2665,2350,2545,2571,4870,5034,2756,2558,1833,1951,1527,838,1803,1068,1515,1967,1345,2379,3403,2175,1150,3883,2037,674,1459,822,810,534
"MUCL1",6361,134136,145217,11140,102845,484,16524,20718,9524,71370,35,1072,30130,35893,0,18678,55218,11176,8,2743,1502,63,231,279,54,112,7720,16,1017,49021,11093,425,2,4214,11526,21,478,3,275,4
"NDNF",595,408,517,336,555,596,583,132,706,1403,999,69,408,360,549,142,573,976,2135,584,695,14,280,75,199,26,235,639,786,110,355,257,145,201,187,16,92,90,43,3
"BIRC5",200,107,753,273,696,49,1187,406,47,118,528,871,91,378,5,308,143,21,94,77,1896,3087,2768,408,5487,6414,1275,945,1471,829,670,1059,1683,3969,229,1640,9466,1421,3717,2019
"BORCS6",177,458,597,147,263,231,422,420,350,165,248,147,356,187,209,567,419,176,237,431,515,305,259,178,377,459,476,573,385,521,377,429,414,133,374,213,278,505,106,204
"CLEC7A",139,419,205,384,187,178,1019,222,333,679,299,194,181,786,69,184,231,135,157,340,408,3370,575,127,955,270,278,254,215,1012,932,372,1266,709,211,381,685,243,349,149
"AC093418.1",13,26,9,18,12,7,23,17,12,11,2,4,2,22,0,15,15,6,2,2,6,4,1,3,3,20,0,2,6,3,5,0,3,0,4,0,210,7,17,0
"HCG18",1066,3284,1217,2528,2350,1300,2994,892,2005,3187,897,1269,2312,1730,1042,1271,2058,1529,1107,1633,2329,1418,1334,1570,3522,3707,1750,1300,981,1508,2644,1704,1159,2094,1512,764,1623,1439,1394,2473
"SEC62",7977,13894,12523,7949,12179,8441,15856,5221,17353,21319,10898,4133,12112,8878,16993,12205,17495,27521,14339,11350,9862,4382,15229,8756,15666,11776,16459,11631,21864,10615,13547,13851,8716,18535,11471,4123,11668,10429,8272,9901
"MMP20",6,17,22,68,23,30,94,12,9,14,0,73,36,26,1,5,11,1,0,4,0,8,11,0,2,0,1,9,0,2,46,1,0,2,17,7,6,0,0,0
"SYT7",1733,6475,3348,3988,4277,2101,10838,3758,2626,2044,698,5111,5120,3638,521,2792,2462,815,1057,1906,3345,1706,2593,10244,5737,12001,4309,3598,10169,1699,3392,4006,3797,3801,16901,3533,5905,39264,9083,785
"SEMA3C",12358,34691,12220,21569,23294,17788,17938,9040,14790,40260,28097,9688,31814,12554,12697,8017,17488,19866,16343,10610,8274,4945,11059,4434,9365,521,7644,19755,20723,8297,24616,4588,17114,30100,25487,424,4742,6911,26109,177
"AC097658.1",18,36,16,36,16,24,44,20,13,19,28,13,21,14,7,38,21,16,5,15,28,20,21,10,42,15,47,14,20,11,41,45,30,24,28,5,41,16,19,44
"AF230666.1",8,13,2,30,19,14,13,3,7,31,9,8,13,11,4,0,10,6,4,6,21,4,0,23,12,18,11,13,5,4,17,1,4,13,14,7,10,4,8,13
"AC109347.1",49,84,74,52,69,27,134,51,106,110,32,24,60,77,48,44,94,56,30,48,66,49,45,64,80,49,31,44,81,93,112,91,148,94,115,18,41,20,52,140
"LINC00467",320,531,525,394,565,376,560,347,777,653,321,236,508,356,614,290,586,622,404,367,979,245,565,652,399,1786,679,647,898,781,762,654,694,1173,859,485,1417,283,906,763
"SCAI",762,1563,540,1046,1180,795,1163,379,1517,1745,600,634,801,690,990,368,1252,1333,952,643,737,302,333,501,638,746,722,716,869,692,1362,474,417,1511,916,224,2116,429,1188,3499
"AC034139.1",40,94,84,85,95,132,39,25,88,259,91,13,79,76,201,39,164,464,172,157,6,11,33,107,32,14,26,21,78,23,41,10,204,55,51,4,29,13,71,4
"ENPP2",11110,8955,12404,6247,8505,13979,9173,3432,18329,35437,15082,1615,3926,5622,15242,9230,17413,37077,18823,10325,1576,1096,3188,1697,426,4541,3254,2236,714,6001,5223,1224,157,4717,2107,746,3029,638,619,286
"AHNAK2",1867,2702,3873,1665,2069,2966,3003,717,3911,4395,5413,813,1882,2390,1547,2469,5894,1132,5280,4459,1920,1238,1035,1725,1514,1298,2166,4023,5008,776,3684,2314,10908,2033,859,2306,2773,1255,3820,3531
"RFC3",599,1057,504,878,1010,502,1386,625,839,1094,343,728,697,815,264,361,752,484,406,527,825,1356,576,542,3223,1983,946,861,955,728,1266,861,891,2785,843,317,3058,764,1078,865
"AL024508.1",54,93,72,157,222,24,155,98,129,87,2,41,111,74,5,72,37,17,6,20,105,44,52,13,340,206,49,47,53,64,94,18,107,169,64,62,54,334,99,123
"OVCH1",7,59,2,20,15,4,27,7,5,32,11,8,20,14,18,2,24,32,21,7,4,0,7,0,4,0,7,3,5,2,16,0,6,5,3,0,135,1,0,0
"GKAP1",268,507,395,290,482,365,385,229,822,660,409,187,378,295,843,517,825,1016,631,388,465,252,211,342,266,647,321,393,486,313,333,344,320,519,333,109,617,289,607,516
"AP001767.3",4,28,6,26,37,10,14,7,17,16,6,14,21,23,3,1,20,16,12,14,9,5,8,8,6,12,17,11,4,9,49,5,12,14,18,6,38,8,26,11
"DPCD",365,807,732,521,744,511,1096,1168,666,491,314,343,895,508,254,972,582,263,315,548,1306,607,787,1046,2544,777,953,935,1806,738,900,1664,1803,437,861,207,1803,893,801,1367
"FAM160A1",1427,3976,760,2478,2802,1419,2488,1529,2119,2349,37,1427,3394,2347,34,1482,1081,118,72,1311,791,1247,431,1160,779,1020,945,1240,1237,456,2889,402,840,966,1975,362,2461,554,3828,7134
"ARMC4",44,59,26,43,23,19,42,44,31,46,6,21,78,48,6,22,34,9,5,16,34,12,46,17,14,203,56,89,1,15,79,10,135,1,15,3,8,250,27,66
"OSBPL11",986,1838,1523,1420,1421,1453,2144,687,1946,3915,1782,894,1448,1375,2316,618,1931,3807,2315,1957,1614,1305,1069,1472,2205,1319,1294,1522,1450,1629,2497,915,1839,2543,1311,522,2393,1333,2039,1730
"AL450326.2",4,33,7,13,25,6,19,5,17,42,11,6,11,9,5,34,12,9,2,12,5,0,2,20,12,1,11,9,5,2,12,20,3,12,13,4,3,2,7,7
"RPS6KA5",1314,3064,899,2421,2554,1279,2253,1098,2134,2774,359,1489,2363,1912,318,1354,1322,671,386,1181,979,802,598,772,626,1753,1151,1270,1339,1457,2497,735,396,2123,2154,83,928,1903,1190,1803
"RNASET2",561,1785,2028,769,904,812,2205,1619,869,878,873,490,1104,612,261,1657,672,578,405,711,1806,1272,1424,1586,666,359,922,1488,653,2336,1376,1860,1684,456,839,1336,1583,580,531,2377
"AC100847.1",16,18,29,0,7,7,14,3,33,24,10,0,10,11,25,1,21,28,21,7,4,7,7,0,10,18,4,6,5,5,11,6,9,38,8,1,3,6,28,2
"LINC02236",6,8,15,13,44,8,24,8,14,4,7,6,18,10,1,11,9,2,0,8,24,22,28,5,83,44,25,18,44,12,38,15,83,34,34,35,119,18,13,522
"TVP23A",50,147,102,60,91,45,197,82,71,91,36,44,112,60,23,155,113,33,33,71,23,33,42,32,27,20,39,35,3,162,177,50,20,20,74,39,40,23,32,48
"AC024940.2",13,50,25,32,21,16,44,55,28,22,40,30,20,13,12,46,34,19,6,20,19,30,15,34,43,12,7,26,21,21,49,17,29,11,23,13,31,12,23,55
"AC010186.2",58,93,44,91,90,49,110,57,86,99,34,50,203,68,30,77,105,67,50,61,72,41,62,100,53,43,38,104,80,266,127,35,89,168,61,17,52,56,62,86
"SEMA6A-AS1",19,98,39,96,130,96,99,18,66,196,58,41,91,111,27,34,61,48,56,54,28,10,18,37,59,34,26,18,16,26,58,11,13,9,100,12,19,15,115,10
"LINC02343",38,283,123,154,224,21,94,42,97,83,0,21,193,66,0,69,57,10,1,43,28,0,83,304,47,1,58,12,267,95,179,229,5,175,132,6,2,41,21,1
"CLHC1",248,439,253,436,447,342,429,123,297,467,71,191,360,306,54,202,219,151,79,283,279,109,106,405,162,114,285,147,178,181,381,215,235,567,415,62,260,93,245,820
"ASB15",1,12,2,0,2,1,5,1,1,3,0,1,9,2,0,0,1,2,1,0,0,0,2,1,1,9,6,8,6,3,5,1,1,0,4,0,8,25,158,1
"PLCB4",1039,2173,785,1683,1343,1584,2396,740,1658,2588,720,861,1171,1242,792,811,2123,1042,1352,1061,1024,1487,885,1634,1337,560,298,275,211,814,1359,165,40,2732,480,245,3087,117,48,2513
"ETV6",4572,11511,3749,8295,7380,6044,12531,5629,6534,7476,1371,7155,6850,5995,1027,4284,4948,1914,1338,6008,5127,5432,3040,3368,6695,3358,2681,4734,4784,5092,6881,3228,3444,5325,10309,5384,12141,3188,4010,7057
"ZNF207",4913,8890,5753,8127,8460,5629,10624,5325,8070,11916,3970,4088,7314,6105,5131,4938,7703,5677,4651,5364,10220,5722,5219,7599,9992,9980,6829,8117,8103,7017,9976,7240,6472,11577,8402,3910,10701,6192,9214,7765
"FSIP2-AS1",5,16,0,15,22,6,12,4,4,19,2,4,12,19,2,2,7,12,5,4,6,2,1,3,1,0,5,1,1,10,8,1,3,3,24,2,0,6,7,48
"HCG22",18,12,18,0,6,13,18,9,21,14,4,4,15,7,2,17,45,3,5,3,5,0,11,10,7,8,16,10,16,17,17,17,1,2,10,1,0,1,0,1
"AC079148.1",13,28,26,27,30,9,23,8,47,47,15,6,22,10,15,19,32,23,12,15,14,7,11,17,6,10,7,5,9,14,13,12,12,7,20,8,11,21,23,50
"RNASEK",19,42,80,30,33,40,79,33,42,54,27,26,46,48,42,34,52,30,41,54,44,26,24,18,46,21,30,32,15,52,42,27,27,16,32,31,59,23,21,28
"SLC1A3",1371,654,2549,1271,970,2616,1240,440,3450,6022,4766,363,1133,802,6650,1887,4751,5630,5677,3292,606,1729,1013,662,1689,422,962,575,288,1864,1574,458,2901,2046,447,599,810,554,604,129
"NPAS3",307,553,369,741,472,283,584,297,604,672,163,244,367,342,90,403,341,273,206,441,98,340,258,723,121,34,97,553,221,130,286,531,201,125,225,370,158,152,43,461
"FTOP1",25,90,56,103,431,42,65,38,37,68,17,11,55,28,19,40,64,42,20,26,10,10,15,14,20,6,11,11,5,19,30,13,18,26,33,6,13,17,9,59
"AC008013.1",9,19,15,26,12,10,15,11,14,36,4,11,4,14,10,6,22,52,27,10,4,3,5,8,3,1,6,1,0,4,14,0,19,3,6,6,3,1,3,6
"NUDT13",109,246,208,236,219,167,274,83,245,335,105,111,238,141,147,182,210,191,152,144,290,40,86,150,97,240,149,95,163,120,134,70,112,155,166,98,236,117,138,175
"DHRS4L2",501,945,1297,701,661,735,999,826,853,502,631,364,968,439,853,1334,1013,685,659,662,1258,524,588,293,492,633,553,364,1090,1010,814,1197,894,791,471,602,630,673,531,382
"JRK",852,3797,1041,1323,1807,1367,3147,1080,1956,1586,1127,818,2128,1352,988,1566,1973,1280,1308,2120,1083,468,296,4035,825,2617,892,585,557,864,2751,241,1315,865,995,452,1466,854,1679,4444
"AC005519.1",17,62,24,27,36,31,37,9,34,108,39,12,42,31,24,22,49,38,35,38,30,18,7,27,12,24,8,4,1,17,31,6,12,26,25,2,15,14,19,24
"NR2F6",1063,2035,2508,1195,1554,1272,2137,2798,1486,1162,766,833,1428,1034,1717,1912,1506,1009,1171,1284,3851,2768,3620,3079,3553,4593,2531,2562,2225,1964,2144,4615,8314,2479,3799,2043,8568,3487,3084,2836
"RC3H1",2092,4628,2466,2004,3674,2070,3544,1504,3631,5483,2101,929,2445,2969,2661,1763,3722,4401,2414,2505,2675,1939,984,2404,2962,2588,2312,1660,2047,2285,4432,1283,3349,4369,2491,1577,4141,1244,2389,3452
"ACTRT3",78,111,131,60,109,86,121,116,162,165,102,51,61,116,174,91,143,247,122,121,107,64,42,66,160,55,126,169,115,76,136,78,155,157,494,38,328,99,91,173
"FAXC",344,968,305,634,782,276,931,653,516,829,10,365,731,515,6,727,334,52,10,346,327,300,493,589,308,948,167,653,412,287,536,166,383,544,525,288,720,595,400,1528
"FNDC3A",4091,9088,3350,6432,7021,4057,8819,2378,7474,10453,3883,3472,6500,5070,3333,2197,7571,6254,4138,5171,3273,3603,1953,3139,5107,5056,2827,4109,8337,4826,9088,3235,3072,6328,5797,1492,4054,3058,2603,2278
"AL022345.4",15,57,49,14,29,28,29,23,17,44,23,6,32,13,34,35,39,42,48,25,12,7,21,82,19,4,11,16,21,19,28,4,48,29,40,57,28,7,8,146
"IL18R1",186,243,170,233,125,192,265,86,292,595,235,63,104,148,152,169,526,272,271,298,104,472,206,65,96,18,101,117,18,495,718,96,90,157,84,93,76,114,126,208
"AC034243.1",23,24,24,18,3,19,20,5,16,1,1,28,22,17,20,7,3,3,1,12,44,11,2,8,1,19,6,32,56,17,1,13,21,16,29,26,2,37,8,7
"MT1M",301,350,416,796,451,847,237,211,554,428,606,51,417,196,749,496,506,575,524,786,34,40,150,47,65,20,115,41,15,187,120,48,40,138,80,41,62,10,33,17
"GLUD2",66,165,135,154,137,212,213,79,144,273,235,112,155,80,315,85,293,227,241,182,104,46,86,169,111,138,88,90,307,109,173,53,104,125,162,9,978,105,106,139
"TNF",42,113,76,62,44,28,300,91,136,109,58,63,28,61,34,122,107,83,24,142,196,223,94,12,727,18,61,22,19,117,235,36,225,37,35,141,509,33,108,16
"DGKZP1",13,71,55,37,34,42,70,53,31,22,68,37,44,25,49,43,37,44,35,53,29,51,21,49,39,41,52,25,18,43,110,32,50,41,41,22,87,40,24,47
"LINC00839",121,282,129,312,136,161,134,213,177,362,52,85,531,245,22,194,177,36,34,198,133,186,49,217,34,89,50,234,12,42,82,35,44,55,47,61,27,17,7,2202
"CX3CR1",2251,3033,931,524,816,1147,3212,1265,2036,2759,268,765,1056,2348,105,2003,1584,340,292,3119,104,181,354,237,351,360,290,1454,1043,321,2981,652,266,426,1002,65,105,721,194,21
"NOMO2",311,1021,665,948,800,638,1126,408,939,925,622,466,553,811,599,342,962,931,818,912,303,460,360,833,1651,2678,795,1094,1358,582,1127,274,1390,827,895,63,2278,1052,819,1739
