"","sample65","sample23","sample70","sample3","sample4","sample94","sample81","sample61","sample51","sample55","sample175","sample133","sample180","sample113","sample114","sample204","sample191","sample171","sample161","sample165"
"LINC02568",2,2,2,2,2,2,2,2,2,2,3,2,3,2,0,6,2,3,4,2
"SENP8",2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,2,3,4,2
"KCTD6",2,2,2,2,2,2,2,2,2,2,3,3,3,4,2,3,2,2,2,2
"MOCS3",2,2,2,2,2,2,2,2,2,2,4,5,4,2,2,6,3,6,6,2
"ARMC12",2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,6,3,3,4,2
"LINC01352",2,2,2,2,2,2,2,2,2,2,5,3,5,6,2,6,3,6,4,4
"WEE2-AS1",2,2,2,2,2,2,2,2,2,2,3,3,5,2,2,5,2,4,4,2
"ARHGEF15",2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,2,2
"TP53I13",2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,1,4,2
"AL512408.1",2,2,2,2,2,2,2,2,2,2,3,2,0,2,2,6,2,3,2,2
"NRM",2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,4,4,5,4,2
"TRBV19",2,2,2,2,2,2,2,2,2,2,3,4,5,2,4,5,2,2,4,2
"PPP4R3A",2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,6,2,4,2,2
"CD177",2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,4,2,3,4,2
"SAMD1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,4,2,3,2,2
"CNST",2,2,2,2,2,2,2,2,2,2,4,4,5,6,1,6,3,6,4,2
"IGKV1D-8",2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,6,2,4,6,2
"POLQ",2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,6,2,4,4,2
"PLA2G4E",2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,6,2,5,4,2
"C21orf62",2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,4,2,3,4,3
"ZNF449",2,2,2,2,2,2,2,2,2,2,3,4,4,1,2,6,3,3,4,2
