"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",273,387,263,716,205,283,284,1006,368,288,849,163,205,214,347,147,1258,633,167,428
"g2",1671,699,1846,2836,3032,1932,4041,2753,2210,2440,5715,553,1754,2054,6675,671,2908,813,2621,5182
"g3",1225358,1397506,1356238,2884978,1107352,4606126,4054418,2528520,508051,1350976,745121,5709672,7060864,2442859,7958916,1504410,9519386,12870207,5912700,3187730
"g4",2207,2120,1721,7527,377,2735,3703,6312,1647,661,8328,6323,2577,1386,6788,1581,3086,21896,6011,2514
"g5",4910,451,34123,1322,25391,646,6331,2,1518,69695,276,5492,20475,30430,20754,835,2,65531,81204,15750
"g6",384,294,827,1030,427,890,952,556,996,1044,977,223,725,982,722,508,440,2198,1080,1684
"g7",31352,45702,36735,85521,16146,15672,93179,37173,32555,17312,213570,12260,67026,26734,16349,20160,59968,64044,35423,67117
"g8",64589,79939,38190,60768,77280,70238,70457,67815,63557,68320,162137,86688,112280,56579,117554,116549,243760,110219,63182,176408
"g9",21558,142070,34146,91269,59928,42409,299936,246412,72398,83618,254168,57714,16326,141039,69134,31437,162492,93836,49407,227778
"g10",0,1610,70,10963,1,427,172,13794,15499,7,3984,3072,8324,8951,2016,954,4,1438,3954,28119
"g11",86,154,8,45,326,0,2038,8,0,292,2613,7,48,24,0,58,560,4,1644,0
"g12",122,519,54,527,114,505,717,1084,30,592,459,5,530,12,266,7,248,1422,144,926
"g13",223,41,65,124,5,103,81,15,56,318,229,5,197,213,4,9,1460,163,0,89
"g14",426,71,256,2,108,6,27,2839,257,90,357,101,392,128,884,371,238,1578,1198,48
"g15",19423,5880,1957,15303,8628,6081,20913,3627,12841,14847,38930,20920,24255,32587,17625,1808,12950,17280,6704,7430
"g16",166945,180671,113129,149554,46184,73089,190436,83835,111611,92884,122074,64240,56396,64830,74921,41227,99394,105534,101870,149025
"g17",180808,120220,108329,196544,83929,134126,127438,70131,123034,121249,200695,78847,40873,144127,41850,60919,196723,42624,37263,80734
"g18",32005,16826,6228,14234,24688,13884,7863,7405,6013,28412,25676,9305,4725,9820,3812,3320,38580,6789,7764,12653
"g19",184244,182874,200299,487534,172464,147502,296739,222720,68545,116889,145961,154654,129776,117598,97273,98121,172866,120500,195573,152748
"g20",55066,149181,75849,169032,139881,131847,99409,99827,51906,100715,445878,126134,94159,94154,128846,88369,125928,135770,96486,234762
"g21",11338,156465,783,55959,219417,33012,103851,66180,15609,136483,401401,3667,72233,109007,677177,23883,22992,497473,25862,179722
"g22",140529,213032,116825,243585,173738,208623,278939,80728,246904,257514,422055,116769,197688,300734,188603,98908,61082,300324,141900,461669
"g23",23685,37129,31869,27540,9757,16308,47250,79610,37812,38684,49874,32397,40903,33786,22100,26601,108228,93195,18945,23451
"g24",990,1980,2530,1017,2141,2906,1518,1483,780,1124,2772,1064,993,995,1208,883,3298,2764,286,6720
"g25",313,619,247,201,961,422,698,951,144,927,820,143,381,283,542,256,969,221,55,213
