"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",639,145,182,425,314,227,207,167,817,311,139,336,175,648,377,431,416,208,445,448,564,203,389,363,413,308,274,174,276,158,292,183,261,306,211,137,542,76,734,102
"g2",5504,1883,1241,1787,1516,1348,2680,869,3975,2272,3061,2048,2159,2382,2827,1223,4212,3012,740,3030,6606,564,183,2125,8925,570,1598,5834,3116,3628,1896,579,572,4240,1227,2054,3126,1432,198,652
"g3",3075792,1188194,1856320,1184883,1787092,1100540,1755830,807366,2210809,1591308,3004569,1379285,1240651,3314428,1836863,953939,1141307,1073441,1187825,2270599,1484605,726372,1053371,1737672,1662312,1338931,724164,10865054,1697763,5130930,1843884,844847,1426722,1495848,1555004,1210787,3094296,2058054,2929448,1143004
"g4",4701,4642,2358,1601,4148,3260,2322,1930,2298,6119,2121,3123,939,3378,4560,5139,1809,684,2026,2365,12240,1541,2019,8270,10678,924,8166,33772,2543,9162,7826,4079,5632,7415,5168,4518,8236,2157,11148,3726
"g5",14645,17665,26739,4606,27085,1891,25721,2362,10104,1477,218,18918,3575,43541,268,2577,171,8261,14657,102,9728,238,6648,4688,132,1461,55434,7466,309,8712,51042,922,6430,16659,5568,22349,0,22155,778,7397
"g6",294,117,69,342,128,1426,576,350,632,935,196,980,251,2250,197,1540,417,1271,416,301,627,520,580,90,402,62,2622,179,447,162,24,810,1250,1533,1435,752,210,404,3070,160
"g7",50373,26382,41403,42763,61886,10836,30732,23927,10828,113545,24568,33594,41552,9255,11226,39445,10824,7830,9222,17008,231096,23361,7770,46811,19044,39700,10803,139196,7306,21638,166586,33242,43264,89484,9363,40662,29447,11466,146303,6049
"g8",70851,37504,97903,34466,56558,49140,66622,51279,60918,74591,108034,54894,86980,73890,60814,55292,54515,55881,29986,57751,149345,54751,87914,98320,124864,81552,143520,76836,110365,105894,211692,103794,102986,268223,116739,77718,144106,51434,132494,38930
"g9",262273,46303,255279,151604,47146,227696,69443,62146,294654,134592,168092,287632,35707,158015,42152,35657,183829,100981,138680,57184,144008,163779,134063,57857,128730,373325,181010,293049,94232,294362,331902,320297,85206,380934,72534,54676,138716,114950,177240,148911
"g10",358,622,2126,6977,19578,909,1079,4823,0,16,13131,12220,16825,6197,44,1686,400,238,0,4922,66585,129,1609,3506,2192,2874,6392,40,198,98061,16,124,37958,87203,3045,446,4421,4417,235,3403
"g11",473,440,53,28,1875,627,0,70,21,1,200,3,2714,312,0,0,376,395,447,247,789,0,3,111,24,57,2784,14,60,0,38,2611,354,50,34,1202,306,0,174,171
"g12",1002,7,188,77,1557,400,166,46,137,201,89,33,157,128,147,2148,61,614,12,245,267,30,188,359,142,504,594,6,668,80,366,49,442,283,255,651,14,145,132,204
"g13",0,12,475,401,3,28,26,19,5,185,23,0,40,5,269,321,33,65,120,515,174,132,1,1,36,913,42,0,153,5,626,191,40,192,177,0,130,39,44,29
"g14",1324,195,997,264,355,107,25,405,90,1379,544,487,248,473,472,644,1835,502,82,23,1236,72,705,146,794,71,242,220,486,12,584,161,268,863,222,602,222,197,94,34
"g15",3991,2411,13173,1921,9709,7788,1853,10911,9380,1413,5414,32227,17340,13331,12333,17602,7990,7194,3551,3243,8420,527,9629,3855,15977,12393,1934,14622,20473,12356,8510,6792,2759,12825,8569,7550,6343,8059,10977,1516
"g16",161699,34617,102853,80983,135062,139261,140981,90678,123546,312289,86340,126240,70174,153172,153862,106198,63567,39743,166774,115787,108013,138557,156305,71087,296856,110244,52696,149897,171626,136040,310324,107201,57445,179046,138915,48177,87604,47302,161172,99735
"g17",76959,88783,104838,103726,89052,85551,104149,77393,166132,129115,144004,96174,190221,117167,119579,156647,138568,89115,55343,112622,422265,94630,198765,168415,148102,161326,434655,159476,193388,370936,549138,120209,407189,432346,150069,92528,97640,104148,320016,136758
"g18",28487,10895,16264,7475,5636,21629,14230,15254,5020,12960,12030,11152,14625,29823,23736,9374,10941,3472,5690,38085,17030,5964,12327,15609,12944,3685,4822,6419,9591,2422,47584,25952,16819,8630,13621,55010,2505,28662,13260,29472
"g19",407948,86225,263800,147836,322524,174316,169175,130628,198102,231908,346167,155328,241574,143601,104056,201825,144302,166672,236218,291157,136161,96716,209783,142961,135977,106353,159965,96807,478956,163131,604832,108407,270551,390311,192994,170098,190982,239188,339170,236855
"g20",126687,51989,187682,94862,79312,105788,49645,103499,139304,143064,141409,73706,90127,123608,213725,84994,159175,79065,68190,70679,454164,71320,116297,137567,142382,99453,146559,281775,280726,212445,244962,113733,87066,440906,114800,130440,345852,92694,77885,107465
"g21",51678,4149,292052,120318,126416,119095,18445,46550,2779,67807,10096,65408,4324,119048,124335,86249,453084,141144,24679,2123,923132,1410,1961,1334,114359,92585,55346,3276,151008,2321,131612,34536,464979,150030,45061,1831,23520,154951,25330,55436
"g22",243020,183731,299122,168510,544941,260350,140550,107467,214438,155215,516349,214074,85080,144441,116552,302135,283026,215641,153186,181874,559149,69981,120534,622840,326409,181759,322201,1141132,599810,227024,310977,144419,215725,219005,302225,123865,240920,100233,368963,126127
"g23",42548,23120,32969,25630,50904,23055,28618,26783,36694,25195,35868,53275,71439,48557,33846,54944,25986,30350,13647,62938,54431,27830,20895,34867,45887,17085,116241,96906,50870,34398,61506,41387,173471,77556,30698,26378,85586,41175,45717,37650
"g24",1021,995,2234,776,418,562,1556,2876,1086,3598,1040,864,3056,2497,2137,1529,2064,1807,163,1386,6500,1128,5756,1635,5168,559,4622,6270,3470,7368,8398,984,2936,6053,1614,815,1154,1402,2057,244
