"","sample32","sample71","sample28","sample10","sample48","sample67","sample103","sample63","sample34","sample21","sample49","sample75","sample50","sample38","sample73","sample3","sample56","sample27","sample22","sample98","sample142","sample181","sample138","sample120","sample158","sample177","sample213","sample173","sample144","sample131","sample159","sample185","sample160","sample148","sample183","sample113","sample166","sample137","sample132","sample208"
"KLHL31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,0,6,2,3,3,3,2,2,4,3,2,2,2,4,4,2,3
"AC004076.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,4,2,4,0,3,2,1,4,2,2,2,2,4,6,2,4
"NSMCE2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,5,6,4,2,3,3,3,2,1,6,2,2,0,2,6,3,4,4
"C1orf54",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,2,6,2,6,6,2,3,5,1,4,6,5,5,3,6
"NSMCE3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,3,2,2,3,2,0,2,2,3,2,2,1,2,2,2,2,3
"TSKS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,4,4,3,2,2,5,2,2,3,2,4,6,2,4
"AC005498.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,2,3,2,4,4,2,0,1,2,4,4,2,4
"TBC1D30",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,2,3,2,2,4,2,2,1,2,4,3,3,5
"SNX5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,1,1,2,1,6,2,2,4,2,5,6,2,4
"RORA-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,3,2,3,2,2,3,2,2,1,2,2,2,2,4
"AC139769.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,6,2,3,1,4,2,2,4,2,2,2,2,2,3,2,4
"HMGB1P31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,2,3,2,3,2,2,3,2,2,2,2,2,4,2,4
"AC005014.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,2,4,2,4,1,3,3,2,2,2,2,5,5,2,4
"AGAP9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,3,2,2,4,2,3,1,2,3,2,2,4
"ZNF562",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,6,2,4,2,4,2,1,4,1,2,2,2,3,3,2,3
"AL021328.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,2,4,3,4,2,3,4,2,2,2,2,4,4,2,3
"LINC02084",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,5,0,2,3,2,2,2,4,2,2,4,2,2,4,2,3
"MBTPS2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,2,2,2,1,2,2,4,2,2,2,3,3,3,2,4
"LINC01002",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,1,2,2,3,2,2,1,3,2,3,4,4
"LINC01679",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,4,5,2,2,2,4,2,1,4,2,2,2,2,3,5,2,4
"AL031123.5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,2,3,3,4,2,1,4,2,3,3,3,4,4,2,3
"TSPYL4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,1,4,1,1,4,1,2,1,2,2,2,3,2
"TTC30B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,3,1,2,2,2,2,2,2,2,2,5,4,2,4
