"","sample87","sample58","sample76","sample4","sample85","sample20","sample101","sample65","sample12","sample72","sample40","sample11","sample75","sample109","sample74","sample7","sample88","sample92","sample53","sample35","sample197","sample168","sample186","sample114","sample195","sample130","sample211","sample175","sample122","sample182","sample150","sample121","sample185","sample219","sample184","sample117","sample198","sample202","sample163","sample145"
"TAS1R3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,2,3,3,4,3,6,3,3,1,6,3,1
"AC231981.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,2,2,3,2,3,6,2,2,2,2,6,1,2,5,4
"TULP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,4,4,4,2,6,3,2,3,5
"C7orf31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,3,2,2,3,2,6,4,4,3,4,5,2,2,2,3,3
"GJB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,1,4,2,2,4,4,4,4,3,3,3,2,2,3
"CCDC127",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,3,3,4,2,2,2,4,4,4,4,3,2,1,4,5
"YTHDF3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,2,2,3,2,6,3,4,6,6,4,6,2,2,5,5
"ANKMY1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,2,3,3,1,2,4,4,3,3,3,2,2,2,4
"TCHH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,2,2,2,2,3,6,5,4,6,6,3,4,5,6,2,4,4,4
"CPO",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,2,3,2,6,2,4,3,4,3,4,2,2,2,4
"VCPKMT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,3,3,2,5,3,4,4,6,3,3,2,2,2,5
"RGS20",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,3,2,6,3,4,6,6,4,6,2,2,4,5
"STAT6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,0,2,3,2,4,0,5,4,4,3,4,2,2,2,3
"PPARA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,2,1,2,2,3,4,4,4,3,2,2,2,3,4
"NRCAM",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,3,1,4,4,4,3,3,5,4,2,2,5,3
"NUTM2A-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,2,3,2,3,3,4,4,4,3,3,2,2,2,2
"SLC25A12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,1,2,2,1,3,2,6,2,4,3,4,3,4,2,2,1,4
"DENND10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,3,0,3,4,5,4,4,3,5,2,2,4,2
"ZNF513",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,3,2,3,2,3,2,5,3,3,3,5,2,2,4,4
"HADH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,1,3,1,3,2,2,2,4,4,4,3,4,1,2,2,3
"RPL7P9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,1,2,2,3,2,4,3,4,3,2,3,6,1,2,4,6
"ITPKB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,4,2,2,4,3,5,4,6,3,6,3,4,6,2,2,5,4,6
"AC004839.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,3,1,4,4,4,4,3,5,4,3,2,5,3
"AP000255.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,2,2,2,3,4,3,2,3,4,4,4,2,5,2,2,2,4
"HIF1A-AS3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,1,3,1,4,4,4,3,3,2,2,2,5
"MED13L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,4,2,4,2,5,5,4,3,4,2,2,2,3
"KLHL23",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,2,2,2,3,2,6,2,4,3,4,3,3,2,2,2,4
"PVALB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,2,2,1,2,2,2,3,2,4,5,3,3,2,2,2,3,3
"ARMCX5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,4,2,2,4,4,4,4,2,4,2,3,2,3
"NCK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,2,6,3,3,4,3,4,4,0,2,3,4
"CCDC85C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,3,3,2,6,2,4,4,4,3,3,2,3,2,4
"AC104806.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,3,0,2,2,2,4,4,3,3,0,2,2,4
"ARFGAP3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,2,1,2,2,2,4,2,5,4,4,3,1,2,2,2,4
"LY9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,4,2,2,2,3,5,4,6,6,6,2,4,6,6,2,4,4,5
"CCNB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,1,3,2,4,2,3,2,4,4,4,5,2,2,2,0,2
"ZCCHC12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,1,4,2,2,5,4,4,4,3,4,2,4,1,3
"KCNJ13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,2,2,2,2,4,2,1,2,4,3,4,3,3,2,2,2,4
"API5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,4,2,2,3,0,3,2,2,3,4,5,4,4,2,2,1,4,5
"DHRS12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,4,2,3,2,2,2,2,4,2,4,2,4,2,0,1,2,2,3
"RPL31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,1,2,2,4,3,3,3,3,2,3,2,4
"KSR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,3,2,3,2,3,2,3,4,4,3,4,2,2,2,3
"TC2N",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,2,6,2,4,4,4,3,3,2,2,2,3
"PRPF31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,2,2,2,4,2,5,5,4,4,4,3,3,2,2,3,3
"TSEN54",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,2,1,2,2,2,2,4,2,4,2,3,2,6,2,6,2,5
"AC007619.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,1,1,2,2,5,2,4,4,4,5,2,3,4,2,1,5,3
"TPM3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,1,2,0,3,5,3,4,5,5,3,4,6,5,2,3,4,3
"AC107871.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,6,2,2,3,2,4,1,4,3,4,2,2,1,1,4,2
"AL031719.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,3,2,3,4,5,4,6,2,4,6,6,6,3,2,1,3,5
"TMPO",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,4,2,4,4,4,3,4,2,2,3,0
"RPL4P6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,0,2,2,2,4,4,4,3,2,2,2,3,3
"ACSBG1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,5,2,2,3,3,4,2,4,3,4,2,2,0,2,4,4
"EXOSC6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,1,2,2,1,3,2,1,2,2,3,2,1,3,3,2
"ID4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,2,3,4,2,3,2,2,3,4,4,4,2,6,2,2,3,5
"TBC1D15",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,2,3,2,4,3,4,3,4,1,2,6,3
"TREML2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,3,3,3,4,4,4,2,6,2,2,3,5
"AC009549.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,2,2,3,2,3,2,3,3,4,5,2,4,2,2,2,4,5
"MARCHF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4
"GTF2F2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,3,3,2,2,4,2,4,3,3,2,1,1,2,1,3
"LACC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,4,2,4,2,4,2,4,2,1,2,2,2,3
"MYO9A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,6,2,2,3,2,4,2,4,4,4,3,2,1,2,4,4
"PCDHGB6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,2,4,3,4,2,3,5,2,4,2,2,2,2,1
"NKAPL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,1,2,2,3,2,2,3,4,5,4,2,6,2,2,3,5
"GMDS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,2,2,3,2,2,2,3,4,4,4,2,6,2,2,3,5
"SPSB4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,2,6,3,4,3,4,3,4,2,2,3,4
"ALDH4A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,3,2,3,2,3,3,4,3,4,3,1,1,1,2,1
"DET1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,1,2,3,1,6,2,4,3,4,2,2,1,2,4,4
"SKI",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,4,2,3,2,4,3,4,2,6,3,2,1,6,3,1
"HSD3BP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,2,2,2,2,3,2,4,3,4,3,4,2,2,0,1,3,4
"PRKCE",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,2,2,3,1,4,4,4,4,4,3,5,2,2,6,4
"ACTN3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,3,2,3,6,3,2,4,2,4,6,4,4,4,2,3,3,4
"NEK8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,3,2,2,3,2,3,2,4,5,6,3,4,2,2,2,6
"ARHGAP10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,4,2,3,3,4,4,5,3,4,1,1,2,3
"AC007238.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,2,2,2,2,3,2,4,4,3,3,4,3,5,2,2,5,4
"TARBP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,2,3,2,4,2,4,4,4,3,4,2,2,1,4
"UBE2L6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,4,2,2,3,3,3,2,2,3,4,1,4,4,4,2,1,3,5
"BEGAIN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,3,2,2,3,3,2,6,2,4,4,4,4,3,2,2,2,3
"STS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,4,2,4,5,4,4,4,3,1,2,3,2,6
"PLEC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,6,3,2,3,2,6,4,4,6,6,4,6,2,2,6,6
"BCO1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,2,1,1,2,0,3,2,2,2,2,2,2,1,2,3,2
"SERP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,2,2,2,2,3,2,6,3,4,4,4,3,4,2,2,3,4
"AP5Z1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1,3,3,2,3,1,2,4,3,3,3,5,3,2,2,4,3
"RRBP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,2,5,4,4,6,4,3,2,2,2,4,6
"VPS33B-DT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,3,2,2,4,2,5,2,4,2,4,3,2,1,2,4,4
"WNT7B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,1,2,2,2,2,2,1,4,5,4,1,2,2,3,3
"IKBKG",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,2,2,2,1,4,2,2,4,4,4,4,3,3,1,2,2,3
"AC024075.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,2,3,2,2,5,2,5,2,4,4,4,3,4,2,2,4,3
"UBE2D3-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,0,2,2,4,4,5,3,4,1,2,2,3
"KCNJ2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,1,2,2,3,2,3,2,4,5,4,2,6,2,3,2,6
"NCS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,1,2,2,3,2,4,0,2,3,4,3,6,1,2,3,5
"RPP38-DT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,2,3,2,2,3,2,3,3,4,4,4,3,6,2,2,6,5
"ALG13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,1,3,1,2,4,4,3,4,3,3,2,3,3,3
"AP000350.6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,2,2,2,3,4,4,4,4,4,2,3,2,3,3
"AP005121.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,3,4,2,6,4,4,5,4,3,6,3,3,4,5
"LRRTM4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,2,4,4,4,3,4,3,5,2,3,5,3
"PROB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,2,3,2,4,2,4,2,4,4,4,4,2,2,2,2,2
"LINC00992",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,3,2,4,2,3,2,4,4,4,4,2,2,2,0,2
"NDUFB8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,2,3,4,4,2,4,5,3,2,2,5,2
"STYK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,2,2,2,2,3,1,4,4,4,4,2,5,4,1,1,3,3
"CHCHD3P3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,2,3,4,3,3,2,3,5,1,1,3,3
"NPLOC4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,1,2,2,3,2,3,2,3,2,3,2,6,2,2,2,6
"AL121820.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,1,3,3,2,5,2,4,5,4,3,3,2,2,2,3
"PIEZO1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,1,1,1,1,3,2,3,2,2,2,2,1,2,3,2
"IL17D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,2,2,2,2,2,4,2,4,2,4,2,3,1,2,2,6
"KRTCAP3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,2,3,4,4,3,4,3,6,2,2,4,4
"SLAIN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,2,3,3,2,2,1,4,4,4,3,4,1,2,2,4
"PNPLA7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,2,1,1,2,3,2,4,1,5,3,4,3,6,1,2,3,4
"ZSWIM4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,2,2,2,2,4,2,4,2,4,4,5,3,6,2,2,4,3
"DENND4A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,6,2,2,3,2,5,2,4,5,4,2,2,1,2,4,2
"CERS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,2,2,2,2,3,2,4,2,5,4,4,3,4,2,2,2,3
"PHF6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,1,5,2,2,4,4,4,4,3,3,2,2,2,4
"BX539320.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,2,1,2,2,2,2,2,4,4,4,3,2,3,2,3,3
"SRP14-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,1,2,2,3,2,4,2,4,3,4,2,2,1,2,2,2
"TPGS2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1,2,2,1,3,2,1,4,4,4,4,3,3,2,2,2,2
"CLSTN1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,3,3,4,3,2,3,3,1,1,3,1
"PPA1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,2,3,3,4,4,3,3,3,2,2,3,3
"SSC4D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1,3,2,2,3,2,4,4,6,3,3,5,4,2,2,4,3
"MRPL11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,2,3,5,2,2,4,3,4,6,4,3,5,2,3,3,5
"ABCC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,3,2,3,3,4,3,6,3,4,6,6,6,3,2,3,3,4
"RNF114",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,6,2,2,3,2,5,4,4,6,4,3,3,2,3,4,6
"SMIM26",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,0,2,4,2,5,4,5,6,4,3,2,1,2,5,6
"BBS12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,3,3,2,2,4,4,4,3,4,1,2,2,3
"BFAR",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,2,3,4,4,3,6,2,5,6,6,6,3,2,3,3,4
"EHMT2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,5,2,2,3,4,4,4,2,6,2,2,3,5
"TRAM2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,2,2,3,2,6,3,4,5,4,2,6,2,2,3,5
"ALG2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,2,2,3,3,3,2,2,2,4,3,6,1,2,3,5
"RPL9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,1,3,2,2,2,3,2,4,3,3,1,2,2,5
"SMIM31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,3,2,3,2,4,4,4,3,4,1,2,2,3
"MRPL30",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,4,2,2,3,4,3,3,4,3,2,2,2,4
"CITED1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,1,5,2,2,3,4,4,4,3,5,3,2,2,3
"IGKV1D-17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,2,4,4,4,3,4,3,5,1,2,5,3
"CELF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,1,1,2,2,4,3,3,2,5,4,4,3,2,2,2,3,2
"RTN3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,1,2,3,2,4,2,4,2,4,2,4,4,3,1,1,3,5
"MLLT3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,0,1,2,2,3,2,2,3,4,3,4,1,6,1,2,6,2
"AC018755.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,5,2,2,2,2,5,2,5,3,4,4,4,4,3,3,2,4,3
"ERLIN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,6,2,1,3,1,2,3,4,6,4,4,6,2,1,3,5
"KDM5C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,2,2,2,2,4,2,4,3,4,4,4,3,0,2,2,2,5
"DNAJB5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,0,2,2,3,2,2,3,4,1,4,3,6,1,2,6,3
"SEMA6B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,2,2,3,5,2,4,2,4,4,5,3,5,3,2,3,3
"HCST",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,2,2,2,4,2,2,4,4,2,4,3,6,2,2,3,2
"IGSF9B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,2,1,1,3,2,3,2,4,2,2,4,2,0,1,3,2
"MRPS27",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,2,3,2,4,2,3,2,4,4,4,5,2,3,2,2,2
"CCDC43",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,1,2,2,3,2,2,3,4,4,2,3,4,2,1,2,3
"AL355377.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,1,2,3,4,3,4,3,6,1,2,6,3
"OGFRP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,2,2,2,2,1,4,4,5,3,2,2,1,3,3
"ANKRD49",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,1,4,1,3,2,3,5,5,2,2,4,6,3,1,3,2
"KIAA2013",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,3,2,2,3,2,3,3,4,3,2,3,3,1,4,3,1
"AC012158.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2,5,3,4,2,4,4,4,3,5,3,4,4,3
"AC018755.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,1,2,2,4,2,5,4,4,4,4,3,2,2,2,4,3
"C8orf33",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,6,4,2,3,2,6,4,4,6,6,4,6,2,2,6,6
"GSTM2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,2,4,2,4,3,4,3,2,3,1,1,2
"TAPT1-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,1,2,1,3,2,2,2,4,4,3,2,3,1,2,2,4
"UPK1A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,3,2,2,2,4,2,2,4,4,4,4,1,6,2,2,3,3
