,class,beta1,cn_ratio_log2,truth_log2FC_aware,truth_log2FC_naive,empirical_log2FC_naive,empirical_log2FC_aware,DE_truth
TCP11,DIG,0.7442004197407617,0.5849625007211562,1.073654254987482,1.6586167557086382,1.6181568937041677,1.175204313079615,True
RNA5SP216,DIG,0.9882448198828961,0.32192809488736235,1.4257359008292612,1.7476639957166236,1.7151278112724462,1.5272859589213938,True
EML5,NEUTRAL,0.0006459539422760137,0.13750352374993502,0.0009319145491642807,0.1384354382990993,0.10248197264129993,0.10248197264129993,False
TEX19,DSG,-0.05618422996811201,0.8479969065549501,-0.08105670995116028,0.7669401966037898,0.7564996707106254,0.020493348140973762,False
PA2G4P5,DIG,0.5725343144629149,0.37851162325372983,0.8259924162144097,1.2045040394681394,1.184217913346183,0.9275424743065437,True
FLOT2,DIG,-1.2664131372025,0.4854268271702419,-1.8270479527586811,-1.3416211255884392,-1.399834079840659,-1.725497894666548,True
LINC01436,DIG,-1.730232784352642,0.4854268271702419,-2.49619825756906,-2.010771430398818,-2.066050193698259,-2.3946481994769275,True
CPNE6,NEUTRAL,0.02046753107420279,0.13750352374993502,0.029528405579993124,0.16703192932992814,0.13107846367212644,0.13107846367212672,False
RNF168,DSG,-0.03270576974067727,-0.7369655941662062,-0.04718445181333142,-0.7841500459795376,-0.8201035116373381,0.05436560627880297,False
HBG2,NEUTRAL,0.0007204038735946153,0.13750352374993502,0.0010393230958721511,0.13854284684580717,0.10258938118800645,0.10258938118800645,False
RBBP4,NEUTRAL,0.023945496034891434,0.13750352374993502,0.03454604838116421,0.17204957213109923,0.13609610647329815,0.13609610647329787,False
ZFP14,DSG,0.07600576345328058,0.8479969065549501,0.1096531380130275,0.9576500445679776,0.9220150752617152,0.21120319610516108,False
RAB33B,NEUTRAL,0.03678609908168117,0.13750352374993502,0.053071122718791476,0.1905746464687265,0.1546211808109255,0.1546211808109255,False
SERPINB8,NEUTRAL,-0.02122734746721695,0.13750352374993502,-0.03062458892218079,0.10687893482775424,0.07092546916995303,0.07092546916995272,False
SETP17,NEUTRAL,0.011895343173181666,0.13750352374993502,0.017161352605621575,0.1546648763555566,0.11871141069775537,0.11871141069775537,False
ATP6V1E1P1,NEUTRAL,-0.0791890923513027,0.13750352374993502,-0.11424571082772256,0.023257812922212462,-0.012695652735588779,-0.012695652735588293,False
AMPD3,NEUTRAL,0.0702198828407048,0.13750352374993502,0.10130587674608882,0.23880940049602384,0.20285593483822398,0.20285593483822398,False
NHSL1,DIG,0.9655446253787897,0.37851162325372983,1.392986442790972,1.7714980660447017,1.7076703633642354,1.4945365008831066,True
RPL7P23,NEUTRAL,0.019576252237558617,0.13750352374993502,0.028242562022317293,0.1657460857722523,0.1297926201144504,0.1297926201144504,False
MROH7,NEUTRAL,0.062245050261058615,0.13750352374993502,0.08980062533151355,0.22730414908144858,0.19135068342364764,0.19135068342364736,False
ADAMTSL4,DCG,-0.858884032963012,0.9259994185562233,-1.2391077350544504,-0.3131083164982271,-0.34273974968418,-1.1375576769623166,True
ARHGAP35,DIG,-0.8833870053613396,0.37851162325372983,-1.2744580518205568,-0.895946428566827,-0.9366439669132028,-1.172907993728422,True
HSD17B6,DIG,1.1191723506926137,0.32192809488736235,1.6146244002442778,1.9365524951316402,1.8935551806581041,1.7161744583364114,True
LINC01894,NEUTRAL,0.015188845188991553,0.13750352374993502,0.021912871630988304,0.15941639538092334,0.12346292972312349,0.1234629297231226,False
CBX5,NEUTRAL,-0.08440513578126982,0.13750352374993502,-0.12177087081719758,0.015732652932737443,-0.020220812725062185,-0.020220812725062026,False
RPUSD4,NEUTRAL,-0.003820140161288336,0.13750352374993502,-0.005511297266191447,0.13199222648374356,0.09603876082594365,0.09603876082594334,False
ZNF853,DIG,-0.9207025958173641,0.53605290024021,-1.328293069119307,-0.7922401688790969,-0.8332264271848058,-1.2267430110271738,True
GCFC2,DIG,-0.9587507505861702,0.4329594072761063,-1.3831849533192393,-0.950225546043133,-0.9966121148829351,-1.2816348952271048,True
PIP4K2C,DIG,1.2035970216627807,0.37851162325372983,1.73642345438162,2.1149350776353497,2.088438956456749,1.837973512473753,True
MFSD2B,DIG,1.1312656531092662,0.37851162325372983,1.6320713476687527,2.0105829709224827,2.006140806466597,1.7336214057608845,True
ACTG1P19,NEUTRAL,-0.02724614583116249,0.13750352374993502,-0.03930787947395563,0.09819564427597939,0.06224217861817944,0.06224217861817944,False
SCARNA8,NEUTRAL,-0.031144233371730293,0.13750352374993502,-0.044931631037683856,0.09257189271225116,0.056618427054450686,0.056618427054450686,False
SLC2A5,NEUTRAL,0.006883315973845483,0.13750352374993502,0.009930525820338664,0.14743404957027367,0.11148058391247215,0.11148058391247156,False
OSTCP5,NEUTRAL,0.03596150361866773,0.13750352374993502,0.05188148293356244,0.18938500668349745,0.15343154102569667,0.15343154102569695,False
KMT2D,DIG,-0.8477145965041057,0.4329594072761063,-1.222993644465662,-0.7900342371895557,-0.806592980277143,-1.1214435863735301,True
TBC1D9B,DIG,-0.9000197969952469,0.4854268271702419,-1.2984540978269343,-0.8130272706566924,-0.8474475820257873,-1.1969040397348012,True
RNA5SP37,NEUTRAL,-0.01688724927911494,0.13750352374993502,-0.024363150789234848,0.11314037296070018,0.07718690730289918,0.07718690730289948,False
SERP2,NEUTRAL,0.010611937361156764,0.13750352374993502,0.015309789405165178,0.1528133131551002,0.11685984749729986,0.11685984749729957,False
CNTN2,DCG,-0.8259986117190631,0.9634741239748862,-1.1916641009082607,-0.2281899769333745,-0.26218185315939607,-1.0901140428161273,True
MAEA,NEUTRAL,-0.008903112234282777,0.13750352374993502,-0.01284447586887762,0.1246590478810574,0.08870558222325728,0.08870558222325728,False
IGDCC4,NEUTRAL,-0.03216681192683989,0.13750352374993502,-0.046406900048059876,0.09109662370187514,0.0551431580440736,0.055143158044073284,False
SLX4,DSG,0.08014599076736341,0.8479969065549501,0.11562622342720784,0.9636231299821579,0.902582667732128,0.21717628151934043,False
NPLOC4,DSG,0.0851184806014773,0.7655347463629772,0.12280000985175472,0.888334756214732,0.8378588233295179,0.22435006794388582,False
TMEM144,NEUTRAL,-0.04557645235458118,0.13750352374993502,-0.06575292179326639,0.07175060195666863,0.035797136298868326,0.035797136298868326,False
PRDX6-AS1,DCG,-0.9522532856575294,0.7224660244710913,-1.3738110928883391,-0.6513450684172478,-0.6788584875640198,-1.272261034796205,True
