"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",386,286,281,234,311,123,813,328,73,81,855,377,226,184,1194,141,606,104,266,630
"g2",3382,1996,682,2807,5436,1504,1868,3387,1700,3188,3777,2015,1101,1754,7130,1163,3512,2681,1886,5568
"g3",670757,1272806,3481774,1362074,1739767,1581981,2095039,1789986,1644285,541061,1369505,1823354,2997720,1221431,3758222,1547494,4467902,2197745,1729086,3550332
"g4",1376,3177,972,3474,6787,5627,6753,2075,2570,1901,1938,1277,3795,1705,3532,506,6372,7963,2345,4838
"g5",15374,314,3039,18089,42503,1483,41890,92318,768,3017,1520,61,23289,6409,11786,626,12880,3430,6887,13780
"g6",308,185,313,641,1075,1261,270,89,689,239,1327,1710,88,303,1592,100,1518,1337,225,3408
"g7",3985,13739,9712,16856,5843,6750,2958,78654,37866,16013,68250,27379,46866,15517,56665,23658,19898,63755,22350,45212
"g8",52847,57697,41916,75562,60852,54217,84877,60019,46646,67609,69504,109741,93403,42092,202702,66791,191522,55053,40174,207004
"g9",186441,54357,96467,31209,9733,188278,60013,91693,53667,119772,25287,62362,55987,43660,335324,111342,193814,31146,9200,475872
"g10",192,877,137,5873,91,7662,1,819,807,20343,345,10360,10307,1049,12790,932,6698,2602,5098,3453
"g11",45,956,161,12,173,1,1436,10,0,340,0,1194,194,6,0,4,4,184,380,3
"g12",351,915,568,212,149,144,639,891,428,18,261,109,235,226,540,80,746,602,22,644
"g13",92,742,0,191,869,1,0,37,1083,554,330,224,113,164,40,2,2,73,30,404
"g14",689,1241,550,444,955,326,510,1444,82,57,1233,249,179,136,1734,152,388,378,0,135
"g15",2836,22179,3475,667,19277,9271,15501,4618,908,17005,8468,12442,6234,14023,18444,4339,5714,4100,1963,2004
"g16",77248,108414,48205,71318,91405,104477,127329,121077,108950,51055,82221,141593,200820,63589,125972,52080,153110,159617,107085,184046
"g17",88393,60444,62408,68076,81614,57199,148070,92050,118494,115973,87913,73204,73462,38038,93881,51782,191410,34713,51275,164702
"g18",9967,9156,7293,15885,13216,9593,32005,19260,4927,18336,24384,14838,24903,3268,8339,5628,14836,6972,16173,25116
"g19",103028,153589,63206,150404,193968,97597,188140,299293,77859,204905,223743,237537,249197,238341,265651,202819,384071,327279,403853,306722
"g20",58840,106388,41045,104439,102418,73925,159519,97654,67804,82791,179259,80425,106067,39862,251616,84003,174095,240045,104048,321753
"g21",150988,15131,43728,32041,28045,67312,16857,53494,10178,37471,152247,103557,7144,97440,80539,110580,38647,128828,11115,267152
"g22",98995,85602,387326,352247,207061,335572,393643,593625,560891,316546,212709,147285,232776,254266,243243,58863,184739,319970,157409,417624
"g23",34454,21620,20961,16667,48450,38706,40378,47808,26409,33783,21108,17835,20813,17903,39336,12213,60399,27153,20616,27893
