"","sample105","sample108","sample6","sample24","sample29","sample61","sample100","sample91","sample48","sample23","sample215","sample218","sample116","sample134","sample139","sample171","sample210","sample201","sample158","sample133"
"WLS",2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,2,1,3,4
"AF111169.3",2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,1,1,4,4
"SP140L",2,2,2,2,2,2,2,2,2,2,2,3,2,4,5,2,2,2,2,1
"AL592295.5",2,2,2,2,2,2,2,2,2,2,5,6,3,6,6,5,4,4,6,5
"DNAAF5",2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,4,3,3,6,4
"LEFTY2",2,2,2,2,2,2,2,2,2,2,4,6,3,6,6,6,3,6,6,2
"DCXR",2,2,2,2,2,2,2,2,2,2,2,3,2,4,6,5,3,3,5,3
"H3C10",2,2,2,2,2,2,2,2,2,2,1,3,2,4,5,3,2,2,2,4
"RTEL1-TNFRSF6B",2,2,2,2,2,2,2,2,2,2,3,5,2,6,6,5,1,2,3,3
"CHEK1",2,2,2,2,2,2,2,2,2,2,4,3,1,4,3,4,1,1,3,4
"PMS2CL",2,2,2,2,2,2,2,2,2,2,2,4,3,6,2,4,3,3,5,4
"DBF4B",2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,3,2,2
"SESN3",2,2,2,2,2,2,2,2,2,2,2,3,1,3,6,4,1,1,2,3
"SLA",2,2,2,2,2,2,2,2,2,2,3,6,0,4,6,6,2,3,5,3
"ANKS1B",2,2,2,2,2,2,2,2,2,2,2,4,2,4,5,4,2,1,3,3
"PRKAR1B-AS1",2,2,2,2,2,2,2,2,2,2,2,4,2,6,0,6,3,2,6,4
"LNC-LBCS",2,2,2,2,2,2,2,2,2,2,1,2,2,4,6,3,2,3,4,4
"GOLGA8H",2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,3,2,2
"RPS7P4",2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,2,1,3,4
"AC104836.1",2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,1,1,6,3
"RPSAP70",2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,5,3
"RAD9A",2,2,2,2,2,2,2,2,2,2,2,3,4,4,6,4,2,2,6,3
"CCDC62",2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,5,2,3,4,3
"GABRD",2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,2,2,3,6,2
"MINDY3",2,2,2,2,2,2,2,2,2,2,2,3,2,4,6,3,2,2,4,2
"LRP11",2,2,2,2,2,2,2,2,2,2,1,4,2,4,6,2,2,5,6,2
"C4orf3",2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,5,2
"RBMXL1",2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,1,1,3,3
"DDX41",2,2,2,2,2,2,2,2,2,2,2,6,2,6,5,3,3,2,4,3
"ERBB2",2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,3,2,2
"ECHDC3",2,2,2,2,2,2,2,2,2,2,2,3,2,5,6,3,2,2,4,2
"ZNF385B",2,2,2,2,2,2,2,2,2,2,2,3,2,4,6,2,2,2,4,6
"TULP3",2,2,2,2,2,2,2,2,2,2,2,4,1,4,5,3,1,2,5,3
"MIEN1",2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,3,2,2
