"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",493,895,515,815,797,797,448,606,219,238,1106,1061,209,521,1405,594,594,310,385,979,1474,255,1057,976,687,104,693,1237,1226,354,1927,856,1152,702,1364,1869,566,1612,936,3734
"g2",249366,519308,439729,825294,559739,579300,508763,442281,638985,554008,570970,499191,435750,130053,555246,379288,149374,1311651,136019,416116,546049,402756,746252,2282159,1449440,569990,1265063,534332,833032,690117,1836177,376176,1587184,718737,1146534,734779,379953,1180390,853100,2289030
"g3",1282,1112,93,652,370,1021,1679,1084,1160,526,481,634,1341,384,2333,1431,1642,2166,422,3105,2813,749,1449,4759,1672,3349,1629,2041,1223,2253,874,4052,1644,1721,4105,1408,3218,1444,3981,3517
"g4",0,3629,25,3208,8009,40,69,4571,44,2165,22621,0,0,8302,60,5987,2812,11867,6870,2592,8048,10,3849,23939,9264,95879,65741,28464,122325,23535,29084,56,1935,30516,6597,5997,138787,621,2768,62150
"g5",405,317,344,262,211,71,548,726,49,265,259,636,78,55,194,462,204,147,706,50,193,1663,443,480,102,220,44,0,226,293,605,453,42,166,75,86,87,184,126,809
"g6",6285,3022,2002,15668,1502,2214,8214,10350,11828,9287,11839,3213,11080,7153,4338,16140,11997,7377,8875,7877,63305,2943,10496,25007,68645,26631,15678,3832,25956,23299,5558,67626,48667,49233,43119,30686,34676,70395,37784,51290
"g7",17295,16377,24455,25152,12798,20372,23680,15874,9139,18032,15528,18226,14277,18969,22915,30927,18948,15107,14808,21470,51830,35205,56185,66469,59529,26011,39359,26711,32003,47814,81997,28868,52459,42796,70620,31798,78307,40957,45462,36685
"g8",22352,23668,32170,4280,18229,16795,24533,29775,38810,16252,49380,30342,46746,79173,115070,116865,14479,55591,29991,38398,90391,18433,117771,42955,22038,43189,153155,104079,114273,62959,122636,158670,40091,98295,163347,250682,153701,76972,64785,79312
"g9",7074,533,281,2444,71,215,764,114,479,325,64,105,0,6300,410,25,2966,2203,6674,1686,96,8152,0,10544,48,144,823,2683,3968,1378,385,0,10,1125,17,143,5209,534,297,0
"g10",57,159,31,375,22,206,163,253,150,54,0,70,93,14,48,26,0,61,206,101,517,1965,555,320,59,69,149,472,133,829,108,6,1455,166,457,67,50,567,134,87
"g11",2849,1143,1386,5492,1121,1605,2321,1330,1555,6355,4675,2509,3341,2922,1031,1169,4011,3439,2232,607,3706,5276,3812,5709,11480,2266,5737,959,3707,671,3675,6504,3086,11101,7617,1231,5232,6401,4611,9936
"g12",48324,34825,21401,20642,16388,28798,20102,24495,17848,13653,30736,24768,31559,36972,42972,51146,28592,67571,29832,34757,50444,36907,53525,86972,89692,37443,87351,31903,64712,29340,143856,70410,52910,56496,24526,66165,81402,57696,66368,56867
"g13",9157,30131,26633,28676,13775,30662,29331,39835,20795,21583,40233,17572,13988,31468,19984,23750,34701,41085,14948,30271,178174,69378,117241,100346,45519,37217,115272,102375,67110,34989,67650,78284,89744,201603,121697,108358,103255,61377,103766,78709
"g14",8816,5942,1881,3717,2622,629,3246,8583,3833,2373,3849,8364,6164,1645,8088,5026,3977,9158,2247,9133,6066,11890,10163,11720,20851,16844,17166,16989,35192,13712,7663,19701,8472,8385,17556,9357,1385,13004,15601,10131
