"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",840,2681,2781,867,1237,885,1842,1470,685,1452,899,3816,2981,6023,1198,3986,2549,5615,2323,1917
"g2",390779,1543044,1434603,1027797,1204218,626897,648723,4901859,1275445,747766,4346125,4684834,1245363,3298649,881306,3691385,503554,642495,562296,1764721
"g3",1100,6255,3618,531,2463,508,1210,5399,793,1755,4987,665,3436,1912,2651,1871,1996,2902,5105,6154
"g4",54855,2509,10,1967,16506,3011,64,2049,2145,29221,29576,54,2306,3675,13417,15608,11975,2698,21926,3025
"g5",637,153,1324,661,357,36,255,752,559,700,161,303,326,296,293,2011,296,429,138,1540
"g6",11582,28147,61074,24795,35503,14996,3282,7407,22972,8099,97698,239715,17309,88366,103439,49334,106690,184427,59642,22687
"g7",26881,53307,56759,14128,38634,30269,23338,81582,61755,18888,87303,86464,68079,140412,133290,79815,104644,74940,44471,85352
"g8",47860,93401,98490,28674,52582,37536,13310,81342,148620,133134,25184,72271,239731,105363,311084,166990,268586,206973,95627,262158
"g9",659,0,14157,636,255,308,1536,4523,302,0,1062,0,57818,3335,67,46136,4208,5075,390,6
"g10",45,258,409,146,1327,766,11,977,393,671,52,109,992,663,704,214,669,16,228,0
"g11",7721,4886,96,4531,3272,2544,1911,619,3613,4734,344,503,4127,1973,1970,3241,14506,1442,2173,9972
"g12",78769,92713,129013,49183,64148,58833,39591,86629,162600,55985,129858,140619,179863,144690,139400,274268,136791,85410,53891,276170
"g13",49099,79888,142006,38257,59261,32033,74550,87835,83330,46075,146312,99926,72881,159816,83343,47144,121301,149567,51040,128992
"g14",6568,4140,13289,3546,10104,5912,2912,11888,29062,6019,74317,46567,58346,151338,69749,30994,32790,62414,71347,20688
"g15",109131,222646,125818,90129,50814,91727,67174,136644,211337,83987,206207,153363,73566,235014,108717,245460,229416,339449,313398,242055
"g16",49391,50335,79133,44115,50990,29978,39421,48893,83877,46711,164894,105296,218869,164367,282084,121161,82034,351012,165198,201464
"g17",73241,1802,908,8897,105560,21856,24955,90954,43899,85408,36876,21239,52846,49896,175509,4976,54894,51485,160479,5484
"g18",109786,425770,99078,57175,109980,111252,163694,319933,259244,139271,549694,558487,335013,1653295,746504,555548,403224,819076,754519,794178
"g19",10684,17514,20134,22688,14366,14598,10856,27324,42799,11403,51431,49133,53794,68564,60984,38928,44804,13727,40887,109351
"g20",649,2778,1453,654,2203,1117,1546,836,2635,1407,686,683,732,5334,1964,830,1307,2152,1422,1832
