"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",14452,12279,34685,9842,11970,20156,26210,18557,33301,18786,24451,10589,7832,7070,5847,15136,5014,10421,35181,9272
"g2",7712999,25307566,20653154,15839354,4261179,5540648,2777704,13928908,13566665,4756775,10514946,8013292,12694937,8108223,7695361,12611773,4940121,15862392,8444311,10922060
"g3",3918,44872,14437,15942,21418,54210,8122,33217,45430,18402,58079,45293,20263,71292,35579,35687,190867,30622,52779,23180
"g4",38295,99950,384858,52607,46088,20830,16957,27174,226846,114,68260,230,55950,510,247694,309,452955,65710,14648,6976
"g5",3139,326,9037,8115,10887,6390,240,5278,2621,483,9065,948,6749,4434,4773,5716,3815,10684,14218,7840
"g6",283484,427752,276769,168817,504646,400832,397402,281367,98492,347291,308115,542417,850516,280682,225945,73725,135628,82052,40426,69039
"g7",454067,514414,328775,444435,352000,599219,264696,713823,563407,801338,633411,1223064,490832,914477,309582,429506,436416,625217,609858,706076
"g8",1517945,272672,1775835,548015,431952,520975,458748,611520,844433,84759,1776637,939046,865591,651752,924369,806481,1914055,446269,1365289,684692
"g9",5875,7561,100538,44302,1403,22814,252354,567,66115,18221,34380,239,10132,13513,3389,119691,19430,29,77429,11643
"g10",467,1543,4656,1414,455,733,2304,5377,1121,1077,5499,7720,3408,953,2175,1187,673,5083,1662,6264
"g11",4066,109013,58288,24464,9813,37486,25992,36756,71720,21603,75661,179425,165508,29394,42705,113317,84383,159695,109634,96066
"g12",1005785,1612489,1364912,674095,1221606,417763,377946,562393,942512,525211,808769,1039338,737852,375776,382763,574066,567463,1045785,965345,570632
"g13",680091,1830035,943265,1150699,942732,702355,488646,300403,652968,311738,1181363,1209098,771571,818755,1364768,1123606,1245441,1265745,509288,910442
"g14",37096,54623,81406,289844,36553,275988,38168,160220,63085,136698,142828,220384,113879,174442,70305,58662,183878,208590,76928,51021
"g15",1737571,1606968,1412214,1242817,1294861,962918,838736,3759064,2462202,1376958,1367630,1086510,1901319,1248681,1391966,1222402,756347,367693,432329,1948642
"g16",754580,825868,480976,423607,457702,1015109,318798,680118,1334516,652869,1767690,2370053,758477,896620,1007118,1638298,838518,1766595,1104581,969903
"g17",15395,135731,489034,252919,583139,1261081,601537,4484,853922,999551,166237,670166,380309,314027,31791,551112,166760,3238,58335,226222
"g18",1714431,1174887,973201,2134863,567932,2688631,927370,1903150,3946839,1783125,4119896,3027233,2807006,3717370,2205774,1386195,1866851,3114700,1708293,2700766
"g19",360849,149551,211284,224327,126868,292944,145795,444265,477040,243681,212741,202783,116203,97818,274693,205212,262553,230254,195389,400796
"g20",9303,12746,30120,6613,8223,4182,15115,34095,2741,13833,9411,13824,2801,2179,3836,6752,8028,25964,4544,10584
"g21",159316,188913,245931,212902,133534,126860,147913,184750,284369,183852,177862,239472,157263,267011,175073,142690,127343,275821,127737,120925
"g22",249980,846521,760400,320025,363728,512187,247788,686047,302387,707102,190585,447578,431698,990921,484737,645683,469201,632915,350742,259646
"g23",213295,300534,673324,242018,144700,257921,508152,236220,333821,218251,374082,219640,221587,315179,233675,106238,641540,154721,188318,204091
"g24",13158,29445,48452,16573,36633,4308,9082,46896,41112,45202,46612,13627,1753,40994,45487,11304,9225,21917,61114,23507
"g25",580754,346694,712873,1027308,710155,409337,718809,578386,956131,490708,411988,524207,403450,300111,527658,591855,493148,608666,444160,879896
"g26",69843,46564,30833,33716,42205,131533,47064,89036,23679,128728,154929,89214,26052,14732,107243,73674,165571,100433,30760,106252
"g27",102680,1523639,141050,592766,136576,111204,303102,1337008,2631634,659856,1419527,1191743,227891,2671050,440755,528233,1582446,496380,996846,660468
"g28",390315,1798843,477624,872821,669467,1420843,681587,1574437,1784201,324454,577907,933264,343593,133796,602157,529523,625083,1804810,348793,558996
"g29",180817,86551,85352,66799,65234,151453,45870,219999,5716,3688,903354,260104,23808,159570,230937,114768,246666,45847,401064,155268
"g30",10806,13089,25432,9581,9901,9015,6382,6295,5851,14230,10913,39492,6188,9436,4071,8628,15852,9337,5616,5733
"g31",172418,267714,65713,1579283,3886944,1127388,42626,71157,132011,54038,627144,1915,26245,62,7063,1890,518456,59030,12102,811500
"g32",15735,38227,3413,0,91,107114,120,2019,4353,250,15,29146,129337,11285,40843,56059,90,17,6130,124545
"g33",12297,4877,6610,12737,21243,17244,5740,4578,40041,2733,36815,6911,5698,10791,8251,26904,16668,30112,13049,5642
"g34",1431542,702123,1701322,281507,523802,720187,279633,1378387,808851,638011,2120260,489390,1031050,708618,656520,583671,578412,926300,1089783,488082
"g35",1762268,394357,1955419,247967,2058067,1069997,1129546,809793,1366225,1172028,348184,738660,617800,1135364,409110,273826,3616246,1439029,919835,1088701
"g36",11517,91899,71782,6437,65946,106019,25385,220949,28179,33485,87023,351952,218111,107337,111699,25136,37835,186267,122202,25046
"g37",823351,673406,365663,279474,276044,554393,429017,1213143,88412,182805,1456831,649245,766219,2635869,1077336,745064,1442658,1144822,983888,992568
"g38",409734,241477,123390,264067,441924,227955,359472,167174,131660,390462,703710,227250,384768,209244,185848,586929,1052882,1174893,159534,413372
"g39",301648,483576,114322,39362,153189,337015,186907,357750,190330,108305,373659,235835,376996,282070,216288,194877,182558,167824,313231,582315
"g40",3509262,131298,54308,437886,1197938,119935,1010712,245834,3106476,177572,739924,331927,333537,256580,1297787,2047033,406530,6281404,1950317,837080
"g41",549246,154359,108612,511677,293120,120685,65746,1367911,44891,585680,159420,968104,250080,149623,186272,276210,358510,435908,292802,270078
"g42",16574,27209,244758,80892,68079,115034,163627,141087,423183,188610,237371,459283,116639,922209,195787,91413,271359,380107,228325,441967
"g43",140970,429581,501983,218508,259991,306489,335337,300712,355837,228914,138555,840981,542541,234601,198777,447415,371547,311663,305859,657937
"g44",10069,3598,2026,10784,8882,4660,1607,33613,18050,694,1114,866,11456,4409,17705,845,56068,5711,296,1571
"g45",29088,6812,15631,23481,17795,20345,27269,50930,27550,6377,68256,25995,24394,6033,17826,14352,28269,13732,14824,19032
"g46",1083,38157,55843,4600,688,36063,45334,13008,85981,40021,101554,159190,14777,16590,32420,1003,2766,29099,22786,37018
"g47",3852,24813,6791,2144,6007,3611,4656,11056,8162,11108,1348,10448,6266,3619,1510,2410,2013,2850,2025,9629
"g48",303045,584470,285237,351566,407664,297412,199617,249523,556262,297628,507965,391540,539893,281043,270831,964921,266077,424584,239015,552292
"g49",487890,529900,268866,310694,393701,188867,151832,149228,513321,493083,191441,389991,286474,178076,284151,263075,279764,447998,373465,275517
"g50",99692,48334,149394,54558,188387,144678,29032,26635,302033,63755,52173,91960,120158,140900,46275,61802,115211,89200,114553,32012
"g51",625725,385567,895867,485404,924865,1264106,786892,507883,798451,659076,685082,641182,539765,222201,505319,921832,1152227,1641941,699682,974350
"g52",232582,399279,326230,131988,91398,68681,142008,212898,313798,176905,245096,154349,66042,192557,230740,191593,259989,184883,171365,159420
"g53",394397,691667,26764,196152,252234,855590,760107,78998,462381,65435,941414,278729,187926,10274,497,1207504,163300,159048,1312344,1093080
"g54",376,2001,0,30241,14404,586,77,29214,143,0,2809,25446,225,0,0,26396,13888,13240,1474,22755
"g55",20436,94505,86800,9220,5986,288,3515,1367,258039,25732,805,5648,75870,1691,10112,2030,49,99406,102855,302
"g56",328989,35008,274162,66232,76128,141811,684191,819792,85783,319182,140434,644893,627197,191018,136727,478751,195314,252740,1252885,450290
