"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",780,466,563,514,1830,631,973,750,1118,554,460,838,497,1550,1014,311,1040,266,348,547,1601,6531,2678,2166,684,2254,1483,2098,1279,1952,3150,1556,1531,3694,3988,6312,4390,1531,1861,2456
"g2",347233,441952,1053985,406188,796556,473376,981567,576213,357928,960115,405790,599051,306883,1088910,722556,372401,839115,418540,695269,357362,521688,1012588,1042028,600465,1274449,1389156,1086909,1157829,536452,1335192,578020,1032857,645798,1539463,1401786,623111,840548,1366798,3388521,1344917
"g3",2092,573,185,1100,1122,477,1814,772,1328,571,478,439,1578,1265,568,1096,2369,1533,483,1407,311,4192,3626,603,984,1916,4069,2194,1492,2475,1106,1929,1171,1492,3222,3140,747,313,4529,2867
"g4",3387,12811,28,707,670,17,167,2760,85,9352,4896,15558,7099,1115,6222,2640,5909,2804,549,6529,8474,54143,1558,224,10168,873,9705,3549,297,659,3392,58,5640,3924,22,12218,6281,12134,2705,802
"g5",229,95,189,136,116,42,145,164,80,385,212,144,215,266,800,42,209,78,112,67,719,805,447,61,406,361,69,698,549,87,206,16,1353,289,496,117,228,1854,193,413
"g6",14162,12089,3773,5979,13200,8855,49401,3669,5719,6806,11216,5523,5802,5922,11869,4484,10718,7473,11231,5667,3798,32405,69037,16993,10668,37756,12221,14390,36806,7883,37106,5430,14444,20937,18717,32723,25459,4706,62761,41448
"g7",23185,17679,13161,22789,26691,13260,29888,17279,17456,17827,14154,11104,15054,10802,13560,36344,13242,16327,8457,31637,50583,95263,74978,36678,55190,69807,67186,42448,30203,64039,65574,57506,50771,49922,75132,48843,64440,42302,112699,61975
"g8",71748,29415,15472,64734,29552,119575,79733,31316,28971,152627,8072,48083,37788,15989,23064,44468,4196,65032,29913,23059,37550,123159,262375,76302,134282,102209,48500,47386,36203,21047,110738,42580,125926,59322,157345,40071,13396,28830,124738,48435
"g9",0,365,9241,488,0,5034,1640,5,505,0,851,42,0,471,8,619,1763,5073,781,317,65183,75851,11742,4503,24,10,16,6653,3076,512,15853,10483,1763,0,3310,95,5269,35,446,11024
"g10",225,60,0,69,81,0,351,116,333,5,86,48,17,81,58,158,33,126,13,62,915,1236,108,31,467,424,122,152,67,401,105,550,223,403,923,79,19,272,117,109
"g11",9918,1343,1163,1982,1882,599,1314,2337,9407,3645,1188,272,4211,1534,2397,3468,197,437,2679,416,2246,25466,475,2325,8391,8760,13021,9528,5089,7173,5929,3334,5695,8449,12044,15975,4856,6311,10718,27874
"g12",82450,42453,18362,24504,27809,23774,44484,24824,51692,44716,23736,34933,16109,18040,22789,48594,55613,46797,21207,11134,68466,66825,215715,67720,92156,106816,95147,28752,45736,87560,70903,75147,64112,89766,62122,68610,59277,72614,62170,70387
"g13",44429,18341,16371,19468,31618,36193,46083,37612,24799,31453,29991,12528,35172,17533,29414,52249,34876,44493,19319,64406,24260,52602,48128,99594,18443,61540,41852,53230,65042,31473,44240,18232,40093,49210,36387,33797,47173,28711,68483,50679
"g14",9667,7605,1761,8593,917,1580,3371,7113,834,9969,6257,2961,1598,4495,5901,5868,5183,3273,4705,3285,21955,14009,21992,16203,9321,22860,13625,19567,15126,18774,9541,19122,9458,7329,8060,15119,6591,12744,26268,10775
"g15",60164,66092,14251,48874,37657,96893,24450,134155,77994,49424,21359,37441,43722,20608,62422,62970,48361,36763,43672,60927,213472,314967,371711,170930,186635,382302,158734,180690,94604,361823,159892,83305,143228,190538,295773,210249,178822,262483,351655,124340
"g16",33285,21199,18483,33314,39675,28985,42349,25170,30869,47999,31714,21208,17381,31179,15752,47175,31033,37591,27316,23481,56999,44014,112336,30718,148392,123554,93713,85669,99838,91455,90429,113412,29497,52851,90122,43028,30815,45807,84296,75788
"g17",16240,711,2221,14691,34738,35154,9419,1759,18595,6928,31469,4152,32502,51862,14592,19742,136,2523,11893,7884,882,3918,9109,10731,40163,44058,15087,82605,11066,632,124321,15259,3560,91163,10648,17521,8954,96481,143422,78676
"g18",55012,14147,95939,84162,110406,60483,85851,21717,171695,233847,95804,86813,37230,94201,101390,141333,56450,59936,77739,92663,110227,116449,336519,114698,103515,95470,165158,164296,128799,63573,108415,164357,84936,129863,90700,166877,64142,56384,214929,115711
"g19",8921,23371,7624,11799,9325,12006,10025,13529,6406,12094,5141,7484,9676,7355,8449,19059,5395,9011,11920,9493,11284,7073,8461,17735,21481,16756,15324,10118,10629,9515,29058,15215,9323,14786,43386,16187,8725,17540,23068,21794
"g20",228,171,609,394,491,591,887,116,390,879,107,52,226,635,544,731,284,1149,102,161,79,1680,731,457,315,2076,608,1105,634,615,603,183,1188,678,201,469,495,568,1313,322
"g21",6782,12078,5967,7129,6419,9475,10018,10039,12678,9556,9294,3437,8566,5413,7080,8624,9518,8103,11125,15682,30834,32563,65092,33245,48246,26293,49998,27978,23809,26478,30236,32461,34020,23179,13837,24520,20875,44157,29599,43805
"g22",25517,26500,18003,10073,13259,28788,25274,14202,21734,15853,22684,15707,18386,14270,12573,19011,20897,10721,23796,46295,24138,24985,53845,17180,28388,20864,41852,27348,16435,19120,25651,30744,26582,22260,33113,23173,23182,32939,26815,35260
"g23",12135,14715,3757,14529,18439,17016,11960,22906,4229,27514,9894,4696,6970,1345,12678,4037,11965,18168,7391,33536,6038,15636,25195,35604,91190,8985,37015,5752,11122,21038,58146,12891,22406,44958,21533,48797,14163,9986,22227,16619
"g24",14,1229,135,270,2463,1480,2005,1206,74,2122,408,649,737,27,1198,335,247,1900,1117,2412,1571,2804,4360,3017,2302,4474,396,613,928,1457,9542,4990,664,3400,2100,212,817,6093,438,75
"g25",25577,16655,11649,28418,50476,24951,26719,29639,33404,36796,15709,16392,42267,25455,27146,22003,32362,33213,20747,32553,113070,57424,45900,45946,56198,115747,166340,33004,21644,46999,53865,71873,68595,44307,71478,37840,35177,71837,80936,79090
"g26",3896,1855,2126,4556,1761,1666,2481,3080,1668,4315,1081,579,1970,1175,3544,2888,523,3377,1792,3529,9385,7195,6092,8256,11231,4771,4871,612,11786,6133,7106,9349,7835,3175,2575,8049,2634,8405,5220,3185
"g27",1608,23586,3123,85375,26929,35085,21651,37885,11719,16073,14663,10349,12920,44709,5884,52014,7700,15092,58534,17109,180572,72546,22345,44282,66727,11396,85766,25963,2173,169540,56233,47898,2910,84131,24017,1647,77055,23265,20504,110545
"g28",40089,60447,137204,14172,105287,22472,44300,8443,36302,74812,18383,14542,23070,24440,17245,77396,45780,60764,43081,11791,52200,33348,87789,106716,23987,68250,174624,48751,11330,27020,39251,25394,59547,118569,43732,30199,123226,55605,20055,83707
"g29",1346,9030,8988,1492,9474,873,5032,5907,8392,2173,2391,5552,3235,7450,3865,431,17623,4778,3354,1614,7763,983,11461,11004,37881,12185,14223,21305,27587,2633,23498,13147,6253,5084,40835,2336,1064,20551,16427,896
"g30",295,355,319,841,1307,231,871,423,476,1144,274,199,859,569,1905,440,192,489,1390,758,1130,863,552,320,1286,1539,1341,912,551,1194,1737,1705,881,729,1816,982,703,2673,734,1266
"g31",2883,42,964,13068,5127,1193,6680,8384,609,1040,397,15191,10898,700,10,42842,9508,8486,11999,38889,17516,19494,39903,2339,24724,7276,55628,19358,10996,2738,4434,740,1574,47751,48085,38615,5781,39074,41674,12948
