"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",26633,32496,6768,14390,19437,20929,14995,18668,3825,25241,20646,28193,6878,12040,17550,33109,19137,13349,41530,5442,8195,4640,20485,30031,14098,36977,6544,20854,21217,15366,30345,8649,36175,9065,13854,11942,24516,18321,6523,7351
"g2",13415724,15153507,10916793,22226978,5094734,11337552,5637542,11341400,8704823,7652841,8407540,9775212,5347210,22680466,10506513,10836455,3318162,14622514,16173067,12262282,12712397,19713711,17234640,22874253,11703041,17769235,25184571,23343216,15804929,13241175,24917450,14078235,18494025,11513847,11707970,14767245,15551755,12315623,17050339,6693406
"g3",42370,73068,18933,45975,25248,12865,29269,72867,12782,13851,37304,25217,26796,6117,9283,44668,15385,21679,21901,27273,8771,53085,47351,53877,20112,21101,15939,41749,64083,20008,28628,19944,38267,55686,93799,152479,44940,44000,43439,5764
"g4",23514,166,125903,1668,778,103730,56655,55,218985,2964,158476,934751,19599,10,82317,6234,0,11256,609281,17111,9307,945,2423,17400,187219,112751,59968,3081,115572,10999,17154,167337,439,9715,965222,292,70289,3823,878,3629
"g5",3794,11940,6966,733,2777,6149,2468,3812,745,464,6595,861,1465,5645,1895,5486,5615,2175,478,6086,1462,2656,6697,3661,652,15399,2216,12491,3448,13187,9369,1439,2567,15613,7725,770,3112,3008,14060,2593
"g6",344679,472475,120607,82051,330828,175895,121746,319016,176424,480688,349086,219846,119356,121197,173521,94021,712599,253269,345464,460310,269863,288717,364649,119474,43350,548315,258757,834286,174634,212507,530661,124943,670942,805811,182931,219590,88883,238097,280257,153038
"g7",456238,362079,194430,257805,643492,490683,215566,320427,369159,611184,443733,308300,436882,318730,276059,344632,539164,606249,534880,233040,302908,228184,282077,245898,287227,444694,403958,372617,303940,680239,324218,151608,230173,330780,306754,430362,234687,237650,455982,168632
"g8",801242,1240386,371117,651620,1099991,1467434,601272,898184,393666,919997,1074855,312977,653840,1131834,559092,690980,2887976,196854,753419,479532,440779,167724,360409,564075,1243173,1903793,373964,1311048,892927,491327,866372,432152,1647943,673542,221656,70230,110802,354979,979497,129280
"g9",30398,34615,609,15852,2109,486,33852,2450,79182,16779,0,53399,29428,10553,2546,27437,28855,106257,19038,8563,23091,1413,0,11524,20157,0,6001,11551,0,58770,104,5299,179693,447,7622,48507,695,43922,5058,12516
"g10",2116,3888,2653,1865,797,1109,4012,13851,685,3208,2122,2632,1140,2720,151,3390,529,5250,1682,1296,1965,2150,3299,1140,2158,1635,6914,1382,12193,2535,14098,3730,1910,1984,924,3729,3563,6350,6169,4438
"g11",37563,12548,87528,47763,71844,12794,37544,149400,115108,166708,167907,27091,23807,131746,75715,3227,30889,40921,217034,29232,28711,5548,29408,2807,36108,62726,80661,57476,94422,28282,49138,43717,17586,58850,57086,64432,116644,34105,191264,70418
"g12",850680,895969,500754,608954,850728,1597073,177376,2344603,822268,734400,386284,1149790,1542025,458616,716409,1028977,1391721,907703,1567137,638049,1811020,961124,1868459,3313517,713629,1718736,1868261,2028495,2535097,896879,1247592,1868877,2029588,1604053,723417,2239119,1053195,1974530,1914470,1079652
"g13",407028,1300541,898062,504391,782459,469298,323495,1261884,411518,1293869,1084532,813078,997154,503741,647106,790586,537069,530829,485244,502130,581689,228096,736848,333076,404041,493389,309486,647965,523172,236286,926544,288805,1066412,397445,869639,281797,905674,397761,751019,454333
"g14",95211,63586,13410,125323,79704,70293,56810,308684,45192,231426,132862,29995,110816,47910,79564,38357,192716,83052,269901,182685,38982,62016,77056,60987,58709,53511,87251,132735,67570,51702,67976,25988,62331,109533,23101,86945,48667,98859,180034,42212
"g15",1291727,1268895,276494,334461,668490,2370420,632045,1213749,1498925,1282872,1536611,1431315,801713,470759,1229497,873981,2563178,967733,754750,1069388,1139850,1119457,1360276,545338,1946005,1449375,1043499,848429,1296462,2430829,1130295,579658,754083,1826997,2488144,1759095,708313,1690016,1733968,791489
"g16",630963,513145,444845,681358,551326,1041246,561477,1510421,430432,536696,1017294,501290,523960,1225879,451579,320366,1105514,718744,573581,346475,500591,530498,870347,492725,1350554,999796,994301,783028,666894,510127,1087228,785881,603982,521382,1275039,1116417,623436,459131,543120,547405
"g17",121935,1204,309319,501409,890775,421747,24655,1300023,38066,22061,290597,823986,24751,545909,1047081,595386,495599,2195744,234862,291763,661344,56839,15117,325437,1035814,1070877,902,46566,213465,58335,9061,365335,426552,386459,1048149,705079,141459,10175,85412,627393
"g18",1204348,2455329,940164,2056103,2716090,2869598,1162175,2372752,1332473,2653617,2916928,2568779,1189726,642322,3860982,793303,1073751,1817884,2394226,1447233,1388796,4107156,3267453,940486,3079766,2062069,1683581,1711055,2418760,2353419,3664225,1732941,2707533,1538286,3830899,2012844,529203,2046469,2346523,554228
"g19",417196,258264,115342,100300,197606,124562,118306,275916,137412,322240,183267,514813,272890,164544,193103,154073,349473,154665,116295,224266,169693,155740,177741,219272,537791,237178,230531,448678,346221,204761,342375,265568,235764,313237,247003,191524,131094,399426,137647,178532
