"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",2197,599,2499,2426,1659,2206,1245,918,917,1440,1509,1586,477,676,1232,1580,1386,948,1405,1089,3493,2257,2488,5034,1264,1551,1858,1348,941,4783,1662,3662,1485,1139,1427,2173,1998,2794,1232,2942
"g2",653851,707385,1108483,890578,1069051,1282259,251307,215623,1830018,968084,1138671,3640868,2807124,347558,504962,1252967,553246,1493317,955919,2645380,5046325,1058195,4910355,4055585,6962512,3270343,3382424,5771706,5411557,8602661,5846221,6129496,3224508,4067748,4937353,10749322,2206136,7773024,1413315,1730000
"g3",890,2674,4169,3662,6900,3250,1478,4153,968,850,4967,649,2467,881,3709,1657,867,2464,1977,2211,13894,5234,11339,4551,4863,2186,5840,3717,4176,2027,12459,3738,8396,2337,2174,6341,2019,5321,7267,3752
"g4",3699,3626,11485,16081,26,4125,11263,7629,2498,397,5095,482,13933,805,2725,14628,984,24181,3703,0,16146,1790,16546,30304,24107,46059,30997,5140,1502,13182,194030,69997,1307,575,28122,17015,4847,38,19518,3475
"g5",411,265,1262,4233,721,99,301,52,369,144,720,536,1139,852,151,173,706,97,105,1631,217,477,555,692,63,1411,2439,39,824,1047,629,2220,331,230,1056,1691,397,1377,268,380
"g6",2287,71762,9229,20899,36638,10719,14015,11218,6406,37239,24288,59158,16547,12393,66908,15249,7563,14471,2344,51850,62269,47261,56604,100633,52183,86042,70282,33995,104983,110145,97353,81510,66501,34201,22533,210915,56840,55194,28901,24733
"g7",15566,25046,31672,27557,31357,36156,32498,54075,37912,18210,50128,65639,45628,23746,50362,30545,47499,33330,27558,99524,128050,56910,78016,91505,43215,53672,100685,118348,76860,114199,72944,82587,51872,76097,65682,58771,90003,100039,95036,98347
"g8",4570,92938,34770,6874,165410,54678,64971,99640,140041,192410,4248,36682,89497,66730,52779,124019,219581,30794,40428,168713,52316,67514,143478,158743,89643,198689,99907,121313,126254,121177,140774,77829,281008,178993,90319,287416,70650,56650,48041,103444
"g9",0,1382,244,63,1284,0,2354,77,0,20,113,2890,1668,3826,2243,2928,4345,1279,8752,6876,451,0,40789,455,0,8,6563,6222,20,1766,5995,679,18,2990,277,7214,648,289,28584,8896
"g10",385,58,458,87,298,575,196,136,170,164,637,415,164,539,225,555,585,202,8,55,2285,613,207,403,278,483,776,182,609,726,1112,746,1411,83,126,526,414,2075,819,175
"g11",6302,1157,8716,2438,3847,1337,2174,8182,1009,2166,3344,3105,8203,227,7859,4134,362,5221,2633,2394,4583,7651,9066,14508,5022,3805,1985,1593,17573,3822,142,15804,16764,8116,8900,8001,1935,5832,9788,7081
"g12",33509,63701,73977,68998,166998,60366,118691,47586,124140,21955,59788,119175,107366,39645,43465,77373,178259,88600,55373,140096,152392,108166,190518,134441,107474,188547,255250,71617,155623,297452,74479,164550,127928,131799,77748,102074,70179,105159,139707,170334
"g13",35465,34049,103400,80552,56616,44460,25213,37620,83227,33048,73548,54530,49946,41636,67820,74209,79619,93625,62347,109364,250329,147519,183889,211852,157258,196857,204300,88295,203291,166838,120356,285923,130416,233551,96545,216623,185315,119491,153876,231875
"g14",8795,3618,8002,7386,15044,11174,12998,3091,4826,3961,26878,4988,18469,10067,15109,2269,6254,5088,2216,20795,14486,9675,24148,8011,18304,18271,31535,6880,4976,14524,12202,12879,12821,11605,10119,7536,6891,47326,3143,11182
"g15",123663,201073,165159,77269,107194,201218,101815,92829,107471,94434,108253,207922,163931,57019,151007,119237,46775,152460,80810,286103,304818,274960,445791,318099,169442,268802,123290,141539,184809,325047,156927,227783,123868,147457,169521,266658,163722,207540,242122,229162
"g16",54859,57319,34534,109442,62325,58673,49686,74087,37703,30413,66931,47478,47145,69455,124789,78644,49534,41855,68472,106094,165358,97401,176475,71895,114254,125419,75771,42416,88194,120910,90217,116267,96873,104196,52802,121036,99879,162484,88948,71271
"g17",12392,20742,14916,41466,23221,201953,14948,97829,2614,30935,134114,1253,107175,46112,26211,85031,3256,7139,7510,34604,19477,59,18098,15604,94464,13347,44997,6398,60958,113207,25764,309,64070,122322,20747,117764,104722,459,131670,30970
"g18",133621,175105,364140,202187,182282,130888,28752,263177,211725,65641,128826,277392,108732,103827,215575,178623,139770,185083,173673,123536,290686,89239,272385,387285,239281,263699,552770,377964,175887,145050,704338,278244,270584,541270,286633,357988,518665,310839,469481,290263
"g19",9746,22163,11338,47136,35015,23859,11617,13833,18800,8303,27587,15463,12273,8015,6104,16094,20570,23812,13230,12973,77838,42880,129787,79916,26237,50543,103165,22201,32171,61699,36246,45326,70918,48323,43723,61145,42713,29005,98091,74156
"g20",1076,490,1327,1636,505,704,652,739,886,597,708,3193,745,928,1563,1060,581,607,1401,2729,499,3418,1173,1137,144,1767,1704,976,3937,4016,3812,977,1136,499,817,2473,1697,2117,2070,1820
"g21",16178,18986,29174,13804,28904,25565,11333,15479,34709,17115,20945,31097,13877,13904,51192,21299,32199,46865,14845,32175,129359,109803,236741,149566,75579,111890,130006,64850,64145,203511,133664,129366,110608,107308,45922,111810,84859,114639,156489,119915
"g22",47391,66288,54726,97439,42297,18582,11923,85649,66973,32196,37248,45402,36338,72773,63958,25696,93210,35032,15359,38947,40890,88907,99350,43603,69575,40003,63247,33477,93338,142805,44759,106106,70925,41750,22678,105260,97304,22544,30588,79195
"g23",21947,28680,9126,16749,30353,4462,22563,33879,41401,46034,27557,44935,12079,20869,70467,14869,51354,65405,25967,26139,87889,17716,28261,17268,22981,36734,8234,21359,40134,42983,79789,82483,34255,33691,35998,26297,39441,80944,61181,28811
"g24",413,966,767,838,1274,3200,5092,544,2471,1615,1159,18146,2139,879,1924,307,1061,1328,2926,130,176,5658,4686,2333,5962,2574,6561,2301,9404,5803,14537,4730,15768,2870,3511,3752,3972,4922,6691,8383
"g25",48767,99541,38368,71930,84993,61549,18164,75389,40234,27205,87177,42648,89980,46031,140698,79757,87202,77954,56303,67168,262305,69001,302597,151138,121929,99488,88644,100365,291622,425374,274821,135900,258613,61280,156036,360348,209901,161287,196279,237465
"g26",3944,5221,1920,5078,10978,3066,4946,12121,3582,2918,2563,4889,2728,3752,4544,7751,2625,1425,3995,15270,2490,7613,51511,13015,11845,5859,2820,5517,9668,4436,17788,26260,15945,9599,11323,9182,18165,19971,7027,5230
"g27",152574,23892,19435,20514,95239,26327,79173,46145,139488,40453,138922,63294,25651,30690,100387,76594,66076,25692,92534,130558,670061,106183,136967,14251,177165,154174,182253,159075,34204,101791,52952,173178,56578,16415,75263,20776,160500,29434,21078,147104
"g28",69867,33191,73048,48808,157320,110608,15231,165664,98907,193277,37142,99232,64124,18085,76491,55162,48070,265998,89115,32001,107359,58753,171033,324545,89861,176809,604374,132384,89170,93766,58103,354552,266080,197562,108833,225434,264221,86372,337824,77332
"g29",17602,12246,5863,28709,17792,15281,12955,11266,24793,6171,26269,43051,21806,3441,24666,635,4892,7119,4653,57832,42838,9120,119471,39805,34160,60281,18380,28087,40122,22077,85463,135800,89039,140989,36773,57813,76933,80860,24194,62825
"g30",467,1749,351,560,3490,1401,563,266,1155,989,784,2013,1523,893,876,729,1627,715,961,1436,2012,2963,1375,1312,1279,1460,2522,1542,2005,3775,1992,5153,2683,1053,2448,1130,1326,1864,658,1287
"g31",15013,35110,114,34875,28899,136,1246,11904,16005,1851,22570,18250,13,83,7744,0,57115,5,46305,103061,146218,30837,25553,73542,98809,62848,33572,13820,2878,1100,48446,820,63889,997,172,3176,39559,28269,635,37895
"g32",443,118,16919,320,2662,26,501,56,119,6401,11038,177,169,6941,1883,1198,77,4616,14993,1000,749,3656,121971,2373,2586,15473,58006,14721,2523,16406,7529,11721,8334,45217,1275,988,1961,25684,7434,17488
"g33",405,773,337,946,1820,1439,408,402,422,1231,674,143,628,927,275,557,1139,789,569,378,1164,482,3553,2104,3420,761,3267,588,9285,1756,7240,2470,657,3728,846,7372,2167,708,748,1627
"g34",57277,33202,65450,160372,66060,89800,21359,49615,272491,62252,145551,64563,55940,97253,80764,60178,33418,88443,49763,207119,69893,164087,80567,77059,39604,128791,84285,41122,145902,198754,126641,63991,75786,151001,57119,79890,105532,46541,49227,63202
"g35",47235,171795,178899,47609,278117,63287,149709,64129,136526,49402,168419,209820,15560,23390,179808,48289,48094,34222,58793,238021,326731,129234,215292,330183,119557,338710,143043,110454,731202,154348,75667,263656,292134,46618,33271,174031,71211,61950,294806,296702
"g36",5820,8443,681,7979,17724,9875,1295,14955,9062,1024,6322,14364,1719,4540,4974,5808,11259,1663,356,2861,2248,3121,75715,11539,0,25656,9992,4104,12331,3934,17518,10213,701,4703,2689,2763,6785,2444,6772,11934
"g37",61837,68280,132505,18826,34310,12993,35796,36796,42567,20788,34613,75537,69807,51282,48987,50018,24261,55566,23099,58320,211525,58120,79185,44422,82084,12818,49533,38864,107110,89902,38447,41370,78679,100556,40957,49800,88291,63722,29120,60647
"g38",27718,26110,42039,21737,109103,59757,9737,37780,18738,21609,32840,29212,47733,28676,19024,7443,17674,35116,5854,14323,201728,83809,41071,27851,99498,22647,36971,130097,133897,145159,21683,45737,56781,9135,72215,30451,8461,35838,126137,100613
"g39",19924,19776,14267,20723,34598,18888,12334,10553,20607,19675,13234,35876,22672,12388,19074,11920,25808,17951,25678,20652,68213,48337,58487,49507,71393,28193,34122,37325,32410,54467,39519,24708,25948,41554,18079,30602,30275,31557,46181,30544
"g40",18039,81910,97648,36023,73538,84604,5721,38507,84020,134705,119454,54384,93524,36443,14544,28056,35347,16328,69261,36434,220881,23199,41943,142891,30366,120587,208390,145749,8247,78162,300828,311,1785,92104,466132,169083,8925,195065,71133,106661
"g41",19056,9363,27472,50280,54992,87446,9855,11347,6896,3808,62235,31120,22512,5561,8271,49577,51452,6549,86067,12896,199462,77669,163080,37643,345304,40205,49478,639,13773,12987,136238,108210,164092,16373,38901,130305,25576,153992,12117,39830
"g42",15639,2970,707,8201,21023,2664,18635,1567,8149,2721,15725,26633,3237,7865,11299,14581,16007,30271,11592,19969,95106,54605,14927,19153,36055,53566,77198,12776,35013,155306,49823,39534,30757,30545,10693,34455,35388,69301,10850,223002
"g43",27625,16799,39371,27989,40232,16310,30892,33576,58219,36587,18473,51645,15765,25533,31408,8822,32430,20514,19558,31171,108509,56749,73545,100430,86875,61914,59300,36531,122619,36849,111076,71487,80455,41382,48781,54861,66253,97313,66102,74629
"g44",379,930,105,155,0,3933,766,546,579,551,105,579,1087,30,146,139,217,1098,0,5208,1084,2379,1215,456,114,0,648,2390,34,1089,7,1785,931,85,30,3650,33,140,96,493
"g45",552,2276,4297,3099,707,2541,2293,3495,5041,2051,1387,1302,2324,376,735,1519,3896,1570,2464,5261,3069,5331,9368,5248,9891,3103,1536,822,4961,2579,11147,5843,11254,7101,4095,9795,1724,2213,1855,6317
"g46",241,304,4478,4468,1027,1026,5269,2307,2135,2624,936,16002,1369,5858,5402,2505,1400,1860,1592,6429,9601,547,653,6250,518,93,2719,6381,27050,4944,20324,8404,11372,5074,5527,21548,3090,6703,4361,446
"g47",299,180,297,195,673,536,481,392,323,202,1362,375,390,247,446,650,645,395,634,935,583,793,678,794,334,297,619,357,554,427,637,547,1068,281,186,499,489,459,497,1804
"g48",25869,22504,38130,49875,64319,28848,23670,47908,47407,18939,25987,40497,24420,15956,23253,25061,38167,49920,28234,31529,80037,44748,67127,83552,38248,37842,56057,44923,67972,57927,72544,70874,45249,70144,38848,59952,45372,47414,35883,30436
"g49",17099,17533,11126,40391,38404,30364,23617,34097,14606,23320,33160,35201,72917,23151,43086,27668,51124,46697,11957,18898,93738,64850,131354,94207,71304,87067,83787,64897,36918,76417,63935,125964,43596,68902,55060,80296,49797,109187,75155,31159
"g50",4266,11365,2758,7739,16389,10985,6022,27632,13753,9301,3104,14321,16554,2913,14691,5818,11346,15602,8770,25383,27546,9866,22975,24782,13007,13914,7071,9731,7502,17567,20602,22423,36261,28380,34282,15557,8769,14319,11677,31544
"g51",49630,56826,37134,119253,69047,32199,57088,125384,79412,32397,69825,131861,41933,25952,40509,31487,74335,47192,72900,96850,199852,91127,238096,179193,166320,74861,184491,130377,303258,155551,278367,197865,113638,219576,145783,36882,119713,174992,142950,82051
"g52",21705,18106,26934,17789,18898,16842,16201,27255,19448,12912,11857,49119,20624,25243,18107,19578,23532,20704,13823,39107,81755,51665,23049,94456,54760,78054,64544,52314,96096,24916,56231,41128,61470,117119,23864,49428,34024,112489,42553,44629
