"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",890,511,600,1373,654,604,278,457,678,411,302,915,241,376,950,770,821,80,1691,656
"g2",263747,407528,736609,167882,405756,454246,198968,263134,200623,634024,1175889,1394759,430923,949702,587348,759482,587817,1026973,2033110,349288
"g3",238,2184,417,529,505,2013,1434,826,808,3312,3622,4463,4436,3428,3429,2018,1932,3070,1549,1197
"g4",8182,11142,0,1495,10405,17,2854,3324,1189,120,80,50,41,7396,386,715,3302,521,0,0
"g5",269,91,252,72,264,57,516,129,87,21,102,104,463,45,887,7,387,130,777,146
"g6",11390,9182,8271,23006,4708,7632,18041,15665,11929,11653,9283,53464,24247,3216,25183,6016,7004,8333,65347,33444
"g7",19091,23109,11354,22176,12525,25100,34102,23901,29686,19480,24917,54117,57611,41935,41906,50569,32157,38597,42976,23293
"g8",56357,47203,7467,22545,12862,100093,50381,40428,16932,20654,49309,109240,181401,111612,34863,162159,35487,92925,24786,110605
"g9",108,0,4237,4804,3997,7,306,1750,388,756,58,1348,272,37,573,156,219,3863,1018,0
"g10",6,11,376,56,7,200,16,23,293,0,41,692,136,97,631,645,546,187,240,305
"g11",2169,2461,929,205,3961,591,1481,3047,1499,2528,4128,6211,2265,5158,3874,4736,3054,2465,2706,5601
"g12",29413,38869,24885,25482,30209,56689,21488,13129,30241,21552,119431,124119,107434,39098,78602,127391,46851,29448,105429,132373
"g13",13050,23682,27925,48368,42584,42261,19547,28373,25952,12100,158504,125942,93938,111422,191474,149336,116410,237587,174718,64884
"g14",4900,3292,5354,6033,1908,4200,2701,6404,4766,7096,1956,33608,12178,4093,3906,8033,13134,10866,6077,13428
"g15",27141,44157,18847,75130,36112,91027,65193,42884,77710,54879,35075,26063,76263,69785,77346,52813,92694,36010,77182,48876
"g16",12390,36500,15846,49801,16603,30852,10339,33030,21263,34921,200514,244722,141038,175388,194741,173855,149099,131255,258748,166788
"g17",583,1321,26139,25188,8213,12546,33906,9095,6875,4866,9775,8360,19345,11060,17870,53343,29105,42033,23623,18558
"g18",134189,73379,87950,61700,65304,57469,44474,42200,156843,64549,80810,178138,182812,75112,118654,176037,61878,244298,336505,63069
"g19",5976,14281,11386,9687,9080,4846,13394,9472,7171,4434,9270,17278,18933,8177,20173,14859,24231,19840,38817,15149
"g20",277,428,63,907,353,921,629,364,524,502,1042,1153,1073,291,509,884,302,926,1174,615
"g21",4256,6547,9391,11844,7082,12266,11124,10891,18987,11010,17725,33227,33211,33078,21197,22228,28594,25323,49121,11823
"g22",15207,18783,10102,30767,12746,35448,43873,14713,17800,16090,41837,71645,110840,66970,92133,83781,60630,52943,54541,53702
"g23",6307,19035,6972,8990,14061,14524,7214,11716,14201,7641,9486,4430,10552,12894,26450,16973,39340,19087,31709,21905
"g24",2060,2702,89,1237,527,330,1972,516,1468,1351,999,6100,2541,1893,2391,4191,2025,9126,4246,4404
"g25",21860,14228,12550,34747,10254,18122,25460,34182,42430,29897,46769,47275,70509,58411,69009,35025,93261,107063,82178,85869
