"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",16466,12268,14484,14727,21609,30193,12374,10919,13315,29826,13390,6969,64840,5198,10498,6830,9143,12816,21228,15421
"g2",21844466,25107356,25539198,11117033,13859051,11038028,9821832,25492985,10263217,11790395,13269771,6429188,18105564,8231765,23906741,21943921,5631152,2378714,11525308,26425642
"g3",31718,10773,29504,24857,36219,8076,17277,19570,39575,65990,15930,22248,13212,19610,27922,44008,24299,9548,30821,20557
"g4",679300,92825,35576,328116,16939,462061,3451,997,285347,88759,258853,69823,16602,31151,356401,79229,25686,124454,276692,666244
"g5",1053,11396,13032,7758,7207,168,1357,7027,1142,7091,2817,795,18979,5212,4594,21354,1473,4373,4104,11608
"g6",160639,70541,611376,81030,73052,198841,771861,77915,260025,160110,375617,108530,217952,217818,315850,646822,398433,335868,869846,1317436
"g7",568426,475229,388325,213474,196473,280912,365732,433114,352016,212371,686317,233854,362559,377435,230214,322225,500416,269301,682410,375498
"g8",1754469,345152,701256,844139,1041549,561896,728105,1579459,2517782,681782,785414,370040,743495,933671,498717,3498109,500995,512010,549121,355085
"g9",41813,35688,91517,118267,19571,570,7788,61,2095,58341,3369,56551,3136,0,76251,29088,5817,0,5272,211074
"g10",4146,2875,1109,2172,1040,3908,925,2571,525,3227,963,680,4701,122,2824,1577,1694,1691,8250,4824
"g11",114762,22560,292699,75178,35139,50079,21831,15066,195717,24998,11247,12767,550219,1637,257932,27228,96314,205966,125768,123153
"g12",1362856,708856,625912,809215,723388,748721,1331845,688412,922347,1202344,817161,536779,1231521,536791,659193,1897516,687940,671208,682760,1413435
"g13",344553,589534,564493,350739,417826,714830,832275,349121,901459,833965,1023196,259980,1012372,583459,506341,822557,634979,474177,391501,650496
"g14",383265,95860,65955,95377,63059,7650,129280,114422,115258,45774,86353,99910,473946,359449,241771,396342,532860,378845,491024,272328
"g15",1558595,599897,1520382,883318,2207834,1065960,3612738,1869405,1476040,637803,1141486,886629,3946593,1030659,2505218,2010101,1427583,2119231,1217450,2541758
"g16",902881,776118,607447,502902,707767,489357,878520,923117,662117,767508,807621,602997,1093904,1284476,1497600,439753,1352196,926254,845903,589191
"g17",470258,32730,81814,138520,17006,186054,21605,24082,411234,122982,1115058,155781,460963,1763056,1123031,213148,331243,458961,462504,97932
"g18",1217072,2042068,2435813,1369051,562871,798523,3392727,1908910,1672159,1149702,4172429,1457124,5516104,2420798,917017,2366329,3940491,957228,5226289,3709677
"g19",447889,165806,294598,236465,275319,162845,316265,254807,181776,357775,260373,298687,545375,550972,950392,273147,409241,457443,589113,603255
"g20",12422,2567,6800,3078,12979,24033,19858,4213,6204,17150,12718,5996,15683,6648,16563,17147,5094,2674,6258,4255
"g21",491244,184187,398025,151808,154488,69173,116568,189214,199213,332650,375363,304107,320787,339095,289222,257792,320350,378087,364547,486329
"g22",693291,433080,576390,308595,324649,567785,775001,554730,766123,488098,1568135,794256,818117,1423209,1234769,1040661,663943,411249,1575876,1266085
"g23",518919,553985,652792,257417,111247,198579,452610,283211,192303,431211,257193,232305,413680,509413,212143,129288,344768,218627,309191,513887
"g24",19039,15687,47288,5762,32445,11143,8132,34456,14383,31978,28099,12958,17851,14962,59171,12064,20073,14382,40913,30648
"g25",497158,462649,562886,636806,640272,386084,1086014,562136,1499182,865955,456193,355701,1759368,289689,201655,1439984,589671,777782,1099030,1109421
