"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",1010,4148,2471,2195,2524,1630,2130,2474,1886,758,3492,960,3148,1195,2089,1171,3272,1768,3440,1755,3378,3624,3465,7938,3273,3043,2740,5091,3361,6244,5222,3014,8953,7149,8757,7337,4630,4841,8620,2627
"g2",1409703,2401801,3685328,1805930,867431,277959,1242152,964039,980168,1860485,1088828,1569349,1019651,3925098,1804969,1523251,1315932,2412940,2875698,1281804,2173399,3648793,1998477,1095789,1871013,1175841,1030561,4281847,2445081,1167410,530942,4306721,836606,1932363,1902618,2315965,3080282,3309392,1929228,665486
"g3",1863,927,3976,2023,1263,983,3148,1164,1822,10580,2924,3041,1509,5079,3601,1136,2005,566,6077,1929,5472,3367,9783,10746,1587,2200,2292,10375,3690,7739,5650,6813,2361,5236,9769,2661,8580,4139,5335,1246
"g4",5097,299,3982,1514,3598,1274,19154,355,16817,155,24,1481,1102,7877,716,11403,15,40,1454,2878,4958,4517,1250,1062,106597,1250,17053,406,24364,15894,48,2795,43570,73103,169304,5642,342,1000,49956,1588
"g5",1054,6,1492,27,238,0,86,306,45,933,1053,303,537,896,268,269,295,116,520,620,1722,4634,924,4310,7297,571,1687,2456,714,2174,1254,1190,536,327,208,830,5794,1401,479,2688
"g6",3061,24871,28419,15687,24898,27307,20309,33823,55509,40251,6567,42883,16669,39296,28552,47461,18640,44212,14039,28660,13344,21047,69317,77289,87438,39160,46641,66703,20644,4283,80214,12783,76338,35314,6709,73357,41804,102522,103549,30918
"g7",29763,56067,36015,36875,68295,39040,30578,23423,54502,44902,43152,40496,40433,57066,25784,50905,30881,20559,23925,25779,132429,166396,60738,119155,131619,177208,90000,174000,225440,107362,122909,126467,84022,132999,146102,92455,142747,117518,99481,142927
"g8",30203,49508,147695,68064,104951,104743,8699,52152,119555,30901,208448,136171,39223,60692,77213,97470,166112,76077,96653,28273,354942,681813,159146,113845,377987,308768,178322,270885,439797,417221,726064,378892,228099,1048307,177361,98487,136899,533791,781890,113657
"g9",5094,19150,1825,0,583,1931,1929,0,21033,3175,0,8129,1337,3754,4590,468,2463,5656,18499,2621,26542,0,6391,129,2695,673,6355,150,2163,181,319,16026,0,36,13657,208,2599,1771,21280,106
"g10",79,355,315,63,200,202,1612,131,140,370,1354,178,149,360,256,678,806,388,60,68,969,469,40,237,513,273,96,67,1624,1135,134,460,624,447,429,92,20,241,296,20
"g11",9158,2515,6000,19447,13211,2008,5402,4042,5793,3241,829,442,165,13669,10302,4418,4635,6121,13948,3027,4355,10259,13532,1952,10245,12887,2365,3630,10408,3215,159,16636,2006,8089,8588,6761,1499,2715,14085,5278
"g12",75139,89467,95452,95687,126826,48985,61176,69883,104886,154695,94561,84816,72856,61522,172830,108080,75301,82686,115386,60901,186794,271915,213169,185447,93423,435158,235578,301300,186606,371078,201415,128024,101778,256592,228019,85289,219796,238761,452591,114479
"g13",90613,40172,88942,124567,181683,80779,143066,49736,74964,79066,115765,38469,86777,35668,67756,65920,44398,87937,63064,33525,84103,75585,76383,48025,129359,190499,60283,151303,69112,103757,98379,71290,56000,175338,49673,135494,105407,99868,152501,50354
"g14",5711,26334,18967,16665,14741,3987,3313,1305,10984,11994,13016,2555,2745,9924,12421,27223,7724,22662,16080,4055,29196,44201,5677,19082,17974,32607,20286,10581,32456,20154,9672,14307,3302,5455,9699,8024,17378,31000,10992,17790
"g15",192609,124764,133177,276127,81179,139964,63155,135385,167987,170399,101197,49336,66204,51156,67854,94684,193427,241904,178364,62150,88011,301901,290403,347982,178070,345281,277039,139385,105840,376809,158427,62943,199152,168065,131513,209808,317417,269285,360140,159066
"g16",74770,47809,85332,78306,119342,37667,81908,43725,70488,70358,57077,75389,101917,44154,89555,83341,25834,90378,115489,49785,217685,173110,46010,163614,141078,162576,109686,126956,147484,96021,192350,154321,73977,153417,146747,182257,107591,168671,261551,45298
"g17",32114,8224,7620,3080,2788,26000,5659,13707,2640,1565,26542,29455,14694,22023,48256,13274,29632,10157,1137,90632,50732,23377,43053,13543,58214,227679,148421,8835,104786,55624,21263,69132,4161,129,76467,44319,33605,38561,23338,20533
"g18",162298,60237,168491,102022,278912,229366,110152,216297,84513,117621,254808,192841,72443,178858,375308,122786,97847,120432,195992,151124,424997,538057,276345,165158,250133,1209629,206164,558132,163119,299702,409447,357892,618197,325427,181555,197874,270001,256930,612186,236716
"g19",24214,16900,24382,51545,19483,16937,41059,25972,16515,30370,26303,15585,16272,16802,17095,19979,30616,20762,49436,16425,53925,24017,68893,67753,41193,91723,21746,35077,71312,64610,39338,37033,58454,21890,57066,30756,28489,57054,40946,25896
"g20",973,1393,1416,1243,1218,1586,553,886,1222,1094,704,530,380,892,425,770,1689,1158,1251,355,2422,2294,1600,1551,2301,11550,4981,3748,5485,1446,4567,2741,339,4083,1657,2697,8291,4329,1602,513
"g21",32370,19065,36989,35354,40657,15353,20656,28084,42545,14673,11999,24617,21353,30304,36980,19242,13270,42588,14657,26196,67012,58048,21144,39090,17632,43531,16356,69258,40116,34202,42297,21865,21857,24932,33966,30285,40366,39905,27680,16588
"g22",64627,47646,78935,39530,34342,61820,23463,59020,65339,39219,58096,24410,44703,41454,27289,87441,54831,44249,62253,32220,165324,117271,148295,144890,86419,117111,84885,191070,219736,250634,181032,87184,105045,194671,210623,99419,170925,206133,251376,61637
"g23",17728,14393,9546,50973,41414,19595,61377,6964,36053,49283,39011,13442,9658,55422,10255,19842,50260,26889,52105,12015,31787,54092,57531,18120,33566,29916,27393,39744,45291,37733,33081,18176,24715,54330,23327,17951,64574,27355,30503,22923
"g24",5879,1570,250,498,4460,2806,1259,3751,10610,3851,1710,1987,1950,2094,722,4107,1077,1739,14052,397,2583,2426,976,17290,3885,2081,667,541,5695,6606,5455,1528,6105,17816,2007,17545,8244,8766,517,7039
"g25",90200,35613,119032,137065,56920,48630,87587,47869,70804,105108,51148,34918,43505,129403,34961,40405,72463,49990,81559,45803,66777,123924,90070,96845,99485,200319,66031,109818,65042,109773,133472,91659,122938,70477,93795,107612,99421,128640,165257,76083
"g26",4409,3497,18360,11170,6935,1915,6746,7029,7022,12866,8654,2200,4513,6550,2525,10298,8680,2838,6388,991,16376,8856,2949,8289,7064,4092,2676,2685,8138,5832,16074,3447,4516,7422,8679,5574,10533,7596,10082,3726
"g27",76293,123696,179320,41499,142199,26403,220256,150307,71385,138998,150317,22507,56811,2449,90073,16454,52319,68024,117313,38364,153419,204386,175591,209015,374278,433279,63266,102644,433425,129473,302190,24382,15001,297379,135235,28484,485351,32793,339982,79122
"g28",29492,64906,339562,54931,129150,30137,175700,78855,83220,218800,107608,4543,172849,88247,49959,35239,30116,88439,60991,108651,205523,207191,207895,17338,67223,223461,96070,102848,80903,84634,133834,192727,47948,230527,218425,153657,79450,39038,104299,96708
"g29",9531,10515,29501,8561,4983,16427,1382,7947,9859,10227,20196,37340,18724,10775,2258,5928,464,21186,16761,22169,46061,73313,32215,29893,18092,49348,9341,17070,94874,18741,36858,4294,12239,49594,58680,8213,22502,15900,23828,3088
"g30",636,598,2105,4020,3140,1345,811,1397,1810,747,1536,452,1656,3768,557,636,1010,2045,2988,1875,770,3556,800,2257,873,3875,688,1476,1730,2933,4996,777,676,5535,1327,1645,1138,1639,1556,691
"g31",49871,18612,1267,36347,108242,3052,519,2322,646,14418,39780,1584,2163,109460,8278,11226,258931,1021,940,7100,188274,131388,7614,21431,727,108460,1649,18,1164,12966,175298,1265,25846,19932,28138,6535,2250,1023,134978,1222
"g32",0,8825,988,0,1131,5,585,14063,803,0,36,1592,323,0,7461,979,0,2792,8889,0,16057,331,19481,1505,461,3198,6407,22262,4470,43316,54507,0,796,14039,173867,277,84,1823,774,1837
"g33",921,1766,1045,705,179,325,1069,740,614,347,526,889,224,1112,599,1570,1020,470,3189,832,2438,1672,699,4163,1215,2667,522,1265,2581,1614,2265,1727,2448,2918,1545,1732,5847,2285,1893,836
"g34",58922,34829,37673,186739,44223,26226,59827,73613,78197,103646,90991,44919,88174,53018,107790,76227,70691,48945,148315,69836,427336,132815,524920,738448,398668,146016,109221,581137,642843,139439,146889,145618,208542,403420,298937,169094,517641,234122,382070,349197
"g35",4843,55227,140418,44066,43498,61008,226271,129606,211435,109300,282849,54270,89369,171723,95141,79939,106240,428294,200097,15946,1052426,529907,115616,404905,330115,104438,193858,833274,69476,461049,280991,430770,343169,510914,885847,332165,919579,554300,930189,350589
"g36",4998,390,4498,6347,7287,5086,1399,206,10247,8905,1681,9474,2020,1599,3316,10128,1865,2995,7951,3594,4018,7316,14386,3768,36654,6073,19312,6600,14816,6452,6241,3678,10093,30247,13226,1412,30370,32007,17259,4010
"g37",48529,31302,29048,30031,37343,27741,39633,29419,41269,39103,9995,21062,107052,70657,22264,33965,37559,93897,76192,16617,100912,230059,181480,234048,50168,281367,70665,266092,34481,116858,131138,58359,117665,360513,256291,109030,186706,186351,65452,100411
"g38",7750,5466,19231,31747,79860,40997,13578,35635,7920,5085,18590,30092,16715,32215,31314,23235,10251,57022,51747,46493,110067,97337,54343,150600,39689,71977,3265,114204,113029,29918,238303,162375,98965,79258,79102,27559,179093,138193,112746,15794
"g39",15420,11660,66959,22459,35747,13921,10160,16146,21048,46993,7713,14598,6077,44203,16703,52878,85143,18666,20272,6957,76668,25451,22632,98325,26372,27980,21636,20288,61804,42409,65496,26776,13972,25663,37358,39654,83578,49386,35164,26312
"g40",36299,4454,41007,186815,255044,114990,184444,140299,112729,8061,164587,123950,13597,94665,214070,106615,17923,61359,40363,27363,197538,587155,70981,52515,89483,97084,83721,3295,23672,290195,75365,99095,31413,38444,19247,41477,21998,287292,82084,38248
"g41",9693,19518,19701,11721,14732,28432,1944,19062,13595,2393,18670,10312,2277,2798,58050,30168,71016,76372,12369,62636,123901,42425,159,67442,50017,37412,20772,112928,99145,82425,237695,2898,30887,101056,52937,7947,818,78246,5303,3430
"g42",2107,41162,19446,8147,12584,1039,14439,11304,2930,33388,19230,2523,18651,14087,13072,17506,20102,40607,11719,1776,95233,14712,10672,72422,65921,9488,70935,30090,29110,73041,92320,57785,49768,379782,45088,39719,44056,112711,76128,90554
"g43",32780,31010,32009,48815,34229,20143,29557,20568,67789,32395,31063,17236,45791,59174,22481,30919,39487,40869,44856,17207,73282,153871,64609,53400,28280,96403,58319,38834,105008,208295,120417,54668,53664,196278,72158,63323,134001,126299,134740,91203
"g44",2796,239,4651,548,289,304,99,43,907,1410,388,933,0,293,10,32,194,274,384,228,294,2988,8,2323,3268,33,78,475,8480,1137,4027,36,340,205,170,400,7989,966,828,914
"g45",813,2556,1673,7435,2282,1464,4163,2455,1398,7064,2658,1819,705,1408,6495,1937,3744,2459,4206,633,5566,5823,4714,6068,6544,12489,7685,3787,2942,2181,3673,694,1336,3656,1927,5030,5551,7551,3185,4927
"g46",2405,1575,5805,2968,5166,1087,9293,4723,11936,240,1520,173,9552,2344,1989,7092,2055,87,246,944,5785,22158,24257,7530,2953,5424,1006,32775,3750,999,20533,677,18298,670,563,314,11429,27815,9015,19844
"g47",514,645,200,477,600,411,279,1145,1072,677,923,347,437,459,313,378,355,498,442,278,1441,3070,609,1085,807,1249,1691,1114,344,2592,1001,633,136,755,3010,1358,618,2269,356,1265
"g48",21097,38760,34434,55535,46468,24959,22310,48215,20246,25017,27185,35302,29330,27046,27647,68676,23846,46649,33186,26056,47353,45856,41512,43654,100926,78796,23835,87217,63126,89039,47728,51128,44815,73500,32655,64045,130312,92981,99560,96999
"g49",31661,36804,35991,28742,30453,23491,38524,30186,26607,37291,28854,22697,30464,30382,14461,29767,43508,65251,67571,33756,33068,94109,44723,70462,70644,52957,41498,62614,86947,69616,74828,45315,60822,41553,80632,38921,55698,54947,44493,15458
"g50",7550,2625,15050,7944,18719,14301,13098,6191,10146,5713,23731,2075,1359,27434,6084,12756,25238,2957,23758,4096,77913,148299,22111,57717,39641,41077,75957,36616,32284,73300,23981,40593,43839,46051,74830,51750,39208,127478,90917,14809
"g51",105689,70883,120648,161619,154923,49655,145936,122388,145348,46694,97709,70419,48142,73433,45920,89368,42222,136669,161111,120876,69218,110505,90630,101735,153344,125433,44425,114490,184008,146636,115250,108932,76164,167496,286240,58825,150652,90156,187176,128922
"g52",10623,22230,25082,19849,37783,6966,39947,40912,31160,25938,9643,11400,18442,34690,21753,26417,20446,27208,31254,23697,54311,43373,24049,52573,29524,46098,17820,40659,81618,62395,29829,34261,22267,63224,64389,26037,34315,40405,75775,42450
"g53",3360,24,43908,52527,92361,84894,23111,35414,172601,81309,15625,516,46810,666,46857,11867,97141,272735,87346,220,181,103152,526,3449,96610,35828,52950,27557,101181,354956,71468,312484,19375,75738,44928,2079,7769,28172,38319,36489
"g54",6,86,1249,287,50,9,858,0,479,2990,0,218,155,0,766,4156,1399,127,0,191,88,0,96,4902,2246,17714,3928,4244,75,145,813,1528,3216,0,0,44,10850,14950,5,41
"g55",13125,6237,1832,4609,169,11034,310,203,9646,26507,9196,1622,3073,12929,142,8749,835,3554,297,972,428,762,54,922,766,2536,11632,23937,82605,64,957,714,7494,2538,6717,441,6559,2139,11505,151
"g56",33645,9157,2743,75033,7924,1710,15332,40858,30885,78060,13834,15936,59263,24064,43172,13172,70505,6028,31938,106494,52731,27627,19812,33285,13663,50860,33816,166262,51880,188881,66484,129772,62316,72137,28560,21957,129444,33780,34344,38948
