"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",11339,27879,21402,18199,54572,10610,5114,15413,7738,22447,16853,7983,11780,9976,25030,10611,29310,41774,10220,23580,9874,16865,5521,7889,8236,11907,5193,17187,29852,6694,5399,18536,6587,16714,12017,15385,46567,9804,5929,9334
"g2",10972396,8506794,4391905,9236996,17508061,22780015,23886271,9262693,24677118,12485726,9945104,7499004,10117429,8973610,21206586,6261229,17992506,12113447,25710424,2661294,25778565,12896468,4911798,4977063,23031414,14089476,9563049,15024128,10772210,4202281,7421502,4822601,27303736,4983184,23368010,11584561,16684601,16799241,9410895,18178762
"g3",72297,6809,23562,57841,14565,20002,8030,24958,31542,44772,50575,10482,71887,57584,85345,12145,33468,11552,29729,13228,75455,6505,32279,58726,40367,105467,84062,44212,66770,53008,59642,110211,15398,16373,26536,42202,19590,62587,29713,113608
"g4",241689,9257,19032,45325,304678,100046,86553,1341,244358,7157,194837,448693,42606,39,7708,905,867559,94996,186,313182,11458,224734,8786,1009,22401,18095,44263,207500,2943,21868,150612,290118,118561,128227,162602,322877,622953,52979,3398,43544
"g5",1465,9793,5398,551,500,7596,14847,1964,6623,18696,16807,4657,13326,7887,142,9660,15547,3102,17361,2118,12734,1006,3929,7562,3045,10999,2450,659,621,5226,2024,5237,2753,8910,7578,14075,4560,3598,15457,3533
"g6",72595,138296,428723,107538,100710,132777,95844,93798,135862,352717,394737,169336,84262,173055,174093,239887,274413,400778,219032,345793,357220,392623,518880,316620,240153,328640,222302,1203490,378814,324168,731948,405979,248983,334879,224331,789241,564440,499345,184643,531514
"g7",769677,388110,599951,495444,300515,483104,447194,264579,439553,509539,869642,431619,664620,300443,341061,352435,302533,650320,510526,480904,320372,165064,298513,399228,266754,228721,260379,317437,205841,322885,324410,382490,267866,197449,202317,335119,243946,239001,341000,210813
"g8",886506,412511,225964,2926856,1511721,349918,891234,554965,591257,326441,665643,1828374,3181590,131777,1537234,173821,1676424,222101,528025,554629,86567,880882,288134,482777,358199,250023,771245,300598,1567975,847419,636879,319130,1117506,375405,225155,333526,1432227,481268,422429,800979
"g9",101138,29096,5568,0,17,36675,11768,5878,5194,178289,74160,34,729,29927,15672,5120,365,50457,6851,4972,50496,96,37993,893,33095,167,0,2056,1879,16674,4147,19338,53,815,29,0,10720,18,10199,19009
"g10",6394,3362,2421,8074,6434,5946,93,453,483,6701,1546,3122,2260,528,6162,2334,2059,1297,4350,893,123,1246,4295,821,2358,2625,153,3337,2027,518,991,14699,444,1907,2311,2942,4100,118,2713,2928
"g11",75822,17691,77871,36291,109023,19912,29748,29702,222168,42114,322,33430,158884,12504,76344,112708,58436,35841,62717,102522,28676,49293,27536,59278,208758,43591,43786,218237,105910,228570,103065,128249,46127,54059,49818,41318,111209,52272,89671,42454
"g12",1468615,341101,446778,1359550,442478,543156,638874,724446,623060,402168,972928,743153,559677,724101,929498,671648,1382494,789497,2229223,741300,468237,804698,456467,950907,977319,680837,650480,1418192,464749,1002950,1110310,982385,773104,630747,293811,243096,943458,512001,613842,468737
