"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",811,3064,3949,3545,1716,1246,877,786,925,1574,6344,6628,5492,7356,8470,11987,4283,7987,8185,3349
"g2",872463,572322,2201708,1294862,827385,1044787,2134075,1389994,2008069,287958,1671120,5917426,3578203,2440383,3591463,2837699,4066281,2130272,4600174,1657323
"g3",5834,2030,1130,1980,3860,1630,3160,2830,1991,3909,12599,1717,5044,4468,4088,5690,4322,5017,6927,5566
"g4",3478,23860,304,18025,6599,1847,170,9193,182,113,54,21159,9518,7095,0,43075,87535,45894,6,20420
"g5",201,562,215,511,532,61,717,1433,553,160,36,845,2622,58,2276,410,716,302,2713,1739
"g6",15949,25541,4085,13660,28646,21839,21241,23087,28008,16117,7010,29454,21311,28560,21369,42022,59480,8735,18894,18871
"g7",30954,49555,38283,65545,52119,32204,61660,30142,44521,27954,73466,50954,71125,28791,76782,95607,47373,60146,63150,52264
"g8",48417,42391,106272,41568,10614,45097,233726,138709,81782,106751,93958,24498,144144,35615,79894,59818,103352,136830,162243,130388
"g9",404,58,3465,1214,3213,9408,25312,65,18645,3989,0,7,65,37,1510,1954,24569,146,4842,2762
"g10",221,295,336,827,882,193,668,139,807,334,1230,1366,835,443,37,1227,205,20,91,263
"g11",17283,2980,3588,1954,4217,1399,11293,687,5656,4412,20396,3636,26662,11359,15464,6019,6089,9869,10530,5255
"g12",85755,76813,32213,121742,187095,27607,195184,75282,152860,32303,111437,208290,155977,79216,196209,224446,288987,169985,109582,141201
"g13",28605,119607,64401,56967,74841,119595,86249,53163,72600,34099,189621,166210,415554,91814,231815,150456,91322,167468,116241,99999
"g14",15856,8500,10286,3395,11057,5656,17876,2554,7708,16080,28838,6953,43008,41887,41456,19858,10710,10836,12809,27881
"g15",122744,403380,128218,195155,129979,188803,232318,65586,100011,125351,289366,305983,185669,79295,236200,202900,120342,246233,210844,101230
"g16",112178,128412,81989,125990,91846,65501,55933,43379,47466,71786,494794,177338,220809,84155,392514,292319,249593,333709,198205,327418
"g17",38743,6534,16238,16111,7268,36717,100207,17456,155869,105892,201705,41114,26697,164680,794295,50459,158748,221179,75574,68272
"g18",349279,129434,293441,105023,326365,380247,187670,268244,232997,115275,396627,296408,216121,242282,269781,490991,187500,355728,203499,124615
"g19",32812,16973,30772,31600,21767,21484,36294,8562,26964,25305,24308,23545,57977,31884,12967,63111,40411,29530,25587,36237
"g20",534,1329,219,1563,2692,3136,1998,351,1357,990,2618,3325,3870,2526,1288,2107,921,2370,2264,3158
"g21",15573,42249,13714,31930,29794,11417,27242,18935,22109,9411,53249,35819,58818,36186,29109,44782,37320,51653,41725,55084
"g22",87346,42796,42166,72315,50993,46547,32793,27976,55778,30544,117046,43814,54960,48587,34023,114838,94848,58566,60159,54661
"g23",20243,17062,11149,15916,66829,58351,44640,33520,13543,13451,7072,15018,75275,36669,42349,67328,43561,35658,37875,55207
"g24",276,2429,11808,1954,2781,4172,3782,1787,1353,2150,8293,8164,12250,287,8684,17446,14754,5710,24092,6107
"g25",128297,67412,65229,40407,45612,119267,55739,38172,71043,43428,200635,111536,201642,77686,198704,97187,145485,263123,101293,60554
"g26",10310,3455,3167,2932,15538,4589,4528,4167,8164,5311,29945,9931,26537,10906,2919,10628,11945,6913,22577,2139
"g27",61652,9780,47846,236868,5906,66758,67941,12915,164165,5360,516749,165161,532683,109580,220440,425740,485239,191493,141921,9853
"g28",24390,115061,73551,269213,87316,82897,221277,29420,21061,97828,519925,160907,235818,155954,307694,84865,115525,250185,69032,124288
"g29",3263,17604,42894,19302,18420,16173,13612,1998,39013,5896,8484,915,47432,16191,30479,164084,55511,29313,45570,69219
"g30",2070,918,2167,616,1038,1267,991,1546,1141,1161,4219,3435,5088,1186,4073,2139,1798,4311,4860,1876
"g31",111061,3022,4428,43254,111616,119256,495,247106,11280,120,1868,19980,2570,219066,43524,12716,49311,442,31066,40377
"g32",738,231,386,1371,12407,375,2958,171,110,1123,993,10176,1269,8,6185,5212,117,8170,832,24
"g33",331,1774,124,732,1285,1644,342,790,2070,371,4761,328,3032,568,3374,3800,1168,1656,997,2774
"g34",51803,116066,36271,81869,94679,80817,52433,96583,90778,59008,190145,224464,208480,143809,82432,226095,208149,162970,171727,104733
"g35",70645,314836,78097,85712,105032,95867,93990,137535,125944,53856,436113,177799,54087,339311,295246,94604,232468,143649,366772,143942
"g36",5020,16790,4073,7325,5845,3059,3594,1916,547,11012,35533,13938,9023,89,10745,1504,24879,4963,46642,12992
"g37",73479,11123,65953,27480,84023,13972,66112,53370,34056,60289,112637,150757,96190,132425,449778,93862,397540,167981,244819,131736
"g38",4606,519,15386,47730,9856,23582,120934,33160,7635,49514,35960,21858,261266,76753,42973,177040,124893,25933,113601,146109
"g39",40052,18919,13490,30832,9676,8853,29810,11731,15644,7109,74084,45300,127744,43308,53965,50161,28751,52508,83865,14162
"g40",190032,11426,14910,68471,49458,20531,111691,6805,27971,1859,56864,221898,27072,3471,315106,178337,189894,102634,84139,39884
"g41",85892,17083,35658,12478,53024,58254,19387,25164,16112,12860,183853,169450,84113,47106,297579,482987,91060,36440,32396,18494
"g42",7674,17570,3164,20792,6259,21305,11858,8220,14622,7352,46779,75660,36085,55578,26537,35208,4275,36289,36963,40098
"g43",35285,28547,50312,40458,33356,51697,21605,23968,34565,12298,44290,13372,22300,68370,53277,160358,14427,44673,29411,33083
"g44",310,140,469,118,294,7,1127,342,966,354,1383,2315,160,592,4443,444,2968,873,6050,2087
"g45",1044,2475,809,4194,2665,2704,2646,257,1404,324,1103,5065,2004,4499,6307,2770,1310,537,3717,1859
"g46",13458,2025,2797,11822,4167,1469,13664,2682,11211,333,2732,330,407,2039,5477,10846,12175,6259,3517,6211
"g47",456,139,302,1258,487,464,1055,507,309,318,542,992,912,321,314,183,645,759,1157,1486
"g48",19457,38936,31833,30449,30720,33719,48696,44636,51019,24054,96595,106974,166596,56040,84844,150181,56424,125297,108109,81836
"g49",7545,20656,26335,49591,36329,24979,28271,11798,53789,34604,71824,93679,167947,99099,151521,153306,195193,257354,269005,202306
"g50",12127,17377,12261,8523,26506,12059,5014,10120,3713,7398,12245,19618,17309,18677,5070,30773,10887,23251,24909,9369
"g51",102892,104663,48932,93862,62540,71884,91946,51441,44909,56425,558979,154081,508977,230364,258443,173378,268860,152510,167783,306569
"g52",11097,17362,26685,18873,21023,21976,32721,18637,32861,12455,86099,55789,67822,57721,97520,61910,88676,87063,74525,90061
"g53",2704,1950,25908,16,46287,27942,68489,24,723798,49573,186267,19805,83632,17788,16816,56678,172520,41148,77713,341854
"g54",640,5430,21,8,424,33,248,4758,11752,0,0,1039,38447,2905,0,91,27384,4049,1815,0
"g55",4662,1262,5560,3241,2808,14270,2538,1079,45,3146,110,2236,6830,3123,0,27216,3608,5209,434,544
"g56",39738,8674,2865,53668,35104,2421,4584,11059,36468,22575,16737,18356,59205,26356,2235,69050,100325,112556,71710,27410
"g57",11977,14214,35677,769,42268,4037,71232,15066,32130,9681,6277,57713,3793,4865,4837,40261,26949,17575,33520,2616
"g58",119952,81912,72155,140268,47874,44171,40654,22765,102616,18669,161199,116863,210079,83743,78984,414494,129904,168325,225732,66281
"g59",1417,20688,2654,1329,13780,26858,4407,5442,13533,6602,14807,3264,55634,5024,118048,50907,12828,6283,50639,20788
"g60",1551,1170,36,612,455,500,90,96,65,697,498,1498,6611,15,0,2526,380,398,2542,2610
"g61",23908,1154,2869,14292,5028,7337,39148,7534,6404,697,24268,4822,1012,5299,288391,16076,15234,6046,834,20995
"g62",111651,17067,9566,13515,48507,24248,3667,11210,81978,51070,33641,63256,86490,4821,68666,26347,13002,33970,36737,26765
"g63",41282,20018,44553,9929,56622,48336,34976,33077,24574,21976,70614,51225,46512,25186,32593,53878,53561,30878,38622,48479
"g64",70319,17330,4177,52700,2924,1469,15059,169,1969,169,42492,3236,8871,11,43530,15751,1538,7009,100487,18885
"g65",129225,71987,63706,185061,108634,79552,147314,175834,266456,32756,1246201,798120,309941,512232,290226,406506,181359,356935,394100,426167
"g66",39245,38621,49715,63850,31936,19456,54038,43815,67802,21660,169345,184979,190942,38711,193254,140242,210116,134828,116770,124256
"g67",60569,112360,39279,71171,90109,31922,94645,121587,98935,101060,267845,116771,153282,168563,99505,141487,109488,171609,184514,96984
"g68",139582,137867,121028,106376,97626,83087,94618,76660,112900,59826,145100,92977,216164,149315,152823,278373,191042,287575,160513,256068
"g69",30828,30813,18303,27318,27086,17237,29812,13978,21307,17670,43568,43924,46979,36166,74368,105051,31613,61432,87941,62600
"g70",109940,35622,103985,121563,64551,31385,131482,47849,56735,41729,111762,64030,127315,65029,94488,136613,136600,88557,86343,58856
"g71",61249,52183,72920,50005,25319,101741,70335,24555,84192,14324,53042,65052,67576,59310,92077,131071,175971,145287,75791,139732
"g72",11494,6641,15670,13688,2823,8145,4680,32559,12773,7237,8516,24333,32072,3376,11769,22234,25525,8326,13370,8718
"g73",331,220,1773,599,728,870,110,122,49,22,95,1506,1730,646,686,177,6,796,589,1434
"g74",2673,3012,310,4143,4206,576,1150,1907,1367,1300,5307,2611,8834,1727,13811,10463,2735,3079,8001,7709
"g75",23069,43121,45306,55955,32590,46475,26915,47202,69577,23704,121743,124356,115070,65465,208081,200403,125692,136949,67420,76452
"g76",42962,28596,49381,4151,23269,33957,53101,45006,62910,41179,137088,55020,77507,36209,102023,23007,11717,127785,83046,23812
"g77",218,509,1259,150,977,143,7663,268,224,4236,1332,7942,90,13445,1983,1235,956,586,20865,5211
"g78",230841,92996,82971,64890,103241,77523,72390,102295,100753,103206,213932,105658,134025,159072,144244,392020,161820,122735,108785,295776
"g79",75,346,0,5708,361,3276,4476,608,12424,1074,18877,3389,18429,10078,1833,8725,76,12496,12032,14811
"g80",39529,20096,25686,30353,41580,24325,25888,32444,18738,16885,52308,35896,53947,34093,27007,57252,75310,72304,41747,25292
"g81",18827,4638,4192,3738,11325,4588,3897,1983,4634,1738,24005,12678,24398,4105,7840,8402,6675,17938,4031,5081
"g82",144137,118284,106883,86525,136601,116280,137153,34170,169540,145905,283930,152596,206849,154761,311032,162652,134930,182443,355090,215464
"g83",61767,19872,43792,48352,71826,34054,46444,41285,28808,22903,76655,222291,29445,89091,97594,332563,167944,41865,25151,66178
"g84",2761,1356,1039,2941,1060,1103,1241,1191,1252,564,2367,1544,1864,1355,1463,1933,1249,1425,1242,1775
"g85",45471,8711,7455,51119,17942,36240,50027,33090,17488,18917,27760,56799,66030,48941,41991,57104,51734,86662,24486,47114
"g86",17718,18761,19957,15019,30970,19480,17932,16615,22831,22522,24421,16671,39456,20077,61185,32550,19554,36977,8581,28611
"g87",21390,33948,21821,29350,44328,28829,64124,9040,46170,22873,13875,39616,37164,54058,73954,42894,32650,48003,57664,31653
"g88",25848,20366,7797,20029,11520,11356,12540,6570,14413,8472,47760,36708,87129,65115,79185,36081,59851,83295,35971,54520
"g89",459527,105107,316938,488101,348704,84696,326680,203035,314302,632462,78340,224435,165502,125827,121580,207509,403011,362343,242971,96758
"g90",32995,23359,16466,29796,12268,21065,89700,28551,12171,48495,50464,42611,39263,22745,105995,52131,30005,68424,23088,61833
"g91",118422,77539,76037,79927,62527,136125,54752,46530,19949,27896,65145,49969,162525,41751,79745,82630,63190,133232,132524,74082
"g92",54637,158109,115655,69277,67071,30042,113108,23268,84054,23611,58506,139004,225131,93621,89861,156105,64572,105084,144307,67593
"g93",19676,30038,8193,28813,44037,16442,54981,13492,11158,18210,54480,9424,11165,20696,20663,5025,15224,3918,50887,48653
"g94",8943,17775,4018,12025,37996,9873,13495,5366,6487,9077,17272,17383,58028,12779,22515,24164,15479,51403,12574,7645
"g95",135580,85861,128753,133942,81883,94361,144295,78714,174225,76719,225586,291021,279447,96663,238346,256750,133781,160218,386599,256965
"g96",52847,47099,77159,117379,83557,61477,66149,74007,100478,49966,234825,231236,239494,262824,305217,161079,177108,133810,194066,368444
"g97",9931,18730,15040,10379,19078,9362,5411,7254,5027,7728,16504,12118,4065,16830,22221,28196,28840,5372,18805,33733
"g98",91038,7971,31118,55899,59577,58355,172245,116932,46339,2488,109051,253824,175550,132050,65916,506963,659747,596989,109752,33535
"g99",18733,25825,9398,34091,25112,45047,36326,23647,31992,26954,83235,77191,129696,35924,63793,119356,51741,62912,95798,62000
"g100",144642,123678,210790,97996,189601,113315,180140,170789,340635,103829,285723,107331,260433,157190,113464,370473,172679,189021,125141,126620
"g101",97599,47431,100527,133012,26125,40890,32932,49804,156825,49640,114086,72349,167617,44414,58597,260852,79058,96762,72635,171329
"g102",79414,267025,345684,810591,381262,316284,667698,512035,667297,53775,545801,630995,1200929,191837,515506,774883,690389,857173,1071334,365336
"g103",5093,8366,437,26261,5535,1186,3294,6787,11261,5741,3156,3775,4748,2319,2652,12237,24828,38049,28124,2323
"g104",55063,58957,4225,204720,272520,38259,25074,13871,111080,49319,160357,136947,217009,224952,84040,189117,148425,152259,237905,34297
"g105",791,4363,4720,5060,5394,5468,25333,10669,6118,233,6781,869,106883,6245,26578,15445,3623,17322,5252,27470
"g106",101433,145457,140971,105655,114778,23345,141310,70818,187816,59907,216885,149728,415907,318243,333092,231553,491173,225181,215839,195049
"g107",73,0,1199,2778,0,2495,10541,23185,469,11583,0,0,8666,0,72838,0,6297,0,0,26821
"g108",33421,12060,57969,35337,17669,31220,93744,11471,69233,23246,68053,26199,18374,64663,145179,93290,141816,113026,78309,50194
"g109",11688,9979,16940,8400,4649,16824,21349,13499,21166,6920,16090,18599,15610,21983,23567,21732,12436,17475,14318,12988
"g110",29304,40964,40155,26925,24214,17997,43229,22531,57216,19120,44723,50744,62811,27929,48804,36018,48331,49336,47782,37002
"g111",50484,42555,26750,37685,33561,31545,22642,46473,44932,17353,52160,38265,86442,36415,98634,87103,92438,84229,54467,68201
"g112",78614,35664,26276,64738,44856,26730,62220,24462,29058,12955,99726,50317,36457,52322,87663,59158,56417,71058,49700,22120
"g113",23110,3926,5676,32836,4479,3223,1132,2115,32061,4567,42218,4543,32865,6326,3610,18116,30679,4587,61421,4051
"g114",1148,3334,1700,1209,939,372,1835,1490,1780,939,2821,2994,991,665,4876,2230,2254,1116,1441,2471
"g115",140,499,70,247,121,162,759,329,621,168,580,461,2084,302,120,999,685,1107,167,665
"g116",1195,779,1453,690,1293,994,1133,1927,1729,423,2641,1464,3013,1066,508,2367,645,3526,3046,2039
"g117",516,72,633,38,541,556,676,41,1380,65,287,857,213,151,307,811,428,1516,824,235
"g118",1977,1469,1567,386,1752,1501,2393,634,1421,1806,983,462,1374,1162,1404,801,1005,915,1725,1914
"g119",2588,7342,5396,6182,8033,7830,14991,6876,10095,2475,2999,5561,15939,4794,12342,10583,10653,5364,13469,10266
"g120",2297,746,544,2309,3318,2948,4393,1381,1846,1696,1857,2648,3281,907,1334,4824,4324,1562,1762,1706
"g121",411,313,1580,3203,64,410,3429,129,990,711,9830,264,2650,733,5427,3758,3153,290,2300,5946
"g122",290,209,218,38,70,132,1150,27,816,0,12,19,0,51,16,3288,713,1583,293,204
"g123",461,631,839,93,4434,65,643,451,112,706,247,46,379,47,371,70,23,387,86,234
"g124",562,1734,327,255,708,338,733,534,99,580,3581,577,1103,455,1199,1528,576,999,330,906
"g125",1937,1661,1753,2962,1603,1051,1141,664,1471,867,2675,2394,2235,1768,1424,1887,4727,1507,2364,1919
"g126",3682,620,352,2594,1251,1799,252,595,3491,596,1069,1009,4044,2133,3043,594,2715,1787,3124,1030
"g127",350,1077,455,1485,628,273,1013,463,399,178,581,297,1862,748,915,1121,649,343,391,238
"g128",628,753,1137,630,57,869,168,577,222,1378,1788,3360,1054,3457,1082,6246,2755,1295,1603,1788
"g129",41,90,731,900,1052,1110,370,835,945,547,2528,671,443,464,213,1980,1326,655,388,1507
"g130",1074,1086,934,2965,1513,2076,1630,958,2176,539,2506,3161,2896,1046,1676,4771,1270,1933,2928,3583
"g131",577,1239,603,1244,442,841,204,552,739,625,2521,2593,4739,1197,2056,2527,2060,2064,2456,1845
"g132",419,467,260,56,1008,67,909,279,77,125,2036,948,377,401,291,983,11,447,1276,3313
"g133",802,129,769,162,219,841,700,492,649,746,495,814,186,136,302,291,1930,622,407,410
"g134",269,1249,773,139,473,689,225,70,635,394,1414,771,220,634,1176,1498,1441,1940,1975,1579
"g135",809,6149,3311,21461,528,4528,4102,3290,2207,2747,1368,4291,659,500,2285,10813,2009,0,749,7682
"g136",827,452,617,664,664,226,330,241,391,370,476,612,346,358,391,1344,530,1002,1185,340
"g137",446,701,1424,231,3805,1432,32,645,1117,1581,1091,1199,697,919,1565,336,1042,356,1336,730
"g138",408,294,887,631,26,306,179,33,273,129,664,500,142,515,773,1436,154,808,408,263
"g139",926,989,609,1341,1228,606,1225,499,2325,1513,7142,6149,5475,4355,7867,11521,9248,7599,6833,11963
"g140",1928,199,540,459,1832,599,952,548,344,299,3724,1816,1981,1462,4182,1725,3764,3411,173,4998
"g141",2864,3323,1756,4064,2195,1798,1500,1602,3014,948,2089,2312,3456,4738,9416,4675,3987,6382,5584,2118
"g142",3964,2040,1099,3108,5113,8341,3761,2395,13061,2217,9982,927,26595,26246,916,3113,2037,147,3368,11685
"g143",403,21,913,58,2094,149,660,36,361,1246,1849,1677,22,48,1575,144,44,314,869,2284
"g144",704,983,326,1542,502,460,404,408,718,349,682,1819,334,368,1261,1949,1925,971,1257,1935
"g145",365,528,436,1181,2465,310,647,1540,1218,1234,1628,982,2566,1025,1605,6054,872,1439,1468,3543
"g146",822,1185,813,6132,297,811,4806,2565,754,416,6793,2232,185,4288,10110,2086,7267,11629,1297,49
"g147",8157,2637,8385,3168,3442,1799,1996,1254,2024,444,12316,5470,7779,3617,8403,6762,18534,2505,2744,3759
"g148",560,2107,1587,1292,3723,338,1524,17,6029,115,1669,1193,2205,1243,594,1511,5754,7386,2321,45
"g149",224,506,377,152,333,0,1576,63,1227,9,1137,176,557,581,1093,366,60,1495,442,130
"g150",1054,2765,2262,1118,1382,1735,2792,1247,1887,1774,3220,4587,5860,547,912,966,3448,2736,10800,2173
"g151",1016,724,513,994,802,535,697,472,193,246,1545,745,2003,1262,2569,1430,1725,1489,940,1698
"g152",373,212,334,1117,476,343,342,537,400,255,1518,757,610,147,1265,1467,1343,316,1593,1101
"g153",292,160,223,391,752,260,616,405,753,242,796,1183,329,1506,759,339,661,2029,602,521
"g154",1761,3633,3982,1678,4139,2495,3745,845,2750,261,5192,1572,2767,2204,4892,4906,1409,11742,1610,2456
"g155",329,65,322,121,1201,300,278,748,1087,168,78,737,94,895,1023,181,915,908,1818,1068
"g156",867,919,1315,254,759,5549,3876,621,1735,789,4299,985,9213,4592,1645,2924,3635,3716,2600,1723
"g157",271,745,274,267,333,848,431,336,587,659,710,420,2413,91,847,322,2598,2224,448,1727
"g158",2247,110,306,580,582,156,1085,112,1122,388,526,1865,3460,765,2133,1578,956,726,382,3521
"g159",229,216,411,123,757,495,342,108,612,30,1705,495,1841,174,1492,616,786,2132,1304,1718
"g160",8117,8441,4429,4754,3983,6495,12637,1372,8527,6611,22339,18823,22090,3080,7171,16776,12877,2825,10867,8324
"g161",991,1113,343,1822,1006,76,1013,329,442,687,1678,192,1017,847,1249,2773,2118,3421,9722,9664
"g162",230,183,476,233,171,168,742,298,226,351,793,201,189,387,1358,678,901,496,127,683
"g163",1671,522,740,450,673,30,1243,622,601,298,450,724,6660,135,4742,4653,18,293,586,2553
"g164",946,1128,0,1391,1001,335,2875,222,700,714,1742,2636,2357,413,152,733,1248,308,3181,557
"g165",6001,6073,6828,1397,5147,5798,6281,2048,2549,1451,6003,3561,5346,2267,3703,3556,6156,3879,4133,4171
"g166",2553,3910,5693,6220,3294,3806,4573,2036,4383,2512,2645,3012,3855,3713,3764,14507,5159,5744,8417,3828
"g167",2702,2083,4924,2430,2815,2015,3171,2135,2401,1506,1831,1938,10350,7887,1818,3285,1279,782,5007,6873
