"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",26635,8986,28716,14801,9362,16467,9731,32819,17260,14457,12940,36132,14218,15609,12970,3477,11357,11583,4953,9222,20520,13599,15163,14079,9717,11702,24686,10851,12871,11774,24881,45263,6619,19519,8509,20980,2358,20630,22167,15544
"g2",2619890,21725713,4426194,29291415,17233895,12155526,7433559,14540675,13246712,21565790,14283631,24912673,12225322,7813136,8798979,6217832,13003366,13048797,7553709,2318957,10882126,6890370,5443715,9553345,5372384,5680768,5614337,11600350,15629384,6840630,8873975,4562653,8139993,8874974,9220869,6978064,5978490,5568408,19818835,10696756
"g3",7736,29421,8830,52469,32245,64566,6668,81849,24239,77165,8425,6884,26858,32161,66317,16426,2303,15817,19177,8444,63727,11508,33161,6935,39264,7985,14625,37862,23905,16416,10557,27615,70298,78011,31990,17224,25799,17359,11439,64582
"g4",104746,97764,395916,36926,206289,172210,139777,220192,13247,42881,2839,22611,1987,1543,51697,21550,777,15060,140399,7623,17167,54173,8212,9305,231866,43280,174129,847,571369,3833,312799,301868,26080,6859,114292,1676,479227,106044,56486,210374
"g5",4729,2173,1125,2722,629,5094,3177,3916,2059,2356,2086,9193,4594,2629,762,3772,5327,4467,3520,23471,5403,14239,57834,2054,1937,8036,9281,12350,69902,12920,1893,21282,15674,47049,111546,6460,5740,22993,97852,8566
"g6",243088,520436,158058,274873,235802,114382,182670,246338,491297,247721,116327,237840,182312,197215,150901,354240,136716,22965,67565,250967,85544,113392,301257,114902,67955,35769,103620,73095,279561,143361,341517,129975,176079,257122,150914,154943,25172,146692,310290,47039
"g7",363217,874096,589838,457217,400806,348759,421611,410149,296765,559201,536331,353791,535054,664540,338921,337202,470727,250841,453240,218208,310638,119067,325510,320658,348368,441362,311267,314145,479000,433979,237590,710975,462415,456851,603530,397710,255484,250674,373298,340501
"g8",115587,618541,188856,572013,274763,704799,1777905,1754718,470284,307686,1181073,851175,427805,2308424,1606433,1226933,390619,931840,637723,757186,802997,447426,2340417,254414,411247,557257,504558,120817,316496,446828,1248634,785489,675496,1231953,438010,213132,588908,358459,972067,1646939
"g9",126868,1152,3912,126351,0,4878,486,21691,5263,2568,1208,1291,53305,960,8368,58095,29,11968,2581,126,7650,36604,5843,209287,158839,58,238866,7,465,1585,1718,138770,432,6,9,570,17,149925,48249,653
"g10",5873,2754,1011,7292,6820,2588,5577,4732,8929,903,458,7424,3148,5873,423,3102,3241,2368,0,1231,339,3440,7023,306,945,357,660,1664,9654,4550,4893,238,2958,1333,7672,3801,602,2876,7972,6700
"g11",83592,78357,11785,115182,20128,73830,44915,57661,22714,4099,70369,90987,50915,55694,32156,43635,139369,41064,2086,30702,56694,1443,1886,111644,15452,112567,78139,114869,59390,28860,78728,118463,48537,20225,82951,13436,93315,19646,58607,17721
"g12",910744,809376,762329,1072795,914892,698329,779351,1799277,1524736,959420,948796,1336974,945058,1041987,1199076,909187,683931,419032,538112,850214,629584,477706,1663697,381914,611896,412371,656506,558733,1106747,350695,276455,457903,704213,413273,657023,540229,638794,483283,990208,421873
"g13",772768,867822,618188,1087941,770583,553405,440391,943242,1093855,491856,1005859,675618,765832,574800,839764,503799,372600,646951,618744,665656,1419766,588286,1559935,1259015,1914271,1588040,736476,887629,690164,1021589,539837,331581,2154264,1842880,1327532,1139422,861575,1327414,589844,1015744
"g14",47316,27525,62282,78707,44233,86921,101524,78791,100748,238655,64014,82659,101633,52615,107307,101350,39550,82578,171302,118282,295526,45082,84496,51305,26460,48236,124939,123592,75334,85218,121714,105604,107616,101796,92337,110348,97764,11861,152347,116817
