"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",2741,492,156,690,1228,536,923,676,693,111,4763,7872,1886,1287,4464,926,2718,6141,7696,2366
"g2",1317780,388509,130562,378300,662834,595989,194414,287624,643008,891449,857912,345699,1093151,127409,3122420,501506,1983572,1009591,1635697,1587892
"g3",737,920,541,508,319,1046,2390,1441,2373,886,2100,1483,2060,1285,2569,1567,1768,2440,3206,6091
"g4",10,870,148,428,39,1222,12517,1614,810,3007,7182,2034,3808,1573,14579,2405,23,8143,2690,15758
"g5",443,103,44,487,209,36,27,235,109,91,77,670,159,48,300,337,914,745,308,1058
"g6",6640,14441,8336,6118,11331,2515,7199,18333,17914,4991,6616,13471,10045,5670,36097,5314,36370,8167,24027,12862
"g7",17159,9624,16592,18964,14836,15205,27841,14072,21098,12112,41172,70277,23528,34887,68288,34914,65188,55254,87610,49175
"g8",93197,53446,3316,15344,86355,8695,73357,15636,65665,85678,16156,16225,80844,49313,97408,60368,23450,37358,78137,100827
"g9",95,11,471,84,7,2796,4717,1589,5140,321,619,48,126,144,7030,4441,1663,10210,6911,173
"g10",335,30,18,110,46,28,8,114,110,266,26,246,144,6,445,732,125,113,86,25
"g11",9261,1640,1529,474,1383,3661,2113,2081,1331,2823,17356,2978,397,3961,10311,11643,447,11313,8244,2774
"g12",32677,20571,18721,22918,42931,9747,64969,29967,99049,37434,53685,62491,23334,58994,70497,47351,69532,35052,42101,58033
"g13",30751,12045,8339,11498,54339,29578,42613,35396,18703,71010,40243,57286,34461,23482,86671,22924,67067,45557,53445,64018
"g14",3048,2149,4812,5477,5459,2191,8405,829,3609,1743,37085,24076,11957,1863,61951,25070,14640,41418,18574,35951
"g15",71206,33991,16632,53604,33917,43646,137936,59153,65789,77895,135923,52725,54143,38555,221574,73511,47448,163479,102575,130713
"g16",45904,7174,26869,24049,44453,8477,36913,21967,29471,82863,59160,99803,91188,40635,69859,65750,100638,45443,105258,73037
"g17",1793,33384,281,3482,1103,6731,50658,18294,13008,36418,5065,40540,341,5622,177450,38745,2847,3164,62007,86141
"g18",141736,69390,43844,23474,63737,33956,58896,119592,73161,163867,105227,96085,149865,68207,162398,139805,272335,191303,70476,176461
"g19",10841,6538,5525,10751,9916,5946,25487,6665,5848,7903,39662,31275,34382,16511,30488,58941,21766,25633,31068,39613
"g20",116,475,474,564,251,315,908,244,262,423,1124,747,112,1429,1633,721,1057,1129,584,705
"g21",5631,3087,8168,5193,13264,11772,11631,7525,6510,12954,26649,34860,39948,10524,45087,35937,40530,48160,82170,16642
"g22",18060,22952,5938,17979,13355,9325,15930,9697,18936,12666,20853,60216,30776,31773,27085,37174,63986,41165,56473,44163
"g23",7332,9479,3909,3901,10706,7747,11543,8959,11652,22243,50501,67200,37350,39099,13909,76438,24428,75626,40801,98700
"g24",3574,332,1072,348,1234,1079,1265,1693,1313,235,1252,4140,2340,12156,8441,4497,20002,5055,3944,13825
