"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",3032,1190,2228,704,508,1360,1367,1351,1708,1242,1993,3582,9123,9785,3068,685,4155,10480,1683,4077
"g2",1561669,1397247,1979927,1891071,1051610,197922,2298056,1078616,1155234,1013750,3839395,1853933,2905754,1704301,5617529,830214,3731829,2743332,2598540,1807141
"g3",2047,3612,2176,3485,1318,3476,3308,3325,1691,2108,2778,2580,1023,4580,2206,651,3249,3246,1138,1378
"g4",49233,0,2236,2782,1872,22379,2201,32072,14287,24148,135840,3208,37414,186537,1374,30569,16357,8086,2785,2007
"g5",132,1012,483,283,150,97,1742,1378,87,85,1270,141,110,392,1054,767,857,994,217,541
"g6",19928,5724,53403,32194,8622,1980,9748,1950,13371,5341,49182,11802,51631,17000,18399,47294,40836,90260,11919,27434
"g7",44867,42029,38430,30111,32425,16561,69122,35107,38331,51994,81105,137273,58747,134393,102301,60362,172199,68908,90695,71580
"g8",104335,114422,89153,152952,123965,32451,144022,68267,73736,77210,263211,74999,137650,456776,72931,12423,24071,49276,71459,205289
"g9",15491,12116,0,15,16101,931,3266,250,395,27,10,33,759,17002,5255,0,72,262,25833,1834
"g10",749,170,133,289,83,313,633,242,7,61,602,692,1077,429,336,438,473,1055,491,1267
"g11",2826,17177,3609,2992,4399,3802,16705,11365,2915,2756,19543,13773,7963,1620,35567,5838,29321,40772,30420,11861
"g12",119121,58454,123796,76110,109603,47141,86585,75485,28930,76782,205421,53464,120296,157091,72005,84731,52832,225002,50316,59736
"g13",43382,50430,129299,62663,58406,41350,77308,42989,61677,53275,50984,169946,163871,122075,123505,172566,100335,197790,89309,79152
"g14",5449,6698,3349,3416,6554,20714,7188,21811,9834,5737,10276,12449,18560,7732,35545,9547,3811,4770,10313,10802
"g15",155089,90233,126250,134354,71621,210356,60622,123650,125628,76362,145733,310939,525272,234243,698965,124559,494023,218106,256409,272047
"g16",71111,41055,115857,43402,87069,57466,182005,44465,119538,91752,175242,133723,134282,104448,144757,32440,74583,164646,101830,96522
"g17",91460,36994,174918,23527,69191,91758,64069,28525,25760,13113,667477,328714,162564,135518,28960,54722,41760,104203,223029,493405
"g18",412577,180858,159781,368529,219779,193281,73376,218809,114470,179949,635281,1264675,1200249,1522838,732403,187382,1184406,785748,835771,349537
"g19",19039,27306,14644,16756,19462,38847,26928,22621,28345,17398,96918,53080,48750,62731,38622,41940,68601,60339,47920,66145
"g20",5202,792,1382,1718,572,985,3265,2623,1170,336,3066,2990,2394,4156,1374,1403,3411,3873,3324,2628
"g21",18648,33778,27885,13943,31777,21246,26729,11857,28019,33470,113371,134481,76536,184972,168257,74772,84960,64159,100459,73775
"g22",75197,68798,48256,34766,37856,64519,41460,55655,83397,36338,153751,158763,166173,241892,166356,58631,141006,156063,124112,163993
"g23",12237,18184,33129,43386,10956,9855,75464,23403,12330,41240,116116,69484,26888,33806,16488,19656,249965,55485,27901,27248
"g24",4901,5866,2938,548,2039,4185,2121,656,4766,114,1875,11818,2145,5782,2894,13066,1393,36640,1606,2377
"g25",58218,36481,80526,47968,61565,48407,125610,42170,91370,67873,97904,212512,119517,174999,99107,66569,87595,54198,98967,38460
"g26",11641,5144,18891,5865,2022,5669,6884,1310,5285,7218,21358,28093,11274,86177,3928,18260,10252,23417,13366,39289
"g27",71958,25718,170848,48672,71394,81414,7100,127571,29228,13940,495600,209597,246901,89880,31377,67982,152216,80142,119981,55107
"g28",21415,56425,33165,125007,254593,132071,209138,251899,45879,44243,184166,199241,369622,22763,60347,199541,135014,202327,89409,270321
"g29",19818,3153,26911,20502,18340,22389,26692,3147,4912,11479,5635,11331,28507,22395,18192,34750,5495,35889,5557,7224
"g30",332,311,2196,1641,835,2196,1701,2854,483,1474,3528,2651,5346,2142,982,228,1826,2884,5286,2057
