"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",6061,2975,2739,2091,1896,944,2428,862,2340,2046,793,1266,203,1260,752,2107,1225,895,1220,3340,8010,3705,1518,3547,4826,7592,4679,8782,8383,4378,3292,9165,2512,5780,6582,2906,4988,6338,5562,3457
"g2",1220418,1168821,2419660,1057036,1300086,663340,1821272,1268076,1447122,1800915,885207,774190,1093487,728189,588021,633633,444756,946247,719605,1081311,1424039,2971972,1255230,1412695,823937,1153571,1946239,1552289,2320403,2728575,720017,2067900,315466,3873992,1187951,591363,2172748,2232285,3240319,931205
"g3",8064,1472,1453,2945,3540,3605,1083,4169,2335,4844,3979,2523,3506,996,1549,4144,1553,1581,2067,1482,1901,540,2418,1539,8035,2657,8751,4817,4570,1036,3724,5104,7056,1932,4095,1697,4036,6727,10544,1108
"g4",3184,237,5373,30,13192,2216,65613,4924,1373,107,9,4866,77,1388,2559,12892,2833,33503,6,2565,33737,6285,585,2078,14022,263,51826,2825,6443,1919,561,5256,7,41734,2443,872,33105,11447,10848,667
"g5",91,630,695,422,137,30,357,77,391,33,461,511,535,203,401,2033,215,113,659,82,161,790,97,246,927,241,1767,1190,309,125,572,1954,89,2585,469,290,770,384,1781,324
"g6",35691,38347,45035,30955,33504,32567,63094,33736,16120,43992,33674,12673,7583,29355,39593,9659,38219,18768,4896,40685,81453,321506,25558,13571,171224,205772,54518,61737,139975,74779,52600,115432,55946,33021,150014,33983,72971,58463,259304,22392
"g7",39972,32290,55175,40501,37255,53827,50666,39785,59603,39183,51338,24222,42387,17701,38166,35933,34160,38763,35873,43873,167571,103684,136325,81233,121619,137209,187771,102576,119676,48359,67570,220431,79406,114285,71561,73362,89981,207070,187995,55251
"g8",72564,105416,173805,231078,222287,55062,55822,41623,115426,35443,40902,113212,18354,30160,129859,26895,157741,62542,15541,116296,238889,557759,92187,93808,203093,32411,58364,64651,136547,131463,31970,244992,185109,104070,127927,115696,128228,58047,267507,199913
"g9",0,136,4208,1078,4461,1756,8008,6340,6316,4919,13706,59,2696,7462,2222,30,6132,27,0,18,10,19266,1770,70,837,45,488,1274,12,8,2159,0,12178,896,14642,28,43714,60,261,205
"g10",117,654,173,621,470,282,197,102,45,34,543,60,103,141,291,362,1729,414,579,534,2209,864,1220,168,2461,1959,1050,50,845,175,435,50,903,890,4478,702,394,98,639,370
"g11",2082,1504,6704,9713,7026,5752,2059,10532,1606,1547,1395,98,7713,7038,13274,2379,2393,4667,1949,1991,24352,14605,5432,13911,3651,4325,10623,1672,8620,6631,1108,9777,474,39932,5426,6398,10656,15500,9683,2102
"g12",121718,110858,102258,38667,133469,74028,146641,65800,125894,127618,78029,26896,73992,30311,138460,61844,157710,64294,66862,94628,150802,88892,98353,41094,179435,48561,179799,130445,165844,95832,129140,222395,171082,117694,46155,59850,78352,256531,102099,123341
"g13",46106,89966,110744,32763,114081,34102,120136,89098,115723,69413,114958,25834,39927,36321,76519,53532,69075,85501,50838,65940,315806,151231,291872,218632,194507,186140,187659,197466,148651,116638,227118,148202,190229,246377,223268,98516,85742,217425,319467,95808
"g14",4486,16755,18465,33337,3729,7202,12804,5593,5249,3093,15837,11124,6144,4735,10376,8919,13593,12893,6378,14501,19230,12504,32247,13482,3774,7966,1370,8225,21809,6195,6482,10239,18798,26300,9642,6489,3718,38102,7978,9072
"g15",307213,166448,324666,122690,340904,54835,201009,204462,135663,129114,250181,45810,84189,69808,100234,101831,129975,106639,48411,109496,195996,343775,542116,68232,579753,203102,242244,341706,163601,138388,106576,245780,184313,215160,274014,375150,178037,215505,329744,77061
"g16",54461,29756,46184,44017,68324,25510,78751,67790,96756,63320,88075,78085,39498,37558,124978,35870,78471,116590,47556,46010,113574,80322,77413,123965,102098,103915,64524,144702,196210,76904,89748,55527,55370,73396,105491,107707,63367,170039,138515,77703
"g17",2171,20736,127991,26300,2402,17681,151986,8888,49025,60640,97554,44001,6285,37480,63967,68230,5230,60538,32330,3563,133487,523719,100285,51345,20816,454487,26103,167459,65545,69132,62,280250,2324,6790,8394,139644,57628,532068,77281,379505
"g18",214113,74390,170542,256982,205269,90880,107980,161097,357424,389535,89693,132134,77959,150615,327892,60917,108825,109512,202650,229073,711538,418093,188313,283144,177529,331034,688899,521770,272962,330906,314555,444676,337997,186866,528327,162874,316327,142376,197512,186443
"g19",32046,11971,19018,14359,25270,31830,45060,9066,15552,37275,21371,26451,15680,9582,17001,8461,21967,27366,28141,32981,92871,81047,53091,60332,40141,75138,57637,49665,42898,90021,29059,86880,24719,79933,42304,42187,63108,61546,64858,49066
"g20",565,2311,199,1624,2699,839,1921,424,1200,906,2112,1206,472,1747,541,484,2126,3096,732,2149,1046,2194,684,3619,4716,2041,1773,2793,4794,2260,646,4712,928,1237,1171,4659,3285,1850,3706,926
"g21",19123,21844,32587,18819,43289,18335,21744,20615,44924,33743,28347,16874,13575,18664,27300,8481,24541,27498,16848,17426,24202,35975,25098,21050,29748,41603,54564,29367,44687,25618,20997,58455,25296,18047,17598,18949,31185,44430,44613,34385
"g22",77850,87198,69930,42927,62811,33528,62771,31292,37816,57925,39421,25147,28824,23883,68192,30257,38298,53659,28645,34550,268994,232330,141323,122749,92688,137924,113748,120816,117372,136053,201449,150864,125076,153912,138117,127276,87597,207109,292573,102524
"g23",22545,30166,41008,29760,27384,28458,31327,28143,85349,25991,17932,13182,9216,13476,38447,24710,32246,12137,16189,23042,29925,30515,37712,19423,39347,29830,51722,21367,56713,28077,21731,80151,48234,76134,32391,37001,7984,77647,33475,29972
"g24",5443,2958,4914,5194,9698,1824,1908,8131,18536,10519,3784,791,547,4963,2114,2728,1978,1444,737,3157,3394,11085,12115,1816,3499,6277,29260,2910,3523,5089,2332,642,5651,18925,184,9401,1526,9999,10325,3346
"g25",44828,93282,63031,120270,73585,74601,59608,42043,87201,67775,77202,35457,51557,51254,91171,49610,41967,73428,46046,58741,172397,144607,94564,84602,142955,182951,120962,136819,157819,98255,83521,310934,74523,181163,113611,66029,106903,107505,214686,143813
"g26",12336,15043,8634,5706,9089,3359,5803,870,8308,8350,2002,3232,1863,3500,23013,1886,9519,5446,13469,3539,7860,24252,29640,40444,37338,15568,40086,16983,41322,21471,59980,29480,4878,16441,27995,41028,56964,14957,85249,19774
"g27",42049,32218,78631,28045,33640,256658,64337,144163,27948,80264,47944,31140,40556,2839,233204,28009,308654,108230,15539,120826,277279,84582,428323,137703,160600,323210,335627,127513,114976,146250,157711,33884,68519,51157,65338,71911,145977,114834,67601,33454
"g28",314755,174320,127214,123483,54468,22936,104813,57230,211770,263307,69179,97383,115851,56450,86654,29020,76637,91342,77655,56125,381957,503123,136753,776618,534978,337957,379962,491598,830527,24411,743126,363003,246332,383748,103529,164505,331872,151831,708105,407599
"g29",27285,18742,60785,6119,6718,7192,12086,305,15716,23115,11654,5392,5876,5056,7914,39481,14923,19708,29023,5502,874,76764,32661,4708,16152,35372,26059,55131,21763,180297,5088,30789,29294,9587,26065,41743,71915,49626,10206,16720
"g30",1510,779,4483,1159,1022,738,2368,1438,778,1305,746,475,1862,949,476,434,1889,1487,602,1144,17653,5055,5151,3437,2859,3922,7830,9614,3185,5723,9145,5718,5333,5721,2486,3455,9024,6076,15960,6015
"g31",830,77714,29536,18621,32527,1236,28540,38010,9728,274,8493,14,838,28735,11964,180925,65002,7807,3922,68077,6151,156,41475,15764,9662,18298,653,929,25391,4792,15974,10670,2171,24811,42137,5460,3124,119729,115063,1950
"g32",0,4705,1249,166,11311,58,339,2097,0,260,3553,10,10025,132,1027,43200,12999,2021,13,1100,10269,69591,35531,121325,1923,195885,9990,10392,11757,29845,1347,75,53511,44362,3285,7,40191,3429,675,1597
"g33",3499,1183,741,163,3121,803,861,1640,80,1899,1328,971,2074,698,717,193,1352,1703,517,737,2952,3423,10479,1768,4618,5522,4178,839,4980,10798,1267,7606,3178,5112,1876,989,1338,2065,11664,3462
"g34",60897,56447,71158,50143,89864,115636,41966,58486,113945,90191,126111,55137,23552,48358,68605,117396,111572,141873,92432,121491,189778,163454,390474,99767,162160,140460,190753,198732,192274,263726,197097,259062,162527,187009,200260,289508,186092,143876,331057,285010
"g35",147506,231284,130013,141788,250020,23380,156756,100732,211072,239408,45218,93353,68478,66633,231862,126061,415220,102486,36449,76826,304685,136520,196316,156512,270527,1030924,323284,390547,22059,205002,211317,204221,360268,1419481,125465,134678,193746,98439,459352,95563
"g36",17577,4317,4840,7964,7730,2486,3453,18586,2389,204,17901,621,14220,1645,3475,31,22427,4418,3243,15620,17185,2504,5898,1783,29572,3896,1151,15818,7477,5667,1670,36334,8379,12041,7258,22963,1786,3830,25012,3973
