"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",1969,951,1478,2858,3146,2467,1638,3838,4030,1434,568,1140,1362,2159,1242,3009,2056,1554,2778,2362,1956,7321,6758,1898,2882,4050,2121,2063,1089,4091,2189,1089,3625,2020,1495,2447,1837,3107,1642,3457
"g2",342889,1280220,677607,348638,2387944,839942,628035,1099611,526642,1234104,2555653,1281458,1332735,2509832,1114691,1120139,1901218,1901651,816212,716575,2053805,4358298,7885979,3000819,5816783,5893811,9242996,585207,5077871,1779828,4633669,5116547,3097754,4612967,4799758,4454828,3576730,8445576,4158735,3464534
"g3",993,6095,3733,1738,2561,2642,4680,2706,148,398,1938,6991,1429,1423,4084,1358,2636,1830,4789,809,3257,5851,3927,3242,1412,3456,795,9111,1209,3437,5285,1853,3643,4921,2459,7402,3008,2491,1406,4540
"g4",7481,2254,82156,541,27,1027,1373,3528,120,62,7657,2741,15378,725,9024,24698,656,11552,898,1525,16045,9848,11779,39,17407,136,3392,649,44183,22194,482,3088,4144,318,13559,27594,7920,140891,2142,56791
"g5",153,31,351,1013,361,408,93,195,166,527,372,780,153,753,676,837,61,465,390,889,154,41,96,1674,1303,1158,426,233,19,4413,1376,417,473,928,1755,540,88,424,380,1223
"g6",19141,13550,20701,22170,6697,5621,16458,22358,3383,18801,37138,41856,17919,12453,45438,7671,25680,30217,8084,8854,28288,57095,8128,32151,29201,13804,39903,64311,52537,15252,47602,27242,30807,42229,45523,18114,27946,27148,53006,104621
"g7",19655,28500,57535,68078,36019,53126,41466,19494,24301,62994,55055,62611,38835,54368,43996,57036,84410,53720,27926,48246,74879,100454,40718,39621,31673,82632,38102,78004,47859,41840,80219,35101,80753,85573,32527,63798,42191,37756,24303,67998
"g8",51800,49600,59203,73229,22039,162960,155644,78453,52716,31850,88862,89974,253113,113541,245704,110791,37239,77111,13681,79330,40615,188005,150018,15355,112755,249651,333685,196040,89256,97065,221935,48065,281158,52454,216780,57775,185483,68617,114050,276194
"g9",1832,59,5735,0,26,0,537,53,6146,11233,8051,672,370,579,130,111,1460,46,18580,3334,23368,1370,14,6977,23,1333,201,8701,183,4759,3547,725,127,841,3998,31,3171,1672,0,18403
"g10",29,130,287,151,90,876,84,301,101,108,185,60,142,198,298,458,205,675,164,230,0,902,738,961,8,126,342,584,498,6,792,136,411,418,859,489,84,110,116,10
"g11",12934,10218,7524,1481,5289,9733,3607,8951,966,7948,3326,6229,14351,3498,6950,5758,11557,2027,1748,3458,2983,27522,1308,3156,6124,6452,3051,25350,4963,1481,2199,3755,19981,453,1573,20042,4272,3011,13129,9428
"g12",67866,32177,116848,123785,122732,102015,217611,39225,52307,115707,94640,61657,62030,155316,169231,82597,106633,55591,62291,46076,88320,33975,79278,212843,119522,149712,146915,299517,86960,115716,108973,115762,264919,207748,49894,176156,93949,81533,80097,109129
"g13",41780,67470,103368,115639,44769,70847,111705,50499,54385,85049,46840,91393,41681,120811,126008,86244,89981,59461,56532,81759,168173,120612,67504,272496,82187,145768,149851,131086,111540,120729,154589,167477,140042,110517,110284,58314,71276,114400,113925,163879
"g14",7528,14642,12457,18598,11423,4928,17161,9711,3949,4542,20181,3343,8510,14067,10279,14146,18864,19516,5317,6120,8050,9712,18294,15067,16552,15401,34911,14398,16299,7545,46562,31187,20717,9742,10009,49325,9614,17628,24614,6544
"g15",138625,88622,99243,125340,173655,153144,172934,139691,72487,93640,119747,291536,236326,87013,120105,150878,48416,177554,215767,114129,217621,328981,164508,176956,180612,126883,286148,180778,185179,274224,216248,267551,246704,459502,146501,156463,161169,228452,339581,222595
"g16",75458,58030,81779,87033,50413,53145,63262,65469,61819,80471,45754,183820,85599,46697,57459,61657,88611,67437,46336,53351,187061,200697,138925,370072,154357,167552,225684,327478,163571,326914,205641,148572,452591,233080,125248,349798,243937,262101,116305,302001
"g17",7301,79177,33788,4152,3283,50106,8963,85190,34354,26007,15984,144,46379,11530,99571,26153,22393,6276,57124,35469,3116,38865,131,152432,89769,7324,54516,4052,168540,15257,193892,204156,29844,215105,277052,1062769,72359,259472,133,548121
"g18",153106,81003,226503,71527,186243,321231,95910,160434,139953,133090,196064,145780,148427,459244,279990,199133,327242,188201,298950,80198,1524116,248455,207232,1021136,300636,609817,484466,1478104,223965,860439,692711,447927,394941,642541,389733,520696,272821,722905,943810,850153
"g19",24015,16122,38417,25173,19732,14622,37813,21681,19875,10527,21256,26822,17987,19121,18982,33483,17597,43157,42058,16171,40003,103083,93636,221910,78420,157545,118199,45429,78760,152679,74150,75753,75776,123766,46528,41926,45664,119949,41622,97023
"g20",418,530,2441,2820,2465,1675,1197,548,1252,2490,387,745,703,600,1184,2768,1395,2742,389,933,1172,4461,443,705,892,225,1173,1557,1248,2890,705,5816,3256,2273,52,1744,935,3120,1128,2775
"g21",23461,17765,26479,33361,19840,36573,11184,18203,10835,33973,9098,26969,12359,21829,37068,23136,17590,18912,20989,9825,27593,50907,29869,78868,22852,41745,20214,16959,28071,45563,24099,32354,67248,40736,29595,30226,15531,26316,30721,34509
"g22",28734,70805,68173,40544,23255,62406,54967,27389,45001,28686,47947,82832,50133,66621,55901,39999,40734,56986,32985,51284,113768,59659,98180,144657,122049,262302,114303,145405,90579,289760,177741,75891,122978,224171,100426,227404,142568,124733,60677,150525
"g23",31000,29212,56922,23977,51186,19295,15739,37797,25604,33237,18828,27150,15398,23938,35853,60585,60992,21982,37660,15956,58195,140494,130151,136077,44685,55560,94154,117413,49932,319675,67883,109623,64832,84033,41670,64195,34710,131525,24365,106710
"g24",1775,2639,722,1295,3472,1276,417,4046,1958,731,725,14555,751,453,4439,7652,3529,1794,6128,1846,168,2857,3273,254,4598,589,2626,1030,13827,3966,928,1045,1233,8155,6708,510,4148,6426,1960,400
"g25",31504,30228,88778,67324,24198,18662,80082,74205,40285,40771,12313,57520,66009,63321,62266,56150,80639,49775,34420,67340,344292,529138,168690,460555,99242,413175,119751,287949,98447,215016,260638,161752,398436,274605,219061,470080,72344,307747,324412,213467
"g26",6804,3766,4898,9722,5264,15577,1995,7219,9125,22252,819,3184,1477,5861,3954,5599,11034,2777,3112,2624,7891,68754,2492,14047,9403,12174,20193,5667,28416,28843,18187,11470,2031,78918,19157,10667,7302,55925,28495,36288
"g27",29603,23336,34294,103551,177513,45373,46162,15692,25215,58247,13725,149345,94910,67396,9996,69652,92234,6671,38379,109042,54485,421570,77643,216580,77717,155423,147118,597632,82035,46524,69119,27869,97816,214068,109675,123489,59076,137420,148088,706490
