"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",1903,1818,3387,525,1564,906,350,2931,2177,1143,3873,1687,5852,4949,2508,2069,374,2641,1558,3357
"g2",1265591,618780,1249421,835206,3781907,904488,3032731,2618128,1659502,1172236,2967165,2073148,10113230,6133284,1608735,4183421,3875511,2502228,2667317,2410347
"g3",1278,1649,3893,4141,936,2939,1975,2350,1814,2160,5639,5682,8063,12667,5639,4718,5711,1733,2129,6636
"g4",27445,16543,341,301,27554,3132,2157,307,67,17,43194,0,102,9070,26186,180,88206,28583,18,60011
"g5",268,172,428,239,659,245,289,304,173,237,810,3697,1069,1191,464,801,8333,1852,5328,803
"g6",9767,20245,32486,22886,32047,22126,4336,14450,8437,46921,27586,9778,100092,61434,18952,12236,53825,28821,39094,64764
"g7",35761,101756,26916,39242,50489,37403,25647,25760,55953,34968,258372,53033,152895,239185,135441,153864,96686,110701,105605,182651
"g8",120054,158841,103147,30360,164418,93174,59432,150428,95859,97705,151588,77317,150553,159191,320219,97540,89700,162230,159311,90302
"g9",8154,2001,416,2277,71,0,38,18866,2043,56826,569,296,11924,6495,705,10367,2652,0,12565,9092
"g10",476,328,254,189,93,40,104,408,168,209,566,324,169,663,6,102,54,116,459,315
"g11",4452,16063,8608,4414,10582,26531,3370,571,6341,4210,13143,29067,21854,18914,9162,49881,32622,12227,18616,86338
"g12",96230,91926,60723,97418,62890,88616,70520,56621,49926,145996,251221,153010,189061,223499,128954,103328,141019,91805,151409,235585
"g13",57602,125573,49456,124509,36434,38025,81093,72038,43251,61655,142055,75567,90368,110520,70196,232979,114294,54594,65877,184462
"g14",2514,9802,8116,8249,10483,5536,2616,17070,9982,10756,57012,12980,24623,23999,16712,29962,40971,15735,22320,9925
"g15",84441,93140,163373,78477,184095,68315,70741,101181,119205,84940,379345,92954,425932,1086653,136894,264193,303110,264167,155984,319954
"g16",69652,109377,73833,93693,57137,47507,61621,115206,41614,55644,151514,68142,62132,114106,87183,159231,111941,102777,57157,49224
"g17",4299,4518,36949,38725,744,178136,124,72287,62053,1810,39257,47277,9811,7694,23925,13520,24301,18581,195581,206762
"g18",153997,253048,130986,124113,92620,164168,39207,202291,164072,344531,632320,228467,635462,925115,259225,432684,704340,327718,219270,818552
"g19",38913,16448,33687,20719,33021,30658,21893,18054,40381,21797,57714,39414,107134,58155,45294,69348,41734,99917,73846,69668
