"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",7944,11625,11200,10891,27474,8328,10862,15029,21736,14436,8373,31627,10897,10921,18628,10250,14086,22546,16444,14700,23158,18503,39002,30128,19507,27110,21290,26243,36529,69470,32767,55252,40611,13444,48324,64006,10152,16483,41701,40199
"g2",9919874,10117732,12533686,3835792,30767257,10859031,4875803,9615738,13262152,2994304,2446333,31044727,13469623,11236342,10656142,20618912,15541098,8639532,20992452,7741620,25048567,6203902,22601606,43230963,8018298,18069892,4496483,14517602,8104679,13931352,9906244,12599279,4366059,2359459,7805062,13495183,12955613,20142746,14417098,6923207
"g3",8847,20186,18354,54696,56309,25078,15974,48067,41540,34390,6946,30837,39654,14609,36533,34904,19846,40533,20220,52933,98247,9582,16169,78583,8748,21161,15923,15781,12653,32101,25630,26326,31141,83121,91459,44444,10655,41434,61977,35310
"g4",235324,3710,173853,245,584621,747426,15812,2133,22108,224728,164601,96821,217521,24877,9318,19505,512,51286,0,12974,16882,18908,176511,877569,2361933,421,4963,1706,460004,1371465,179871,59757,772154,157821,345741,892,24131,25173,28459,157323
"g5",6217,7029,4524,688,5490,5836,11727,11720,1217,6435,2892,9956,22809,4444,5732,8110,458,9668,260,1937,300,6895,2814,74,9220,15664,7167,1061,905,4864,14561,6113,237,4494,5834,305,534,1519,210,1031
"g6",279153,109196,534669,245178,462706,262494,98253,426396,21364,809813,81675,121953,196081,100851,152554,64832,229038,240290,122281,328108,258972,186819,262313,338840,140805,211254,78274,242753,77326,301993,292263,79634,165122,158315,26550,184579,53280,449611,192348,225210
"g7",681416,330921,333249,427964,427139,534569,176811,406716,367612,382004,281715,429486,601880,356524,184607,235799,475517,281367,243275,528003,639453,417336,209694,285978,252206,530050,197204,221690,483641,500237,603465,1017067,494899,368306,218132,613548,371102,533255,590127,258812
"g8",563973,319135,151539,1822643,2278948,1488206,253399,2127878,1553913,668518,273256,1130909,315741,285929,1252246,441358,657153,808922,1089830,550103,480135,528186,1365202,2074261,686201,3440791,2320175,3350013,1411731,794082,2561721,226775,4046319,3485959,915515,788440,2451135,1236871,2743663,468465
"g9",107,11603,1196,16955,104715,7859,0,319874,2744,26562,0,1003,194,38328,2540,4785,2239,124154,81864,87523,712,237850,18,3607,32,1948,50,36609,195811,27774,83720,5115,8861,3533,1310,27230,48,3736,61994,2537
"g10",3310,936,2732,7284,1650,1594,686,2747,2737,105,360,636,1852,4938,354,711,4339,12244,612,556,1640,1244,2513,4049,6004,6291,4418,59,12168,1983,28,2343,14135,5132,9408,10749,2803,13348,12507,1990
"g11",126874,59335,46555,30243,204958,30995,68973,159074,42522,123519,110617,17302,75623,17774,25823,125770,17822,278744,42509,60376,278415,18908,71579,436707,207154,20395,43491,216803,179781,115895,182644,116532,307959,170084,183184,165078,144621,6317,188672,88985
"g12",1062777,892814,821232,640760,1217721,1266080,411202,1950273,494967,432527,820606,974673,725087,574310,749694,497366,895886,822264,649230,602044,793911,632144,406159,970860,478834,1196139,351062,783261,1549125,1047114,1220530,543891,1023564,750044,1355003,751372,596898,662076,457857,616830
"g13",597291,613056,775545,1441651,1859251,1234406,873071,1500224,840796,594287,313604,742224,787400,640109,716911,626420,775562,797729,1135285,426947,737520,827927,682300,1003040,707096,552549,546482,256847,661701,1135283,1055917,533439,1008384,698353,381056,570171,760035,822311,705940,294292
"g14",97945,101904,81198,190091,219617,67131,28656,82497,120751,102532,93495,141440,37183,80383,37806,146205,51713,108639,35764,70185,143510,100543,25980,105202,19349,241462,106275,137995,105893,109210,103346,184993,277252,136001,168244,189960,21987,35052,91478,88811
"g15",1629272,1452851,999397,1875625,1527047,443177,1025835,838785,1250506,2426437,1220977,2149459,1030511,1065073,1164525,614551,1877976,2543580,869746,1463996,3675076,4021885,2274211,6451792,1499645,4238920,3605129,2011879,2896896,4454613,2360951,4611610,8227865,2455633,3055748,3398521,3706428,2384923,2352191,5879378
"g16",625028,1354985,610307,691374,893773,510477,597421,708536,724554,474005,960622,1145665,388437,546656,841292,1262230,1210484,1082746,604928,986318,1403603,866303,1207537,1218211,1693939,2030660,1090302,1369583,1296028,691702,1986648,2460629,1661015,1089733,1014517,1314197,1349957,1051901,1332934,1225370
"g17",1093380,1358390,76516,449028,737881,405749,1152392,487652,624133,96506,14947,30294,45116,341085,90004,222453,1455951,93922,239822,237976,1111307,876525,168045,389806,125265,561027,155027,48444,1395152,142973,5617127,631345,2864510,72097,721548,48396,468234,247832,276,604615
"g18",1597184,3745639,962984,1778870,1532249,3192311,943355,987692,2657803,1208470,1472209,1746239,3117847,926120,1988584,2051007,1906657,1292431,859857,1559394,1868618,1006113,858077,6105563,5167729,1232414,765156,2158352,1818382,2081588,3071100,1839419,1839165,2293864,1234677,1762002,1371501,1409541,2138900,1577692
"g19",504278,264628,214862,249230,632535,429193,282357,217061,136379,277863,213691,477369,266816,135819,244925,195122,182653,196009,122873,262742,932688,255730,424488,331549,349121,460478,297671,460733,711241,215154,303924,597439,244325,430848,345061,557974,293077,815046,222019,607328
"g20",8661,18656,12537,5185,12777,4260,8145,17971,15549,10210,7664,1823,2092,1882,13470,18792,8511,28508,6268,23931,34429,19241,6099,13219,16163,28560,22136,33638,15133,18244,26341,67139,31154,22036,23248,13369,16127,30442,18073,31128
"g21",233308,232589,253179,293569,227344,160131,227321,180138,196342,195716,110314,465164,319389,204554,346806,106474,256008,149788,134292,358290,394513,331716,267232,481660,615393,377179,421737,542037,617666,641310,571100,841971,500539,446473,272758,782754,230860,283011,510972,302040
"g22",324746,487337,356290,370098,759684,752401,349843,343470,591352,310697,312157,473939,393865,741670,421710,383489,285316,1147482,584297,895899,423614,314649,259877,349072,956900,675395,626750,561421,1014414,707264,275982,349734,614838,678310,563665,713011,240457,695391,219221,534052
