"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",2100,2652,2614,848,1274,368,1285,694,3453,1412,831,910,2401,2404,2572,4249,3125,2666,1405,2231
"g2",1428629,3127986,712778,838209,1082280,2315759,2023436,674697,1703071,1759188,1143636,1138439,1459125,2533276,689559,794182,3408699,2504544,3870864,2274489
"g3",1851,1343,2575,1652,950,614,2322,2080,5558,2075,2860,1182,5788,5064,2940,3667,3362,1898,5702,1404
"g4",651,10,368,3402,13460,1217,686,413,320,10585,16441,84,12756,2787,399,1591,196,6149,10271,37542
"g5",320,1869,922,1495,695,394,548,143,580,722,1552,56,63,1168,340,291,67,453,964,36
"g6",4576,30081,53471,100830,13269,16196,24466,24912,16701,33194,32548,8844,5338,17880,17100,13663,88349,18647,17622,13582
"g7",27555,58234,29754,25217,36553,30078,45561,32035,39878,44704,79580,90141,60014,27632,65242,90954,84542,73517,57392,69375
"g8",52600,76378,72611,71084,112546,86478,93601,34098,69383,115544,290638,54394,56265,142768,96406,151489,93746,102948,20187,67829
"g9",3028,1223,15208,0,746,7163,12880,11438,8378,30396,4875,609,2656,497,48,11452,21420,5984,1032,34
"g10",51,38,199,190,23,56,320,57,1067,71,507,484,855,454,196,261,806,209,3357,156
"g11",403,5835,14184,8309,5396,3513,9907,1159,6295,4180,7011,3655,15367,1559,326,2748,8825,8057,2256,2223
"g12",48516,158563,94387,129036,281063,56680,76329,114528,82661,117466,168372,221576,163588,220995,231176,221823,172820,121279,201486,68804
"g13",51530,58876,96254,83500,65662,78476,48130,64971,114226,51225,281351,98945,187718,141757,119512,74582,456317,141381,313785,117086
"g14",9190,13875,7107,10749,4726,7998,8671,8244,10203,4873,30138,10908,12525,19903,24296,22086,4353,20763,7673,12646
"g15",81344,54216,164529,131955,146247,107958,173402,57189,82678,156723,284038,160584,149370,219508,215621,439859,668579,186729,452744,353481
"g16",82854,60680,69212,55514,40222,51362,61794,52182,87207,117510,65732,117001,216567,97393,85991,225183,179580,125300,205769,140455
"g17",31101,6813,33163,148252,12245,2767,7474,2475,72354,7997,208992,138067,14807,4599,31472,53114,1836,105051,687,4304
"g18",87962,112170,342193,233450,137968,177587,147536,217396,431514,269134,732016,63820,386809,337129,506775,391159,349826,330628,720646,520258
"g19",15920,34161,16777,49893,23161,34391,24184,21014,14163,16254,45086,23207,84205,35755,14647,33353,27795,35248,142566,15774
"g20",587,3180,983,617,42,1043,1587,1226,1361,413,913,2281,2299,2644,1245,2300,1796,2697,1456,2588
"g21",13796,28752,33323,24819,16135,24454,24312,10101,31960,21389,53781,26934,78061,34276,26789,57186,74328,20018,29118,24313
"g22",54425,55507,74200,49780,23569,27570,35077,22582,66296,61038,115545,59343,105002,103289,86139,107438,116495,66450,103404,69192
"g23",6862,42386,36718,29938,5970,58778,28951,13736,28627,8622,6715,41566,45537,33316,14851,54525,34523,61153,179822,38012
"g24",3219,1979,2834,172,3669,1221,1772,832,11712,2583,5798,6754,1836,12486,4553,11784,6714,2171,643,7975
"g25",107396,95061,64059,38541,37383,126350,34975,17221,48539,42766,171133,178871,101228,155289,220852,93685,215822,91249,235823,171885
"g26",466,5330,4900,11697,10364,909,4004,7566,14845,9360,14898,4640,5091,8063,8377,13458,10312,3785,4004,4104
"g27",111030,169252,49189,31018,9380,128377,21873,20257,9949,32895,139106,7385,119783,64955,55535,380387,118054,72156,311076,5868
"g28",62035,234501,134307,78246,36317,3901,55932,55595,114917,23790,179611,137602,178842,179956,182965,68479,289773,407025,213759,214806
"g29",3478,44106,2655,16683,14121,12414,5411,28081,20964,2040,27201,1905,51460,25958,3127,29840,76210,16898,58892,180
"g30",337,3029,883,1981,605,961,1101,973,2019,872,1431,1147,1381,1193,1590,2681,4717,958,2473,985
"g31",9537,33849,3182,8854,10336,21138,480,407,520,37399,85698,11505,378,97295,296,37835,171654,18128,35021,185
"g32",13920,0,0,1887,738,283,3764,18912,200,210,4425,10419,28618,430,4020,569,89078,21459,3286,4626
"g33",162,3140,3827,1206,700,571,702,1608,1289,1489,2680,1737,879,390,2230,1383,2988,1618,5105,2242
"g34",36267,116250,107034,205317,82194,63250,38176,87629,158977,85295,165965,206961,379112,215776,61416,312259,129406,302811,324503,225247
