"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",381,188,847,580,363,634,807,1294,416,542,1456,1696,145,1547,579,485,1209,405,1187,605
"g2",519009,763600,546167,364261,902710,625561,234610,60833,210449,655692,1420416,1270432,2612119,1633202,520943,867600,1086044,3383677,1772098,2034428
"g3",1419,684,1317,1475,3508,870,1702,907,1331,894,3159,641,7968,4358,4701,14187,4122,6924,3079,6168
"g4",1177,2953,56,10277,1474,20786,1767,103,6069,3876,10435,12494,1449,24300,5387,9702,1326,122,517,3003
"g5",0,202,70,550,262,93,101,300,261,365,478,975,384,49,34,721,64,216,32,149
"g6",8156,7812,11615,10241,1749,13027,3786,6514,8274,23468,6325,14299,50462,14964,6095,31681,25962,59739,11204,22609
"g7",15719,13503,10221,13170,16951,24494,22910,12291,14609,17688,67806,67772,95840,96563,59358,121401,84684,62258,53250,54176
"g8",35247,5463,27229,20842,68667,55243,65530,12465,23141,47529,41823,43438,42318,3317,6174,25902,143096,74783,14242,31207
"g9",0,372,3103,348,608,634,334,0,0,561,1348,16392,2349,1440,0,0,8316,77,47,6
"g10",52,68,54,35,23,96,419,93,153,114,24,146,666,82,240,940,40,90,121,428
"g11",885,2134,1317,1963,2401,2732,2346,5619,5418,3865,3336,1057,1438,4787,5502,5296,4579,10780,243,1276
"g12",31809,41846,23067,24273,13816,35049,42978,33685,9382,48287,52514,100335,57347,65792,87230,48764,169303,127355,135772,38914
"g13",16906,9602,19721,22730,24154,43135,37084,24594,29707,16894,31104,40393,51028,22726,38357,42174,57731,147616,25206,37537
"g14",5289,4074,3865,2671,6457,2840,7271,5998,5056,10555,2465,5675,16104,3877,3781,5993,10012,5886,3012,2735
"g15",75826,96390,28231,59461,48769,96678,102152,92360,22103,54731,111051,61434,103035,110472,61700,31561,52657,113269,45087,83993
"g16",13074,24314,29145,13770,31332,37838,42658,42920,11311,28512,51337,67896,69698,33248,29013,45227,68359,69588,52591,31964
"g17",10328,15042,14253,12901,12606,4751,56716,12080,2932,25007,19700,1613,9434,24232,1439,31007,47288,61758,3488,72946
"g18",55780,26845,27005,73561,127462,149594,56114,53908,57697,52138,93798,74346,97062,111365,46903,206042,247239,152988,55994,35765
"g19",7286,4495,3993,4924,16218,10657,11343,15991,6004,13944,33238,36604,31106,51052,51436,29370,26637,36633,20931,29346
"g20",368,627,207,308,483,1009,437,231,331,51,548,994,405,4032,1927,1351,1316,671,469,537
"g21",3231,6610,4093,10425,12267,5650,5653,7747,7247,9737,25450,22419,43299,55503,26024,68654,48960,46346,27637,34292
"g22",10485,18219,12218,17467,19205,31006,25149,15642,14260,33133,136674,101143,37267,71792,138088,182366,211911,132276,105763,32769
"g23",18060,8588,9146,17502,30700,16666,22941,8524,8062,6755,12929,15131,9963,10659,11255,31929,53683,44227,3573,12692
"g24",917,464,884,935,1300,1237,7942,872,1512,4323,3140,1613,675,2554,370,5548,475,5552,1059,2858
"g25",16419,35205,27525,30960,44699,43831,38514,28353,19484,15122,48785,73897,59139,76800,39410,64556,72266,49976,40080,44765
"g26",1620,771,1466,3304,2286,2803,1752,1214,2753,1976,1034,3441,711,3403,2413,9147,4706,1498,2426,2297
"g27",1487,11892,11509,3372,19190,39254,2286,9048,8976,27449,29749,100576,39473,39415,3162,14212,37716,198057,25279,10686
"g28",23577,4212,64805,28144,23629,64113,52665,45468,10560,16793,48440,42497,189307,127623,50409,118923,52948,68487,56222,98713
"g29",1071,5527,2507,23040,4406,248,16782,2075,8032,4300,18117,7321,20040,22247,2941,23659,15580,26555,9059,557
"g30",708,942,767,256,185,1223,956,399,440,687,1938,2897,3781,2994,1481,3987,2343,4205,3358,2235
"g31",1035,158,15653,3971,10633,616,2136,15106,3328,188,1504,8612,19766,11760,23,29170,21759,418,3485,5340
"g32",274,1209,1263,3328,0,63,245,0,28,895,813,1693,74,151,0,0,54,11612,1147,118
"g33",157,111,48,628,150,719,598,448,189,161,383,326,1202,353,1224,254,553,1132,166,641
