"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",699,848,188,604,633,674,1135,938,296,1027,863,370,665,240,856,907,221,660,593,1001,622,3351,609,930,475,911,1851,3224,1629,1349,821,1603,944,2155,993,959,3943,834,1730,1616
"g2",1017205,181982,224038,236882,359577,1327000,1116550,872269,874050,633694,87776,197313,451939,548369,402355,386980,832328,200126,439268,577250,791225,659791,1141524,771675,814655,565340,312604,460589,1181536,1129811,576341,494755,943062,1117724,707457,1040233,1181218,577597,256338,1058183
"g3",1076,226,2710,684,404,434,154,786,741,368,486,234,470,284,795,1086,1557,267,1666,1640,1126,4166,2860,773,637,1786,1483,1960,1327,1147,482,1591,859,6763,5977,1905,2287,622,1456,1738
"g4",5668,743,7952,34229,300,1943,1359,10770,2247,3680,1508,395,465,36,3699,1096,295,478,1650,8,3808,1537,28150,4176,103387,45113,2825,5833,0,14065,1248,1661,1268,2138,14454,313,41381,55143,7682,728
"g5",26,164,442,293,115,205,89,50,526,57,242,36,63,56,134,603,739,40,39,257,14,625,440,153,5,247,1680,34,915,46,150,136,355,272,503,222,214,434,539,104
"g6",5827,7236,4574,6640,3888,25680,26450,14365,14514,9047,3821,12405,8061,3767,5505,3618,13970,10006,5019,5103,17582,21385,39150,3816,18984,36050,10314,25135,44594,7310,15416,34867,4075,28915,29734,11968,89324,15244,18673,67837
"g7",20069,17924,13173,14175,13120,14851,19094,12789,32215,12048,10200,9425,14029,15676,21987,17692,18668,10454,10989,13214,51307,42285,45307,89791,29726,71955,35569,40512,74507,38336,55878,28067,47993,56298,61959,42043,97274,55354,35585,48974
"g8",16134,5715,9102,51555,5468,40656,60732,56747,118748,44429,20212,22640,12011,33282,12599,37607,71102,18919,20313,29192,30376,55393,77994,145032,58387,19111,2810,48717,51706,12787,88248,21425,23977,57708,49479,43301,109331,17315,29129,62242
"g9",0,1303,0,195,0,2185,27,186,811,46,69,14,2486,0,399,2035,3833,0,8534,40,9136,2532,1296,5281,43,0,6853,0,6538,19,1684,712,0,100,1231,32,768,31,3500,653
"g10",105,62,78,277,103,30,146,262,102,249,136,68,122,149,11,86,221,68,166,36,201,163,184,522,262,330,158,630,511,31,72,122,213,788,252,270,296,558,25,23
