"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",1924,1159,525,2722,555,2051,579,1296,1862,3062,3718,2527,1376,841,2018,3092,2267,2973,6143,4039
"g2",1378980,713987,687307,1196878,2327914,480907,1332283,1092250,399776,1618580,1922089,1821103,2117222,1332750,1585571,997402,2115148,1410643,2239727,2492383
"g3",5327,1543,4130,2937,822,794,3414,4459,1547,2536,5250,2251,2883,2852,3882,687,774,5409,5887,10504
"g4",24517,94790,8932,18,13260,2689,10,12896,4338,63135,43506,275,18912,1787,13009,0,20,12622,3999,16813
"g5",74,241,354,210,46,179,36,1317,1131,582,327,871,459,407,944,454,1729,1554,1460,659
"g6",43138,36047,9783,22343,18886,3147,20886,19583,10165,30472,63442,21324,102913,35986,104303,49874,57357,27135,35081,30105
"g7",56636,69262,27018,76896,57724,33589,33244,46354,47397,41297,33911,52513,39235,60274,76039,29516,90972,86449,107948,57096
"g8",54457,18199,74707,309186,41887,56057,43377,28093,33832,97884,146408,261387,47025,241229,324437,120759,250068,798042,49496,416784
"g9",3183,589,5970,7391,31,6662,718,7412,445,0,83,0,122,4338,11731,12339,695,0,5941,23
"g10",313,65,331,326,305,53,300,36,649,473,386,10,27,460,464,400,232,825,517,256
"g11",1704,1592,251,2269,3613,3773,4282,818,1944,3898,27361,13779,5708,15943,3722,5230,4125,9076,2233,2579
"g12",63172,92768,57013,82363,115647,43245,43977,56844,56101,123639,163104,114548,205584,136990,281703,96135,250052,186550,257729,138664
"g13",89630,70549,57472,63231,29393,26184,20266,52981,65897,30472,163943,142397,115205,184302,170843,155879,167296,340697,119199,172945
"g14",8059,3142,3231,37098,6991,757,3632,11000,10840,5283,4189,8393,18878,14368,7897,11737,6174,17898,45174,25915
"g15",90096,146366,132167,241482,109924,117236,54210,220180,93436,187122,91652,178236,148237,293959,225871,91033,496419,520699,224482,388306
"g16",98819,102715,112646,69341,68512,66098,99527,58169,60656,167381,55091,81733,82574,48134,55184,55756,110156,145906,80810,76393
