"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",447,555,922,353,1040,308,638,417,383,585,598,283,531,350,532,896,959,782,195,921,1456,1697,669,1104,1424,2066,4086,659,762,899,1034,2627,3050,1312,1643,2959,968,1192,634,1678
"g2",544731,555355,367354,492199,350381,834912,1136745,818618,453314,1284152,240949,295203,1261252,662794,294268,153357,693864,1346049,610189,855160,560555,346729,1305882,462018,351094,1036508,1980364,715742,402760,712865,1038951,789633,724017,850650,1667525,928389,1296394,1568145,2186972,339510
"g3",1294,844,668,280,1453,709,489,221,470,1024,1047,759,644,1340,1057,2571,1808,2589,1373,1919,4035,2013,5274,1423,6020,748,1450,976,2458,2288,2404,9479,2624,1188,2745,3516,2993,2629,1809,3898
"g4",3711,25321,703,5923,658,4670,7666,4027,105,4290,35,1769,826,4173,492,19388,4592,3097,15,3027,12916,2589,7983,8276,17402,13333,712,0,1583,3180,10942,5059,29957,7833,297,4426,2129,2280,10457,2699
"g5",278,1039,46,23,753,76,40,111,245,627,54,109,297,464,143,501,170,77,34,351,140,194,369,117,423,85,1503,144,383,466,994,988,525,1569,192,1733,435,52,1571,26
"g6",20287,7760,9098,2796,7154,8842,11552,3123,6080,6707,9502,2830,8352,5506,4651,15618,19815,2108,4265,5493,21563,32070,9671,20638,29647,58065,26916,9917,15201,11112,41776,27062,34672,28145,56348,39934,24988,19664,27947,8329
"g7",16187,12147,21365,11176,27137,20393,22178,26207,29819,16619,12188,15833,20499,15189,8020,22047,15452,13849,8121,36092,42654,26113,30487,30426,40425,42505,34823,23676,41860,15195,31643,33046,31406,21666,24913,33670,35398,46160,54778,24277
"g8",31515,24541,11636,15614,33982,22657,28697,12615,7117,11978,33345,11666,26861,28534,1231,26145,37727,23165,36889,21938,151083,74022,36404,141246,64257,213103,146210,92621,85225,53496,35264,52040,90207,74164,25901,41563,35442,44072,145932,40126
"g9",706,181,7978,13,45,35,5051,179,19,185,104,172,1424,457,703,328,3638,10,34,284,1708,45,57,249,537,4849,1190,2610,527,0,121,1041,494,0,475,2340,6235,875,1135,2229
"g10",89,155,19,29,6,259,105,62,142,56,28,111,102,5,126,70,652,109,64,174,155,862,68,258,28,697,101,356,632,240,175,329,116,112,89,1053,227,39,48,119
"g11",4703,6063,1659,1721,2731,684,2044,2108,1169,1240,2119,894,506,1566,3337,1195,4981,1713,906,2478,413,1473,461,1170,2216,3274,7541,2745,1124,4927,3321,3134,7602,1931,3673,2285,2666,10987,4338,4738
"g12",45308,52061,20556,26558,15564,22682,41162,30575,66687,30065,40177,29959,11886,46738,13560,53164,38958,24688,19825,20141,163805,66087,80558,104016,54478,140677,83670,51288,75106,66188,93036,77559,142211,148048,51534,38912,65511,105874,89431,44803
