"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",14229,16578,8805,19508,26366,16474,12956,23886,16111,10065,13117,24247,7652,23869,20579,23689,24156,7812,10797,31920,33570,22156,24004,45234,79648,46566,19785,13353,58372,48325,47241,72653,72106,31051,8781,74461,19700,38856,8937,20397
"g2",7599673,32076554,4242271,14478282,18341373,21475696,17674945,10270989,12087944,12218331,2665472,19172673,1574319,3466843,12428164,15694076,21113845,10329575,7693252,13742379,7612572,10640840,10112989,9663659,18605168,7317301,18088820,7355495,8998646,7341226,2608258,27817750,10683614,6661837,11574700,19463213,11736631,6439884,2272220,3953651
"g3",26994,29034,36489,7698,44390,9645,27226,6989,8500,12042,39517,48018,17196,17675,34249,21453,7920,28351,7799,26767,16362,30334,15278,46273,18895,29084,9095,71341,42772,38065,87586,5856,11801,46339,15229,19446,23133,19550,8656,23915
"g4",377169,618,53566,18592,20485,119487,11741,357387,0,1773,45835,109422,94899,1953,241,8004,51504,18912,507608,79670,60,120252,1377746,41418,272479,190603,9234,101829,1942,352,360923,7049,11486,25149,229545,50117,290038,172585,126758,23761
"g5",5187,9023,960,1291,7593,147,5523,1753,4233,311,6021,4900,3269,3472,2505,5752,846,1898,2738,8490,3022,1666,5491,12442,14404,1545,6923,2025,2375,12388,3821,7001,1386,545,6080,3896,1649,990,5039,1796
"g6",168613,145605,128784,182196,209688,97988,11837,228001,207354,160384,337162,334120,153566,173700,77874,40760,185634,364450,31708,68270,213529,189003,330786,1110696,291807,300261,187522,361672,706659,522646,135343,543165,187885,361189,332281,578028,185745,179797,676189,497284
"g7",368122,503548,274996,513572,533793,276195,266416,356903,627904,273987,232107,411309,192689,278547,425605,512380,249175,179007,286966,477388,468146,398621,443248,1036173,384360,371493,730246,766833,754046,950181,1266505,383427,383950,433714,651023,840408,506472,837382,401639,410319
"g8",368723,814095,649013,2236413,529117,177532,1361969,750304,757503,289848,535705,264934,972825,567440,688250,870399,698734,423647,307807,1604878,1880520,509603,508599,2397804,920873,843812,2592738,250478,645742,513652,1057560,837948,862578,286481,855461,488043,663493,458219,857266,210886
"g9",116848,93621,663,70738,161098,24034,0,237,28346,107,0,3009,121976,26205,2626,126634,108,16404,155544,53573,112572,47013,78663,18297,489,72,92,15704,32435,93258,2489,141506,0,25288,18822,28581,15755,1589,0,183
"g10",2828,1231,1264,3667,4481,335,3435,840,12324,525,8560,11127,7876,194,1577,6519,3854,1293,9485,1877,1180,947,6563,2762,1620,557,1951,343,4607,111,9589,951,774,2659,3191,6280,273,3810,1110,172
"g11",133511,33228,23087,5467,24967,8835,21963,95411,26096,20206,31575,15858,28415,10813,44163,50718,12638,30329,3627,129628,81506,19182,70654,67081,430953,5265,77689,191996,50291,32435,125378,39228,3003,63756,58160,31368,89684,31137,100831,26108
"g12",1084788,869530,462896,490484,1084428,691844,846345,772883,661358,602933,403147,1393826,514060,295088,1041871,1489572,626468,810018,312194,784209,1864482,619284,1180101,1308441,1148437,556342,1037657,1058996,2492718,1318556,1551176,1270167,1353877,1080670,690391,977988,981140,1520992,402034,602379
"g13",1163708,921213,622857,796364,698113,575249,545475,767085,730366,660033,532801,713067,635182,693047,530556,870761,380646,542439,544425,589425,918611,642922,1241658,3158579,957870,756753,1083188,569671,1721643,1093944,1620778,896414,1540917,1148163,1577544,1484783,479290,926551,1316047,576763
"g14",94208,59237,47087,44027,51358,49216,106335,130050,113893,44408,93372,209833,23798,105423,134735,110615,62913,89966,140831,196540,50830,62681,365778,165516,47551,16580,102885,97037,161364,61861,98631,123768,24802,124502,32301,128281,42063,137285,91580,14164
"g15",693049,1348973,1265849,2472972,976378,638178,719516,895215,1170766,1309828,1025626,1002099,516148,1195401,609031,1160536,1687848,1124036,1616585,2561051,930216,1469200,2316954,1251261,673866,569562,2173911,1072684,534055,2111451,830235,739992,771807,1660150,788881,1292347,419773,2079687,1129481,650180
"g16",812114,550758,726433,1203791,1223877,588373,447877,792391,622103,462958,640624,477831,751636,426442,463974,708929,534409,311896,700927,750691,1134342,717397,1247357,1053347,1957691,809316,1000289,1212809,1091083,1576584,1842259,763441,1498517,600662,760298,796076,852408,856034,957841,417627
"g17",272802,1918718,191413,374524,371001,1204076,605048,427506,392115,87696,180668,300138,357802,570889,265366,63290,379470,19184,255067,11138,176824,98031,55262,301491,545193,1090566,1368557,277700,33946,586391,375956,4018,113662,173334,53516,1180718,115612,1158321,140154,510266
"g18",2655428,1321819,1709056,1524759,1615781,1814450,1765023,2779483,1468277,1821838,1079439,1488274,3140959,943202,761715,1468843,2435788,942417,800664,912199,1279165,1694919,2551883,3594379,3307046,1416670,1260837,1733031,2389993,2529822,1941719,1813403,2530403,1448805,4185653,2319621,2854209,3514079,1500581,1334470
"g19",397102,279299,323571,296817,255470,133736,219114,275538,412174,130204,302105,248371,80583,175946,333829,289501,89132,123501,159212,557488,232077,104707,162520,490262,202267,73076,110472,243571,234868,375531,127881,79514,185705,188623,224890,65279,172750,185765,167276,121463
"g20",4038,6813,4779,5693,24584,3074,3496,3311,25492,5157,3933,5312,6997,3186,6983,11228,31915,1160,13907,7114,16020,2008,41710,10039,6193,5657,12000,1774,9744,18387,5446,5784,13837,15651,2464,11508,7751,4097,6468,8682
"g21",524178,318446,157078,247035,197368,209289,226320,212672,276022,199242,231918,217178,177910,140009,169576,511161,92561,197665,281609,313572,144123,284024,325736,168216,313981,111434,169150,193829,309180,279702,290104,161598,206016,114952,148923,295388,70400,361956,204004,151947
"g22",654324,548533,231110,955507,492019,637460,223695,687147,756747,634684,225284,725442,382569,145263,352711,756532,301577,410141,300237,345142,1618622,1087021,2040710,3498578,2580650,2391398,1653892,1392702,1543874,2464563,1479971,1219117,2691438,1213874,957460,3346701,2466493,1604784,1261135,2089524
"g23",139340,500508,123080,161029,309699,160861,215180,161877,270067,191610,541749,450861,308803,162713,264292,433760,208814,142131,118182,256862,212769,409929,214976,360871,190306,329708,396791,675605,611094,285287,651821,295919,526882,404155,490412,946389,328186,354546,212229,331163
"g24",69266,90447,36721,5183,67879,30347,11370,76740,48482,15952,13140,25565,17887,41327,6732,78700,34975,2751,11947,3966,26709,11395,108204,126974,44774,24355,62091,95862,7247,43899,87016,8998,12763,33010,234272,77877,39559,6844,9235,12509
"g25",1104158,818580,189815,455369,363531,618154,475683,549586,988274,596922,597769,673582,443520,491928,563597,512064,528436,427845,649348,743666,1274354,1025916,2350958,1642869,1349044,588877,1761890,2175385,3696957,1907127,1461045,1463514,1713788,873906,2531174,1437252,996951,1400804,1369319,1315622
"g26",98278,29795,73008,7096,68916,63532,40053,99786,39397,48191,11797,157680,24085,14517,93716,91265,77648,25678,32989,61374,15243,21120,261053,133133,18097,47244,64525,54455,149721,35366,61346,22785,29299,77636,23725,97472,59837,12726,26925,70780
"g27",557616,2008151,121221,705470,402873,473216,645373,662347,676221,663251,1208638,432570,860002,266659,240007,176839,1402161,905220,485126,254676,187363,772300,1525985,595577,499468,867091,265735,243867,1852507,881211,366857,132470,261850,368593,666684,1395892,35501,1348144,453107,218415
"g28",267178,1502826,182151,1180514,1161471,420237,1260520,102528,789876,1151092,257305,732028,362257,480269,2175808,1905635,380793,983108,390815,919765,880112,206280,1566142,729121,529874,792737,1667591,708515,1259375,240414,523796,277905,475882,528105,458061,661793,761382,614682,288533,153917
"g29",113267,261386,367421,161793,243614,5026,54175,70745,112060,24551,42281,50377,323870,210731,339665,423403,25524,49869,62006,46627,304488,13560,15264,135055,159434,111964,463549,141734,33577,19403,43671,182878,216069,56834,20449,129766,260696,42027,38602,40312
"g30",15771,43864,3587,6558,11966,6395,12217,6723,9915,21779,14645,7615,5414,3562,8032,4562,13017,6872,13347,15895,6478,4844,7937,18898,2727,17750,5767,16025,5455,13248,20507,2843,4744,12183,6427,22379,10808,10786,14988,9846
"g31",146953,6988,68416,882774,2865,185,201327,368662,25257,270850,1147077,1278,7697,798924,67983,74668,2908885,395986,180524,1003380,276967,27267,47,295806,40066,37557,181798,319662,762358,662052,126936,3434,2369065,545297,1361657,457588,123050,291585,97673,328146
"g32",115,0,0,56928,5340,13972,0,2409,211368,88897,33104,1861,830,320,1540,18181,211681,5,27019,1283,21231,60966,121585,22268,35253,10865,1391,103449,26990,13,3162,168,9470,335,0,139189,42119,1912,0,659
"g33",10516,6437,10455,6751,2216,2177,16767,10065,14587,4826,1110,14563,11941,3551,6011,6261,6390,611,8138,10479,5011,20517,23072,30066,7328,17779,17189,7544,12229,1965,4257,17321,1438,13354,16163,4964,8079,8136,9140,12980
"g34",779309,1180464,1367013,469106,1141477,563747,836229,1201166,673753,199731,570889,1225387,579200,761530,749271,2282455,1112844,633705,833677,838183,837986,613973,729608,1183740,1505562,640245,628961,1360980,829996,1256561,1256139,891175,259121,332066,787610,574747,330896,247363,246038,685951
"g35",2742519,560775,309916,1091581,749798,634725,614090,443592,885308,1166889,949077,1480731,84151,841645,1048998,1740714,850121,1135607,238145,409825,1130164,960995,1707900,824036,1986169,993894,3334588,444623,2188004,1553463,685615,98206,557010,2217367,1306266,2199325,179812,1082608,343920,200643
"g36",10884,21225,35116,22740,72193,150718,103745,73704,27331,48642,76871,334904,8968,9893,45439,9102,68625,539,12917,161895,19941,32615,15379,95325,68124,74202,59887,32604,148132,67771,56563,13812,11154,224154,65387,110389,2768,33742,119656,101695
"g37",342335,1008995,175432,666386,373304,453997,523014,529911,470968,265494,308685,262642,161141,211392,256765,365190,1028649,119096,412230,203709,613299,898014,1639675,1132237,986231,695165,1391879,1063659,1556008,1577986,993040,637167,407942,425117,372777,1171649,763226,557658,1363313,949520
"g38",540599,1445252,161207,128614,307585,559305,476231,295131,337878,871441,167495,315177,614436,144746,802419,394326,171303,55710,220862,200149,511142,44676,637507,855191,444545,961321,75015,418350,187327,181645,6942,368815,448719,837727,74616,635338,438801,209891,965876,153570
"g39",191576,185110,101446,278052,428198,200652,254749,78294,213311,70744,180303,398152,169314,68238,230401,193284,128010,211902,149953,454599,86390,109132,93767,79338,74501,99165,77618,83853,323434,87443,231211,83986,108956,112840,304687,257442,199298,125990,226737,249975
