"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",942,724,448,147,751,313,477,1104,1070,457,336,2318,1627,483,2197,329,1585,334,503,1396
"g2",560690,731941,957056,246798,658889,258862,787645,527586,330033,147991,5913271,1158882,1871369,1570469,2430143,1445669,1972393,6644888,3445448,1732788
"g3",914,426,1976,541,380,402,679,580,2367,2190,8266,2849,6658,3482,3692,2515,2232,14620,9836,2114
"g4",9,1073,8618,2478,488,7000,18608,4786,17888,7162,42,23956,4806,3445,6620,70316,267,42346,20723,5565
"g5",208,191,544,282,174,64,26,261,0,658,85,593,613,223,525,625,963,644,610,415
"g6",4479,6097,20628,26294,7094,1989,6774,12326,6963,12278,52949,56699,9303,6822,8653,10268,13229,16559,14663,3372
"g7",21525,12139,17715,9236,14646,11962,20589,15724,21653,32318,56688,41682,67824,38250,38628,35891,45275,64539,28293,38557
"g8",28243,43444,29885,38340,7201,10433,24356,25686,13930,18449,222454,48368,75321,122663,148624,17448,99139,163600,12220,70423
"g9",1265,4083,69,14,2000,1041,11818,27,124,805,12701,5577,350,0,1656,20,0,8274,532,141
"g10",155,324,26,39,0,148,96,841,38,391,88,538,195,303,278,86,6,443,11,568
"g11",1239,4955,5032,1137,2403,5186,3766,2248,1592,1519,104,6207,981,929,5030,528,3899,3286,3466,2743
"g12",38248,48542,30370,50481,34829,32821,27693,33294,45897,33199,36198,76402,76274,96717,107853,109547,45107,77500,51387,72373
"g13",25389,32559,38686,22363,32483,6420,14016,62386,21690,15832,39568,61037,44518,34314,47396,50135,54052,30089,34072,26109
"g14",5075,4229,8854,6491,1978,1676,892,4671,5908,7484,14297,38646,961,4107,9427,7775,2830,15369,2182,4461
"g15",55434,82546,45932,59925,38553,34671,44263,38659,56647,52477,67076,98808,93829,77083,66405,93564,90675,98230,76963,89431
"g16",50654,40984,13171,41518,22809,30466,19854,54074,40528,26563,58588,70429,62825,30823,40255,47436,44818,86453,40184,31789
"g17",28359,53536,851,2748,23371,882,11270,67005,2396,2299,29234,1382,51131,28,49071,5733,52285,18005,3973,31973
"g18",32277,44007,72856,105508,114547,116376,30839,87655,38510,72346,116270,210047,194260,208195,236544,172890,106549,205912,119079,62132
"g19",9229,5727,12021,10193,9837,3499,9942,8175,14753,13390,31386,24710,17607,10559,14946,14519,13567,26830,9436,18908
"g20",234,469,783,45,257,418,405,271,219,812,471,2385,429,1693,1196,1477,257,1215,1094,427
"g21",5234,16024,14117,12793,8049,3609,5957,18898,5816,12734,13914,33201,18381,22902,18101,22779,13729,21703,10282,15183
"g22",22936,24013,22298,21071,28868,14470,8060,25956,7495,28544,19511,22721,17875,15131,30052,30672,23160,43671,14076,19199
"g23",7836,11589,6867,5523,11602,9298,16458,8725,6707,10652,8275,35476,28665,31548,70035,31323,38265,20412,21913,33573
"g24",1508,1787,132,589,3952,380,946,232,1090,154,4094,384,1818,3049,740,6814,2527,3467,1543,4332
"g25",33942,31380,24907,25259,22926,15815,11828,21103,35005,43602,41262,67992,40680,25971,36970,53229,52074,66133,41485,45321
"g26",2372,2454,1462,2077,1602,1594,723,1475,2320,865,2476,6299,1687,953,3504,2439,1374,5416,455,5709
"g27",6018,4675,20551,19262,50947,14755,8300,64736,5477,56176,290086,1973,15010,24627,23775,24102,44915,71649,22513,78583
"g28",28177,81251,2162,27487,21285,28162,43421,21898,38400,34494,36721,158248,191777,78399,35206,30599,101393,115536,136574,94379
"g29",2031,2147,1811,3020,9636,485,1702,2277,10213,5837,10254,4506,2085,1769,5160,6386,12719,1729,5739,6810
"g30",577,446,463,353,864,148,357,635,513,44,1323,614,626,1391,1011,497,1064,653,747,394
"g31",4032,170,6817,28244,35001,119,404,26169,13443,25412,21559,31732,27469,63982,4112,14092,8,18306,62435,18714
"g32",0,0,924,80,6,0,556,0,2429,20674,1112,1275,13557,0,46,4581,25,5,0,2328
"g33",1061,615,96,350,382,91,320,471,547,132,600,1015,706,578,617,1041,258,1513,1381,200
"g34",97700,63699,30365,26735,22939,21131,8131,44729,36118,31399,58139,76994,74698,53307,107769,138706,74783,40570,46267,38388
"g35",54185,106521,54391,41275,15284,46163,71153,33842,110133,77201,26490,70780,46044,56885,32363,55612,69200,40335,11205,206249
"g36",9407,514,2673,1624,1649,4491,1032,1690,3094,3490,2991,6768,6879,3991,1579,2985,3347,15093,1068,146
"g37",14750,25670,12549,13690,14274,6686,12772,7671,17543,13547,85025,31588,13826,12336,25163,36831,26327,45682,17654,32941
"g38",34172,3259,4049,900,4847,4267,2544,5670,19933,9219,72606,23761,17428,3137,19822,10741,15555,29201,8031,13674
"g39",13806,10594,5177,11639,4572,9822,4117,6662,6286,5494,11694,9910,15291,17846,13232,21987,2546,9339,14278,17909
"g40",68745,33929,12610,5600,26424,7637,17037,1239,41587,59315,56348,25280,14210,159684,18723,5692,3692,90610,23026,5584
"g41",19423,23521,5840,21309,24485,8883,18685,12867,15032,6336,23798,3059,99143,26722,10846,12815,21881,13000,9513,26118
"g42",826,5079,9568,6612,9603,6002,106,22069,1108,380,4657,5538,19255,14022,7239,17405,7237,22899,6605,3979
"g43",11311,14712,8785,14208,9110,5723,10112,26053,6433,14708,25634,31575,26260,12015,26732,16766,14701,29313,20054,30483
"g44",1692,545,19,100,256,606,455,91,34,9,259,61,226,28,506,14,174,1548,1979,2347
"g45",2412,387,1525,1083,683,199,608,1740,276,493,3847,3448,2270,1013,2498,2800,1700,3982,2371,3245
"g46",151,2435,2364,468,1877,1611,11,214,1133,704,1986,1816,95,161,3735,2182,61,5850,2011,1575
"g47",385,238,209,215,296,61,495,877,29,314,336,1297,202,65,151,190,177,268,469,251
"g48",18597,17765,13195,19792,12018,17464,14988,17331,11595,11897,20538,27278,13414,28764,16403,20725,18139,24809,25057,25070
"g49",20782,13877,15604,19722,14938,16585,13202,34831,16497,15146,10495,29300,20327,19238,8657,14962,17904,12392,21044,19259
"g50",4606,6176,1256,6842,8857,1995,2798,7066,2616,6737,11717,28487,3931,15001,10673,6061,8778,19871,5572,8246
"g51",30242,61197,39708,31611,72913,23067,13480,22751,23607,47180,227221,179944,154819,127957,119215,259201,133975,406877,276019,226974
"g52",10943,9401,10923,9604,12786,13403,9692,8855,16157,10986,20350,18847,10439,7481,11298,19619,6503,12507,9812,23366
"g53",39902,17949,27897,2289,0,74499,28306,29304,2091,83741,3326,2764,7902,0,62085,2032,6,10272,71564,46567
"g54",242,0,663,53,19,3120,0,17,0,0,7311,5690,273,368,1433,4163,2992,3709,14567,9
"g55",16,12760,38,38,46,1074,5,4213,9320,502,0,453,5560,3032,47,5356,2426,193,283,4654
"g56",10340,3508,5840,22700,31339,12393,7364,13401,4861,31134,49851,45505,22965,14240,33325,39086,31907,5542,81300,85086
"g57",8782,16072,7154,6778,2124,2658,9390,2483,4314,2981,33389,44343,18324,20117,14648,13876,3010,8398,2914,6752
"g58",23914,43402,24519,18497,44749,17527,25716,57387,63977,14206,38417,169591,34891,52247,32756,84337,60188,122718,101940,26146
"g59",3255,44841,6613,4879,2387,8106,989,2334,1065,2897,1133,8843,552,242,13711,724,10495,7835,6110,58359
"g60",90,20,0,305,64,26,318,269,188,157,6,399,0,398,172,25,70,1008,126,152
"g61",22662,7539,583,3645,123,273,6099,6476,472,1379,1769,10087,588,1792,8759,32621,9233,826,3513,329
"g62",1986,72020,13589,76424,21632,5467,5435,11147,6060,18910,107722,196991,11126,24828,50262,18610,27783,42828,11939,16129
"g63",8391,8127,7167,6466,8947,2282,11301,11835,10593,28299,13412,28779,22028,53093,19657,23861,29592,27232,30557,13029
"g64",2600,13830,6538,3549,18317,1023,12,2340,23494,3200,37603,5461,7874,41932,3038,16287,178,24716,6893,27145
"g65",97786,26949,49189,55778,63579,26872,52764,63727,27419,89507,129930,152600,131570,60660,99318,108195,56016,113111,48585,119129
"g66",13849,16544,11807,12611,8727,10152,6628,22369,9661,14918,17574,32951,16058,22738,8068,15870,40134,24311,5624,22586
"g67",42849,39002,60856,72324,32737,35355,32972,57396,27950,23526,58293,51754,77801,48588,24697,48116,40198,76422,40702,40987
"g68",55407,79246,48338,43809,48607,32791,21993,37031,83345,66299,61019,109841,78495,52987,88403,40919,39384,50175,75945,75627
"g69",11644,8016,9176,12786,4236,3714,5043,7588,6254,7329,22922,18799,20842,10894,10850,9432,16113,26934,16326,23024
"g70",22821,32559,46327,21302,34599,16041,17364,36226,31910,46215,153620,187987,88181,60705,102855,52987,88502,148218,74037,71637
"g71",19763,43297,20219,25818,25209,13981,9054,18378,20302,46046,17566,88379,21894,29745,15084,49762,69632,49695,22860,35177
"g72",3484,13461,2342,1003,6418,2123,1738,9962,1112,17602,2762,6391,73341,16097,13381,8950,35620,30462,12018,9743
"g73",237,616,143,0,8,172,375,407,179,13,909,1910,171,11,90,14,17,2773,243,345
"g74",938,832,367,1045,134,524,730,1062,283,505,1321,1895,1281,1204,3247,2678,1943,472,497,747
"g75",19900,35408,8480,12150,15429,19105,10893,8974,17705,29196,18267,48845,23960,28073,32757,17771,19181,32471,11436,23191
"g76",17555,5164,10927,15781,5526,12460,9493,18831,14614,46154,53883,18655,77389,24354,65969,36068,36976,55667,36305,22781
"g77",251,278,586,218,1735,69,1269,539,216,1168,1357,2645,359,17,35,832,1204,1700,850,642
"g78",34485,54918,49111,30959,34610,48099,29409,56047,15110,42306,110109,83208,106101,65022,63032,40077,85974,51182,37136,39456
"g79",1232,802,1460,539,29,2318,230,303,137,5105,1973,1412,3321,403,1532,858,1179,415,1815,1664
"g80",9787,12805,16849,7512,17060,4970,7307,15452,9070,8724,20901,36724,26766,29593,15099,24675,23547,23201,18168,22267
"g81",1707,1366,2198,1108,1742,596,697,3955,4527,2001,3213,3937,4469,4014,3244,5506,2666,4022,1485,3878
"g82",18922,78595,33096,40380,30871,28396,48723,58300,26715,62174,161335,444175,201573,72436,255657,219506,316979,103860,108559,306506
"g83",24146,1783,6724,2435,6461,2917,7491,14175,22427,15437,67010,19562,119909,202434,24391,81243,22096,22038,51405,46519
"g84",352,350,442,390,282,375,339,359,696,433,840,601,1015,508,798,231,789,1566,1328,731
"g85",10359,13311,5885,7252,8636,5149,13933,8657,9564,9257,20850,10340,16692,12136,17921,18656,15024,10381,14629,26426
"g86",9119,16098,5636,6691,11770,5409,8950,7341,6706,8384,8000,11724,4132,6814,9219,8183,6865,22895,15471,17653
"g87",4989,23227,16230,5806,10796,5773,14171,9253,11656,8182,11109,11310,21124,24786,17848,7739,52416,38728,36011,36820
"g88",7413,5640,13813,5914,2527,4869,3277,4887,6274,4373,13093,4541,15215,14988,12910,7137,9815,12023,8512,18383
"g89",99067,111107,185286,165768,16479,43412,63543,59090,51712,182199,324646,334372,60572,149280,649980,136770,149261,502020,128380,545864
"g90",5395,7341,26944,32206,11214,3405,7247,16752,2962,5661,18275,8005,20260,1592,6794,30542,44611,18078,17596,3909
"g91",32564,21173,28159,19530,33966,18529,12871,51289,20358,13387,23656,43509,13457,26823,26644,14104,35456,56810,52353,25556
"g92",20449,20403,16819,38803,55811,16068,23476,48266,21025,36539,93693,98550,29000,28169,59924,38932,47522,84315,29863,126494
"g93",669,3004,10439,6092,3911,7200,2453,8271,2789,3111,15930,7509,4007,6437,1437,9681,4006,9056,17401,11618
"g94",4735,6177,5747,1210,1870,1797,3379,6012,7479,4343,6404,12043,6700,6330,7527,4110,2516,11880,7024,10296
"g95",53246,41401,29709,39247,31399,37821,27320,20757,28656,33767,79912,72600,72345,57129,29673,39195,61502,116647,61020,54242
"g96",46447,31366,19424,25416,36759,38392,33678,24773,61600,53018,56754,18186,45575,31478,42239,51045,52721,124052,25989,31695
"g97",3624,7449,5606,9618,8703,2855,1443,5562,4528,3767,31569,19120,12364,2892,11232,11955,9133,5849,13900,8273
"g98",79982,47787,49982,8263,74089,18295,10865,91577,3305,38102,35830,92092,67679,56832,49250,29362,84482,26779,42155,15300
"g99",12642,23189,11906,13988,11742,6446,11493,11745,12749,12184,18262,13723,27105,15817,17050,16175,10467,30830,26545,19863
"g100",57368,63030,45142,47800,34944,33305,30071,57157,95227,40377,71713,128057,33425,37851,82653,66813,78396,168705,91810,60042
"g101",20362,42125,41522,42280,27801,19849,15552,21232,10313,64920,47948,100809,41391,35887,23183,28648,32122,92220,60802,37636
"g102",131724,215853,111912,168342,88589,72581,204086,250860,82503,146388,305661,528248,248441,241159,270299,220567,66865,280613,480574,761569
"g103",8491,2908,4458,5191,1534,4112,2339,3624,1486,1320,2843,18913,939,3238,15659,3191,2691,3947,3591,5483
"g104",7267,111270,4890,43684,25405,656,28661,73835,48891,17545,3239,403944,24760,6291,130659,54976,26510,39880,35181,9077
"g105",2754,1303,7125,5757,4322,657,6303,4841,6089,3343,46008,6839,3621,1329,30303,7877,9988,23305,2450,7504
"g106",38920,61481,46718,48015,35973,39466,32723,37508,29081,50614,189560,227111,345761,223752,135648,199951,130292,118777,165311,137659
"g107",3527,0,0,0,710,94,697,107,2835,6837,5955,8920,91,0,0,0,6,0,645,3573
"g108",10246,10287,4735,20525,7208,5169,6165,9872,12268,9071,13205,35851,15587,17819,11548,15445,32775,29980,6328,10140
"g109",2711,4454,7790,2381,2435,4259,4268,6016,4425,3576,5875,16603,4052,6580,5815,12834,6200,12234,7558,7311
"g110",17040,21340,13954,14838,18854,10525,11050,17960,11288,21613,27649,83757,60928,36710,29106,52151,27538,63218,47531,57127
"g111",15305,18463,10479,12341,13277,6615,12966,19276,18482,10370,24280,33058,10818,11573,16372,16364,23160,33023,14958,11032
"g112",8311,14580,14648,11223,8234,16348,11132,11181,35548,9544,25597,34581,13666,7102,15321,26231,33700,65367,21768,26293
"g113",338,2306,5662,554,6821,4330,1016,19605,2920,4844,7996,3820,6142,1908,6141,8768,23960,34204,10551,32419
"g114",958,1096,526,443,334,553,45,404,349,265,1161,553,1284,985,2487,2099,932,3730,379,2454
"g115",48,78,81,129,21,60,76,57,101,125,89,183,83,28,178,274,274,190,108,85
"g116",86,258,541,330,1040,53,552,410,170,333,383,245,406,702,3430,456,1027,2102,199,419
"g117",25,19,473,406,326,14,319,21,21,131,159,73,567,173,358,50,60,306,19,509
"g118",210,511,260,261,247,110,126,513,435,484,457,724,571,110,1019,734,544,1079,245,435
"g119",2231,8542,1353,3239,5283,1252,2398,3796,3769,2946,4937,9863,2161,3211,5132,3230,5112,4255,3568,1210
"g120",553,1288,1448,845,476,320,442,265,188,244,227,1421,692,854,1463,1099,756,1445,613,813
"g121",315,356,808,227,433,532,196,55,78,19,219,122,123,331,1425,483,62,1056,15,1498
"g122",257,30,0,354,270,26,0,203,10,68,391,527,43,98,17,7,370,443,235,108
"g123",9,21,301,420,27,214,51,118,191,10,75,70,94,1428,254,303,179,463,451,378
"g124",166,160,56,23,558,369,89,399,188,1049,353,934,1492,313,322,499,257,970,1380,1061
"g125",500,605,774,374,460,446,347,496,325,355,536,779,513,441,394,546,396,692,982,660
"g126",861,416,467,475,195,107,90,693,866,414,720,2239,2194,1104,517,478,757,1551,1983,280
"g127",190,138,435,193,147,381,66,431,204,223,223,538,327,277,301,107,328,862,496,541
"g128",170,436,16,434,70,109,244,375,424,302,659,212,303,884,503,464,1051,2181,1818,680
"g129",211,17,44,221,22,64,147,311,32,124,35,355,1524,400,130,203,57,1164,239,283
"g130",1132,2468,887,1402,1039,443,1373,982,562,1213,1390,1320,1655,1105,1217,958,1080,3910,1020,753
"g131",392,43,222,158,793,131,50,190,187,480,738,721,87,231,715,329,288,703,503,440
"g132",135,102,69,37,43,29,38,130,55,199,278,592,328,243,940,355,153,700,139,182
"g133",151,19,278,37,68,104,17,424,58,65,333,556,481,191,268,52,359,498,336,46
"g134",301,273,353,31,889,17,88,225,404,612,1248,677,41,345,112,2210,895,509,271,705
"g135",1700,24,40,4126,1499,2983,32,1040,1025,1620,36,7,7123,153,620,1086,10170,176,559,1916
"g136",246,183,120,197,80,102,250,218,54,157,954,1105,1172,541,1396,787,1124,1009,1069,646
"g137",217,146,254,67,372,198,125,135,28,735,1336,429,570,139,230,669,1079,103,293,821
"g138",26,65,89,155,61,72,26,78,313,198,72,210,924,51,486,276,763,458,413,167
"g139",267,291,819,412,517,480,829,336,291,506,566,920,519,498,621,598,368,831,443,973
"g140",319,171,571,965,440,261,247,911,504,102,379,459,1271,739,141,1009,822,1006,917,544
"g141",1363,2190,1993,1011,1535,208,2306,1156,549,549,1823,2128,3563,999,2311,1005,2115,1210,2198,1391
"g142",6020,1608,950,4356,3659,539,1210,1485,2121,6363,342,3171,3606,994,882,481,2476,15543,209,4413
"g143",24,156,77,389,180,586,269,618,37,474,151,791,19,52,552,79,446,291,437,3199
"g144",597,431,362,419,363,266,61,564,341,141,315,960,374,855,305,1128,869,822,570,446
"g145",835,424,312,336,255,127,297,221,147,377,333,436,1086,346,296,1120,392,835,475,1104
"g146",633,1203,363,987,611,321,1330,573,653,455,748,2980,2847,126,1467,666,698,392,207,959
"g147",993,716,306,1002,2013,648,479,963,677,2035,1943,1378,2518,508,2437,1527,880,6808,1061,2609
"g148",454,99,639,0,1220,1958,405,34,95,53,5463,526,489,3364,664,3371,84,3176,318,428
"g149",414,141,288,228,61,22,21,246,0,11,478,517,42,10,41,24,156,173,1106,17
"g150",2199,2452,1468,1557,178,736,276,1176,191,196,485,2389,5101,1234,467,2527,3283,2569,1871,2854
"g151",135,374,329,141,304,152,261,111,223,345,893,395,699,360,587,530,379,501,224,377
"g152",285,81,267,446,188,101,251,149,135,426,1014,342,1030,302,783,245,328,848,189,472
"g153",213,26,175,220,116,232,129,72,155,340,300,417,50,287,513,110,56,438,475,927
"g154",878,798,960,1483,818,954,1386,1352,753,1064,3061,3041,791,731,1851,3302,1738,3573,1466,2780
"g155",275,120,115,106,202,66,72,160,309,148,91,1689,284,1203,276,63,555,666,535,438
"g156",554,1126,537,1345,754,1126,1277,564,1282,2010,3147,3258,2241,2258,1850,2580,2128,4365,3772,1499
"g157",293,342,169,156,214,192,100,199,303,467,661,320,208,547,183,573,397,400,250,1077
"g158",855,470,173,627,408,358,260,307,866,199,17,1561,583,224,264,1272,894,562,206,262
"g159",119,49,140,193,103,72,0,141,69,288,184,1671,106,392,510,227,183,128,378,376
"g160",4673,9060,2041,1130,731,661,3902,1337,617,1967,8273,9658,8783,2044,7701,1648,789,2865,599,2099
"g161",429,96,305,582,72,239,337,224,426,483,620,3483,367,880,319,66,156,479,321,2998
"g162",80,94,199,39,62,68,91,111,14,27,852,598,924,446,855,59,396,692,887,209
"g163",897,484,88,158,77,141,375,581,68,64,452,1949,11,122,450,365,102,279,25,36
