"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",434,327,335,1597,430,225,374,1559,947,452,1873,2043,2660,2415,956,1438,898,1825,186,1348
"g2",383105,581611,374202,831546,458737,487947,228863,1468981,506051,100392,822596,1262370,2285780,1656830,940825,2685375,677134,1880860,416869,844585
"g3",1486,467,423,1976,471,351,263,910,1831,723,2936,3410,4386,3791,9485,1568,3151,6239,1145,3294
"g4",7297,1575,2540,10496,1443,2238,5645,173,5815,6108,10587,398,31725,865,12914,0,6352,10751,0,49331
"g5",134,53,228,217,321,8,249,100,563,140,106,170,3709,167,1999,65,418,71,736,542
"g6",9533,8930,5332,8467,2669,11239,6558,21942,22400,8777,89818,71617,74655,26549,15176,36410,54985,40709,13664,13647
"g7",18380,15008,19071,22925,11872,15663,14865,12735,17684,22188,26971,43565,38769,38610,51500,42360,32711,29430,15718,24577
"g8",3702,31673,17094,48509,10238,33205,28742,13770,76881,10612,12329,49790,82145,85663,69817,49583,23227,145662,19463,23215
"g9",5,225,0,2647,48,9,705,312,10675,8982,4284,5451,30,86,1699,11934,88,34,2086,77
"g10",57,445,7,166,84,10,9,114,24,103,52,15,655,765,0,380,181,97,36,147
"g11",671,4129,844,1174,1449,1342,8,1803,3447,3845,2479,19233,5307,1071,14247,2055,5819,3894,1327,837
"g12",23635,21642,45341,31593,31324,16242,18032,35451,50520,31037,130595,96972,90090,107564,180486,135797,97865,148455,79128,92691
"g13",15720,9537,33581,31438,15942,20872,16945,51152,39448,26415,58234,89250,83385,58335,85942,102896,62329,37341,46939,46006
"g14",1855,4786,2142,1861,6107,4449,7416,5729,4854,2418,6758,19279,12037,15176,2335,28168,12637,10125,8700,6118
"g15",67875,49524,55273,48044,84505,43908,31337,79108,41184,44114,60886,142819,155865,111964,104833,68202,63191,114123,136262,79004
"g16",21885,17706,14157,36165,35833,21104,23804,61161,26349,33751,38002,27538,53383,49206,58863,56501,34543,34273,39085,44523
"g17",420,1034,1326,36676,4323,3734,21939,17802,3649,52538,35459,363,11688,96777,57642,41960,28062,31602,48643,16431
"g18",134921,62142,82242,36201,51766,74585,73778,37151,75557,55842,105806,183307,307585,65798,131222,175628,124458,164749,57880,135181
"g19",10638,2452,9879,15322,7941,5581,8124,10006,14113,5131,45223,65629,66396,34107,24523,33314,22962,41854,32846,39806
"g20",119,447,102,330,186,596,561,334,513,430,678,855,1533,681,242,918,606,1089,427,726
"g21",5733,15027,8739,9265,4134,4574,7928,12869,10983,7302,18649,34988,40000,39741,21235,41194,30451,46614,41694,22568
"g22",12250,23933,7069,29996,15730,5208,10164,33913,30404,23527,54966,72813,80214,76220,47581,86887,57387,89431,92539,143365
"g23",9032,6347,5355,4616,13777,2703,6783,42674,4549,7204,19426,44652,29018,23143,34708,33805,18136,35593,30826,3926
"g24",2171,856,1254,1634,1283,469,1145,2229,361,749,1410,12088,7012,17868,4867,3592,7969,12120,3960,1804
"g25",16259,33095,11702,21425,15788,26336,28310,24618,18728,11068,66554,47387,54215,107506,118453,62153,31714,62942,46126,48253
"g26",3732,3235,2114,1828,1652,656,2046,1974,4845,1382,7222,2641,9204,20370,10610,12177,10704,5105,10370,13895
"g27",43206,12732,3724,4977,38292,29979,26559,11359,30523,59319,27620,20522,58408,77606,19009,17579,96175,55453,54089,34891
"g28",41980,29485,21680,19205,4210,19793,54763,89482,34229,6299,61663,100115,191178,46613,93555,108271,20333,71070,198977,81743
"g29",6718,2129,2929,12457,3875,4601,2098,272,4229,6189,8708,1223,4110,5865,3790,24127,21655,16371,10896,33517
"g30",146,510,348,1229,341,255,195,893,744,539,844,315,801,1421,634,1388,1519,98,705,603
"g31",451,25693,101,44288,18259,3493,296,75708,51504,7,11903,362,63945,26724,24477,0,68149,304,53424,1703
"g32",235,1247,1339,842,0,369,344,244,86,98,0,1130,1226,9408,0,16973,817,21,0,2062
"g33",64,83,290,634,189,645,45,1702,1414,137,2267,2860,503,1026,777,411,851,1097,745,2393
"g34",36263,8834,13368,71298,18214,25264,16149,19266,67904,10350,90305,51054,79030,54420,92029,90188,31720,79116,62327,47260
"g35",15625,16132,36097,38373,30589,50807,42079,84520,9391,27670,16590,163533,27613,74577,14680,144593,26830,94337,70163,120075
"g36",298,354,2889,1645,7425,1053,804,3211,1550,2905,4130,19393,1624,2326,2301,8428,6172,1405,48,739
"g37",8478,21744,8833,15402,19585,7143,16859,36750,36725,24211,121470,131875,145909,120026,60012,32606,62731,52008,85355,18346
"g38",5678,83,22481,9464,3678,6647,11200,6434,7931,7523,26005,36203,15709,36071,25580,165717,4333,12480,33247,46737
"g39",12032,5331,9589,13136,1944,5170,4173,18246,14631,8320,7360,29951,22838,8430,25344,13190,13701,9734,8135,6459
"g40",10762,6990,65452,19151,23389,43663,99196,51298,139592,1526,73138,404337,68460,7125,188925,206106,31388,13354,11560,83239
"g41",32189,3896,3919,36970,3426,6065,11529,12415,10126,18374,68807,48326,41417,29465,27005,39193,25863,110144,9428,26821
"g42",4675,6878,2948,19902,9264,1806,2614,4730,4449,7788,25550,72886,26725,49016,42267,62232,42231,31273,19282,57978
"g43",8058,7536,5295,25213,4191,7831,5159,10654,21377,4385,29894,53653,51847,25621,39533,34827,32407,56703,14681,26257
"g44",234,82,47,349,0,423,18,57,726,0,380,475,383,4151,0,1460,598,375,1416,6
"g45",851,221,307,915,190,415,303,427,553,351,1394,2121,3607,2366,1776,3229,2102,2557,446,2161
"g46",548,4160,552,1282,314,282,271,266,6740,4585,1476,25649,0,4342,468,730,3526,3322,1610,716
"g47",151,56,91,123,178,59,69,53,193,141,391,104,783,438,189,165,304,267,580,113
"g48",16630,8875,16361,10051,7208,11159,11786,17748,37713,8466,35206,51974,107978,94608,85358,91142,52450,71908,52196,56568
"g49",15020,23230,7439,10417,3401,6427,23052,9260,17988,14319,24411,29917,20932,26171,28811,21418,12137,23665,21118,40926
"g50",6308,5763,1548,2544,2341,1869,5512,8770,3442,5225,12096,12030,21176,48432,21511,67569,20826,7267,6182,12826
"g51",10988,15795,33532,11695,33737,18198,27045,60321,64855,31584,56520,138434,47437,104455,125966,35163,125684,112234,25030,47374
"g52",7883,13462,11455,14478,12063,5122,11627,10542,11598,3944,31701,44021,20398,68378,55272,56320,29962,31816,35548,38600
"g53",43,46651,47166,18262,18335,62912,81443,1302,129948,2511,18862,20979,384519,272118,53952,44919,2522,11954,111191,761
"g54",9,5245,204,851,586,0,304,657,77,483,176,20351,12914,2782,13583,462,8617,14,5179,1184
