"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",590,139,346,292,300,373,213,267,42,265,285,518,428,130,746,46,552,93,206,308
"g2",2861,3050,3150,2141,707,1259,3186,1720,1267,1380,5514,4166,1353,4159,9737,2505,13448,1766,8993,4100
"g3",2641458,2254448,1058376,3160070,3767792,844631,1398668,2581672,913024,1079257,1695292,1970565,1352332,2638306,4533812,767167,2740808,3269091,6389814,2771582
"g4",8294,2065,7425,2887,4396,4421,5115,5875,3407,1865,1603,3165,3406,6421,9492,3726,8446,19800,23106,5204
"g5",1699,3982,40433,48125,4742,15654,94,6969,11623,60699,5062,9620,8706,706,60664,469,350,175112,51645,33184
"g6",3235,704,1879,540,869,631,215,221,1486,1354,1510,1019,297,29,768,217,2320,1446,4166,648
"g7",14040,26929,10746,20494,25053,16195,13710,18896,76762,49160,45672,5699,45368,14346,15584,22562,70149,37418,15902,4896
"g8",91141,36224,82212,110893,92531,91228,36382,59611,65640,45433,50295,79223,62879,31098,98226,40598,102434,32106,92296,66946
"g9",567887,179724,220189,206878,161717,359509,119243,63660,74486,179360,65256,7150,134676,29370,254816,58148,68908,56420,70096,145830
"g10",22530,2883,3062,793,220,1272,191,24,3214,29,267,8538,95,70,5272,5695,2,3250,50200,29
"g11",686,205,424,88,445,766,219,17,36,905,756,0,79,1626,76,4,22,240,0,20
"g12",354,43,44,61,168,178,319,203,767,480,60,209,71,755,122,128,816,298,56,326
"g13",13,32,0,1,5,0,12,53,32,0,249,956,22,31,0,18,2,8,0,3
"g14",166,30,237,30,618,694,357,326,566,39,387,190,1057,419,2098,760,3524,198,880,2412
"g15",6443,1872,3312,3753,6206,11167,27127,1744,9948,12378,13528,11849,14308,5130,15536,3651,140,18424,20241,4526
"g16",112662,99705,194989,124568,140057,178633,189774,135766,114895,102424,237157,390347,211082,244028,341535,195118,317716,217049,478736,249768
"g17",54973,117168,109543,60103,90844,98374,153380,76826,84432,72438,147465,97723,181463,125407,144943,79465,579600,63702,164853,201566
"g18",41657,14779,13062,11308,17859,28565,2210,26904,9415,16274,46766,23937,66372,11780,3514,13108,26388,27654,24140,7449
"g19",107615,72756,241460,176415,127169,167733,102707,435521,150817,118021,245769,238848,333186,206756,296479,184789,330342,279023,500450,95864
"g20",122576,58519,70744,186394,128844,116863,135659,100146,79069,127149,154857,213635,143587,102696,347988,122469,269438,180310,342792,376653
"g21",49991,52333,152410,1467,10250,198368,85411,54362,25459,7621,125727,80300,55801,68473,65300,1213,180912,74298,9846,34531
"g22",257444,201885,318481,396668,464859,269881,250811,153884,297678,167609,666101,382954,225894,466753,167717,245515,405090,1624634,351978,190588
"g23",69166,16570,17985,47198,28638,32169,44530,53282,21902,22029,16478,17375,43042,22777,41594,27444,107325,30021,58631,20698
"g24",951,1574,1118,1360,1599,3364,1072,556,1025,3701,662,452,531,2059,2595,360,5244,4234,1424,3144
"g25",501,430,310,371,296,229,318,399,215,257,220,293,143,207,316,163,485,363,156,231
"g26",57860,28868,20069,46492,32308,24390,26431,33371,23859,31516,156058,45739,52339,69014,60762,44954,162450,99650,47594,101152
"g27",57051,43923,52608,92170,48413,73343,58720,89409,59079,26247,126950,44029,40886,55484,62992,19560,70254,59793,140435,46535
"g28",50892,21475,66212,70747,44260,45613,31496,33383,67241,25957,20387,28095,16954,30319,23276,19389,97542,27742,56730,24851
"g29",2508,3062,7354,472,643,625,8940,6665,477,2666,8604,1708,5783,331,444,9961,11730,18030,6264,9696
"g30",76068,56654,121874,139206,140946,146761,101535,141560,89720,96799,233648,229873,265794,195282,401493,71352,384020,391785,236401,502602
"g31",15999,4842,5178,11600,4050,8513,11708,7468,3469,4538,20049,973,14677,16707,15390,2400,22446,17433,15298,3996
"g32",44394,80597,28691,253066,67073,88470,10209,100294,9033,16650,94315,145287,44082,57483,371930,45792,101717,193738,1798704,207843
"g33",326028,127163,110655,174049,121450,17753,109393,168150,130271,205088,107636,346529,355790,154435,567274,61617,542568,366938,552964,215932
"g34",37962,10948,18371,11223,774,42321,23246,15525,75026,17249,5064,4336,21353,31737,28473,836,35709,8616,950,9144
"g35",1869,644,1505,2394,932,1221,1648,2403,1920,1057,1610,1490,1782,887,1250,742,1340,3548,1292,1384
"g36",19297,5348,16592,10790,777,2689,8824,24324,1296,353206,30161,39649,2662,2392,465,2669,37365,60405,3,19938
"g37",5847,3124,10791,39,2,191,14,4914,12093,4,214,36,138,1888,23304,1991,120,40,68,655
"g38",1725,578,1105,3363,477,4116,339,1965,608,1278,1315,1154,279,1899,1736,41,1697,262,3057,2492
"g39",112912,27343,78641,84247,213948,49500,79928,272774,202086,234530,80484,103257,73729,140265,110634,59956,429804,52049,151140,128416
"g40",41876,88759,159201,207021,113263,305604,245125,60695,116915,109471,246390,218216,75104,39907,269668,54521,70214,54932,161400,178441
"g41",2484,7175,4372,3175,9510,3784,17676,9268,8627,17069,5128,10351,19229,4507,2325,3424,9273,13077,22243,7604
"g42",51928,65851,22968,36687,39477,109830,49463,86035,61339,17208,557010,83772,106239,67463,452268,82000,507780,551904,138753,170667
"g43",14363,49389,6809,66259,23736,18714,83902,8403,6932,3662,76620,38690,37563,25190,165870,87002,80808,233328,97308,15576
"g44",17949,6146,27947,63973,29436,22932,47884,42197,34108,25500,51469,69179,82067,61230,44942,34472,83017,62486,103640,25578
"g45",4698,89280,27719,57930,62491,13148,40693,41360,187917,80632,4770,148366,182394,61928,171943,3750,193965,442383,396000,37206
"g46",102834,41050,22575,45961,12007,14658,18180,28935,13827,11171,31638,90321,73736,13396,308353,30547,64266,353862,598810,209832
"g47",4313,18482,73823,14062,17609,14899,29586,27633,23907,51964,30941,45993,40286,34965,15058,4972,53594,60332,52362,13631
"g48",79874,23368,17172,78903,44133,73548,32222,42699,33876,45938,37358,30473,113025,59992,70288,29286,88504,64626,82158,91627
"g49",580,1369,37,1941,140,64,340,2150,3718,61,1464,152,418,160,12,102,1769,690,923,92
"g50",4004,1858,4544,4400,7646,4537,1579,1626,3924,2115,1976,5126,4482,5013,4188,1247,3230,2298,9428,2847
"g51",1206,4964,1322,9987,564,12386,1153,1440,5699,2441,12846,4569,517,496,23392,1402,8,2950,488,53098
"g52",829,250,760,333,332,1522,621,1248,247,901,906,1494,675,468,924,347,4277,407,1194,759
"g53",53344,40178,61038,32003,58622,48966,80692,56440,67283,46619,86933,30462,78181,50980,129630,24980,102243,80766,29288,74985
"g54",68253,46067,48825,110493,51742,82295,50414,47819,33474,53244,56115,20274,42114,36826,44855,27642,90008,28138,119458,26709
"g55",51674,1775,16386,5042,19703,17868,36575,5702,15228,18482,22887,10595,9868,5891,8492,8933,31938,6527,7653,20140
"g56",67612,76318,38577,63096,92261,83916,101543,112547,42985,159703,90980,238934,358269,94390,272466,85185,388592,107670,571929,192555
"g57",45745,31204,45848,38099,22757,39952,39514,58036,24134,37048,20064,28381,51317,23555,45113,33032,154518,94233,57854,31217
"g58",190516,13532,16384,292,74,11978,23425,745035,121390,15,14897,30422,67114,83522,95401,42334,5508,95592,2209892,59919
"g59",12601,1147,4160,1,0,15,92,2341,1313,3347,20,2,1116,1747,0,546,163,112,0,823
"g60",9136,411,30702,915,254,11309,11365,11372,1523,11,3642,2132,525,8384,5291,9,767,65,26806,390
"g61",46622,96039,76539,46030,28716,30796,26192,74615,61146,80075,129358,70460,35404,18528,46385,62363,195085,108638,166290,60324
"g62",21045,6265,9470,9964,32654,16695,3138,40544,29919,27703,43629,34502,40990,8120,168902,33573,13384,85854,103719,17588
"g63",106181,54857,52075,228560,201171,110748,22116,260092,69450,102672,154483,152142,37725,60030,107330,140028,343802,404376,285090,83459
"g64",20158,27618,50426,22077,44913,4880,4102,6159,22794,7068,2560,31652,1834,8075,7008,5400,40574,5428,7299,21693
"g65",2597,536,1107,833,1306,283,182,729,1102,536,388,5463,33,1203,378,1022,128,542,10218,39
"g66",191,1001,289,454,424,1610,378,778,242,449,253,192,518,318,215,651,534,212,1983,579
"g67",57127,14131,3709,6833,5534,35092,11111,2119,1083,12847,1853,4465,1276,2802,45068,3560,1549,3320,8244,522
"g68",122680,59248,175681,89506,118691,21360,191213,127659,166211,2872,50015,23456,16180,43446,56356,15619,13300,17938,29908,25210
"g69",38356,47547,41856,6043,38958,109108,56486,33262,38117,78151,10628,14720,17437,49020,95436,9390,40388,63855,35206,34800
"g70",27897,36648,20289,18565,2772,10684,16702,4102,10682,7094,2150,27373,193867,23322,126462,9031,52666,109512,19284,11370
"g71",213938,158609,111260,207134,117463,305017,227917,143772,235698,176969,278875,217979,297048,246125,213505,144041,183339,178925,360669,89798
"g72",71002,42652,53798,60874,46908,46249,43798,77875,67294,51328,65850,58742,84292,26803,79185,31914,77538,48224,57491,56788
"g73",129647,134662,131991,201270,99398,156295,135710,124094,124468,162238,196455,96795,121558,82596,81527,104814,252082,175428,217939,159854
"g74",239909,90927,198505,110921,210661,151773,151495,220901,170553,117017,84974,175404,97364,190290,125835,80991,498849,233738,135031,349287
"g75",29196,18255,39226,27622,21449,19864,27177,42946,28672,27552,37551,27818,50871,22102,36288,13927,77684,42334,105434,39792
"g76",117790,34397,136230,200478,83699,106633,105671,61842,53494,167494,102235,69377,125091,112610,232696,140918,285704,130630,257798,133028
"g77",46745,65800,81418,32153,60438,77639,84925,93269,89075,92113,138822,61942,23055,111441,71370,78880,306135,200142,180474,48381
"g78",40580,1285,19491,8358,18669,17273,4161,31908,51310,59707,3508,8747,12460,5438,4770,5957,25832,17618,3462,12282
"g79",262,337,549,687,617,838,205,595,419,658,554,355,250,114,43,185,338,534,1775,180
"g80",1239,8,1505,393,2514,550,452,120,1188,80,237,166,7,25,104,84,3213,2304,801,4
"g81",1307,1534,2403,2368,1645,3844,3878,6401,1282,5589,6636,2332,2778,2173,279,2375,23363,6191,2753,526
"g82",64450,54353,82460,89322,35424,65152,79099,72252,45943,50636,287769,164890,107525,78617,183122,78429,325384,139572,275884,109260
"g83",61647,16430,80827,75303,47448,86396,41011,17550,22603,54749,7119,33010,16640,66018,75476,26367,135716,26656,69390,32472
"g84",1684,686,703,11351,207,2159,4005,2449,2141,58,4982,1098,605,547,13592,7,11744,4060,164,7461
"g85",144558,83501,111625,208703,149835,87085,62239,189489,129648,143720,103949,211777,91319,129654,134972,49224,69353,92403,175018,105764
"g86",1351,1642,8865,9127,2075,709,1531,9882,13300,9665,6784,260,3762,1163,3395,349,1976,3560,5759,2844
"g87",30814,22634,75611,63142,34315,53184,38481,36924,50073,39352,30189,36895,33853,64681,45990,17391,64899,29529,97122,29036
"g88",14953,4003,7491,8590,7654,8074,4729,13774,16886,6002,8301,1728,6034,7897,12986,1881,18724,3063,10515,7469
"g89",185230,185759,58143,246214,250388,181377,218339,126707,95194,209364,137529,93581,140243,69787,101158,46872,460998,197141,166408,152612
"g90",85635,53272,16973,18789,39082,102961,20879,17815,60312,72738,81310,139778,37261,74704,125290,52387,361146,169239,279838,174519
"g91",2939,872,1213,1543,1276,2045,1928,463,1880,1750,900,1968,1642,1192,852,847,3825,3133,2106,2124
"g92",52157,29719,35575,62389,42531,31113,19450,63006,50464,35638,34804,46884,19692,36122,43094,12626,38187,46294,68562,50470
"g93",42341,14291,41238,68801,36545,18098,15959,32546,28747,38893,56196,40365,31181,11179,52370,15296,133338,106770,110346,71746
"g94",33203,12159,44262,41719,23688,39609,6616,17339,13368,95758,25113,9170,26048,9502,30039,26007,28190,48446,50115,33303
"g95",23304,27801,13119,30491,12535,35419,31257,30490,18648,21137,38618,32924,15738,9350,17430,18044,28260,16990,16479,15914
"g96",326991,201374,311731,460597,329450,230790,485154,399132,311429,102019,68257,729545,134122,623190,203340,45353,289759,368723,1084779,1785827
"g97",31366,17836,87712,35703,37462,25181,25478,58661,54196,52942,13517,48866,35235,39678,15126,52401,47585,3828,29918,25158
"g98",158345,43539,92986,107369,157063,137974,60519,74537,125163,67316,97072,51532,179010,86326,100263,95561,161432,215393,387771,82448
"g99",58281,55656,141059,105782,181694,125076,130989,126643,49137,137293,75534,36195,76389,89157,85506,26873,119414,101944,67816,35045
"g100",20934,18149,15382,61529,11476,28829,16184,13165,36951,57958,26070,18796,33790,29511,18720,3519,57218,6996,54914,4655
"g101",40295,15417,31819,17939,26653,21790,16662,19112,23518,14419,76738,13068,61831,16246,103905,14872,58478,34356,57906,24349
"g102",143047,81090,104938,198156,120165,210797,108033,162670,121211,167051,240234,125212,131141,162492,156179,109657,484812,251118,217817,224092
"g103",126512,136647,103521,120481,125111,181254,55913,51115,173562,146376,97178,118680,78577,51411,122471,58996,194570,253019,189782,101613
"g104",7566,15316,17622,22821,11750,13493,14491,22636,13034,19120,11860,20609,22886,10184,15525,20944,31655,12284,4149,39615
"g105",32201,154391,138250,407242,67136,185979,149759,35929,5542,69666,199005,323776,13858,241135,1705486,23702,52826,508506,524096,320789
"g106",45819,40306,44961,54941,34359,34130,25419,37182,36596,36350,18307,36941,43847,29682,55322,23323,200427,42434,61896,40960
"g107",174335,143501,354991,245321,255301,170876,155985,231631,165611,233206,125795,135197,248376,133870,171472,93017,615759,251178,392266,86448
"g108",114999,51374,158510,84956,106006,144834,61098,110846,116664,118535,49832,94380,414951,32153,103160,137274,463782,116721,280500,84403
"g109",726565,214630,406409,230315,201576,443233,78396,196677,172548,464314,489455,461647,473967,271845,409073,384917,685836,1417220,1547170,1066074
"g110",19054,11598,15686,4943,16416,28564,22572,15138,8746,37609,46485,4369,3342,1571,34176,6197,3384,3123,13595,3088
"g111",85886,74910,212911,305344,75775,176614,276082,213452,36544,326157,17110,236189,348121,349484,199187,25904,319284,196802,371698,579651
"g112",33167,5361,6760,4337,3313,13599,9259,24926,27534,854,10803,10652,1436,666,28624,2348,48776,13270,8792,6972
"g113",210648,99240,154515,232933,138529,202142,104894,251843,205020,191921,100232,180997,116653,260237,240515,67234,385260,188343,357341,232386
"g114",20,54644,110,1874,14715,0,13529,11458,3078,250,60,193675,22789,3586,26698,473,322154,0,11263,13157
"g115",16913,32866,76483,37989,86185,33305,61786,41446,25943,73723,42771,19103,33814,58039,45410,17304,62378,102339,83274,23808
"g116",26682,10730,17874,12531,20587,18170,8894,22136,10507,15576,17142,13946,31027,9414,44286,9174,88234,22528,35931,24958
"g117",47354,41817,45881,45549,59774,46640,29906,54451,34017,70654,55740,62468,56839,44560,79776,33522,98510,102718,88090,48112
"g118",47216,22505,51037,35357,39554,69227,58316,51382,71524,69967,62916,68280,57119,55901,40773,57082,232395,146443,62531,147411
"g119",93140,29256,42989,75489,43086,42102,76109,60515,38333,94941,71832,32781,42237,32734,71356,31551,228086,9674,150692,15800
"g120",86380,12134,32403,37949,24970,12194,4080,4498,1460,10035,318,37897,4851,7037,18552,7866,27876,7352,121482,3873
"g121",1271,1739,506,1403,1595,250,841,2227,758,1859,1422,353,933,2450,370,650,995,1425,1062,350
"g122",235,490,124,492,24,984,462,771,184,287,137,252,818,396,502,29,498,341,839,931
"g123",414,737,201,232,107,19,25,25,172,111,582,186,115,409,18,95,316,1413,165,282
"g124",134,340,493,298,188,603,99,780,422,516,282,210,1207,1541,371,166,990,62,2190,452
