"","sample55","sample21","sample57","sample43","sample34","sample83","sample106","sample79","sample37","sample69","sample98","sample65","sample64","sample5","sample82","sample45","sample22","sample11","sample50","sample100","sample165","sample131","sample167","sample153","sample144","sample193","sample216","sample189","sample147","sample179","sample208","sample175","sample174","sample115","sample192","sample155","sample132","sample121","sample160","sample210"
"TIGD6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,5,0,4,5,2,1,5,4,2,5,2,4,3,4,2,3
"CHKA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,4,3,4,2,3,3,4,5,4,6,3,4,2,2
"SBDSP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,3,4,2,4,3,4,3,4,5,2,4,2,0
"AL022311.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,4,2,4,3,2,2,2,2,2,2,2,6,2,4,2,5
"SIAH2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,4,5,4,6,1,4,3,4,4,4,4,3,4,2,0
"NSD3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,2,6,1,2,1,4,3,3,6,6,1,2,4,2,4
"SLC15A4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,4,4,1,2,5,3,4,4,4,5,3,6,2,2
"IDS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,3,4,2,2,2,4,4,4,4,4,4,2,4,2,2
"RAB23",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,3,6,2,3,3,2,3,6,4,2,4,3,2
"RAI1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,2,2,4,2,1,2,3,4,3,4,4,2,4,1,2
"EMP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,4,4,6,1,5,3,4,1,4,4,1,4,2,1
"MEOX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,2,6,4,3,2,3,4,4,5,4,2,1,5,2,3
"TPTE2P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,4,4,1,4,2,3,5,4,3,2,4,2,1
"ABCB11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,5,2,4,3,4,2,4,3,3,2,3,5,2,4,3,2
"KLRA1P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,2,4,4,6,1,5,4,4,4,4,2,3,4,2,1
"NOP53-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,4,4,2,2,4,4,4,2,4,3,2,4,2,2
"HMGN1P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,1,3,3,2,5,6,3,2,4,2,2
"TXNDC17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,4,2,1,2,3,1,3,4,3,2,4,1,1
"NUDT21",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,4,2,4,3,2,2,4,2,2,2,2,2,1,2
"ZC3H8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,4,3,4,2,4,3,3,2,3,5,3,4,2,1
"RPL21P16",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,4,3,2,1,4,1,4,3,3,2,2,4,2,2
"SIRPB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,4,4,2,2,4,5,4,4,4,6,1,4,3,2
"PLK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,2,4,3,4,6,4,0,5,4,4,4,6,3,2,4,2,2
"MOGAT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,4,4,1,4,2,4,3,3,2,3,5,2,4,2,2
"ATP5MD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,4,3,3,1,4,1,4,3,3,2,3,4,2,2
"AL354733.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,2,2,4,3,2,2,3,3,2,4,2,5,2,4,2,2
"AC006460.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,4,3,4,2,5,3,2,2,3,5,2,4,2,2
"LINC00933",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,4,5,2,3,3,4,3,2,4,2,4,2,3
"ODF2L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,4,3,2,2,5,3,2,2,3,1,2,4,2,2
"INPP5J",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,1,4,3,2,2,2,0,2,2,2,6,2,2,2,2
"NOCT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,6,3,4,4,2,2,3,3,4,3,3,4,2,4,2,2
"TEPSIN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,2,6,4,2,3,3,3,4,5,4,2,4,4,2,3
"RAC1P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,6,3,2,2,3,5,4,3,3,4,2,4,2,2
"ZC3H10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,2,4,4,2,1,5,3,4,4,4,5,3,4,1,2
"AL022328.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,4,1,4,3,4,0,2,2,4,2,2,6,2,4,2,3
"JADE1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,3,4,4,2,2,3,3,4,3,3,4,2,4,2,2
"DNMT3A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,2,4,3,4,3,4,3,4,2,3,3,2,5,2,2
"IER2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,4,1,4,4,4,6,4,3,2,4,2,2
"RAB39B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,3,4,2,2,1,4,4,4,3,4,4,2,6,2,2
"STAG1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,2,4,4,4,2,4,3,4,5,4,5,3,6,2,2
"KNDC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,4,3,4,1,4,3,4,3,3,2,2,4,2,2
