"","sample37","sample108","sample38","sample14","sample104","sample107","sample100","sample24","sample12","sample15","sample56","sample78","sample1","sample43","sample31","sample52","sample8","sample10","sample26","sample23","sample147","sample218","sample148","sample124","sample214","sample217","sample210","sample134","sample122","sample125","sample166","sample188","sample111","sample153","sample141","sample162","sample118","sample120","sample136","sample133"
"UNC79",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,2,3,1,6,2,2,3,4,5,2,2,2,4,6,3,4
"SLC6A17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,4,2,2,3,3,5,2,2,2,3,3,3,3
"FAM201A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,3,2,5,2,2,2,3,1,2,2,2,3,2,1,3
"DHTKD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,2,4,6,2,2,4,2,2,4,3,4,1,2,2,5,4,3,2
"SNU13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,5,3,2,1,2,2,2,2,3,1,2,3,2,2,3,2
"IFT46",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,2,1,4,2,2,2,2,3,1,2,2,3,2,3,3
"CPVL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,6,2,4,3,4,2,2,5,4,4,2,2,2,5,5,3,5
"UVSSA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,3,1,4,2,2,3,3,3,1,2,2,4,4,1,2
"AL391628.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,4,6,6,3,6,4,2,5,6,3,2,2,2,6,6,4,2
"KCNK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,4,5,6,4,6,4,2,5,6,4,2,2,3,6,5,4,2
"PEBP4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1,2,1,4,2,2,3,2,1,2,2,2,1,2,1,2
"SP5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,3,2,4,1,2,3,3,4,2,2,2,5,3,3,6
"CABP4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,4,4,2,4,2,0,4,6,3,2,2,2,4,6,3,3
"MTRES1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,6,6,4,2,4,1,2,2,4,2,1,2,3,6,2,2,2
"PLA2G2D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,3,2,4,2,2,4,3,2,2,2,1,3,3,4,2
"MEIS1-AS2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,3,1,2,4,2,1,2,2,6,1,2,2,3,4,3,3
