"","sample11","sample5","sample27","sample68","sample36","sample84","sample29","sample88","sample97","sample74","sample121","sample115","sample137","sample178","sample146","sample194","sample139","sample198","sample207","sample184"
"COX19",2,2,2,2,2,2,2,2,2,2,4,4,6,6,0,4,4,2,2,4
"ZNF185",2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,4,6,2,2,3
"CNOT8",2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,4,5,2,2,5
"AC110611.1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,3,6,1,2,3
"AL035661.1",2,2,2,2,2,2,2,2,2,2,5,4,6,4,2,4,6,2,1,3
"RHOG",2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,3,2,1,0,4
"LRP5L",2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,6,2,2,3
"SMIM29",2,2,2,2,2,2,2,2,2,2,4,3,4,4,1,4,3,2,2,1
"AC133552.4",2,2,2,2,2,2,2,2,2,2,4,5,3,4,3,2,2,2,1,6
"ABCG2",2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,3,2,1,2,3
"ANGPT1",2,2,2,2,2,2,2,2,2,2,4,6,6,6,2,3,6,2,2,4
"ELP1",2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,3,3,3,2,3
"MECOM",2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,6,2,2,3
"SLAMF6",2,2,2,2,2,2,2,2,2,2,4,4,6,6,5,6,6,2,3,6
"AC010754.1",2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,6,2,2,3
"UBALD2",2,2,2,2,2,2,2,2,2,2,4,5,5,6,2,3,6,2,2,2
"OR2W3",2,2,2,2,2,2,2,2,2,2,6,4,6,6,5,6,1,2,4,6
"GPR62",2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,3,2,1,2,3
"TNRC18P1",2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,3,2,1,3,3
"SAMD10",2,2,2,2,2,2,2,2,2,2,3,4,6,5,2,4,6,2,2,3
"IFI44",2,2,2,2,2,2,2,2,2,2,4,2,3,6,2,2,6,2,2,3
"WDR13",2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,4,6,2,3,3
"CHD6",2,2,2,2,2,2,2,2,2,2,4,4,6,6,2,4,6,2,2,3
"PARL",2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,2,6,2,2,3
"CHST2",2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,3,6,2,2,3
"AC012443.2",2,2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,6,2,2,3
"TIGD7",2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3,4,1,2,6
"TAS2R6P",2,2,2,2,2,2,2,2,2,2,4,3,6,5,0,4,2,1,2,5
"FAM155A",2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,2,6,2,4,1
"FNIP2",2,2,2,2,2,2,2,2,2,2,5,3,2,3,2,3,2,1,2,3
"IGLC3",2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,4,6,2,2,3
"TCTN3",2,2,2,2,2,2,2,2,2,2,4,3,1,3,2,3,3,2,2,3
"ELF3-AS1",2,2,2,2,2,2,2,2,2,2,6,4,6,5,5,6,6,4,4,6
"MUC5B",2,2,2,2,2,2,2,2,2,2,5,4,2,2,3,3,2,1,2,4
"AC022098.1",2,2,2,2,2,2,2,2,2,2,4,6,3,3,2,2,6,3,2,3
"EPN1",2,2,2,2,2,2,2,2,2,2,3,6,4,3,3,6,6,2,1,3
"NSFL1C",2,2,2,2,2,2,2,2,2,2,4,4,6,2,2,4,6,2,1,3
"SMO",2,2,2,2,2,2,2,2,2,2,4,3,3,4,1,4,0,2,2,5
"TTLL1",2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,5,2,2,3
"MORF4L2-AS1",2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,6,1,2,3
"DNAJB6P1",2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,3,3,1,2,4
"CEP43",2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,3,6,1,2,2
"CRBN",2,2,2,2,2,2,2,2,2,2,5,4,5,3,2,2,6,1,1,3
"ADAMTS18",2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,2
"EIF5",2,2,2,2,2,2,2,2,2,2,4,5,4,2,2,2,6,2,1,3
"NOP10",2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,2,3,1,2,2
"AC124016.1",2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,3,2,1,2,3
"LTBP3",2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,3,6,2,3,4
"IQCB1",2,2,2,2,2,2,2,2,2,2,4,4,6,3,3,3,5,2,2,3
"AL161935.3",2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,6,3,2,3
"ADRA1D",2,2,2,2,2,2,2,2,2,2,4,4,6,3,2,4,6,2,1,3
"USP7",2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,4,3,2,1,6
"CD80",2,2,2,2,2,2,2,2,2,2,4,4,6,3,2,3,5,2,2,3
"NUP50",2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,5,2,2,3
"USP46-DT",2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,3,6,1,2,3
"CCL16",2,2,2,2,2,2,2,2,2,2,5,5,1,2,2,3,3,2,2,3
"SNORD14A",2,2,2,2,2,2,2,2,2,2,4,4,2,5,2,4,6,2,2,4
"AC012645.1",2,2,2,2,2,2,2,2,2,2,4,4,3,4,3,4,3,2,2,6
"IFI44L",2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,6,1,2,3
"SLC41A2",2,2,2,2,2,2,2,2,2,2,3,5,4,3,2,4,5,2,2,3
"FAXDC2",2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,4,5,2,2,2
"LRRC42",2,2,2,2,2,2,2,2,2,2,4,2,3,4,2,3,6,1,2,2
"PCED1A",2,2,2,2,2,2,2,2,2,2,4,3,6,2,2,4,6,2,1,3
"WNT5B",2,2,2,2,2,2,2,2,2,2,4,6,3,3,2,4,5,2,2,2
"ADRA2C",2,2,2,2,2,2,2,2,2,2,4,4,3,4,2,3,6,1,2,3
"DOCK9-DT",2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,2,6,1,2,2
"GUCY2D",2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,3,3,2,2,2
"AL109615.4",2,2,2,2,2,2,2,2,2,2,4,3,4,4,2,4,6,2,2,3
"IFFO2",2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,5,1,1,3
"ZC3H6",2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,5,2,2,3
"MOB1B",2,2,2,2,2,2,2,2,2,2,4,3,3,1,2,3,2,1,2,3
"AL445490.1",2,2,2,2,2,2,2,2,2,2,4,2,3,4,2,2,5,1,5,3
"PCDHGB1",2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,4,5,2,2,4
"METAP1",2,2,2,2,2,2,2,2,2,2,5,3,1,2,1,3,6,1,3,3
"MRPS22",2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,3,6,0,1,3
"AC008592.4",2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,4,5,3,2,5
"LEAP2",2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,4,6,2,1,4
"HEXD",2,2,2,2,2,2,2,2,2,2,4,5,1,5,2,2,6,2,2,3
"CLMN",2,2,2,2,2,2,2,2,2,2,5,5,4,2,2,3,6,2,2,2
"PARG",2,2,2,2,2,2,2,2,2,2,5,3,2,3,2,3,6,2,2,3
"AP000437.1",2,2,2,2,2,2,2,2,2,2,4,3,2,4,1,3,6,2,2,4
"AL139125.1",2,2,2,2,2,2,2,2,2,2,4,3,3,0,2,3,6,3,2,3
"MOGS",2,2,2,2,2,2,2,2,2,2,3,3,2,4,4,2,6,2,2,3
"IGHG3",2,2,2,2,2,2,2,2,2,2,4,5,3,2,2,4,6,2,2,3
"PPP1R9B",2,2,2,2,2,2,2,2,2,2,4,5,6,4,2,3,6,2,2,4
"ZNF792",2,2,2,2,2,2,2,2,2,2,4,5,3,3,2,6,5,2,2,3
"GNMT",2,2,2,2,2,2,2,2,2,2,4,1,4,4,1,4,6,2,2,2
"SPTLC3",2,2,2,2,2,2,2,2,2,2,4,5,6,4,2,4,6,2,3,3
"TUBG1",2,2,2,2,2,2,2,2,2,2,4,5,2,4,3,3,3,2,4,2
"HACD4",2,2,2,2,2,2,2,2,2,2,4,4,2,3,2,3,6,1,2,3
"CRHBP",2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,4,5,2,2,4
