"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",692,215,1020,236,710,174,317,312,339,420,148,149,997,108,754,131,82,317,702,675,1374,22,177,91,728,58,98,522,398,630,456,335,157,1096,259,288,84,131,326,46
"g2",2650,2119,4564,2714,5525,1480,1646,1096,3259,1368,1438,563,3201,1998,3742,2955,1803,3437,5813,1675,13965,2717,2014,1634,3969,1689,3806,1739,1680,718,3558,3648,230,4346,1435,1414,3434,981,9076,2231
"g3",1911457,1290811,3082746,1468639,3092251,1689709,3045647,1734585,3226377,2895685,3190255,4057295,2096231,811842,1676616,3093005,2056374,1328221,2285354,1102416,2610804,1074286,940345,272490,5907480,1126912,1727692,2458600,1296069,1532218,3968932,1412903,1221280,1366674,745641,1357132,1139366,900457,2704305,481091
"g4",11056,3500,6533,5367,5084,2529,5455,2932,4408,2050,7214,1518,647,2745,4693,5949,1588,1818,3684,3082,1256,3355,1416,1028,4204,2204,5848,18165,2256,6408,6528,2468,1595,8004,3032,985,3046,2155,4910,1985
"g5",1757,2914,1851,0,17,0,12034,924,231,14104,1045,4708,17673,10067,8992,0,78,1596,1426,44072,106429,11,24609,656,14480,41401,32618,226713,162,12520,4028,348,601,5766,1667,842,82332,375,2078,9807
"g6",2726,1059,17,55,1436,1271,755,1199,42,275,470,2089,401,131,118,284,417,1284,1130,2068,388,668,576,283,360,247,116,1691,83,96,1258,647,417,1596,673,358,632,272,803,503
"g7",99817,14536,82923,37737,28355,48918,23506,23950,25787,36928,24680,13295,14510,32132,50220,41966,11901,31280,79143,25758,235947,36142,64105,18028,40078,73985,33869,27402,19145,35577,18886,31379,24734,107584,14404,35042,36842,6024,76770,23608
"g8",77906,98774,83311,107709,79342,59352,68790,79646,59043,106605,46555,68089,60548,49062,54828,72317,33048,46605,64123,72371,403502,123567,133220,136787,337316,165040,344870,186416,134669,250318,299032,201135,102471,433460,72976,220692,309342,80289,350788,181357
"g9",376870,39132,327804,149420,292822,121640,211083,25712,211353,57190,121048,43119,89392,10742,8722,106525,129094,122832,130229,64652,89915,76841,57694,83695,133290,41492,181276,191121,24168,48496,383690,206340,25540,139569,150914,104422,148238,31142,324657,28059
"g10",0,8588,30680,5702,6405,481,1,22,43893,30640,1640,2105,7,66,13823,10300,668,1620,20616,462,306,992,37200,271,504,37,3374,14166,202,3180,38,1706,445,10903,449,5489,389,731,0,10820
"g11",1040,137,1018,7,7,1385,1,0,46,61,74,89,517,0,96,1,45,0,46,41,5586,227,1035,265,2226,8,0,0,1990,554,42,22,39,23,1,101,1695,190,10,202
"g12",480,112,2490,406,116,3,480,171,513,82,735,804,11,236,842,570,840,1056,195,20,1863,135,329,88,110,234,968,608,732,986,1660,855,55,63,33,1488,2805,599,455,1645
"g13",0,3,1248,22,0,6,228,0,99,10,48,0,95,0,1537,24,7,2,116,138,1758,676,1268,0,1590,32,395,118,31,272,1344,877,359,21,0,641,917,152,6,1353
"g14",477,191,36,294,51,109,532,22,1498,582,282,449,357,550,163,249,176,710,1382,277,2454,376,95,494,26,573,2954,1150,270,804,408,340,186,2103,661,90,294,21,445,55
"g15",7200,29057,8962,6445,1922,1781,2206,8594,3791,12335,3815,9106,9846,6098,9457,937,1654,5776,17556,17629,19558,5680,19017,9055,2852,826,20766,13676,2351,37992,2174,54650,1208,31470,22518,3375,3206,2030,10355,3869
"g16",115115,223164,153875,112310,198346,154817,174607,183441,119040,186091,98243,146585,155051,137882,88056,96950,98891,89392,75607,148379,116168,33616,43971,108463,56058,103420,117693,210270,147786,63641,97592,218186,66530,161505,115553,80508,49188,40314,357942,151242
"g17",101160,122782,172933,164234,259193,151712,146535,92606,108738,77658,99431,61130,56282,125894,165134,148099,105210,167369,102501,88413,515755,174226,201973,220059,240768,206190,550413,217008,130439,487478,715758,249501,136936,550340,127119,175253,253720,204557,515547,217346
"g18",20657,16109,12453,6602,25262,7178,7108,12983,18236,20916,20832,15634,38982,6096,37028,20116,7674,13360,22861,22013,25907,30455,10465,19021,29736,6324,38654,80774,12753,8748,25084,6309,28534,71553,27181,28168,22428,77754,63293,16352
"g19",460905,159267,162957,410904,175221,160329,161002,348824,150295,291354,296590,114743,200009,154712,289676,66859,152151,211755,123830,258901,593696,407926,121027,413090,234379,318226,622800,304539,290951,338547,843668,227953,414171,266253,221383,651864,229342,416130,1004552,467897
"g20",180100,183709,126977,130886,116413,136943,84301,132488,104066,112419,105319,130571,154366,81843,86065,126425,125124,62239,124890,122694,544770,182925,70180,118406,276494,141542,121991,277793,182674,290088,328244,376776,112740,496504,152517,218400,183712,150776,214551,162198
"g21",29717,142208,123172,11557,1982,33224,58378,48409,1474,2626,18260,32151,4169,269,66345,80687,144139,25721,25829,44203,259371,4177,26383,14900,97003,5830,126389,1053266,114936,528528,498378,57890,62889,49045,38987,28971,26030,1150,14298,191638
"g22",209772,343381,393386,288176,215326,473471,271750,268114,120207,275352,344953,344980,342293,80305,404576,346387,312526,275351,319022,182025,495459,85998,107452,209864,429300,218939,706969,540898,344887,222562,279273,181155,170113,262132,233973,98783,321397,123497,318003,219779
"g23",32762,40404,59368,40903,34768,20789,57215,49228,25529,23682,25129,43485,32227,22332,31650,23085,30195,26313,41111,32947,95589,80799,34003,74523,73176,61372,176367,175218,60335,34527,114474,85832,147945,72020,26894,46254,135570,42111,66169,40228
"g24",2249,795,807,906,1526,2861,2068,117,567,847,684,1224,5068,233,1763,3607,2787,2486,1689,852,2210,2076,1545,699,633,1016,1478,956,1838,1809,1928,1775,509,5288,1878,389,1306,204,2369,776
"g25",696,717,503,327,414,99,935,558,464,652,599,222,721,205,536,234,259,547,172,1073,538,228,92,136,356,158,714,665,129,203,1008,791,180,464,626,149,262,171,812,225
"g26",64395,37697,47731,40508,59560,14851,29310,28913,27725,53163,38275,23215,18743,16428,51042,21295,29686,46942,45278,35350,80623,22981,15209,17886,25118,40663,88086,53898,17265,46020,74388,26637,20730,42837,15642,26218,24716,27995,56288,33528
"g27",107740,73096,50179,78067,114622,40736,104743,54043,77986,93431,90836,97942,66550,44623,88334,44760,55628,23815,77645,71393,104115,76166,31736,77420,124272,23584,112761,71279,81080,65397,145696,100794,48905,131804,48431,26268,96471,32676,177143,87493
"g28",90287,53876,62709,25870,60511,57847,38921,19910,38750,43758,71723,69501,28565,11878,24941,49783,45664,16396,46683,34864,106425,20517,29463,69720,71246,61540,143464,113672,78010,65933,121630,51448,7549,46103,83975,30664,101824,33443,131062,37938
"g29",4235,6446,2859,9965,2205,5171,1813,1855,1013,8107,972,7468,13116,2509,4005,6345,374,3049,11306,858,6260,4090,2426,1885,1486,8891,5250,9996,5151,1524,7654,11206,1872,6584,1580,1378,471,634,4956,4110
"g30",129286,99469,88027,250974,139724,116926,50996,74621,28791,85281,140545,153454,31895,40348,101014,76429,102550,90776,65473,178113,279632,95215,137924,95087,282230,80808,548200,434595,104298,162906,339992,126558,43865,157867,143966,111486,187787,54989,203738,228210
"g31",10200,18501,7706,12555,7702,7437,1912,4514,4113,5844,2324,7033,6491,14430,9382,7100,1976,6816,21465,14171,36801,4421,5929,2206,1945,8249,42933,14345,3571,4503,8890,5057,8501,1299,5336,3411,955,1330,9966,7793
"g32",211125,100841,72712,345318,292885,96214,85357,56394,87813,46329,142042,151767,149877,74809,132351,37999,41253,27150,21033,313278,606043,31616,43100,76901,209994,17325,43667,76972,105813,170103,168392,237567,13832,100140,71638,30623,351033,23096,130690,11351
"g33",195209,209127,15525,254903,157486,59990,230803,110297,113084,88058,115212,122298,31351,41911,244838,190757,137737,199225,101542,229233,342147,245348,35906,77854,167470,165700,128340,59613,54208,268676,638250,602794,58437,131501,183892,139834,308468,112710,155238,163070
"g34",39507,5685,69813,2309,4853,49274,71762,16532,19054,40603,9091,61629,3081,11714,3871,6263,6535,13628,60904,20430,113808,33035,9941,16914,33930,22014,115485,55128,34788,35196,55196,515,2273,64354,30076,7439,13706,62144,121720,56174
