"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",305,184,224,1220,81,601,613,642,590,293,487,75,287,499,75,277,494,729,114,195,1791,375,219,469,732,560,756,501,681,336,772,382,308,274,221,804,424,349,1114,239
"g2",931,1810,1930,1299,2894,2871,3164,3064,3677,1070,4455,3713,785,888,1734,2538,2596,2880,1891,1039,4254,5336,1310,2915,13363,5853,8208,2979,3252,7472,7332,3667,2496,7196,1395,4138,9028,2754,2850,1071
"g3",1446987,1840521,1420088,3106901,2477466,1644064,1738195,640950,571884,2443999,1736105,2197624,2229034,2570142,1227712,847490,235000,2309927,1844371,1178648,3152449,2945172,3668830,2459513,4734502,588844,1788186,2111711,5097048,2444706,3945026,1482201,2700259,2470577,864128,720928,2025906,674428,4038273,867437
"g4",3927,4377,4041,1451,3401,2349,3008,3928,7086,1592,3654,2461,2694,6787,2255,2974,3261,3003,1038,2828,8792,13688,9809,6193,15848,4338,19632,23128,12470,15660,9808,6324,20446,8276,4302,6145,17508,3640,39885,1179
"g5",827,9,5160,218,1101,9524,6981,10611,19,1531,66640,1143,3502,7343,1719,4224,584,10289,10289,5411,11094,1891,25313,47,61036,383,596,36565,1526,27786,36,1,64817,29,1566,93672,38,777,83648,10311
"g6",826,486,380,1098,688,1295,1771,2527,2051,216,518,386,1599,902,572,973,903,131,1299,220,35,646,1690,879,168,45,1048,1250,1515,448,686,335,69,54,424,900,2404,993,2753,597
"g7",14059,36918,28725,17530,17105,17189,22955,25258,28905,25033,41140,35787,28683,76375,6455,11405,21403,81837,35188,38889,253887,44874,24373,59063,33217,35969,84299,36965,62779,25391,78840,9828,26433,32346,72240,48139,10840,19028,43115,43096
"g8",34893,35931,49934,66386,57496,67743,71539,84779,61214,49767,39589,29792,82675,60077,44831,35768,52454,75544,56090,68675,80177,100897,94582,77627,94880,61170,163982,44782,95624,165480,113344,78230,92571,94585,51718,83429,158142,58853,161166,36739
"g9",57127,44601,159766,174303,142589,47154,238740,228176,213181,64822,194343,86845,168937,78102,14163,222363,161180,139752,183376,191920,215267,36073,256521,92679,204338,265427,425042,141852,139030,178506,265442,155110,155446,123455,230938,129586,32674,167414,36672,97012
"g10",543,2531,11801,715,26,0,9059,2913,89,3169,7834,9186,11080,1460,162,7543,17,7396,575,2295,7704,2507,18731,4,5892,1,10,134,16,1694,300,15645,5722,1248,525,2,13047,11,24757,0
"g11",0,132,12,476,83,6,696,21,447,320,37,227,1331,300,6,1380,3292,341,79,12,273,509,430,1,1244,276,4134,70,10086,2,266,0,110,1630,73,1007,0,399,11,116
"g12",813,473,109,155,1639,243,1226,699,345,99,120,581,7,113,14,19,104,3,154,254,2136,317,538,418,0,300,638,166,422,1731,1732,292,478,1558,559,1064,377,422,324,47
"g13",0,2961,8,0,8,360,2,6,60,0,1,30,400,0,0,339,1,0,639,10,0,467,0,33,38,985,12,383,70,6,180,16,115,280,10,0,3,0,96,66
"g14",396,485,746,489,528,470,348,352,889,59,288,146,410,446,546,483,194,404,523,540,1707,322,709,329,748,181,1060,464,86,339,4724,195,768,108,691,449,1041,353,764,263
"g15",14511,3549,5040,4806,12784,2054,9915,12440,4133,8433,6573,6359,31083,27164,12336,4125,16456,6276,828,4414,32990,4882,27060,6810,18479,3302,14584,13598,30662,35026,22302,28737,6120,3558,3723,19655,1619,5393,6192,5073
"g16",115596,83981,59950,105346,93294,139775,140359,124763,174275,105259,111383,87495,142094,114472,80821,77397,86584,248836,99362,95392,144832,141764,122725,159256,170079,227035,120394,109289,186218,306398,213636,191668,222242,213335,81569,189791,91959,63750,147141,49390
"g17",74265,55410,121971,119578,95605,65238,150270,124591,135549,78294,57383,42570,131332,113826,81613,85728,84451,86068,74030,99655,204605,112671,78318,124061,104265,109434,106198,86656,70855,196764,112028,136083,141964,56816,53877,38137,79418,77280,357210,75955
"g18",13581,3596,9130,14057,2489,7540,462,12190,16985,7441,8325,5466,20131,11151,8144,10666,9264,12161,4947,6509,94752,69972,40021,27918,52388,14007,97548,42783,51641,30080,45128,38754,31937,70967,34880,183694,22280,103499,311485,114984
"g19",68703,167261,167199,82156,167527,329473,265864,285943,240104,159848,201061,169782,461300,384045,138945,57876,120682,265718,92723,283889,397272,218408,467247,215916,293419,301586,155474,278880,368643,327896,323022,187410,506714,303314,98195,218718,463485,87672,326702,221678
"g20",58390,61961,121847,105254,55373,47677,121530,99569,157993,123020,106609,103979,82901,183693,77710,80432,127654,132046,73059,61799,342828,91854,88108,135707,129056,104182,94665,190488,304384,267687,167316,136204,171316,101730,57152,112516,158862,86441,106461,95782
"g21",10099,48919,25634,82812,11342,254919,28859,172442,97920,5050,88456,1094,14207,514581,12987,2436,59213,31914,19988,45241,269287,25334,35976,27340,60879,32698,70021,42578,147624,30709,26000,3293,1938261,12858,39633,21039,78528,13399,646555,2954
"g22",203578,245740,211113,329862,347640,294116,353291,158327,379544,323227,231497,210606,365335,261583,177831,264953,236109,526735,240097,182183,1646873,249082,166860,355268,370336,195880,264640,502020,406478,503562,570961,229448,413959,407513,191428,147774,217395,201521,566360,64998
"g23",15057,23537,52283,33588,28943,44376,36049,29483,51674,30662,45733,19975,34384,46748,30198,28971,47912,21290,21462,47092,70115,88226,90407,89802,83630,70278,266445,80091,84383,39741,92138,99086,325045,128786,37157,59081,153656,57723,47473,44635
"g24",577,907,1258,781,2706,2307,1207,1285,2496,3520,830,1088,583,1921,479,537,595,1206,654,601,1433,1898,1347,1438,4103,2206,1734,664,1871,5646,3478,1390,1660,1803,1238,166,5854,299,846,986
"g25",444,318,233,92,365,198,641,609,230,202,500,391,227,104,236,795,380,468,68,508,813,70,206,233,608,157,701,516,299,1176,1282,393,283,288,132,596,1180,330,864,240
"g26",31513,23060,27044,33158,32920,25170,36838,45685,47876,27914,28596,14288,30154,44642,22225,20430,29778,47942,43242,34953,160255,68545,112838,63825,176268,59128,96240,120162,114187,126936,109016,83948,76967,73475,37607,79641,83160,71795,104892,23659
