"","sample11","sample5","sample27","sample68","sample36","sample84","sample29","sample88","sample97","sample74","sample121","sample115","sample137","sample178","sample146","sample194","sample139","sample198","sample207","sample184"
"COX19",976,599,850,651,518,432,566,512,777,1206,391,1377,1098,1248,224,714,444,466,451,514
"ZNF185",3782,2481,6031,3996,2006,1721,1098,1190,2041,4412,4257,884,2366,941,3180,1986,1931,752,3970,2938
"CNOT8",6284,3261,3310,3127,3235,3069,3410,4961,4337,6831,6671,5232,4444,4486,4580,4144,4284,3877,4630,4136
"AC110611.1",35,38,14,51,26,12,34,39,57,138,21,64,85,48,118,67,19,12,27,41
"AL035661.1",1855,687,1233,1001,2287,832,12,140,239,1977,2442,5286,3137,814,2300,2466,585,1872,637,2023
"RHOG",2621,1957,2441,2157,2173,1701,2952,2473,2174,2687,2329,2453,3169,4392,253,4062,1339,1227,1860,2534
"LRP5L",248,291,206,133,123,133,123,87,150,507,112,195,176,146,439,362,382,59,140,94
"SMIM29",775,448,728,511,1092,641,672,647,536,863,1857,2368,1573,3023,669,2258,539,1354,1691,1177
"AC133552.4",15,22,5,16,10,3,17,22,33,70,6,48,8,7,21,6,1,20,4,25
"ABCG2",664,1271,475,562,294,858,448,475,810,1115,182,321,93,146,312,235,107,487,380,306
"ANGPT1",2459,1207,445,829,111,1042,3323,10531,4796,2135,164,106,114,404,190,141,85,107,174,196
"ELP1",3616,2330,2327,2152,2218,1813,2697,2927,3119,5867,5323,4535,3405,4034,8794,3483,1821,2574,2846,2493
"MECOM",2768,1106,596,1191,410,1560,3122,2900,2850,5239,391,1065,668,1060,490,909,197,473,550,520
"SLAMF6",316,227,151,92,71,87,156,107,177,255,25,74,443,983,11,47,696,82,61,207
"AC010754.1",38,17,20,23,28,18,16,22,15,61,3,36,8,2,22,12,8,8,24,26
"UBALD2",2383,1085,2258,1683,2100,1268,1424,1366,1153,1904,976,4104,2663,3757,300,1233,4689,1670,2355,1121
"OR2W3",27,16,7,36,13,5,10,1,6,22,74,85,6,8,25,52,17,4,46,33
"GPR62",20,8,12,6,34,10,9,15,9,26,3,0,9,1,20,2,6,5,2,1
"TNRC18P1",467,80,92,136,158,99,7,43,20,683,3856,6030,940,19,3875,300,88,347,527,149
"SAMD10",348,358,385,315,368,194,69,86,94,466,470,811,669,1285,86,800,587,374,455,314
"IFI44",1693,812,584,778,383,1152,1089,1062,1122,1582,537,315,2392,8323,482,1399,3530,1039,1057,658
"WDR13",4791,3455,4244,3796,5184,2538,4148,2962,3173,4967,2868,4717,3985,3470,2254,5072,2102,2540,2794,3965
"CHD6",6512,4805,5346,4126,3782,3253,3803,3736,5464,13560,5586,9757,11012,6889,12335,4794,6169,7982,4288,3700
"PARL",401,177,386,290,307,252,218,411,242,333,251,275,421,426,180,449,244,137,241,244
"CHST2",1352,606,1177,865,639,676,855,675,646,869,168,504,187,394,69,284,188,151,466,256
"AC012443.2",33,36,34,26,19,46,68,60,60,143,3,7,23,14,78,14,54,31,5,17
"TIGD7",157,85,126,68,46,73,54,89,82,231,58,119,111,65,269,160,78,58,26,126
"TAS2R6P",5,8,5,4,0,1,9,4,7,39,0,6,18,3,16,7,2,3,1,2
"FAM155A",203,45,11,52,61,123,99,75,157,135,45,37,37,179,53,497,889,315,41,1220
"FNIP2",4518,2134,1678,2035,1712,1772,4884,6516,5390,6560,652,1637,1626,1898,1293,1881,1305,1371,1391,1977
"IGLC3",9027,4931,858,3694,2210,2365,13,216,2133,3805,62,281,1166,8159,53,683,2775,331,599,1458
"TCTN3",4241,3166,3401,3261,3729,2335,2458,3336,3159,5313,6410,4000,3310,4861,2720,5226,1606,3476,4809,2915
"ELF3-AS1",283,201,220,201,112,101,80,44,121,416,130,194,420,293,504,692,206,184,197,196
"MUC5B",598,770,583,2107,264,710,1,12,245,247,530,5879,10,3928,78,11656,42,19,8300,5212
"AC022098.1",162,114,108,76,100,49,130,114,168,252,31,116,66,59,67,55,58,92,32,56
"EPN1",5064,3653,4788,4015,4870,2599,5183,2618,3621,5590,3852,47986,7189,8370,1221,11627,7326,4923,5993,6050
"NSFL1C",6122,3864,4497,4515,4453,2708,4031,5376,4104,6238,4711,5972,8318,5628,2170,6016,4212,4056,2840,3441
"SMO",1212,1031,1524,1029,1344,852,530,628,799,1565,233,275,520,590,383,1224,610,1005,1563,1432
"TTLL1",612,378,550,478,891,278,287,356,357,590,978,581,979,449,551,403,516,503,436,535
"MORF4L2-AS1",34,26,63,28,23,21,18,8,31,142,5,43,40,7,16,60,28,19,10,17
"DNAJB6P1",307,287,321,274,416,178,216,202,244,377,513,862,159,380,182,271,112,345,314,204
"CEP43",855,465,595,410,465,400,243,436,445,1425,497,1953,664,590,1677,1345,823,155,547,446
"CRBN",3338,1778,2031,1819,1786,1727,2034,3764,2779,4854,2561,2480,2556,1705,3337,1581,1802,1185,1552,1683
"ADAMTS18",219,337,62,369,152,170,1267,2516,897,1125,21,36,18,30,43,48,1443,934,32,178
"EIF5",16915,8147,8212,10902,7349,9266,12106,19182,18096,19850,16071,22283,17299,10134,21390,11238,13205,15317,11263,9261
"NOP10",2404,1372,1954,2015,2981,1507,1780,2796,1822,2093,2800,2105,3277,2133,1011,3226,1826,1469,2216,1293
"AC124016.1",9,6,18,13,17,9,9,17,12,19,6,25,19,7,6,12,13,2,2,1
"LTBP3",9057,8352,9509,8122,10669,5137,10317,6460,10130,11369,15470,4580,3423,9105,1624,4632,14686,8034,14675,9775
"IQCB1",1815,1863,1357,1420,1290,982,589,942,1013,2208,817,1618,2861,1659,1052,1107,1391,1021,640,721
"AL161935.3",10,8,2,10,2,5,9,21,24,16,0,2,9,2,1,6,11,1,0,4
