"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",660,314,78,265,85,821,225,259,93,88,261,62,367,264,382,230,236,102,429,145,543,803,437,450,1208,80,934,261,3603,812,1792,395,581,1380,179,799,680,213,1274,583
"g2",1557,4646,1655,1953,1396,3498,4403,4939,3965,2401,919,3121,1311,2963,4030,3706,2946,3220,3297,1055,10212,2561,1563,2201,5971,1883,2174,1965,2786,3384,6232,1216,1146,3100,2475,1250,6576,1320,5916,1977
"g3",2130926,1123750,656301,1482476,1641365,4419755,1748231,1600914,1417941,841299,1311963,951996,3693994,1668246,1339669,1721990,1531024,2745769,2430968,1012145,3689648,3080772,3196340,214176,4659184,635908,3496560,17140876,7388933,3022822,6070682,5142925,3212666,2699657,1059923,2095855,11204704,1684063,7821975,8740254
"g4",8651,7599,4448,1379,3138,2284,3005,2274,2391,1986,4687,2713,3082,3204,6105,10396,4075,4106,6508,2772,672,2449,1959,1636,9376,1933,760,4526,3683,1326,4666,3074,3178,2400,1972,151,6850,1133,6395,3798
"g5",35867,14122,1522,18989,6508,41903,392,1,67147,54868,24194,589,16705,2871,15798,1369,1792,29405,395,5835,45982,79719,56722,2138,31226,3025,11202,5590,13394,29972,17514,6365,7,14774,14956,28958,0,9603,11420,18571
"g6",30,2637,214,1781,352,1886,626,2268,1126,274,604,872,113,2200,366,1023,653,1929,244,938,282,450,371,633,966,321,758,1246,501,382,264,918,973,1853,1980,545,1316,128,1243,97
"g7",15810,32159,50854,103970,21886,50215,40142,10775,65040,34370,12802,19716,39581,29200,20374,39087,21473,117741,16743,11322,241509,63199,113752,83020,88430,5997,64267,95663,97898,74642,570486,99596,39078,499982,44680,34648,168749,30273,268263,38539
"g8",61785,77125,69223,99984,44753,119841,38764,60481,68513,63818,75958,59436,67878,75869,57034,61781,45566,56186,98309,84325,145700,139744,58377,98872,266144,59558,155718,152176,159048,142570,118990,117486,144316,428885,124865,96517,244986,133908,148736,102621
"g9",146312,64152,91610,75065,83319,340302,142912,122581,134017,56745,159217,131578,136014,101178,231986,88511,101685,51231,133699,55512,240078,157735,182101,231858,314878,131219,406824,242841,366052,658488,871078,139379,173904,584564,119688,427617,557610,161523,340542,137044
"g10",1264,399,3308,1925,9,318,1262,4433,65,732,223,5127,1692,9078,88,758,26673,1751,3,372,23550,2384,5129,12,7202,1264,101046,94768,137424,7895,868,14,3582,5683,6546,216,4502,26,9943,69
"g11",0,1677,247,430,68,0,0,10,417,1225,81,588,7,227,64,15,663,26,194,704,63,182,0,359,112,672,4,128,760,0,328,363,1,158,521,612,2,30,0,4094
"g12",131,411,2,1392,585,202,479,144,67,307,132,88,36,258,112,934,10,141,99,155,1443,1087,861,470,400,1496,182,922,546,672,2014,1045,168,135,371,543,324,951,135,322
"g13",621,3,0,504,304,13,1268,0,38,42,109,0,580,1,913,52,352,124,315,116,31,61,159,803,400,0,215,0,98,660,130,279,79,380,1,843,0,1,3,12
"g14",36,901,593,1279,135,640,40,224,1531,75,402,243,1342,2581,1028,1165,537,1086,504,1147,702,380,431,591,326,184,630,608,692,204,896,336,406,2270,247,386,32,546,87,425
"g15",6661,9630,2607,9492,2973,18349,2872,4614,1468,2629,3011,4760,2140,1035,10935,2898,1214,2083,2637,4561,6105,9449,3658,2378,10823,901,19378,24412,9355,15584,3176,251,8921,413,3408,19033,2345,2771,12902,4264
"g16",220836,207737,84482,142134,58373,175308,131718,184592,145235,115917,184405,35141,150117,87074,155581,210123,85503,192019,101464,51507,63792,53281,58615,77868,246723,95256,86077,345974,251321,59535,189776,99427,86817,107501,93359,72468,142772,62701,84557,88273
"g17",99968,49826,89851,94557,51047,144580,105089,85416,64591,111333,82344,86228,159100,115381,162130,137479,122555,168278,114463,80702,163978,79773,80107,67138,55512,50762,222933,135041,118870,189850,212804,129608,88738,123780,84237,60074,130212,54321,256443,48159
"g18",8381,16403,22533,18842,20137,11238,11164,3217,35294,5717,12389,6309,18334,16923,17609,29242,12942,51687,37823,4504,37718,23776,32380,19761,55755,6031,15022,77607,56817,27310,69956,23373,117492,52592,17047,115353,33828,55688,44643,10532
"g19",358231,204637,158678,249291,122232,185484,195947,143238,89177,225324,145620,186272,324591,328467,202566,207103,78576,217677,197095,257997,405542,308725,172881,126787,152502,180741,162120,209601,502583,208265,331546,277203,757376,487575,292111,201734,358326,221745,631626,245770
"g20",145019,149239,133325,101754,68923,104145,94174,76708,100902,108231,124219,50858,43772,72676,116581,134290,55036,104163,100983,110214,264828,100046,88623,86862,226902,91199,155247,234203,332424,369219,173686,115114,98684,314370,154129,84902,175132,43101,130145,108157
"g21",15039,32182,7090,38617,34878,9072,117889,140988,29213,156668,97161,5508,174021,46748,71430,7282,24992,41571,54413,5113,6031,16292,14933,73266,379169,2550,6237,144288,142166,90255,141370,30621,433380,174580,128795,8539,287558,39422,151288,68372
"g22",159400,237533,343141,171871,115926,109594,209015,326947,406129,191395,155213,138627,415536,66451,151007,348102,112606,278108,208171,383997,463622,270320,117974,422553,424591,126044,295371,1222072,635611,128359,463915,175826,252811,473876,553645,326594,389915,135996,494093,397325
"g23",45677,54231,20268,38167,23788,27866,35342,34035,50549,19930,18817,16951,50111,47426,46057,70226,27883,52577,18902,30697,36798,47457,15724,25917,34176,17695,69117,89607,94056,12482,123726,20386,53596,50766,35583,25395,105360,32356,40478,24909
"g24",962,686,1193,1535,2964,7134,4141,592,1547,1930,907,677,1091,1953,1257,1819,327,4137,1279,1206,180,157,923,506,2333,205,2440,1802,381,2304,1672,2661,762,3653,622,153,916,306,470,1943
"g25",297,282,286,562,173,345,188,389,136,287,614,390,239,306,336,281,250,555,378,258,640,151,115,447,154,153,776,237,216,402,642,649,210,1085,636,130,159,175,550,1046
"g26",44079,29601,18948,46544,20778,35765,28976,40363,40286,27533,22314,15163,25081,31558,31212,45569,44648,42492,20656,33781,59695,29511,25834,27144,37434,39455,71966,69338,39864,30604,95510,32621,38947,50546,20348,18246,34764,32241,72908,32745
"g27",109731,86339,55610,84906,78349,92727,60093,32876,99374,44965,56483,38092,80371,62326,82040,122717,84054,83975,27202,59300,77891,124075,33894,75789,79518,22348,60639,210372,297996,74018,166206,161604,94000,195869,66562,22524,82408,25112,142423,59020
"g28",16291,48177,43297,45750,28331,43028,23010,35236,48953,38234,18457,25320,23727,10250,40750,81499,70542,40007,42104,51514,24054,11765,24708,10619,47159,7618,34606,61904,5100,6404,19608,6571,47288,31242,20250,29496,91180,7087,34380,19976
"g29",176,5740,1767,3513,2892,3523,227,2042,6227,2322,8688,656,6131,9901,3453,5882,960,1145,2248,4424,15346,6482,4041,2567,4310,1150,2715,10266,16830,2369,26822,4894,3571,6068,11219,7006,1121,2068,3852,7251
"g30",222996,119215,110449,76898,73994,145897,83431,111404,78515,70232,38427,48336,77255,135773,66000,164397,103252,88125,92929,85030,150698,131238,100258,107004,303868,53653,211582,404112,184606,156402,340030,141599,34875,150526,59355,42573,186020,53291,141020,134752
"g31",5733,6723,2824,9048,7309,6901,6614,6188,10791,10738,11767,5132,8070,5986,11173,1665,5598,8763,8858,4119,7797,13914,6386,7254,12945,7596,28431,16165,3262,28974,15620,9240,5513,2777,14645,2368,7706,8010,16796,8852
"g32",3154,4469,226753,11331,176291,118341,71933,196124,48789,13221,32156,84940,190692,326133,41590,108069,173880,98467,27939,95234,24915,366077,210425,28103,483908,45766,46655,65724,545355,3120,210760,84383,110695,593712,71039,109684,247728,139845,123947,136356
"g33",227105,191578,69610,319562,22061,78297,185173,140017,104718,67137,58882,53707,100384,426184,224710,337692,45390,204359,87637,49657,92025,231830,39697,97629,174658,52588,191139,116541,196158,95666,118890,91444,43749,349866,67710,166912,584836,83704,90615,172294
"g34",1394,16447,10695,16925,8883,46543,26797,40913,5985,1385,6964,4291,15805,1978,215192,25030,3872,32253,24667,23843,29187,56157,7001,4,3500,4640,15108,94332,71188,38607,27426,1700,6505,7397,1741,3508,6837,19187,4188,20402
"g35",3609,3557,2266,1965,595,1548,1974,1855,1499,641,1880,1127,2138,3911,1145,2172,3314,2753,1376,1142,4964,3092,3235,741,3922,2536,2964,3576,1958,5732,2870,1776,1240,3405,1235,1619,4302,726,2045,6225
"g36",117,33063,4321,266679,16678,7404,940,35989,15137,137328,70397,20945,800,94798,34293,55439,15615,150563,38819,50770,18801,16200,35266,12509,35954,49439,65039,100466,28773,56,130224,10593,662627,158664,39451,253636,398779,6951,160,0
"g37",0,0,716,6446,1663,16388,35,4486,15,183,445,7,2742,10,7539,2859,1,14888,3011,851,684,137,193,2,122,146,18990,5683,8,7,0,4,3357,810,831,10972,9508,1,4938,26593
"g38",1360,2469,4430,1092,382,2723,1833,586,3314,203,1458,1030,669,1293,462,729,894,1580,1134,2571,1543,3129,1531,419,3554,617,233,1544,1539,707,4342,2118,506,4170,1186,718,7011,731,1080,1961
"g39",143424,74065,38568,296026,47123,122248,31624,76634,197862,36776,128665,90838,102149,185784,108664,169291,122757,75482,115309,45574,58865,84206,109152,65075,176542,82115,278383,62442,166828,400822,150674,129619,30879,353932,90707,61267,40216,74776,58731,121889
"g40",161755,64550,24516,101611,104897,24306,399742,111793,116601,118297,76305,98600,90975,468075,380806,163099,117903,562086,219090,407086,95023,381746,121493,133111,200362,81224,97286,105922,1413501,549024,432542,252731,44938,287970,80360,106133,1086552,202981,116895,75225
"g41",8064,7506,5271,4615,6131,19836,25177,2778,20624,201,7185,3472,31995,16531,21782,6971,2141,6836,7784,5368,6140,6754,4602,6907,5894,5604,3980,4278,7263,734,58660,26389,8777,7066,3845,4533,5924,145,1588,3478
"g42",44485,180668,65359,82516,75608,134810,113957,92953,17684,19783,20813,46099,39331,97778,56127,39447,40057,115353,40844,54883,152109,71299,22681,16224,80835,22922,141933,37890,126615,16989,176534,68621,35962,46939,68428,18843,35039,59647,66520,38812
"g43",22614,21178,37403,73109,45948,59656,29787,25813,51829,31971,112570,19702,21427,43134,58318,132904,17275,8773,13599,34507,118740,25908,31595,85429,228785,36927,87717,343545,286058,75531,32712,164715,77927,82417,6733,15833,45326,28769,7706,23771
"g44",22761,55745,13127,13100,14334,33231,18410,17438,27742,16443,52735,19621,15976,51741,13797,59332,24279,41487,22565,20660,13857,39556,31625,17903,16854,16001,12648,30878,47499,6734,56602,14397,16512,21701,24942,21707,64582,14931,66746,44064
"g45",171562,258556,144641,5264,4547,151712,387855,100153,84594,5396,252468,81497,87904,59679,318882,137095,44450,83827,4771,21093,287451,61986,232628,81679,214403,525195,54795,452538,194953,113154,221290,122410,1558,273568,91835,22416,41651,28524,294082,287634
"g46",59619,91201,2855,26223,5285,38573,6860,60510,34114,3549,60216,65959,124735,16607,32599,250141,30389,22676,24087,65061,266127,2129,16032,33065,148508,99947,47745,430098,205710,116805,36136,323003,17110,168780,29099,2749,182946,153526,229858,40401
"g47",14886,15338,8086,62374,4787,41497,27863,27316,20693,32406,15690,10817,24928,18968,27530,92672,38819,16592,5475,15567,19004,18011,15018,5887,81506,25348,75052,98302,111344,18108,42412,36043,44418,24777,31234,16894,65344,14677,20651,17537
"g48",36944,57220,18121,67976,20578,54299,55956,39101,46192,35983,27456,32114,75493,33580,64260,91524,43439,29205,40551,26526,19236,30488,64233,29556,125072,39207,38463,115998,111366,61191,107842,64754,56069,113422,20813,30879,230697,20470,81965,77490
